,what,character,in,the,play,portrays,civil,disobedience,?
play,0.2180248498916626,0.258591890335083,0.24321173131465912,0.24793598055839539,1.0,0.2647479772567749,0.0800999104976654,0.18516378104686737,0.11059518158435822
antigone,0.07031235098838806,0.19501596689224243,0.17945496737957,0.20033924281597137,0.22160761058330536,0.2884375751018524,0.1779717206954956,0.25068399310112,0.10473794490098953
",",0.3087472915649414,0.21002258360385895,0.5201468467712402,0.4933079481124878,0.2231253683567047,0.18594211339950562,0.24795588850975037,0.2878543734550476,0.31091248989105225
in,0.30808621644973755,0.20910993218421936,1.0,0.6662389636039734,0.24321173131465912,0.20557060837745667,0.26466667652130127,0.3054615259170532,0.20430970191955566
which,0.5261979103088379,0.21732760965824127,0.4840516746044159,0.6521818041801453,0.24836887419223785,0.15643306076526642,0.13459211587905884,0.3121037483215332,0.25814583897590637
antigone,0.07031235098838806,0.19501596689224243,0.17945496737957,0.20033924281597137,0.22160761058330536,0.2884375751018524,0.1779717206954956,0.25068399310112,0.10473794490098953
",",0.3087472915649414,0.21002258360385895,0.5201468467712402,0.4933079481124878,0.2231253683567047,0.18594211339950562,0.24795588850975037,0.2878543734550476,0.31091248989105225
one,0.376489520072937,0.20997300744056702,0.4129433035850525,0.5514441132545471,0.24414552748203278,0.22641032934188843,0.15266822278499603,0.20541732013225555,0.2673267424106598
of,0.33290785551071167,0.17163237929344177,0.5696388483047485,0.733189046382904,0.15350224077701569,0.24156837165355682,0.24698495864868164,0.31932318210601807,0.1826142966747284
the,0.42745697498321533,0.25992274284362793,0.6662389636039734,1.0,0.24793598055839539,0.2010500729084015,0.2477465271949768,0.30963727831840515,0.22068053483963013
daughters,0.1333482563495636,0.18817806243896484,0.15512987971305847,0.14048056304454803,0.18181462585926056,0.29396456480026245,0.13458435237407684,0.23573920130729675,0.13857798278331757
of,0.33290785551071167,0.17163237929344177,0.5696388483047485,0.733189046382904,0.15350224077701569,0.24156837165355682,0.24698495864868164,0.31932318210601807,0.1826142966747284
former,0.13598288595676422,0.1485426276922226,0.2668642997741699,0.2251449078321457,0.09847991168498993,0.1906527578830719,0.17250412702560425,0.1721409410238266,0.10570605844259262
king,0.18449601531028748,0.21195362508296967,0.2044914960861206,0.25887003540992737,0.2164204865694046,0.14766435325145721,0.2031002789735794,0.27967801690101624,0.19130074977874756
of,0.33290785551071167,0.17163237929344177,0.5696388483047485,0.733189046382904,0.15350224077701569,0.24156837165355682,0.24698495864868164,0.31932318210601807,0.1826142966747284
thebes,0.18729595839977264,0.1776665598154068,0.14054594933986664,0.3074202537536621,0.19824160635471344,0.23920069634914398,0.13852077722549438,0.24273796379566193,0.12076496332883835
",",0.3087472915649414,0.21002258360385895,0.5201468467712402,0.4933079481124878,0.2231253683567047,0.18594211339950562,0.24795588850975037,0.2878543734550476,0.31091248989105225
oedipus,0.27295321226119995,0.3606117069721222,0.16694779694080353,0.23250001668930054,0.2949906885623932,0.38489773869514465,0.17252084612846375,0.39767229557037354,0.21369202435016632
",",0.3087472915649414,0.21002258360385895,0.5201468467712402,0.4933079481124878,0.2231253683567047,0.18594211339950562,0.24795588850975037,0.2878543734550476,0.31091248989105225
defies,0.3158154785633087,0.24725459516048431,0.2628017067909241,0.3342396020889282,0.13291077315807343,0.26779675483703613,0.27496370673179626,0.38298261165618896,0.29705896973609924
creon,0.28052473068237305,0.21328890323638916,0.09571358561515808,0.23209533095359802,0.1389773041009903,0.2248058021068573,0.17192846536636353,0.2603053152561188,0.2820618748664856
",",0.3087472915649414,0.21002258360385895,0.5201468467712402,0.4933079481124878,0.2231253683567047,0.18594211339950562,0.24795588850975037,0.2878543734550476,0.31091248989105225
the,0.42745697498321533,0.25992274284362793,0.6662389636039734,1.0,0.24793598055839539,0.2010500729084015,0.2477465271949768,0.30963727831840515,0.22068053483963013
current,0.18294453620910645,0.11519760638475418,0.1955713927745819,0.3314409554004669,0.1214204877614975,0.15507271885871887,0.1636456847190857,0.10193347185850143,0.12074550241231918
king,0.18449601531028748,0.21195362508296967,0.2044914960861206,0.25887003540992737,0.2164204865694046,0.14766435325145721,0.2031002789735794,0.27967801690101624,0.19130074977874756
of,0.33290785551071167,0.17163237929344177,0.5696388483047485,0.733189046382904,0.15350224077701569,0.24156837165355682,0.24698495864868164,0.31932318210601807,0.1826142966747284
thebes,0.18729595839977264,0.1776665598154068,0.14054594933986664,0.3074202537536621,0.19824160635471344,0.23920069634914398,0.13852077722549438,0.24273796379566193,0.12076496332883835
",",0.3087472915649414,0.21002258360385895,0.5201468467712402,0.4933079481124878,0.2231253683567047,0.18594211339950562,0.24795588850975037,0.2878543734550476,0.31091248989105225
who,0.40942975878715515,0.31209835410118103,0.2792111933231354,0.3733934462070465,0.2742305099964142,0.36426007747650146,0.14972704648971558,0.34217217564582825,0.26220351457595825
is,0.28837618231773376,0.2699129581451416,0.5394441485404968,0.5823672413825989,0.2174319475889206,0.24465838074684143,0.16941262781620026,0.21453623473644257,0.22961433231830597
trying,0.4177112281322479,0.19379767775535583,0.24387381970882416,0.2930695712566376,0.14221662282943726,0.26924049854278564,0.1802179217338562,0.3077872097492218,0.3144860565662384
to,0.455847829580307,0.2381577491760254,0.45010748505592346,0.535392165184021,0.272149920463562,0.23878778517246246,0.2019355595111847,0.30665844678878784,0.29463258385658264
stop,0.33920153975486755,0.2178831249475479,0.20196323096752167,0.25771772861480713,0.1670970916748047,0.1973276138305664,0.2045789510011673,0.32520580291748047,0.23117060959339142
her,0.2733216881752014,0.24574920535087585,0.30892789363861084,0.354963481426239,0.22999481856822968,0.3624109625816345,0.17531102895736694,0.32259857654571533,0.20310723781585693
from,0.2737620174884796,0.1327933967113495,0.4274188280105591,0.40150508284568787,0.1498221457004547,0.11636654287576675,0.11420916765928268,0.1641564965248108,0.19969791173934937
giving,0.28628480434417725,0.1498161107301712,0.24607835710048676,0.3626074492931366,0.15668176114559174,0.1853974461555481,0.10219912976026535,0.2674778699874878,0.2052922248840332
her,0.2733216881752014,0.24574920535087585,0.30892789363861084,0.354963481426239,0.22999481856822968,0.3624109625816345,0.17531102895736694,0.32259857654571533,0.20310723781585693
brother,0.14914146065711975,0.25543907284736633,0.21517863869667053,0.1885300725698471,0.1205231100320816,0.2721594274044037,0.10371534526348114,0.20120905339717865,0.14267398416996002
polynices,0.22885863482952118,0.21032094955444336,0.25382286310195923,0.2767927944660187,0.20060338079929352,0.23903244733810425,0.2303633838891983,0.25846990942955017,0.23299169540405273
a,0.3320399522781372,0.3054544925689697,0.539380669593811,0.5829201340675354,0.21130098402500153,0.2239152491092682,0.21693918108940125,0.25352153182029724,0.23916715383529663
proper,0.3295817971229553,0.23643095791339874,0.23365779221057892,0.3680674135684967,0.1346004605293274,0.11890659481287003,0.1727437525987625,0.21320024132728577,0.2291053831577301
burial,0.18476168811321259,0.13799701631069183,0.233357235789299,0.23356176912784576,0.15867288410663605,0.20660632848739624,0.14172309637069702,0.24713389575481415,0.15331946313381195
.,0.3567904531955719,0.21426402032375336,0.5591574311256409,0.5934505462646484,0.25552695989608765,0.17744961380958557,0.2541380822658539,0.2603943943977356,0.4130953550338745
