,what,two,scientists,were,proponents,of,the,humoral,theory,of,immunity,?
koch,0.2076340615749359,0.19185613095760345,0.24200713634490967,0.17244353890419006,0.2818237543106079,0.17438627779483795,0.21238113939762115,0.13469991087913513,0.18882133066654205,0.17438627779483795,0.19435253739356995,0.2019832581281662
and,0.31309178471565247,0.4671151638031006,0.20514336228370667,0.42175528407096863,0.26073306798934937,0.5116966962814331,0.5171257257461548,0.26302769780158997,0.1765792816877365,0.5116966962814331,0.19186724722385406,0.20544172823429108
emil,0.11659569293260574,0.14118480682373047,0.24840763211250305,0.13235102593898773,0.26965948939323425,0.1241319328546524,0.15797527134418488,0.1753540337085724,0.23241637647151947,0.1241319328546524,0.16629056632518768,0.13365577161312103
von,0.18003655970096588,0.1465245485305786,0.15538747608661652,0.15970516204833984,0.2682172656059265,0.19899946451187134,0.21817399561405182,0.15522056818008423,0.1678609549999237,0.19899946451187134,0.15559013187885284,0.13907472789287567
behring,0.20239074528217316,0.2491360306739807,0.22281277179718018,0.2570641338825226,0.2661537230014801,0.21958991885185242,0.26123589277267456,0.232744500041008,0.18208740651607513,0.21958991885185242,0.24265791475772858,0.18179939687252045
",",0.3087472915649414,0.35859420895576477,0.25785407423973083,0.36755475401878357,0.2554210424423218,0.4946078956127167,0.4933079481124878,0.21836097538471222,0.18095813691616058,0.4946078956127167,0.21605436503887177,0.31091248989105225
stated,0.3668954074382782,0.21984651684761047,0.11948913335800171,0.2678734064102173,0.3600044846534729,0.22148488461971283,0.2814950942993164,0.2788410782814026,0.24132667481899261,0.22148488461971283,0.25061607360839844,0.24280361831188202
that,0.6297725439071655,0.3858162462711334,0.3470602035522461,0.35517072677612305,0.3066580295562744,0.41498205065727234,0.5473989248275757,0.29054635763168335,0.36183905601501465,0.41498205065727234,0.2581852376461029,0.32716336846351624
the,0.42745697498321533,0.43858039379119873,0.25988271832466125,0.3906462490558624,0.2398470640182495,0.733189046382904,1.0,0.2591458559036255,0.2277156263589859,0.733189046382904,0.25992491841316223,0.22068053483963013
active,0.2610722482204437,0.17658288776874542,0.18815581500530243,0.16902528703212738,0.17338266968727112,0.23132829368114471,0.2376219779253006,0.17780527472496033,0.089712955057621,0.23132829368114471,0.20988371968269348,0.20374006032943726
immune,0.2410416603088379,0.15377098321914673,0.1700427532196045,0.1750321239233017,0.2210119515657425,0.16620753705501556,0.21364226937294006,0.41689425706863403,0.2637048661708832,0.16620753705501556,0.635888397693634,0.16080476343631744
agents,0.15588855743408203,0.16949619352817535,0.2071109414100647,0.2641098201274872,0.2928183078765869,0.15931576490402222,0.1752651333808899,0.2051733136177063,0.1668681651353836,0.15931576490402222,0.20259474217891693,0.1518401801586151
were,0.22298263013362885,0.4493520259857178,0.2644626498222351,1.0000001192092896,0.2872065007686615,0.34038281440734863,0.3906462490558624,0.14255040884017944,0.1573960781097412,0.34038281440734863,0.19465433061122894,0.17890112102031708
soluble,0.20918557047843933,0.14098231494426727,0.18976232409477234,0.11987530440092087,0.22026482224464417,0.17836908996105194,0.1590070128440857,0.2363353967666626,0.20018123090267181,0.17836908996105194,0.20308446884155273,0.2027319222688675
components,0.20314843952655792,0.25796136260032654,0.2405039668083191,0.22824235260486603,0.594306468963623,0.28973057866096497,0.30344057083129883,0.25716766715049744,0.3153555989265442,0.28973057866096497,0.24680417776107788,0.12744711339473724
(,0.2411840260028839,0.2169162482023239,0.125387042760849,0.14743882417678833,0.12152238190174103,0.35032153129577637,0.33289089798927307,0.1455998718738556,0.15548324584960938,0.35032153129577637,0.14039519429206848,0.40561532974243164
molecules,0.2143162339925766,0.26032379269599915,0.30700239539146423,0.19822721183300018,0.26789501309394836,0.24428431689739227,0.2374771386384964,0.25082579255104065,0.3556683361530304,0.24428431689739227,0.2717576026916504,0.17409995198249817
),0.26259949803352356,0.24161455035209656,0.11199764907360077,0.1566188633441925,0.1174347847700119,0.3680361211299896,0.3456730246543884,0.1489056795835495,0.1646711826324463,0.3680361211299896,0.11909116804599762,0.42300865054130554
found,0.1796332150697708,0.20758113265037537,0.220702663064003,0.23296621441841125,0.12452354282140732,0.2982911467552185,0.3452354073524475,0.12385997921228409,0.14530161023139954,0.2982911467552185,0.04610638692975044,0.16790300607681274
in,0.30808621644973755,0.36463531851768494,0.1995355486869812,0.3815755248069763,0.17899225652217865,0.5696388483047485,0.6662389636039734,0.26436302065849304,0.16955126821994781,0.5696388483047485,0.16387996077537537,0.20430970191955566
the,0.42745697498321533,0.43858039379119873,0.25988271832466125,0.3906462490558624,0.2398470640182495,0.733189046382904,1.0,0.2591458559036255,0.2277156263589859,0.733189046382904,0.25992491841316223,0.22068053483963013
organism,0.2626836597919464,0.13582578301429749,0.27595940232276917,0.12755431234836578,0.3227248191833496,0.23540134727954865,0.23149779438972473,0.3260873854160309,0.36155998706817627,0.23540134727954865,0.33397814631462097,0.21088039875030518
’,-0.01733604073524475,-0.02803957089781761,0.1285552978515625,-0.06965887546539307,0.03174576163291931,-0.062016043812036514,-0.04090067744255066,-0.04115793853998184,0.03976793959736824,-0.062016043812036514,0.10701628774404526,0.045561522245407104
s,0.3634900748729706,0.2652122974395752,0.20722448825836182,0.24728383123874664,0.16215892136096954,0.42263656854629517,0.46610721945762634,0.23082034289836884,0.21278467774391174,0.42263656854629517,0.13808773458003998,0.25130221247673035
“,-0.009074612520635128,-0.030013233423233032,-0.05838357284665108,0.0555812232196331,-0.011355338618159294,0.006646031979471445,-0.004561804234981537,-0.09962283819913864,-0.007924040779471397,0.006646031979471445,-0.1318693459033966,-0.043535903096199036
humors,0.3186222314834595,0.23351600766181946,0.2839418053627014,0.23855799436569214,0.36551547050476074,0.2846181094646454,0.2719993591308594,0.7597046494483948,0.31772667169570923,0.2846181094646454,0.31697896122932434,0.23602911829948425
”,-0.08669018000364304,-0.06930942833423615,0.032818716019392014,-0.012904989533126354,0.02759128250181675,-0.06583167612552643,-0.13169695436954498,0.03167547658085823,-0.07785886526107788,-0.06583167612552643,0.02096841298043728,0.014230710454285145
rather,0.3923804461956024,0.23293976485729218,0.14247645437717438,0.25613999366760254,0.35286420583724976,0.3045461177825928,0.31983619928359985,0.21782849729061127,0.212276890873909,0.3045461177825928,0.17014242708683014,0.3053998053073883
than,0.29388150572776794,0.37341010570526123,0.18603861331939697,0.2885614037513733,0.22388947010040283,0.33036211133003235,0.3227543234825134,0.16015632450580597,0.18195666372776031,0.33036211133003235,0.14293257892131805,0.24917294085025787
its,0.30393704771995544,0.2658975422382355,0.2262496054172516,0.20452921092510223,0.26935988664627075,0.48690423369407654,0.559237003326416,0.2233080416917801,0.1782047599554062,0.48690423369407654,0.17956973612308502,0.15103481709957123
cells,0.1758001297712326,0.23961083590984344,0.21880817413330078,0.1690675914287567,0.17454606294631958,0.21305565536022186,0.19095487892627716,0.28587183356285095,0.18208518624305725,0.21305565536022186,0.3603610694408417,0.1898086667060852
.,0.3567904531955719,0.3524959683418274,0.22514508664608002,0.3378238379955292,0.1748117059469223,0.5352458953857422,0.5934505462646484,0.22226350009441376,0.18047811090946198,0.5352458953857422,0.20537415146827698,0.4130953550338745
