,what,is,the,dispensary,subject,to,in,a,majority,of,countries,?
legislation,0.26615777611732483,0.17952819168567657,0.2839483618736267,0.38797205686569214,0.3378583490848541,0.25758448243141174,0.2219952940940857,0.23395681381225586,0.34311336278915405,0.3114430606365204,0.270294189453125,0.21123437583446503
;,0.10986888408660889,0.05324986204504967,0.09152708947658539,0.0058397515676915646,0.08745839446783066,0.0979827418923378,0.092739537358284,-0.02122584730386734,0.03899484872817993,0.054534342139959335,0.046935852617025375,0.10349778085947037
with,0.2464839518070221,0.3250955045223236,0.4223487675189972,0.23747119307518005,0.2275499850511551,0.4239959120750427,0.4080928862094879,0.3783375024795532,0.25476717948913574,0.41827285289764404,0.33792537450790405,0.2433311939239502
requirements,0.32438647747039795,0.23105266690254211,0.26905253529548645,0.2812691330909729,0.39211979508399963,0.33546167612075806,0.17665298283100128,0.24776260554790497,0.2704010009765625,0.2509140372276306,0.32087036967277527,0.2940613329410553
for,0.3017193675041199,0.43268078565597534,0.4739971458911896,0.3107256591320038,0.28390559554100037,0.4451248347759247,0.4322226941585541,0.44038116931915283,0.2237682044506073,0.4185989499092102,0.299202024936676,0.264628142118454
storage,0.18395499885082245,0.23896168172359467,0.22913692891597748,0.2875795364379883,0.24224254488945007,0.2797470688819885,0.2390899360179901,0.2568609416484833,0.17758934199810028,0.24337847530841827,0.11941161006689072,0.15578968822956085
conditions,0.27960067987442017,0.22178798913955688,0.2622014284133911,0.3659254014492035,0.2660621106624603,0.2756218910217285,0.2580132484436035,0.24847128987312317,0.1326974481344223,0.2074868083000183,0.2734246253967285,0.17021824419498444
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2614038288593292,0.25792038440704346,0.44245919585227966,0.5201468467712402,0.427140474319458,0.30214112997055054,0.4946078956127167,0.2966555655002594,0.31091248989105225
compulsory,0.29406166076660156,0.18758688867092133,0.2769445478916168,0.39211273193359375,0.3615556061267853,0.31706616282463074,0.27406829595565796,0.22631050646305084,0.30533087253570557,0.2537287175655365,0.3223545551300049,0.1774163395166397
texts,0.25967296957969666,0.17241506278514862,0.2725931704044342,0.21983279287815094,0.32100293040275574,0.23146893084049225,0.14861591160297394,0.16138936579227448,0.1823437660932541,0.23314617574214935,0.2577381134033203,0.18584510684013367
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2614038288593292,0.25792038440704346,0.44245919585227966,0.5201468467712402,0.427140474319458,0.30214112997055054,0.4946078956127167,0.2966555655002594,0.31091248989105225
equipment,0.21531300246715546,0.15240977704524994,0.22635069489479065,0.23025143146514893,0.23186880350112915,0.21870006620883942,0.1740107387304306,0.23026658594608307,0.12586240470409393,0.18924570083618164,0.24340632557868958,0.0920877456665039
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2614038288593292,0.25792038440704346,0.44245919585227966,0.5201468467712402,0.427140474319458,0.30214112997055054,0.4946078956127167,0.2966555655002594,0.31091248989105225
etc.,0.24412551522254944,0.16379955410957336,0.1271119862794876,0.26231712102890015,0.3489255905151367,0.19694848358631134,0.20623262226581573,0.142067551612854,0.1622401773929596,0.23889225721359253,0.15407617390155792,0.2492782175540924
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2614038288593292,0.25792038440704346,0.44245919585227966,0.5201468467712402,0.427140474319458,0.30214112997055054,0.4946078956127167,0.2966555655002594,0.31091248989105225
specified,0.26299265027046204,0.19602836668491364,0.34709250926971436,0.29754289984703064,0.3063356280326843,0.29766321182250977,0.20389454066753387,0.2793079614639282,0.19909019768238068,0.2521151006221771,0.20570062100887299,0.25402987003326416
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.2378663569688797,0.21163184940814972,0.45010748505592346,1.0,0.539380669593811,0.2563854157924652,0.5696388483047485,0.3027990758419037,0.20430970191955566
legislation,0.26615777611732483,0.17952819168567657,0.2839483618736267,0.38797205686569214,0.3378583490848541,0.25758448243141174,0.2219952940940857,0.23395681381225586,0.34311336278915405,0.3114430606365204,0.270294189453125,0.21123437583446503
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.27490630745887756,0.2536076307296753,0.4645031690597534,0.5591574311256409,0.50484299659729,0.30306822061538696,0.5352458953857422,0.27938392758369446,0.4130953550338745
