,the,point,at,which,different,radiometric,isotopes,stop,diffusing,into,and,out,of,the,crystal,lattice,is,called,what,?
are,0.40399202704429626,0.2547467350959778,0.2074895054101944,0.42922598123550415,0.5170795917510986,0.26679906249046326,0.2572533190250397,0.24806568026542664,0.3833145499229431,0.2930682599544525,0.48576638102531433,0.31390950083732605,0.39081433415412903,0.40399202704429626,0.10133101791143417,0.2822531759738922,0.5330929756164551,0.3676711618900299,0.29724663496017456,0.24591213464736938
measured,0.279002845287323,0.22615694999694824,0.24601459503173828,0.29708045721054077,0.2859024703502655,0.47247740626335144,0.33153462409973145,0.15439042448997498,0.36085397005081177,0.1615571826696396,0.19594891369342804,0.2359967976808548,0.26447921991348267,0.279002845287323,0.14396828413009644,0.29927268624305725,0.2770887017250061,0.2801963686943054,0.23318471014499664,0.17351430654525757
in,0.6662389636039734,0.24451331794261932,0.4374977946281433,0.4840516746044159,0.29409363865852356,0.23563922941684723,0.17971833050251007,0.20196323096752167,0.23359805345535278,0.38021373748779297,0.4954058527946472,0.3576207756996155,0.5696388483047485,0.6662389636039734,0.23655912280082703,0.2894676923751831,0.5394441485404968,0.40847352147102356,0.30808621644973755,0.20430970191955566
minerals,0.22513850033283234,0.17921237647533417,0.15632441639900208,0.29058584570884705,0.29394620656967163,0.4166467785835266,0.44581252336502075,0.11729835718870163,0.3773491680622101,0.18537583947181702,0.259337455034256,0.25953105092048645,0.2877640724182129,0.22513850033283234,0.323506236076355,0.30961111187934875,0.2842824459075928,0.186715230345726,0.24195240437984467,0.19654792547225952
that,0.5473989248275757,0.32285839319229126,0.3183255195617676,0.6894589066505432,0.4608689844608307,0.30966007709503174,0.2658328115940094,0.3209696114063263,0.433289110660553,0.3239944875240326,0.4731321930885315,0.43996092677116394,0.41498205065727234,0.5473989248275757,0.2061188817024231,0.3284633755683899,0.3995479643344879,0.41604554653167725,0.6297725439071655,0.32716336846351624
give,0.29086416959762573,0.15279994904994965,0.2186196744441986,0.3091176450252533,0.3248870074748993,0.23344609141349792,0.22662831842899323,0.2918035089969635,0.30028337240219116,0.2158755213022232,0.3040338158607483,0.3252251446247101,0.33489471673965454,0.29086416959762573,0.17318609356880188,0.1669970005750656,0.25632646679878235,0.22719529271125793,0.32935357093811035,0.2985610067844391
the,1.0,0.3084787130355835,0.457212895154953,0.6521818041801453,0.36412742733955383,0.259145587682724,0.16556376218795776,0.25771772861480713,0.3070588707923889,0.39493247866630554,0.5171257257461548,0.39404502511024475,0.733189046382904,1.0,0.22026708722114563,0.28925010561943054,0.5823672413825989,0.489897221326828,0.42745697498321533,0.22068053483963013
amount,0.3336862325668335,0.26653754711151123,0.22508464753627777,0.38932931423187256,0.2902413606643677,0.3078068792819977,0.307437002658844,0.23426593840122223,0.40490978956222534,0.2708504796028137,0.2668909728527069,0.30377626419067383,0.2541177570819855,0.3336862325668335,0.1810447871685028,0.2331945151090622,0.3016021251678467,0.21523937582969666,0.2602839767932892,0.17984020709991455
of,0.733189046382904,0.269877165555954,0.42558613419532776,0.5011631846427917,0.3747533857822418,0.2906482219696045,0.22727559506893158,0.2052845060825348,0.2860882878303528,0.32255905866622925,0.5116966962814331,0.34176841378211975,1.0,0.733189046382904,0.17134107649326324,0.2593778073787689,0.4854315221309662,0.4222904443740845,0.33290785551071167,0.1826142966747284
time,0.43061500787734985,0.3069717586040497,0.3956010341644287,0.325231671333313,0.34340640902519226,0.2845035195350647,0.28483182191848755,0.3080767095088959,0.20830310881137848,0.1970222443342209,0.3025408685207367,0.25965559482574463,0.35127586126327515,0.43061500787734985,0.16135507822036743,0.15393924713134766,0.25187405943870544,0.26010140776634216,0.36319252848625183,0.27391523122787476
that,0.5473989248275757,0.32285839319229126,0.3183255195617676,0.6894589066505432,0.4608689844608307,0.30966007709503174,0.2658328115940094,0.3209696114063263,0.433289110660553,0.3239944875240326,0.4731321930885315,0.43996092677116394,0.41498205065727234,0.5473989248275757,0.2061188817024231,0.3284633755683899,0.3995479643344879,0.41604554653167725,0.6297725439071655,0.32716336846351624
has,0.4177538752555847,0.24093425273895264,0.2743658423423767,0.4350704550743103,0.35839274525642395,0.20052246749401093,0.23392699658870697,0.15052726864814758,0.2402467578649521,0.29681676626205444,0.43716782331466675,0.30727511644363403,0.3909035325050354,0.4177538752555847,0.19745373725891113,0.1875092089176178,0.5668748617172241,0.30485156178474426,0.20338068902492523,0.15994466841220856
passed,0.3173406720161438,0.157546266913414,0.2099597454071045,0.2655104398727417,0.10544289648532867,0.13823668658733368,0.08938799053430557,0.25976017117500305,0.19101953506469727,0.24094685912132263,0.2603820264339447,0.1646328717470169,0.2703755795955658,0.3173406720161438,0.11293959617614746,0.1111198365688324,0.17212356626987457,0.19603072106838226,0.22233739495277405,0.12064517289400101
since,0.4054957628250122,0.21371111273765564,0.3096075654029846,0.3523256182670593,0.2527387738227844,0.2606148421764374,0.29723069071769714,0.22787083685398102,0.23169414699077606,0.1695472002029419,0.3515571057796478,0.22548241913318634,0.35513219237327576,0.4054957628250122,0.1971128284931183,0.1510496586561203,0.3567592203617096,0.21969807147979736,0.29783400893211365,0.2876587212085724
a,0.5829201340675354,0.2913021743297577,0.3095070421695709,0.56894451379776,0.29175353050231934,0.2503059208393097,0.21168026328086853,0.21033835411071777,0.3055901527404785,0.3461161255836487,0.3739250600337982,0.34264278411865234,0.5052502155303955,0.5829201340675354,0.2650214731693268,0.29638391733169556,0.658733606338501,0.4868806302547455,0.3320399522781372,0.23916715383529663
rock,0.23786304891109467,0.15965624153614044,0.24824769794940948,0.2919301390647888,0.19964753091335297,0.3148511052131653,0.17982587218284607,0.08634033054113388,0.19143740832805634,0.2020813673734665,0.2808155119419098,0.21464484930038452,0.2653365731239319,0.23786304891109467,0.2828090488910675,0.26151037216186523,0.1981455236673355,0.20767638087272644,0.1923677921295166,0.13172835111618042
passed,0.3173406720161438,0.157546266913414,0.2099597454071045,0.2655104398727417,0.10544289648532867,0.13823668658733368,0.08938799053430557,0.25976017117500305,0.19101953506469727,0.24094685912132263,0.2603820264339447,0.1646328717470169,0.2703755795955658,0.3173406720161438,0.11293959617614746,0.1111198365688324,0.17212356626987457,0.19603072106838226,0.22233739495277405,0.12064517289400101
through,0.44071322679519653,0.26363638043403625,0.2170695960521698,0.40321648120880127,0.2790139615535736,0.19943125545978546,0.10380104929208755,0.26681825518608093,0.33886682987213135,0.4954398572444916,0.3666759729385376,0.3849549889564514,0.3647414743900299,0.44071322679519653,0.16320453584194183,0.20263662934303284,0.27805060148239136,0.24172358214855194,0.23167094588279724,0.16913433372974396
its,0.559237003326416,0.2662264406681061,0.2685394287109375,0.5154205560684204,0.27425986528396606,0.28647762537002563,0.22626617550849915,0.17284001410007477,0.3096645176410675,0.2562001943588257,0.3841775357723236,0.2466478794813156,0.48690423369407654,0.559237003326416,0.1614885777235031,0.23774944245815277,0.4447362422943115,0.2840702533721924,0.30393704771995544,0.15103481709957123
particular,0.4066357910633087,0.34198108315467834,0.22621183097362518,0.5626340508460999,0.49786141514778137,0.24875052273273468,0.22888155281543732,0.23542045056819916,0.4385373592376709,0.17830565571784973,0.29526737332344055,0.24652068316936493,0.3490585684776306,0.4066357910633087,0.17335975170135498,0.3251715302467346,0.3500361442565918,0.3039364814758301,0.4548671245574951,0.2741454839706421
closure,0.2092582881450653,0.2539637088775635,0.20828916132450104,0.27952930331230164,0.15199652314186096,0.2350354641675949,0.23332864046096802,0.24942806363105774,0.3007911145687103,0.12318405508995056,0.1900031715631485,0.2270539551973343,0.10923299193382263,0.2092582881450653,0.16205336153507233,0.241258442401886,0.21243880689144135,0.1543864607810974,0.24223414063453674,0.24107147753238678
temperature,0.27585095167160034,0.30585137009620667,0.20168545842170715,0.29479682445526123,0.2386145144701004,0.3437390625476837,0.31621962785720825,0.1474061757326126,0.42694786190986633,0.19886210560798645,0.2216416299343109,0.20125028491020203,0.21649840474128723,0.27585095167160034,0.20744888484477997,0.2953186333179474,0.2979726195335388,0.1654086858034134,0.26338207721710205,0.2011885941028595
",",0.4933079481124878,0.28971099853515625,0.38314947485923767,0.3658004403114319,0.32220861315727234,0.2081916481256485,0.23739764094352722,0.24759207665920258,0.27197521924972534,0.2826121151447296,0.6633074283599854,0.3161109685897827,0.4946078956127167,0.4933079481124878,0.20315437018871307,0.25038737058639526,0.4691906273365021,0.26549121737480164,0.3087472915649414,0.31091248989105225
the,1.0,0.3084787130355835,0.457212895154953,0.6521818041801453,0.36412742733955383,0.259145587682724,0.16556376218795776,0.25771772861480713,0.3070588707923889,0.39493247866630554,0.5171257257461548,0.39404502511024475,0.733189046382904,1.0,0.22026708722114563,0.28925010561943054,0.5823672413825989,0.489897221326828,0.42745697498321533,0.22068053483963013
point,0.3084787130355835,0.9999998807907104,0.3500237762928009,0.28051429986953735,0.19578704237937927,0.22818678617477417,0.16124244034290314,0.22782817482948303,0.33294159173965454,0.20993272960186005,0.23319636285305023,0.2313540279865265,0.269877165555954,0.3084787130355835,0.2344590425491333,0.17306073009967804,0.29601794481277466,0.16772429645061493,0.3286605179309845,0.19189560413360596
at,0.457212895154953,0.3500237762928009,1.0,0.3286694884300232,0.27290254831314087,0.22896844148635864,0.2199879139661789,0.19438834488391876,0.1106734350323677,0.2095452845096588,0.3571503460407257,0.2881071865558624,0.42558613419532776,0.457212895154953,0.18498322367668152,0.17656303942203522,0.25906258821487427,0.23534239828586578,0.2838611304759979,0.21978627145290375
which,0.6521818041801453,0.28051429986953735,0.3286694884300232,1.0,0.48997771739959717,0.347870796918869,0.22502407431602478,0.20576640963554382,0.43886417150497437,0.4405161738395691,0.506277859210968,0.37864550948143005,0.5011631846427917,0.6521818041801453,0.28488579392433167,0.4334581792354584,0.4457404911518097,0.5573342442512512,0.5261979103088379,0.25814583897590637
different,0.36412742733955383,0.19578704237937927,0.27290254831314087,0.48997771739959717,1.0,0.34318628907203674,0.27273041009902954,0.23912818729877472,0.4032179117202759,0.31681573390960693,0.39536112546920776,0.3205172121524811,0.3747533857822418,0.36412742733955383,0.12783876061439514,0.24560877680778503,0.24624870717525482,0.38125380873680115,0.39262300729751587,0.24476227164268494
radiometric,0.259145587682724,0.22818678617477417,0.22896844148635864,0.347870796918869,0.34318628907203674,1.0000001192092896,0.5451252460479736,0.15734437108039856,0.39624103903770447,0.1460767537355423,0.24802857637405396,0.21980102360248566,0.2906482219696045,0.259145587682724,0.2415498048067093,0.4278978705406189,0.20535500347614288,0.2071651965379715,0.2903249263763428,0.13896988332271576
isotopes,0.16556376218795776,0.16124244034290314,0.2199879139661789,0.22502407431602478,0.27273041009902954,0.5451252460479736,1.0,0.12894044816493988,0.3183281123638153,0.0869908407330513,0.21556945145130157,0.16390864551067352,0.22727559506893158,0.16556376218795776,0.2037605494260788,0.30203762650489807,0.22036230564117432,0.14677490293979645,0.1776542365550995,0.1561429351568222
stop,0.25771772861480713,0.22782817482948303,0.19438834488391876,0.20576640963554382,0.23912818729877472,0.15734437108039856,0.12894044816493988,1.0,0.2671250104904175,0.1951477974653244,0.2426174432039261,0.35494762659072876,0.2052845060825348,0.25771772861480713,0.17097824811935425,0.1866665482521057,0.18207861483097076,0.19719716906547546,0.33920153975486755,0.23117060959339142
diffusing,0.3070588707923889,0.33294159173965454,0.1106734350323677,0.43886417150497437,0.4032179117202759,0.39624103903770447,0.3183281123638153,0.2671250104904175,1.0000001192092896,0.3135420083999634,0.30206382274627686,0.36168044805526733,0.2860882878303528,0.3070588707923889,0.2082846313714981,0.39457011222839355,0.3025365173816681,0.29472172260284424,0.35300520062446594,0.2990126609802246
into,0.39493247866630554,0.20993272960186005,0.2095452845096588,0.4405161738395691,0.31681573390960693,0.1460767537355423,0.0869908407330513,0.1951477974653244,0.3135420083999634,1.0,0.36597734689712524,0.47896379232406616,0.32255905866622925,0.39493247866630554,0.1339271366596222,0.26532894372940063,0.2619607150554657,0.3495192527770996,0.2180619090795517,0.15662476420402527
and,0.5171257257461548,0.23319636285305023,0.3571503460407257,0.506277859210968,0.39536112546920776,0.24802857637405396,0.21556945145130157,0.2426174432039261,0.30206382274627686,0.36597734689712524,1.0,0.3881998062133789,0.5116966962814331,0.5171257257461548,0.18483155965805054,0.29877158999443054,0.3859752118587494,0.3251761794090271,0.31309178471565247,0.20544172823429108
out,0.39404502511024475,0.2313540279865265,0.2881071865558624,0.37864550948143005,0.3205172121524811,0.21980102360248566,0.16390864551067352,0.35494762659072876,0.36168044805526733,0.47896379232406616,0.3881998062133789,1.0,0.34176841378211975,0.39404502511024475,0.19047048687934875,0.22093519568443298,0.2817855477333069,0.3122950792312622,0.3633197546005249,0.22020699083805084
of,0.733189046382904,0.269877165555954,0.42558613419532776,0.5011631846427917,0.3747533857822418,0.2906482219696045,0.22727559506893158,0.2052845060825348,0.2860882878303528,0.32255905866622925,0.5116966962814331,0.34176841378211975,1.0,0.733189046382904,0.17134107649326324,0.2593778073787689,0.4854315221309662,0.4222904443740845,0.33290785551071167,0.1826142966747284
the,1.0,0.3084787130355835,0.457212895154953,0.6521818041801453,0.36412742733955383,0.259145587682724,0.16556376218795776,0.25771772861480713,0.3070588707923889,0.39493247866630554,0.5171257257461548,0.39404502511024475,0.733189046382904,1.0,0.22026708722114563,0.28925010561943054,0.5823672413825989,0.489897221326828,0.42745697498321533,0.22068053483963013
crystal,0.22026708722114563,0.2344590425491333,0.18498322367668152,0.28488579392433167,0.12783876061439514,0.2415498048067093,0.2037605494260788,0.17097824811935425,0.2082846313714981,0.1339271366596222,0.18483155965805054,0.19047048687934875,0.17134107649326324,0.22026708722114563,1.0,0.33898743987083435,0.2488597184419632,0.15929722785949707,0.22523897886276245,0.17370280623435974
lattice,0.28925010561943054,0.17306073009967804,0.17656303942203522,0.4334581792354584,0.24560877680778503,0.4278978705406189,0.30203762650489807,0.1866665482521057,0.39457011222839355,0.26532894372940063,0.29877158999443054,0.22093519568443298,0.2593778073787689,0.28925010561943054,0.33898743987083435,1.0000001192092896,0.23104546964168549,0.3150479197502136,0.20927949249744415,0.12518279254436493
.,0.5934505462646484,0.26374325156211853,0.4549728035926819,0.45942068099975586,0.31511759757995605,0.23029617965221405,0.2755253314971924,0.27782511711120605,0.2508890926837921,0.26250120997428894,0.588965117931366,0.34234723448753357,0.5352458953857422,0.5934505462646484,0.2315169721841812,0.2536556124687195,0.4569662809371948,0.300344854593277,0.3567904531955719,0.4130953550338745
