,where,does,hamas,want,to,establish,an,islamic,state,?
more,0.29405033588409424,0.2897747755050659,0.2152957022190094,0.3528229892253876,0.47084665298461914,0.18883758783340454,0.316240519285202,0.18334415555000305,0.15372243523597717,0.27894994616508484
uncompromising,0.19771014153957367,0.21877913177013397,0.23244185745716095,0.31070661544799805,0.30470067262649536,0.256771057844162,0.2576037049293518,0.22722278535366058,0.21124425530433655,0.2757404148578644
stand,0.20536167919635773,0.20376518368721008,0.2527308166027069,0.23086844384670258,0.23655876517295837,0.13701409101486206,0.21406462788581848,0.13720713555812836,0.1466369926929474,0.14369045197963715
",",0.3149496018886566,0.28617382049560547,0.21630539000034332,0.30747702717781067,0.44245919585227966,0.19669954478740692,0.3581022024154663,0.20175659656524658,0.29481780529022217,0.31091248989105225
calling,0.16518713533878326,0.3087286353111267,0.24683696031570435,0.2811359465122223,0.2725794315338135,0.23748521506786346,0.16174589097499847,0.15423420071601868,0.21784350275993347,0.23612231016159058
for,0.38599511981010437,0.35159170627593994,0.20949795842170715,0.2998926341533661,0.4451248347759247,0.1806582361459732,0.3236706852912903,0.13630835711956024,0.19460363686084747,0.264628142118454
the,0.5003893971443176,0.35928019881248474,0.25661513209342957,0.3003826439380646,0.535392165184021,0.31343501806259155,0.4207492768764496,0.27231070399284363,0.3097178041934967,0.22068053483963013
destruction,0.18684794008731842,0.10391725599765778,0.2816285789012909,0.13923873007297516,0.22507941722869873,0.162751704454422,0.14434966444969177,0.16417570412158966,0.16041824221611023,0.12016301602125168
of,0.38066378235816956,0.3119818866252899,0.1995590180158615,0.2645295262336731,0.41548454761505127,0.210533007979393,0.32280945777893066,0.25656506419181824,0.34253445267677307,0.1826142966747284
israel,0.2039003223180771,0.17725017666816711,0.46480703353881836,0.1543341428041458,0.182975634932518,0.2063644379377365,0.16708055138587952,0.297592431306839,0.2575136125087738,0.15015864372253418
and,0.43859338760375977,0.3461615741252899,0.2204926311969757,0.34348347783088684,0.48971283435821533,0.2462419867515564,0.2838519215583801,0.2192772477865219,0.2653750479221344,0.20544172823429108
the,0.5003893971443176,0.35928019881248474,0.25661513209342957,0.3003826439380646,0.535392165184021,0.31343501806259155,0.4207492768764496,0.27231070399284363,0.3097178041934967,0.22068053483963013
establishment,0.12877686321735382,0.16750295460224152,0.2733651101589203,0.17554642260074615,0.17847758531570435,0.7090079188346863,0.15777750313282013,0.2830832004547119,0.2549355924129486,0.1661023646593094
of,0.38066378235816956,0.3119818866252899,0.1995590180158615,0.2645295262336731,0.41548454761505127,0.210533007979393,0.32280945777893066,0.25656506419181824,0.34253445267677307,0.1826142966747284
an,0.24824833869934082,0.29477936029434204,0.16933275759220123,0.22034470736980438,0.3138085603713989,0.16808341443538666,1.0,0.19264791905879974,0.2181641161441803,0.19793890416622162
islamic,0.13770605623722076,0.14674246311187744,0.41844066977500916,0.16601507365703583,0.1969100832939148,0.22493861615657806,0.19264791905879974,0.9999999403953552,0.26186755299568176,0.1692383587360382
state,0.2583591639995575,0.15987756848335266,0.21303389966487885,0.16203904151916504,0.25557461380958557,0.24065905809402466,0.2181641161441803,0.26186755299568176,1.0,0.1160883978009224
in,0.5344807505607605,0.214483380317688,0.16542012989521027,0.2281211018562317,0.45010748505592346,0.25682297348976135,0.2605783939361572,0.19633598625659943,0.33316072821617126,0.20430970191955566
palestine,0.23737183213233948,0.16289407014846802,0.49194228649139404,0.1703362762928009,0.21640940010547638,0.23857904970645905,0.18892137706279755,0.4558210074901581,0.2771877348423004,0.19504891335964203
.,0.41390106081962585,0.3022993505001068,0.20643571019172668,0.31944841146469116,0.4645031690597534,0.2126183956861496,0.3581749200820923,0.20520655810832977,0.31380724906921387,0.4130953550338745
