,what,company,agreed,to,terminate,high,court,proceedings,with,bskyb,?
other,0.341873437166214,0.19750505685806274,0.2538808286190033,0.4193183183670044,0.22937797009944916,0.18805554509162903,0.16148273646831512,0.23870685696601868,0.44086363911628723,0.16284629702568054,0.24682199954986572
relating,0.30636364221572876,0.09028073400259018,0.2877602279186249,0.3525843024253845,0.27493762969970703,0.14611487090587616,0.18724830448627472,0.3851813077926636,0.3557954430580139,0.11053743958473206,0.2191188931465149
to,0.455847829580307,0.24903783202171326,0.35596710443496704,1.0,0.31959468126296997,0.28947713971138,0.24824365973472595,0.26425981521606445,0.4239959120750427,0.16040074825286865,0.29463258385658264
the,0.42745697498321533,0.26591673493385315,0.24722334742546082,0.535392165184021,0.24870391190052032,0.28034812211990356,0.2812081575393677,0.26050370931625366,0.4223487675189972,0.20915858447551727,0.22068053483963013
carriage,0.11489621549844742,0.2291538268327713,0.1544012427330017,0.19466331601142883,0.26868048310279846,0.10870375484228134,0.2319105714559555,0.15587925910949707,0.24790526926517487,0.20719881355762482,0.08573433756828308
of,0.33290785551071167,0.20467796921730042,0.24395716190338135,0.41548454761505127,0.14275072515010834,0.2803038954734802,0.28835242986679077,0.2803191840648651,0.41827285289764404,0.16413870453834534,0.1826142966747284
their,0.35142919421195984,0.19651755690574646,0.28174999356269836,0.44619059562683105,0.22753530740737915,0.21960610151290894,0.18032172322273254,0.21190857887268066,0.4258328378200531,0.12142784148454666,0.1898253709077835
respective,0.29216688871383667,0.12039308995008469,0.31681573390960693,0.37763336300849915,0.2240045666694641,0.16527201235294342,0.17298410832881927,0.2858521342277527,0.4400446116924286,0.1649741232395172,0.2512778639793396
basic,0.3564627468585968,0.13338986039161682,0.23866745829582214,0.28033503890037537,0.20092473924160004,0.1941162645816803,0.13215751945972443,0.22203294932842255,0.30148401856422424,0.19527940452098846,0.26534420251846313
channels,0.1923084557056427,0.18634894490242004,0.1336231529712677,0.21767447888851166,0.24121308326721191,0.2196923792362213,0.06562510132789612,0.18718700110912323,0.1873491257429123,0.1449941098690033,0.19657258689403534
.,0.3567904531955719,0.266353577375412,0.2463553100824356,0.4645031690597534,0.186951145529747,0.24301011860370636,0.2742154598236084,0.24911120533943176,0.4446153938770294,0.2844841778278351,0.4130953550338745
