,which,team,had,the,best,regular,season,in,their,history,?
to,0.5345056653022766,0.23889471590518951,0.37984350323677063,0.535392165184021,0.21715646982192993,0.30861178040504456,0.22382742166519165,0.45010748505592346,0.44619059562683105,0.24226762354373932,0.29463258385658264
a,0.56894451379776,0.19125498831272125,0.34897568821907043,0.5829201340675354,0.2547774314880371,0.313107967376709,0.1855505406856537,0.539380669593811,0.29698723554611206,0.2123815417289734,0.23916715383529663
16-game,0.2934814691543579,0.36331602931022644,0.1714758574962616,0.3390442430973053,0.2644409239292145,0.26340222358703613,0.31891191005706787,0.2743573784828186,0.27610230445861816,0.28880777955055237,0.26639387011528015
schedule,0.2934156060218811,0.1680411398410797,0.16638249158859253,0.21986375749111176,0.17468273639678955,0.3617466986179352,0.29308274388313293,0.20525701344013214,0.23761652410030365,0.15132944285869598,0.16743622720241547
in,0.4840516746044159,0.18841172754764557,0.385026752948761,0.6662389636039734,0.2813531160354614,0.23172755539417267,0.2184021919965744,1.0,0.34976133704185486,0.29215577244758606,0.20430970191955566
1978,0.0774756446480751,0.032247599214315414,0.043035224080085754,0.1314823180437088,0.010134652256965637,0.04264671355485916,0.08949889242649078,0.20181521773338318,-0.034301191568374634,0.042916685342788696,0.06364871561527252
.,0.45942068099975586,0.26467522978782654,0.37348684668540955,0.5934505462646484,0.31068575382232666,0.2778880000114441,0.24674734473228455,0.5591574311256409,0.34427863359451294,0.30310705304145813,0.4130953550338745
,which,team,had,the,best,regular,season,in,their,history,?
with,0.46403205394744873,0.21111343801021576,0.4739086329936981,0.4223487675189972,0.19415417313575745,0.3385944962501526,0.26700887084007263,0.4080928862094879,0.4258328378200531,0.1947222352027893,0.2433311939239502
their,0.4582767188549042,0.20038257539272308,0.4145275354385376,0.516537070274353,0.20838582515716553,0.3364572525024414,0.21295444667339325,0.34976133704185486,1.0,0.21232347190380096,0.1898253709077835
nfc-best,0.35347139835357666,0.2942100167274475,0.25659501552581787,0.4022958278656006,0.7097389101982117,0.37856972217559814,0.3926663398742676,0.36902546882629395,0.28513303399086,0.2960752844810486,0.35666289925575256
15–1,-0.2142414003610611,-0.050959035754203796,-0.26437968015670776,-0.2592649459838867,-0.12271802872419357,-0.15715448558330536,-0.04442024230957031,-0.21467117965221405,-0.23550057411193848,-0.14775556325912476,0.04290514066815376
regular,0.35800397396087646,0.2476644068956375,0.2647917866706848,0.3214086890220642,0.22961202263832092,1.0,0.4002528786659241,0.23172755539417267,0.3364572525024414,0.14632843434810638,0.18334713578224182
season,0.20103639364242554,0.3451383709907532,0.1978970468044281,0.2507155239582062,0.20042479038238525,0.4002528786659241,1.0,0.2184021919965744,0.21295444667339325,0.13905751705169678,0.16793298721313477
record,0.2531338036060333,0.19106104969978333,0.24777771532535553,0.23569516837596893,0.22408068180084229,0.2587777376174927,0.2865971624851227,0.23162534832954407,0.20434267818927765,0.26070636510849,0.14407116174697876
",",0.3658004403114319,0.21287471055984497,0.35487717390060425,0.4933079481124878,0.3461092710494995,0.2336544692516327,0.2232367992401123,0.5201468467712402,0.3045167922973633,0.2728564441204071,0.31091248989105225
the,0.6521818041801453,0.22564226388931274,0.3875846862792969,1.0,0.3134109377861023,0.3214086890220642,0.2507155239582062,0.6662389636039734,0.516537070274353,0.33215048909187317,0.22068053483963013
panthers,0.2003214955329895,0.333659291267395,0.1570805162191391,0.2602776288986206,0.1958107054233551,0.2117871195077896,0.3867887854576111,0.2115829735994339,0.20130555331707,0.15208889544010162,0.16608978807926178
clinched,0.28228670358657837,0.33482038974761963,0.23033930361270905,0.3111155331134796,0.24816139042377472,0.2993581295013428,0.339094340801239,0.2350454032421112,0.27405431866645813,0.11620083451271057,0.21425671875476837
home-field,0.24362795054912567,0.22017307579517365,0.2636689841747284,0.28019478917121887,0.23087111115455627,0.141683429479599,0.2407655417919159,0.3410986363887787,0.24159371852874756,0.20724394917488098,0.16097521781921387
advantage,0.2986800968647003,0.21377389132976532,0.27220678329467773,0.2844003438949585,0.11785740405321121,0.2806730568408966,0.1220153197646141,0.1498534232378006,0.3651246130466461,0.20766501128673553,0.10412604361772537
throughout,0.39025890827178955,0.1004737988114357,0.3246377110481262,0.4158564507961273,0.21776562929153442,0.3451005816459656,0.25280123949050903,0.46596065163612366,0.3137417137622833,0.3380894958972931,0.12665234506130219
the,0.6521818041801453,0.22564226388931274,0.3875846862792969,1.0,0.3134109377861023,0.3214086890220642,0.2507155239582062,0.6662389636039734,0.516537070274353,0.33215048909187317,0.22068053483963013
nfc,0.26508596539497375,0.4356997609138489,0.16702289879322052,0.2545439600944519,0.2247784286737442,0.3618990182876587,0.4255197048187256,0.20630285143852234,0.19696703553199768,0.15688921511173248,0.15073348581790924
playoffs,0.1445978283882141,0.44689759612083435,0.13402219116687775,0.21945282816886902,0.19405940175056458,0.3609229326248169,0.5599809885025024,0.187225341796875,0.22645993530750275,0.19774962961673737,0.17343482375144958
for,0.44095608592033386,0.25615394115448,0.3270139992237091,0.4739971458911896,0.45128104090690613,0.3314341604709625,0.24490800499916077,0.4322226941585541,0.3406745493412018,0.25068506598472595,0.264628142118454
the,0.6521818041801453,0.22564226388931274,0.3875846862792969,1.0,0.3134109377861023,0.3214086890220642,0.2507155239582062,0.6662389636039734,0.516537070274353,0.33215048909187317,0.22068053483963013
first,0.3828166127204895,0.24193075299263,0.3379828929901123,0.49448907375335693,0.33389225602149963,0.3170831501483917,0.26634398102760315,0.4127444326877594,0.26809096336364746,0.3202230632305145,0.18701928853988647
time,0.325231671333313,0.2895461320877075,0.34488338232040405,0.43061500787734985,0.31556034088134766,0.30545327067375183,0.26950058341026306,0.3431483507156372,0.32461634278297424,0.36719411611557007,0.27391523122787476
in,0.4840516746044159,0.18841172754764557,0.385026752948761,0.6662389636039734,0.2813531160354614,0.23172755539417267,0.2184021919965744,1.0,0.34976133704185486,0.29215577244758606,0.20430970191955566
franchise,0.25914502143859863,0.2821871042251587,0.1973634511232376,0.30872398614883423,0.2041207104921341,0.2792651951313019,0.3754488229751587,0.29437172412872314,0.23422278463840485,0.2166680097579956,0.13445523381233215
history,0.2426081746816635,0.19439929723739624,0.23351769149303436,0.33215048909187317,0.23154303431510925,0.14632843434810638,0.13905751705169678,0.29215577244758606,0.21232347190380096,1.0000001192092896,0.2501974403858185
.,0.45942068099975586,0.26467522978782654,0.37348684668540955,0.5934505462646484,0.31068575382232666,0.2778880000114441,0.24674734473228455,0.5591574311256409,0.34427863359451294,0.30310705304145813,0.4130953550338745
