,how,long,until,the,provisional,registration,is,upgraded,",",if,requirements,are,met,?
evidence,0.283417671918869,0.2314198911190033,0.16071321070194244,0.25031140446662903,0.2405974566936493,0.2258559912443161,0.18936312198638916,0.06636680662631989,0.2751304507255554,0.30903980135917664,0.29636743664741516,0.251604288816452,0.18207034468650818,0.24151235818862915
to,0.44169697165489197,0.30218687653541565,0.354556679725647,0.535392165184021,0.20113271474838257,0.2763814330101013,0.42745086550712585,0.16525860130786896,0.44245919585227966,0.4559597074985504,0.33546167612075806,0.3504326641559601,0.22639073431491852,0.29463258385658264
show,0.33347421884536743,0.23609431087970734,0.23996400833129883,0.319829523563385,0.15758436918258667,0.18777550756931305,0.2144283652305603,0.1002875491976738,0.31928569078445435,0.2619461119174957,0.13105317950248718,0.26362085342407227,0.14291128516197205,0.2520138621330261
that,0.557814359664917,0.34424030780792236,0.324736088514328,0.5473989248275757,0.2011229693889618,0.27491509914398193,0.3995479643344879,0.17915309965610504,0.4137537479400635,0.5634250640869141,0.40566104650497437,0.45265161991119385,0.23448000848293304,0.32716336846351624
the,0.33890387415885925,0.3075225353240967,0.37191009521484375,1.0,0.28786423802375793,0.2935751974582672,0.5823672413825989,0.22829687595367432,0.4933079481124878,0.33724796772003174,0.26905253529548645,0.40399202704429626,0.2303115278482437,0.22068053483963013
``,-0.01591024175286293,0.1858668327331543,0.05368559807538986,0.029072100296616554,0.06647118926048279,0.07760657370090485,0.058766357600688934,-0.06433184444904327,0.09681109338998795,0.20059196650981903,0.050584107637405396,0.12624181807041168,-0.016672847792506218,0.0685480609536171
standard,0.25041645765304565,0.22546826303005219,0.10578817129135132,0.29008856415748596,0.21144729852676392,0.28395581245422363,0.23514990508556366,0.18789851665496826,0.2593318521976471,0.27944451570510864,0.44983720779418945,0.2518865764141083,0.17433620989322662,0.17029257118701935
for,0.3308170735836029,0.2547193765640259,0.2802979350090027,0.4739971458911896,0.2626315653324127,0.31512561440467834,0.43268078565597534,0.20678801834583282,0.4464869201183319,0.3609124422073364,0.37713998556137085,0.3895993232727051,0.276699960231781,0.264628142118454
full,0.24803219735622406,0.21264272928237915,0.2161594182252884,0.2988807260990143,0.21974538266658783,0.25529545545578003,0.18005375564098358,0.15698030591011047,0.18524548411369324,0.2418919950723648,0.3009812831878662,0.16167086362838745,0.10774918645620346,0.168479785323143
registration,0.2208653688430786,0.14647763967514038,0.17008812725543976,0.2935751974582672,0.31134095788002014,0.9999998807907104,0.18513651192188263,0.15328837931156158,0.22639964520931244,0.3034800589084625,0.3787479102611542,0.20620733499526978,0.16234613955020905,0.22754761576652527
'',-0.0029843549709767103,0.020632827654480934,-0.12006485462188721,0.041273195296525955,0.057974424213171005,-0.02905167266726494,0.0793738141655922,-0.04954344034194946,-0.037358131259679794,-0.010894154198467731,-0.02816513180732727,0.0263817198574543,0.04951654002070427,0.018684765323996544
has,0.26820555329322815,0.2952231168746948,0.23921142518520355,0.4177538752555847,0.0973055437207222,0.21006610989570618,0.5668748617172241,0.17991310358047485,0.3734780251979828,0.2886769473552704,0.3043101727962494,0.4313911199569702,0.16583114862442017,0.15994466841220856
been,0.26456597447395325,0.3324016332626343,0.3383956551551819,0.3563927710056305,0.2235518842935562,0.2292250245809555,0.39566612243652344,0.20527490973472595,0.34873589873313904,0.30252891778945923,0.34269317984580994,0.4703826308250427,0.23169907927513123,0.24354910850524902
met,0.20883280038833618,0.08267737179994583,0.2447548508644104,0.2303115278482437,0.17679476737976074,0.16234613955020905,0.10734891891479492,0.14942298829555511,0.2948285937309265,0.18070891499519348,0.26973724365234375,0.15037678182125092,0.9999998807907104,0.13848096132278442
.,0.3287222981452942,0.3247973620891571,0.36876651644706726,0.5934505462646484,0.1821993887424469,0.24190650880336761,0.4569662809371948,0.19970302283763885,0.6812511086463928,0.421799898147583,0.25201094150543213,0.3452940285205841,0.22833305597305298,0.4130953550338745
