,how,old,was,tesla,when,he,became,a,us,citizen,?
a,0.29312583804130554,0.2846200466156006,0.4508470594882965,0.2211925983428955,0.44397395849227905,0.4393508732318878,0.28774285316467285,1.0,0.1862444281578064,0.24434110522270203,0.23916715383529663
naturalized,0.151051864027977,0.16193534433841705,0.24670520424842834,0.20343226194381714,0.23183871805667877,0.248596653342247,0.32543545961380005,0.21298933029174805,0.18714363873004913,0.5792285203933716,0.15240240097045898
citizen,0.17161525785923004,0.19746239483356476,0.2881135940551758,0.16133640706539154,0.22243233025074005,0.34431561827659607,0.3172663748264313,0.24434110522270203,0.15206991136074066,0.9999999403953552,0.1601516604423523
of,0.2480744868516922,0.30522194504737854,0.4069072902202606,0.18837453424930573,0.3757161796092987,0.38706058263778687,0.3638904094696045,0.5052502155303955,0.23568789660930634,0.19158314168453217,0.1826142966747284
the,0.33890387415885925,0.31849798560142517,0.48711544275283813,0.1324402391910553,0.5091903209686279,0.4571082592010498,0.36325156688690186,0.5829201340675354,0.25727739930152893,0.21445687115192413,0.22068053483963013
united,0.19034643471240997,0.23403705656528473,0.31727492809295654,0.1552019715309143,0.2490900456905365,0.28426578640937805,0.3053349256515503,0.2732578217983246,0.4374046325683594,0.3153318762779236,0.17266890406608582
states,0.20841296017169952,0.1806662231683731,0.2847922146320343,0.17635658383369446,0.24639196693897247,0.26046910881996155,0.2520880699157715,0.24708621203899384,0.4605454206466675,0.32566091418266296,0.16272737085819244
",",0.22659391164779663,0.26524028182029724,0.45456063747406006,0.20599327981472015,0.36674630641937256,0.40251094102859497,0.2798398435115814,0.427140474319458,0.3120202422142029,0.23887503147125244,0.31091248989105225
and,0.33647966384887695,0.29022282361984253,0.3740963041782379,0.19560420513153076,0.4716290831565857,0.45427167415618896,0.31226563453674316,0.3739250600337982,0.25715014338493347,0.2220301777124405,0.20544172823429108
established,0.10839782655239105,0.18589521944522858,0.26515325903892517,0.14575746655464172,0.18169470131397247,0.2166268527507782,0.2932269275188446,0.23500119149684906,0.10904327780008316,0.20671319961547852,0.15917523205280304
his,0.24614305794239044,0.2539081573486328,0.4405253231525421,0.1580733060836792,0.37120407819747925,0.7171558737754822,0.3503277599811554,0.3497250974178314,0.15751667320728302,0.24632345139980316,0.18075084686279297
south,0.11786635220050812,0.1712985783815384,0.2792486846446991,0.11634603887796402,0.18115942180156708,0.25597822666168213,0.22704577445983887,0.23680485785007477,0.1746729165315628,0.13997706770896912,0.12336621433496475
fifth,0.12033659219741821,0.14260081946849823,0.3496854901313782,0.12238476425409317,0.20972177386283875,0.25386351346969604,0.2434730976819992,0.29915758967399597,0.1849401444196701,0.14710858464241028,0.13128890097141266
avenue,0.06617382913827896,0.162270188331604,0.19987185299396515,0.1154039055109024,0.09111881256103516,0.18843477964401245,0.09517117589712143,0.1562824249267578,0.19296593964099884,0.06386216729879379,0.06327427178621292
laboratory,0.1753118336200714,0.07801824063062668,0.24070261418819427,0.3209504187107086,0.2447117269039154,0.21466200053691864,0.14347508549690247,0.2253785878419876,0.20540334284305573,0.1221933588385582,0.07445509731769562
",",0.22659391164779663,0.26524028182029724,0.45456063747406006,0.20599327981472015,0.36674630641937256,0.40251094102859497,0.2798398435115814,0.427140474319458,0.3120202422142029,0.23887503147125244,0.31091248989105225
and,0.33647966384887695,0.29022282361984253,0.3740963041782379,0.19560420513153076,0.4716290831565857,0.45427167415618896,0.31226563453674316,0.3739250600337982,0.25715014338493347,0.2220301777124405,0.20544172823429108
later,0.2534695267677307,0.37251096963882446,0.5684447288513184,0.1893843412399292,0.4627884030342102,0.4860261380672455,0.4831738770008087,0.34254932403564453,0.15312647819519043,0.23702670633792877,0.1417175978422165
another,0.34821072220802307,0.245001882314682,0.34961897134780884,0.1668986827135086,0.48569372296333313,0.34215036034584045,0.2506227195262909,0.6191956996917725,0.19319559633731842,0.1935274451971054,0.295511931180954
at,0.2154216170310974,0.17987459897994995,0.36707764863967896,0.16552478075027466,0.38876327872276306,0.3280475437641144,0.23894885182380676,0.3095070421695709,0.2341633439064026,0.19782142341136932,0.21978627145290375
46,0.1023309975862503,0.05651068314909935,0.140107661485672,0.2623067796230316,0.08371911197900772,0.0962647870182991,0.1463102102279663,0.17634715139865875,0.15107527375221252,0.15378934144973755,0.042453374713659286
e.,-0.012050791643559933,0.011444413103163242,0.04124482721090317,-0.0135305505245924,0.03003227524459362,-0.03051595389842987,-0.0012187452521175146,-0.02863171324133873,-0.03199230134487152,-0.024801243096590042,0.04848470166325569
houston,0.17245382070541382,0.14495731890201569,0.31953680515289307,0.18676048517227173,0.1696755737066269,0.22199203073978424,0.2301960438489914,0.16654783487319946,0.24266865849494934,0.1656745821237564,0.14217448234558105
street,0.1187879666686058,0.24164734780788422,0.21281053125858307,0.15601496398448944,0.15712179243564606,0.20771941542625427,0.14007531106472015,0.18956080079078674,0.09922919422388077,0.11198990792036057,0.07315441966056824
",",0.22659391164779663,0.26524028182029724,0.45456063747406006,0.20599327981472015,0.36674630641937256,0.40251094102859497,0.2798398435115814,0.427140474319458,0.3120202422142029,0.23887503147125244,0.31091248989105225
in,0.2601168751716614,0.2865324318408966,0.45514053106307983,0.17097744345664978,0.4431333839893341,0.41690486669540405,0.31047213077545166,0.539380669593811,0.19746538996696472,0.29731956124305725,0.20430970191955566
new,0.20832711458206177,0.3384166657924652,0.2748313844203949,0.15999311208724976,0.257220059633255,0.2739552855491638,0.22970440983772278,0.3214259147644043,0.1881105750799179,0.15703710913658142,0.14782847464084625
york,0.19939486682415009,0.2231455296278,0.2746913433074951,0.15629629790782928,0.21644815802574158,0.26895642280578613,0.23412539064884186,0.205710306763649,0.18448179960250854,0.2568845748901367,0.15262620151042938
.,0.3287222981452942,0.32390445470809937,0.40146201848983765,0.17949827015399933,0.475719153881073,0.38061028718948364,0.2806840240955353,0.50484299659729,0.3162994682788849,0.2653892934322357,0.4130953550338745
