,who,was,the,executive,producer,of,the,2005,doctor,who,revival,series,?
icons,0.18932922184467316,0.16046984493732452,0.2446059137582779,0.0923982560634613,0.11930936574935913,0.1787693053483963,0.2446059137582779,0.06263919174671173,0.08601512014865875,0.18932922184467316,0.2804681360721588,0.11654561012983322,0.26966553926467896
of,0.2827862501144409,0.4069072902202606,0.733189046382904,0.23221425712108612,0.14949996769428253,1.0,0.733189046382904,0.017815761268138885,0.16895952820777893,0.2827862501144409,0.2109367549419403,0.22268271446228027,0.1826142966747284
doctor,0.3504868149757385,0.19672659039497375,0.2820442318916321,0.1511356085538864,0.23966555297374725,0.16895952820777893,0.2820442318916321,0.07635467499494553,0.9999999403953552,0.3504868149757385,0.13733609020709991,0.2712797522544861,0.1462511420249939
who,0.9999998807907104,0.3318818509578705,0.3733934462070465,0.20786358416080475,0.20600847899913788,0.2827862501144409,0.3733934462070465,0.18423187732696533,0.3504868149757385,0.9999998807907104,0.1408388912677765,0.21484537422657013,0.26220351457595825
one,0.40083858370780945,0.3752199709415436,0.5514441132545471,0.16716508567333221,0.15786625444889069,0.4999135136604309,0.5514441132545471,0.013221368193626404,0.17397142946720123,0.40083858370780945,0.19037717580795288,0.21504130959510803,0.2673267424106598
step,0.2452450394630432,0.16876640915870667,0.20505109429359436,0.1196821853518486,0.11503330618143082,0.22579428553581238,0.20505109429359436,0.053021352738142014,0.13142840564250946,0.2452450394630432,0.20179465413093567,0.18983137607574463,0.23299238085746765
at,0.22096660733222961,0.36707764863967896,0.457212895154953,0.09011892229318619,0.14449942111968994,0.42558613419532776,0.457212895154953,-0.02982962317764759,0.2165924310684204,0.22096660733222961,0.18902744352817535,0.1310107558965683,0.21978627145290375
a,0.36608949303627014,0.4508470594882965,0.5829201340675354,0.21100085973739624,0.2085941731929779,0.5052502155303955,0.5829201340675354,-0.044396962970495224,0.22883038222789764,0.36608949303627014,0.21610143780708313,0.23966510593891144,0.23916715383529663
time,0.36634087562561035,0.3641340136528015,0.43061500787734985,0.15006552636623383,0.12031129002571106,0.35127586126327515,0.43061500787734985,0.08463583141565323,0.22827142477035522,0.36634087562561035,0.2668016850948334,0.2359362095594406,0.27391523122787476
:,-0.0025186005514115095,0.002802103292196989,-0.03403344005346298,-0.003660499816760421,-0.04548687860369682,-0.08807745575904846,-0.03403344005346298,0.11937335878610611,-0.004988687578588724,-0.0025186005514115095,-0.03913514316082001,-0.02288590557873249,-0.07156077772378922
the,0.3733934462070465,0.48711544275283813,1.0,0.2402946650981903,0.20962586998939514,0.733189046382904,1.0,0.037273142486810684,0.2820442318916321,0.3733934462070465,0.30452626943588257,0.31376904249191284,0.22068053483963013
autons,0.266415536403656,0.14173102378845215,0.25020739436149597,0.2041800618171692,0.19719333946704865,0.25492337346076965,0.25020739436149597,0.059111349284648895,0.19530326128005981,0.266415536403656,0.18861371278762817,0.1462990790605545,0.2637922167778015
with,0.3282766342163086,0.27411898970603943,0.4223487675189972,0.20230282843112946,0.2240762859582901,0.41827285289764404,0.4223487675189972,-0.0030237799510359764,0.17277967929840088,0.3282766342163086,0.1361679881811142,0.17767351865768433,0.2433311939239502
the,0.3733934462070465,0.48711544275283813,1.0,0.2402946650981903,0.20962586998939514,0.733189046382904,1.0,0.037273142486810684,0.2820442318916321,0.3733934462070465,0.30452626943588257,0.31376904249191284,0.22068053483963013
nestene,0.11344417929649353,0.13486944139003754,0.21356748044490814,0.08751895278692245,0.11861798912286758,0.18022318184375763,0.21356748044490814,-0.02176918089389801,0.12311176210641861,0.11344417929649353,0.14877471327781677,0.1394670158624649,0.17806750535964966
consciousness,0.20696717500686646,0.14454464614391327,0.18007954955101013,0.10905425995588303,0.09696999192237854,0.1859700232744217,0.18007954955101013,-0.03415302932262421,0.24719183146953583,0.20696717500686646,0.21610122919082642,0.14545568823814392,0.13624824583530426
and,0.41279885172843933,0.3740963041782379,0.5171257257461548,0.25701579451560974,0.31731775403022766,0.5116966962814331,0.5171257257461548,0.05766887590289116,0.21673844754695892,0.41279885172843933,0.2417616993188858,0.26972857117652893,0.20544172823429108
daleks,0.3263576030731201,0.24493366479873657,0.3154934346675873,0.11420557647943497,0.11649822443723679,0.2067384421825409,0.3154934346675873,0.09407062083482742,0.3440004587173462,0.3263576030731201,0.15950314700603485,0.37795311212539673,0.13693755865097046
in,0.2792111933231354,0.45514053106307983,0.6662389636039734,0.1878502070903778,0.1708001047372818,0.5696388483047485,0.6662389636039734,0.009931974112987518,0.25567495822906494,0.2792111933231354,0.2631177604198456,0.2914260923862457,0.20430970191955566
series,0.21484537422657013,0.2261398285627365,0.31376904249191284,0.1810639202594757,0.2266491949558258,0.22268271446228027,0.31376904249191284,0.04714697599411011,0.2712797522544861,0.21484537422657013,0.22159305214881897,1.0000001192092896,0.1709602326154709
1,-0.35742413997650146,-0.2275921255350113,-0.1554475575685501,-0.2236173301935196,-0.2455880045890808,-0.09473495930433273,-0.1554475575685501,-0.17038306593894958,-0.21685060858726501,-0.35742413997650146,-0.17069876194000244,-0.265503853559494,-0.249979168176651
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.27674952149391174,0.35589754581451416,0.4946078956127167,0.4933079481124878,0.11050146818161011,0.20407600700855255,0.3365725874900818,0.2530691921710968,0.24060699343681335,0.31091248989105225
cybermen,0.28778746724128723,0.18745598196983337,0.3392564654350281,0.15716427564620972,0.16234983503818512,0.26305127143859863,0.3392564654350281,-0.031132765114307404,0.3686709702014923,0.28778746724128723,0.24775958061218262,0.3721328675746918,0.18790490925312042
in,0.2792111933231354,0.45514053106307983,0.6662389636039734,0.1878502070903778,0.1708001047372818,0.5696388483047485,0.6662389636039734,0.009931974112987518,0.25567495822906494,0.2792111933231354,0.2631177604198456,0.2914260923862457,0.20430970191955566
series,0.21484537422657013,0.2261398285627365,0.31376904249191284,0.1810639202594757,0.2266491949558258,0.22268271446228027,0.31376904249191284,0.04714697599411011,0.2712797522544861,0.21484537422657013,0.22159305214881897,1.0000001192092896,0.1709602326154709
2,-0.0748172402381897,-0.013097384944558144,-0.019434669986367226,-0.09364552050828934,-0.08549046516418457,-0.013777675107121468,-0.019434669986367226,-0.025777893140912056,0.03075770102441311,-0.0748172402381897,0.023895785212516785,0.005733609665185213,0.001977203879505396
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.27674952149391174,0.35589754581451416,0.4946078956127167,0.4933079481124878,0.11050146818161011,0.20407600700855255,0.3365725874900818,0.2530691921710968,0.24060699343681335,0.31091248989105225
the,0.3733934462070465,0.48711544275283813,1.0,0.2402946650981903,0.20962586998939514,0.733189046382904,1.0,0.037273142486810684,0.2820442318916321,0.3733934462070465,0.30452626943588257,0.31376904249191284,0.22068053483963013
macra,0.26252809166908264,0.2411213517189026,0.195128932595253,0.2573225796222687,0.2697172164916992,0.19974477589130402,0.195128932595253,0.05353017523884773,0.2228633016347885,0.26252809166908264,0.26848864555358887,0.28772640228271484,0.1673469841480255
and,0.41279885172843933,0.3740963041782379,0.5171257257461548,0.25701579451560974,0.31731775403022766,0.5116966962814331,0.5171257257461548,0.05766887590289116,0.21673844754695892,0.41279885172843933,0.2417616993188858,0.26972857117652893,0.20544172823429108
the,0.3733934462070465,0.48711544275283813,1.0,0.2402946650981903,0.20962586998939514,0.733189046382904,1.0,0.037273142486810684,0.2820442318916321,0.3733934462070465,0.30452626943588257,0.31376904249191284,0.22068053483963013
master,0.3010654151439667,0.20155122876167297,0.19769129157066345,0.23577991127967834,0.20018158853054047,0.17072871327400208,0.19769129157066345,0.014813080430030823,0.2937511205673218,0.3010654151439667,0.16481631994247437,0.203135147690773,0.11915034055709839
in,0.2792111933231354,0.45514053106307983,0.6662389636039734,0.1878502070903778,0.1708001047372818,0.5696388483047485,0.6662389636039734,0.009931974112987518,0.25567495822906494,0.2792111933231354,0.2631177604198456,0.2914260923862457,0.20430970191955566
series,0.21484537422657013,0.2261398285627365,0.31376904249191284,0.1810639202594757,0.2266491949558258,0.22268271446228027,0.31376904249191284,0.04714697599411011,0.2712797522544861,0.21484537422657013,0.22159305214881897,1.0000001192092896,0.1709602326154709
3,0.06491345912218094,0.06170157715678215,0.06283142417669296,0.07013314962387085,0.08845101296901703,0.046857766807079315,0.06283142417669296,-0.057964224368333817,0.06146235764026642,0.06491345912218094,0.08567776530981064,0.03619242459535599,0.005975271109491587
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.27674952149391174,0.35589754581451416,0.4946078956127167,0.4933079481124878,0.11050146818161011,0.20407600700855255,0.3365725874900818,0.2530691921710968,0.24060699343681335,0.31091248989105225
the,0.3733934462070465,0.48711544275283813,1.0,0.2402946650981903,0.20962586998939514,0.733189046382904,1.0,0.037273142486810684,0.2820442318916321,0.3733934462070465,0.30452626943588257,0.31376904249191284,0.22068053483963013
sontarans,0.298513799905777,0.26774904131889343,0.35187485814094543,0.20291194319725037,0.275483638048172,0.32682326436042786,0.35187485814094543,0.11877068877220154,0.3249339461326599,0.298513799905777,0.13564209640026093,0.2848365604877472,0.18271717429161072
and,0.41279885172843933,0.3740963041782379,0.5171257257461548,0.25701579451560974,0.31731775403022766,0.5116966962814331,0.5171257257461548,0.05766887590289116,0.21673844754695892,0.41279885172843933,0.2417616993188858,0.26972857117652893,0.20544172823429108
davros,0.4037344753742218,0.25891560316085815,0.30321943759918213,0.21514418721199036,0.26405712962150574,0.21062719821929932,0.30321943759918213,0.055982545018196106,0.2868693470954895,0.4037344753742218,0.10963471233844757,0.23133742809295654,0.15493494272232056
in,0.2792111933231354,0.45514053106307983,0.6662389636039734,0.1878502070903778,0.1708001047372818,0.5696388483047485,0.6662389636039734,0.009931974112987518,0.25567495822906494,0.2792111933231354,0.2631177604198456,0.2914260923862457,0.20430970191955566
series,0.21484537422657013,0.2261398285627365,0.31376904249191284,0.1810639202594757,0.2266491949558258,0.22268271446228027,0.31376904249191284,0.04714697599411011,0.2712797522544861,0.21484537422657013,0.22159305214881897,1.0000001192092896,0.1709602326154709
4,0.09137360751628876,0.23394860327243805,0.15499350428581238,0.17181921005249023,0.17322911322116852,0.17227263748645782,0.15499350428581238,0.1913420557975769,0.03546636924147606,0.09137360751628876,0.000271635566605255,0.015015640296041965,0.010515431873500347
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.27674952149391174,0.35589754581451416,0.4946078956127167,0.4933079481124878,0.11050146818161011,0.20407600700855255,0.3365725874900818,0.2530691921710968,0.24060699343681335,0.31091248989105225
and,0.41279885172843933,0.3740963041782379,0.5171257257461548,0.25701579451560974,0.31731775403022766,0.5116966962814331,0.5171257257461548,0.05766887590289116,0.21673844754695892,0.41279885172843933,0.2417616993188858,0.26972857117652893,0.20544172823429108
the,0.3733934462070465,0.48711544275283813,1.0,0.2402946650981903,0.20962586998939514,0.733189046382904,1.0,0.037273142486810684,0.2820442318916321,0.3733934462070465,0.30452626943588257,0.31376904249191284,0.22068053483963013
time,0.36634087562561035,0.3641340136528015,0.43061500787734985,0.15006552636623383,0.12031129002571106,0.35127586126327515,0.43061500787734985,0.08463583141565323,0.22827142477035522,0.36634087562561035,0.2668016850948334,0.2359362095594406,0.27391523122787476
lords,0.2689010500907898,0.22221215069293976,0.32976827025413513,0.2144220769405365,0.12249431759119034,0.2884979844093323,0.32976827025413513,0.04889645427465439,0.18355132639408112,0.2689010500907898,0.22609779238700867,0.20341430604457855,0.04780716821551323
(,0.2443375140428543,0.2980341613292694,0.33289089798927307,0.20997965335845947,0.24059425294399261,0.35032153129577637,0.33289089798927307,0.11327322572469711,0.1570640504360199,0.2443375140428543,0.16181129217147827,0.21145714819431305,0.40561532974243164
rassilon,0.19917911291122437,0.2298811823129654,0.22537344694137573,0.14152804017066956,0.2569461762905121,0.21940481662750244,0.22537344694137573,-0.01016187109053135,0.16570182144641876,0.19917911291122437,0.14656414091587067,0.20013166964054108,0.17856156826019287
),0.2457384318113327,0.3267642855644226,0.3456730246543884,0.20013901591300964,0.2697410583496094,0.3680361211299896,0.3456730246543884,0.12896914780139923,0.1509941965341568,0.2457384318113327,0.15965843200683594,0.20434704422950745,0.42300865054130554
in,0.2792111933231354,0.45514053106307983,0.6662389636039734,0.1878502070903778,0.1708001047372818,0.5696388483047485,0.6662389636039734,0.009931974112987518,0.25567495822906494,0.2792111933231354,0.2631177604198456,0.2914260923862457,0.20430970191955566
the,0.3733934462070465,0.48711544275283813,1.0,0.2402946650981903,0.20962586998939514,0.733189046382904,1.0,0.037273142486810684,0.2820442318916321,0.3733934462070465,0.30452626943588257,0.31376904249191284,0.22068053483963013
2009–10,0.03964769095182419,0.09995890408754349,0.06815633177757263,0.02416275069117546,0.03963383659720421,0.06386314332485199,0.06815633177757263,0.12088727951049805,-0.022067841142416,0.03964769095182419,0.10859006643295288,0.05894802510738373,-0.08292136341333389
specials,0.2836933434009552,0.22435860335826874,0.2759421467781067,0.289657324552536,0.3181008994579315,0.15874384343624115,0.2759421467781067,-0.0212111733853817,0.23998045921325684,0.2836933434009552,0.26726800203323364,0.4298047423362732,0.2582153379917145
.,0.3541337847709656,0.40146201848983765,0.5934505462646484,0.2051832377910614,0.2136206030845642,0.5352458953857422,0.5934505462646484,0.0678042471408844,0.22361043095588684,0.3541337847709656,0.1816873699426651,0.3121925890445709,0.4130953550338745
