,what,did,watt,add,to,the,steam,engine,in,1788,?
watt,0.12468069046735764,0.17172856628894806,1.0,0.09825018793344498,0.18281418085098267,0.1903349757194519,0.3759114742279053,0.31998884677886963,0.14650258421897888,0.015907365828752518,0.16354146599769592
’,-0.01733604073524475,0.04859831556677818,0.029600193724036217,0.004924438428133726,0.00253736088052392,-0.04090067744255066,-0.030686328187584877,0.04987161234021187,-0.04677301645278931,-0.03290523588657379,0.045561522245407104
s,0.3634900748729706,0.33910059928894043,0.1796596795320511,0.21631090342998505,0.35941416025161743,0.46610721945762634,0.21981081366539001,0.19650432467460632,0.3340029716491699,-0.09582363814115524,0.25130221247673035
partner,0.10468954592943192,0.08555631339550018,0.1669190675020218,0.06636650860309601,0.13744807243347168,0.1342829167842865,0.08545323461294174,0.19754789769649506,0.1903068870306015,0.0922255665063858,0.15119856595993042
boulton,0.1500292718410492,0.18596939742565155,0.44902464747428894,0.13043752312660217,0.22932593524456024,0.22854043543338776,0.29090842604637146,0.27492907643318176,0.2572387158870697,0.1440737098455429,0.10306169092655182
saw,0.24788837134838104,0.4446955919265747,0.22255448997020721,0.1004362478852272,0.2710057497024536,0.318278044462204,0.20953558385372162,0.17739403247833252,0.24892163276672363,-0.04642002657055855,0.14690998196601868
one,0.376489520072937,0.27659472823143005,0.2622033655643463,0.2745985984802246,0.4025384783744812,0.5514441132545471,0.23085100948810577,0.22089767456054688,0.4129433035850525,0.08754690736532211,0.2673267424106598
at,0.2838611304759979,0.28390252590179443,0.146190345287323,0.16823744773864746,0.36524343490600586,0.457212895154953,0.15630799531936646,0.16097232699394226,0.4374977946281433,0.112117238342762,0.21978627145290375
a,0.3320399522781372,0.2552328109741211,0.21096299588680267,0.24784277379512787,0.45503583550453186,0.5829201340675354,0.2141898274421692,0.24768835306167603,0.539380669593811,-0.00017062356346286833,0.23916715383529663
flour,0.21910925209522247,0.1838243305683136,0.22999657690525055,0.2836671769618988,0.21908366680145264,0.20386682450771332,0.3853101134300232,0.2016988843679428,0.17165899276733398,0.12760969996452332,0.2050427794456482
mill,0.16196684539318085,0.1105588749051094,0.3166802227497101,0.1691703349351883,0.20757123827934265,0.18453173339366913,0.36605963110923767,0.2791144549846649,0.22208119928836823,0.06120879575610161,0.11453486233949661
boulton,0.1500292718410492,0.18596939742565155,0.44902464747428894,0.13043752312660217,0.22932593524456024,0.22854043543338776,0.29090842604637146,0.27492907643318176,0.2572387158870697,0.1440737098455429,0.10306169092655182
&,0.11141876131296158,0.160298690199852,0.16927798092365265,0.12884455919265747,0.1254875510931015,0.14992168545722961,0.13108721375465393,0.11272559314966202,0.1358654648065567,0.040342774242162704,0.12596383690834045
watt,0.12468069046735764,0.17172856628894806,1.0,0.09825018793344498,0.18281418085098267,0.1903349757194519,0.3759114742279053,0.31998884677886963,0.14650258421897888,0.015907365828752518,0.16354146599769592
were,0.22298263013362885,0.4162326455116272,0.16919977962970734,0.14864368736743927,0.31913647055625916,0.3906462490558624,0.20219570398330688,0.164800226688385,0.3815755248069763,0.134171262383461,0.17890112102031708
building,0.23529528081417084,0.14995639026165009,0.16895075142383575,0.15296638011932373,0.2658686637878418,0.3159640431404114,0.21697066724300385,0.24863484501838684,0.3256937265396118,0.08930481225252151,0.13549931347370148
.,0.3567904531955719,0.35288307070732117,0.25756895542144775,0.2680947482585907,0.4645031690597534,0.5934505462646484,0.22855372726917267,0.21814921498298645,0.5591574311256409,0.12079852819442749,0.4130953550338745
