,who,was,the,ally,of,his,father,that,genghis,khan,fell,out,as,time,passed,?
drive,0.14977459609508514,0.18442629277706146,0.2083187699317932,0.12462775409221649,0.17806991934776306,0.14205576479434967,0.13719461858272552,0.24714359641075134,0.0983932614326477,0.042218443006277084,0.20161879062652588,0.20891399681568146,0.15328913927078247,0.19006572663784027,0.13677066564559937,0.11447915434837341
a,0.36608949303627014,0.4508470594882965,0.5829201340675354,0.20484980940818787,0.5052502155303955,0.3497250974178314,0.22525158524513245,0.47537946701049805,0.194350928068161,0.1743650734424591,0.19481830298900604,0.34264278411865234,0.39550232887268066,0.3292340338230133,0.24766449630260468,0.23916715383529663
wedge,0.1888900250196457,0.2363697588443756,0.2632540762424469,0.19166111946105957,0.1690942645072937,0.1502060443162918,0.20392629504203796,0.23376794159412384,0.1901128888130188,0.06228037551045418,0.1991935521364212,0.22069019079208374,0.1916244626045227,0.171744242310524,0.07573603093624115,0.13553494215011597
between,0.20718061923980713,0.24048170447349548,0.39067012071609497,0.17031380534172058,0.3737983703613281,0.15603972971439362,0.10518896579742432,0.299440860748291,0.1950775384902954,0.10579166561365128,0.1851908415555954,0.2655375897884369,0.22009976208209991,0.2893446385860443,0.22109365463256836,0.12887074053287506
him,0.5491244792938232,0.3675798773765564,0.39213326573371887,0.3075602948665619,0.2764812409877777,0.6629161238670349,0.47097480297088623,0.4159553349018097,0.32669100165367126,0.23670253157615662,0.3481278419494629,0.40562137961387634,0.3072648346424103,0.3672541379928589,0.20074942708015442,0.23943768441677094
and,0.41279885172843933,0.3740963041782379,0.5171257257461548,0.27266940474510193,0.5116966962814331,0.4234102666378021,0.3168204128742218,0.4731321930885315,0.26551535725593567,0.22885166108608246,0.29412880539894104,0.3881998062133789,0.49487000703811646,0.3025408685207367,0.2603820264339447,0.20544172823429108
his,0.44966956973075867,0.4405253231525421,0.4394008219242096,0.29775092005729675,0.38364991545677185,0.9999998807907104,0.5241755247116089,0.3173833191394806,0.3744826912879944,0.26570460200309753,0.3207376003265381,0.3022425174713135,0.3146366477012634,0.3553589880466461,0.24630127847194672,0.18075084686279297
loyal,0.3842272162437439,0.2292376458644867,0.20304742455482483,0.39845263957977295,0.2128625065088272,0.35070034861564636,0.34098339080810547,0.20077821612358093,0.31243661046028137,0.2351624220609665,0.20624181628227234,0.18326890468597412,0.20633623003959656,0.12686209380626678,0.12144182622432709,0.09812439978122711
brother,0.39596912264823914,0.30654317140579224,0.1885300725698471,0.36528974771499634,0.18226121366024017,0.4439162015914917,0.6334863901138306,0.20234043896198273,0.31234273314476013,0.21605779230594635,0.22744601964950562,0.1227894201874733,0.21640218794345856,0.2121790647506714,0.18925310671329498,0.14267398416996002
khasar,0.21817174553871155,0.2595040202140808,0.2411150336265564,0.20602929592132568,0.207122340798378,0.2686406672000885,0.21971261501312256,0.17638392746448517,0.6254066824913025,0.6926637887954712,0.2370116412639618,0.09917660057544708,0.17540931701660156,0.12924829125404358,0.07901504635810852,0.1633252203464508
.,0.3541337847709656,0.40146201848983765,0.5934505462646484,0.2257843166589737,0.5352458953857422,0.3119256794452667,0.2509099841117859,0.4460422694683075,0.25373268127441406,0.19819748401641846,0.20426522195339203,0.34234723448753357,0.515582263469696,0.371569961309433,0.23110949993133545,0.4130953550338745
