,in,2009,what,was,the,total,of,grants,awarded,from,harvard,?
",",0.5201468467712402,-0.3093184232711792,0.3087472915649414,0.45456063747406006,0.4933079481124878,0.25815486907958984,0.4946078956127167,0.30463892221450806,0.2723027765750885,0.39760664105415344,0.2719281017780304,0.31091248989105225
and,0.4954058527946472,-0.22857710719108582,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.2520328164100647,0.5116966962814331,0.2782057225704193,0.20351465046405792,0.3601827025413513,0.2453373372554779,0.20544172823429108
$,0.21616753935813904,-0.14018064737319946,0.24858909845352173,0.23838669061660767,0.23367542028427124,0.3233705759048462,0.11268499493598938,0.3157663345336914,0.20348791778087616,0.10954198986291885,0.19535687565803528,0.2786129117012024
39,0.13778941333293915,-0.0593106746673584,0.05873653665184975,0.0029520741663873196,0.12403792142868042,0.028033984825015068,0.13766054809093475,0.015067819505929947,0.015519550070166588,0.018499406054615974,0.001190081238746643,0.04514012485742569
million,0.2596224844455719,-0.12146085500717163,0.22197039425373077,0.24203833937644958,0.277012437582016,0.401465505361557,0.21686489880084991,0.2661152184009552,0.1395035684108734,0.252429723739624,0.13634052872657776,0.23092924058437347
from,0.4274188280105591,-0.19722937047481537,0.2737620174884796,0.31171464920043945,0.40150508284568787,0.14256314933300018,0.4249346852302551,0.21214406192302704,0.19907185435295105,1.0,0.2288978099822998,0.19969791173934937
other,0.39989137649536133,-0.2502623498439789,0.341873437166214,0.14651623368263245,0.44152235984802246,0.2842217981815338,0.38583824038505554,0.18664059042930603,0.14027287065982819,0.30141791701316833,0.18755465745925903,0.24682199954986572
outside,0.4191201329231262,-0.21987676620483398,0.3224688768386841,0.21273015439510345,0.3879719078540802,0.17686717212200165,0.2973117530345917,0.16163110733032227,0.08827655017375946,0.28049299120903015,0.1350136697292328,0.14839068055152893
support,0.17618270218372345,-0.22461307048797607,0.2797985076904297,0.2208256870508194,0.22984638810157776,0.14697983860969543,0.2307697981595993,0.26509130001068115,0.13055214285850525,0.17207206785678864,0.20190027356147766,0.22626608610153198
.,0.5591574311256409,-0.3028804063796997,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.2295650690793991,0.5352458953857422,0.2610261142253876,0.25280869007110596,0.41536515951156616,0.254516065120697,0.4130953550338745
