,what,force,acts,on,an,object,suspended,on,a,spring,scale,in,addition,to,gravity,?
gravity,0.259439080953598,0.4355055093765259,0.25626328587532043,0.18129420280456543,0.13670778274536133,0.4685784876346588,0.1232815757393837,0.18129420280456543,0.18152470886707306,0.19993507862091064,0.29204851388931274,0.17083178460597992,0.20808011293411255,0.23946231603622437,0.9999999403953552,0.18354056775569916
acting,0.2151678204536438,0.20833998918533325,0.3666468858718872,0.24503324925899506,0.20292320847511292,0.14824697375297546,0.22903408110141754,0.24503324925899506,0.20383647084236145,0.13608931005001068,0.044512707740068436,0.250032514333725,0.16444960236549377,0.14978322386741638,0.11615622043609619,0.15597198903560638
on,0.34226128458976746,0.1764998733997345,0.17921806871891022,0.9999999403953552,0.3192969560623169,0.18476571142673492,0.29142817854881287,0.9999999403953552,0.3848365545272827,0.15691092610359192,0.21774359047412872,0.46853652596473694,0.2673063576221466,0.41031414270401,0.18129420280456543,0.2714994251728058
the,0.42745697498321533,0.2800885736942291,0.2568269371986389,0.5107308030128479,0.4207492768764496,0.22418850660324097,0.28768354654312134,0.5107308030128479,0.5829201340675354,0.316989928483963,0.1833842247724533,0.6662389636039734,0.32955414056777954,0.535392165184021,0.22609853744506836,0.22068053483963013
object,0.25733083486557007,0.32587239146232605,0.25721475481987,0.18476571142673492,0.2576858103275299,1.0,0.14087995886802673,0.18476571142673492,0.3271922171115875,0.14848770201206207,0.274456650018692,0.18661287426948547,0.21725299954414368,0.2821136713027954,0.4685784876346588,0.19573666155338287
balanced,0.29257306456565857,0.2931849956512451,0.23634329438209534,0.2666968107223511,0.24223072826862335,0.24692973494529724,0.2562573254108429,0.2666968107223511,0.3291129767894745,0.16758714616298676,0.2523358166217804,0.2024899572134018,0.3252837657928467,0.27381017804145813,0.2780596911907196,0.24327316880226135
by,0.2455483376979828,0.24997374415397644,0.20460237562656403,0.33887791633605957,0.2719563841819763,0.20415794849395752,0.2345827966928482,0.33887791633605957,0.32094135880470276,0.19083847105503082,0.14915348589420319,0.370934396982193,0.23403678834438324,0.33534231781959534,0.2337358593940735,0.17966607213020325
a,0.3320399522781372,0.2451154738664627,0.25177326798439026,0.3848365545272827,0.44552403688430786,0.3271922171115875,0.24709869921207428,0.3848365545272827,1.0,0.23113512992858887,0.2199064940214157,0.539380669593811,0.2617819607257843,0.45503583550453186,0.18152470886707306,0.23916715383529663
force,0.16915984451770782,1.0000001192092896,0.2649233341217041,0.1764998733997345,0.21655116975307465,0.32587239146232605,0.21480007469654083,0.1764998733997345,0.2451154738664627,0.17592529952526093,0.21000143885612488,0.21744468808174133,0.24005858600139618,0.24496492743492126,0.4355055093765259,0.1650998443365097
applied,0.1944669634103775,0.28749921917915344,0.17939393222332,0.20456093549728394,0.22066234052181244,0.33323290944099426,0.303033709526062,0.20456093549728394,0.24149316549301147,0.16731087863445282,0.2118629813194275,0.2475845366716385,0.18425576388835907,0.26928162574768066,0.2714255154132843,0.15585725009441376
by,0.2455483376979828,0.24997374415397644,0.20460237562656403,0.33887791633605957,0.2719563841819763,0.20415794849395752,0.2345827966928482,0.33887791633605957,0.32094135880470276,0.19083847105503082,0.14915348589420319,0.370934396982193,0.23403678834438324,0.33534231781959534,0.2337358593940735,0.17966607213020325
the,0.42745697498321533,0.2800885736942291,0.2568269371986389,0.5107308030128479,0.4207492768764496,0.22418850660324097,0.28768354654312134,0.5107308030128479,0.5829201340675354,0.316989928483963,0.1833842247724533,0.6662389636039734,0.32955414056777954,0.535392165184021,0.22609853744506836,0.22068053483963013
``,0.008517155423760414,0.08451810479164124,0.04806357994675636,-0.03274054825305939,0.03770720958709717,0.021910512819886208,0.04104480519890785,-0.03274054825305939,0.07272057235240936,0.046201545745134354,0.14036980271339417,0.04765888676047325,0.04716494679450989,0.06720756739377975,0.00021787894365843385,0.0685480609536171
spring,0.17833508551120758,0.17592529952526093,0.11107873916625977,0.15691092610359192,0.1161954402923584,0.14848770201206207,0.22717195749282837,0.15691092610359192,0.23113512992858887,1.0,0.15794938802719116,0.3244975805282593,0.07927671819925308,0.21336959302425385,0.19993507862091064,0.06767474114894867
reaction,0.304030179977417,0.25704026222229004,0.3066791296005249,0.1521531641483307,0.2372366487979889,0.26719239354133606,0.20274586975574493,0.1521531641483307,0.23682725429534912,0.17563505470752716,0.22244033217430115,0.21261514723300934,0.33183762431144714,0.2174072265625,0.31716278195381165,0.2138621062040329
force,0.16915984451770782,1.0000001192092896,0.2649233341217041,0.1764998733997345,0.21655116975307465,0.32587239146232605,0.21480007469654083,0.1764998733997345,0.2451154738664627,0.17592529952526093,0.21000143885612488,0.21744468808174133,0.24005858600139618,0.24496492743492126,0.4355055093765259,0.1650998443365097
'',0.08143015950918198,-0.09640523791313171,0.006066964007914066,0.04238596186041832,0.09471100568771362,-0.037886347621679306,-0.036634717136621475,0.04238596186041832,0.04890415817499161,-0.0413866862654686,0.05873636528849602,0.07432962208986282,0.040365759283304214,-0.009905828163027763,-0.009433098137378693,0.018684765323996544
",",0.3087472915649414,0.22091743350028992,0.2014220803976059,0.49057599902153015,0.3581022024154663,0.149229496717453,0.2427910715341568,0.49057599902153015,0.427140474319458,0.30197975039482117,0.16146816313266754,0.5201468467712402,0.3040202856063843,0.44245919585227966,0.18731217086315155,0.31091248989105225
which,0.5261979103088379,0.22571609914302826,0.3132624328136444,0.4245251417160034,0.3611921966075897,0.2891029715538025,0.2886699140071869,0.4245251417160034,0.56894451379776,0.27556076645851135,0.27186259627342224,0.4840516746044159,0.38366198539733887,0.5345056653022766,0.27287256717681885,0.25814583897590637
equals,0.20731981098651886,0.31834226846694946,0.20548395812511444,0.13914331793785095,0.19380268454551697,0.3048628270626068,0.15603144466876984,0.13914331793785095,0.2275366336107254,0.09976527839899063,0.2640387713909149,0.1363106518983841,0.2886510491371155,0.26356974244117737,0.3232731223106384,0.1813974380493164
the,0.42745697498321533,0.2800885736942291,0.2568269371986389,0.5107308030128479,0.4207492768764496,0.22418850660324097,0.28768354654312134,0.5107308030128479,0.5829201340675354,0.316989928483963,0.1833842247724533,0.6662389636039734,0.32955414056777954,0.535392165184021,0.22609853744506836,0.22068053483963013
object,0.25733083486557007,0.32587239146232605,0.25721475481987,0.18476571142673492,0.2576858103275299,1.0,0.14087995886802673,0.18476571142673492,0.3271922171115875,0.14848770201206207,0.274456650018692,0.18661287426948547,0.21725299954414368,0.2821136713027954,0.4685784876346588,0.19573666155338287
's,0.02692362666130066,0.020782919600605965,0.020982274785637856,0.0026888418942689896,0.025255560874938965,-0.014258400537073612,0.021259266883134842,0.0026888418942689896,0.04866964742541313,0.03135906532406807,0.004218825604766607,-0.037580832839012146,-0.07300050556659698,0.03782717138528824,-0.012237312272191048,-0.023395681753754616
weight,0.20223349332809448,0.24099208414554596,0.11062610894441605,0.21801568567752838,0.18478786945343018,0.2992445230484009,0.22562885284423828,0.21801568567752838,0.2418769896030426,0.20228958129882812,0.24677486717700958,0.14912216365337372,0.22414681315422058,0.2257474809885025,0.35115116834640503,0.18111222982406616
.,0.3567904531955719,0.2783275842666626,0.18246832489967346,0.49257001280784607,0.3581749200820923,0.22102774679660797,0.20566484332084656,0.49257001280784607,0.50484299659729,0.2571665942668915,0.23170605301856995,0.5591574311256409,0.27481022477149963,0.4645031690597534,0.19336320459842682,0.4130953550338745
