,what,were,the,structures,built,by,the,soviets,typical,of,?
the,0.42745697498321533,0.3906462490558624,1.0,0.2516176700592041,0.2950156033039093,0.4408751428127289,1.0,0.2880597412586212,0.28039172291755676,0.733189046382904,0.22068053483963013
``,0.008517155423760414,0.006090171169489622,0.029072100296616554,0.08348385244607925,-0.08544228971004486,-0.030704375356435776,0.029072100296616554,0.08730820566415787,0.14357009530067444,0.06780257821083069,0.0685480609536171
bricks,0.191340371966362,0.2934248447418213,0.23952940106391907,0.34642142057418823,0.36997461318969727,0.21664303541183472,0.23952940106391907,0.16058941185474396,0.2117519974708557,0.23244483768939972,0.1467980444431305
for,0.3017193675041199,0.33592689037323,0.4739971458911896,0.18247398734092712,0.19757427275180817,0.3248702883720398,0.4739971458911896,0.18249735236167908,0.2583286166191101,0.4185989499092102,0.264628142118454
warsaw,0.10373849421739578,0.18216076493263245,0.23137180507183075,0.15152545273303986,0.1988019347190857,0.15291538834571838,0.23137180507183075,0.47398507595062256,0.0755094662308693,0.19253842532634735,0.09769917279481888
'',0.08143015950918198,0.007215402089059353,0.041273195296525955,-0.027497492730617523,0.015334987081587315,-0.010275691747665405,0.041273195296525955,-0.10656062513589859,0.023390954360365868,0.13035868108272552,0.018684765323996544
campaign,0.22158007323741913,0.1645883321762085,0.2755736708641052,0.1258835345506668,0.14003099501132965,0.15816208720207214,0.2755736708641052,0.29199016094207764,0.13111916184425354,0.23278115689754486,0.162482351064682
was,0.22111038863658905,0.590133786201477,0.48711544275283813,0.15226145088672638,0.3424932360649109,0.4752357602119446,0.48711544275283813,0.29153022170066833,0.10615719854831696,0.4069072902202606,0.18412111699581146
initiated,0.17882773280143738,0.21052758395671844,0.2882399260997772,0.16031670570373535,0.24625970423221588,0.2351413071155548,0.2882399260997772,0.21771609783172607,0.17656636238098145,0.2752402126789093,0.16644564270973206
",",0.3087472915649414,0.36755475401878357,0.4933079481124878,0.2790010869503021,0.22658206522464752,0.3680937886238098,0.4933079481124878,0.26493433117866516,0.2310890257358551,0.4946078956127167,0.31091248989105225
and,0.31309178471565247,0.42175528407096863,0.5171257257461548,0.29943612217903137,0.2814858853816986,0.4289871156215668,0.5171257257461548,0.2789965271949768,0.28220996260643005,0.5116966962814331,0.20544172823429108
large,0.2017821967601776,0.3147265911102295,0.3828733265399933,0.3397938311100006,0.36899662017822266,0.2555539309978485,0.3828733265399933,0.14589935541152954,0.3954315185546875,0.3569655418395996,0.1355665624141693
prefabricated,0.27159062027931213,0.28932127356529236,0.20600959658622742,0.2901068329811096,0.3607514202594757,0.2584976255893707,0.20600959658622742,0.16894100606441498,0.298893004655838,0.14704789221286774,0.3230966329574585
housing,0.14871764183044434,0.28026676177978516,0.24837790429592133,0.2924775183200836,0.3757628798484802,0.1447335183620453,0.24837790429592133,0.23425857722759247,0.15965496003627777,0.2954002916812897,0.11872038245201111
projects,0.28646913170814514,0.22614943981170654,0.23802334070205688,0.2898167073726654,0.2715601921081543,0.2186189442873001,0.23802334070205688,0.22825992107391357,0.13843736052513123,0.21610960364341736,0.3193145990371704
were,0.22298263013362885,1.0000001192092896,0.3906462490558624,0.21121425926685333,0.31323960423469543,0.4406847059726715,0.3906462490558624,0.33786019682884216,0.15278682112693787,0.34038281440734863,0.17890112102031708
erected,0.12341726571321487,0.22838054597377777,0.23663264513015747,0.3085796535015106,0.4938350319862366,0.24571684002876282,0.23663264513015747,0.15103645622730255,0.15070925652980804,0.26845210790634155,0.08063657581806183
in,0.30808621644973755,0.3815755248069763,0.6662389636039734,0.36503779888153076,0.25829681754112244,0.370934396982193,0.6662389636039734,0.2564770579338074,0.2587708830833435,0.5696388483047485,0.20430970191955566
warsaw,0.10373849421739578,0.18216076493263245,0.23137180507183075,0.15152545273303986,0.1988019347190857,0.15291538834571838,0.23137180507183075,0.47398507595062256,0.0755094662308693,0.19253842532634735,0.09769917279481888
to,0.455847829580307,0.31913647055625916,0.535392165184021,0.25539523363113403,0.2183011770248413,0.33534231781959534,0.535392165184021,0.3184460401535034,0.22595685720443726,0.41548454761505127,0.29463258385658264
address,0.2695501744747162,0.14446642994880676,0.24438561499118805,0.1914534866809845,0.09866292029619217,0.16217146813869476,0.24438561499118805,0.2023848444223404,0.13575711846351624,0.23196934163570404,0.2784976661205292
the,0.42745697498321533,0.3906462490558624,1.0,0.2516176700592041,0.2950156033039093,0.4408751428127289,1.0,0.2880597412586212,0.28039172291755676,0.733189046382904,0.22068053483963013
housing,0.14871764183044434,0.28026676177978516,0.24837790429592133,0.2924775183200836,0.3757628798484802,0.1447335183620453,0.24837790429592133,0.23425857722759247,0.15965496003627777,0.2954002916812897,0.11872038245201111
shortage,0.2864443063735962,0.2814461290836334,0.31014639139175415,0.17238320410251617,0.23286603391170502,0.29808953404426575,0.31014639139175415,0.3316167891025543,0.2576102316379547,0.3016875982284546,0.19423167407512665
",",0.3087472915649414,0.36755475401878357,0.4933079481124878,0.2790010869503021,0.22658206522464752,0.3680937886238098,0.4933079481124878,0.26493433117866516,0.2310890257358551,0.4946078956127167,0.31091248989105225
along,0.22421957552433014,0.30671337246894836,0.39495137333869934,0.23613467812538147,0.20608338713645935,0.34227433800697327,0.39495137333869934,0.23389405012130737,0.17364108562469482,0.34889817237854004,0.17134909331798553
with,0.2464839518070221,0.3179011940956116,0.4223487675189972,0.1962338536977768,0.17062970995903015,0.39731505513191223,0.4223487675189972,0.2203611433506012,0.2500154376029968,0.41827285289764404,0.2433311939239502
other,0.341873437166214,0.4041554927825928,0.44152235984802246,0.3137465715408325,0.18388311564922333,0.3321913778781891,0.44152235984802246,0.2503012716770172,0.3021850883960724,0.38583824038505554,0.24682199954986572
typical,0.2897430658340454,0.15278682112693787,0.28039172291755676,0.27229171991348267,0.17594921588897705,0.10447146743535995,0.28039172291755676,0.04506141319870949,1.0,0.33413293957710266,0.15633712708950043
buildings,0.17147983610630035,0.29042333364486694,0.25566717982292175,0.6644037961959839,0.532329261302948,0.22986018657684326,0.25566717982292175,0.2049531638622284,0.17158710956573486,0.2829168736934662,0.11192528158426285
of,0.33290785551071167,0.34038281440734863,0.733189046382904,0.2804560363292694,0.23442776501178741,0.3646814823150635,0.733189046382904,0.15548710525035858,0.33413293957710266,1.0,0.1826142966747284
an,0.2821882665157318,0.08893381804227829,0.4207492768764496,0.13072232902050018,0.11691489815711975,0.2719563841819763,0.4207492768764496,0.1479657143354416,0.24751602113246918,0.32280945777893066,0.19793890416622162
eastern,0.2263268083333969,0.23770202696323395,0.3928247392177582,0.16921496391296387,0.18897999823093414,0.17081402242183685,0.3928247392177582,0.29968661069869995,0.2360655814409256,0.33281487226486206,0.20060817897319794
bloc,0.21728333830833435,0.12384386360645294,0.28089916706085205,0.11078008264303207,0.11769839376211166,0.2234829068183899,0.28089916706085205,0.38400471210479736,0.11990603804588318,0.18473869562149048,0.12625090777873993
city,0.17493832111358643,0.20383071899414062,0.35769423842430115,0.23214109241962433,0.2644844651222229,0.21020644903182983,0.35769423842430115,0.2264927625656128,0.12903675436973572,0.32503411173820496,0.13423943519592285
",",0.3087472915649414,0.36755475401878357,0.4933079481124878,0.2790010869503021,0.22658206522464752,0.3680937886238098,0.4933079481124878,0.26493433117866516,0.2310890257358551,0.4946078956127167,0.31091248989105225
such,0.23989605903625488,0.2970055043697357,0.3575236201286316,0.2705878019332886,0.18687067925930023,0.2736194431781769,0.3575236201286316,0.1522604078054428,0.3926040232181549,0.3209529519081116,0.17851735651493073
as,0.31749409437179565,0.3025437891483307,0.48381632566452026,0.1907469481229782,0.20560723543167114,0.3815547823905945,0.48381632566452026,0.17654883861541748,0.24787501990795135,0.3886612355709076,0.27043893933296204
the,0.42745697498321533,0.3906462490558624,1.0,0.2516176700592041,0.2950156033039093,0.4408751428127289,1.0,0.2880597412586212,0.28039172291755676,0.733189046382904,0.22068053483963013
palace,0.17891965806484222,0.1839732825756073,0.25955939292907715,0.2402893602848053,0.2936455309391022,0.14397868514060974,0.25955939292907715,0.1564706414937973,0.10228947550058365,0.223849356174469,0.14965219795703888
of,0.33290785551071167,0.34038281440734863,0.733189046382904,0.2804560363292694,0.23442776501178741,0.3646814823150635,0.733189046382904,0.15548710525035858,0.33413293957710266,1.0,0.1826142966747284
culture,0.22475376725196838,0.19326214492321014,0.27157285809516907,0.22841313481330872,0.15943078696727753,0.19387008249759674,0.27157285809516907,0.17780615389347076,0.17934460937976837,0.27266472578048706,0.13093146681785583
and,0.31309178471565247,0.42175528407096863,0.5171257257461548,0.29943612217903137,0.2814858853816986,0.4289871156215668,0.5171257257461548,0.2789965271949768,0.28220996260643005,0.5116966962814331,0.20544172823429108
science,0.2612018585205078,0.11729401350021362,0.24037593603134155,0.2963341772556305,0.17778074741363525,0.20686732232570648,0.24037593603134155,0.15558427572250366,0.14682193100452423,0.2616958022117615,0.17974960803985596
",",0.3087472915649414,0.36755475401878357,0.4933079481124878,0.2790010869503021,0.22658206522464752,0.3680937886238098,0.4933079481124878,0.26493433117866516,0.2310890257358551,0.4946078956127167,0.31091248989105225
a,0.3320399522781372,0.17203083634376526,0.5829201340675354,0.2470725029706955,0.23064446449279785,0.32094135880470276,0.5829201340675354,0.18308846652507782,0.4022108316421509,0.5052502155303955,0.23916715383529663
gift,0.22758355736732483,0.14118143916130066,0.23132675886154175,0.14043974876403809,0.17709074914455414,0.20214545726776123,0.23132675886154175,0.15074394643306732,0.08186259865760803,0.2024591863155365,0.1950901448726654
from,0.2737620174884796,0.29991888999938965,0.40150508284568787,0.26043203473091125,0.15788282454013824,0.3373257517814636,0.40150508284568787,0.21717241406440735,0.14928312599658966,0.4249346852302551,0.19969791173934937
the,0.42745697498321533,0.3906462490558624,1.0,0.2516176700592041,0.2950156033039093,0.4408751428127289,1.0,0.2880597412586212,0.28039172291755676,0.733189046382904,0.22068053483963013
soviet,0.12922172248363495,0.24698977172374725,0.2312941700220108,0.13538555800914764,0.1468358188867569,0.18171028792858124,0.2312941700220108,0.8054373264312744,0.10037738084793091,0.17437179386615753,0.08693568408489227
union,0.1396910548210144,0.20750673115253448,0.24421639740467072,0.1623733788728714,0.10345737636089325,0.14484883844852448,0.24421639740467072,0.4966154098510742,0.0813453420996666,0.2642118036746979,0.07797172665596008
.,0.3567904531955719,0.3378238379955292,0.5934505462646484,0.2735782265663147,0.2374027520418167,0.3936232924461365,0.5934505462646484,0.24035003781318665,0.2668197751045227,0.5352458953857422,0.4130953550338745
