,how,is,winter,weather,in,jacksonville,described,as,?
during,0.26830652356147766,0.2240111529827118,0.3251231908798218,0.22806447744369507,0.4627237319946289,0.2325054407119751,0.25197264552116394,0.29671990871429443,0.1325719803571701
summers,0.16275274753570557,0.26448455452919006,0.5469465255737305,0.39421921968460083,0.24247559905052185,0.23761364817619324,0.16711294651031494,0.21847906708717346,0.1530487835407257
.,0.3287222981452942,0.4569662809371948,0.3007909059524536,0.2610253691673279,0.5591574311256409,0.2843366861343384,0.21733810007572174,0.515582263469696,0.4130953550338745
,how,is,winter,weather,in,jacksonville,described,as,?
due,0.19407185912132263,0.24065633118152618,0.14244793355464935,0.21498672664165497,0.2516716718673706,0.15991471707820892,0.18473674356937408,0.16304998099803925,0.10954997688531876
to,0.44169697165489197,0.42745086550712585,0.1953434944152832,0.2896164059638977,0.45010748505592346,0.1994343250989914,0.16602091491222382,0.42092081904411316,0.29463258385658264
jacksonville,0.165566086769104,0.1726600080728531,0.1367608904838562,0.25744494795799255,0.22147351503372192,1.0000001192092896,0.1136399433016777,0.20988665521144867,0.1359667330980301
's,-0.026164190843701363,0.02396530658006668,0.060355592519044876,0.06800852715969086,-0.037580832839012146,0.02280956320464611,-0.013899330981075764,-0.05775856226682663,-0.023395681753754616
low,0.24991987645626068,0.19289205968379974,0.19482897222042084,0.29136359691619873,0.21458278596401215,0.10650177299976349,0.12046021968126297,0.22321817278862,0.10658930987119675
latitude,0.17471033334732056,0.1882317215204239,0.23923633992671967,0.38336294889450073,0.2392110526561737,0.18411631882190704,0.1532992720603943,0.14408856630325317,0.14586518704891205
and,0.33647966384887695,0.3859752118587494,0.2760835289955139,0.26406481862068176,0.4954058527946472,0.2603762745857239,0.2681671977043152,0.49487000703811646,0.20544172823429108
coastal,0.12642864882946014,0.21945476531982422,0.28672468662261963,0.27448296546936035,0.2924878001213074,0.24418947100639343,0.12359519302845001,0.151224747300148,0.13777320086956024
location,0.15129302442073822,0.25880151987075806,0.1713879406452179,0.29313233494758606,0.3397608697414398,0.15623067319393158,0.15812768042087555,0.17721733450889587,0.15759775042533875
",",0.22659391164779663,0.4691906273365021,0.29047003388404846,0.2356119304895401,0.5201468467712402,0.2837527096271515,0.25326472520828247,0.48816442489624023,0.31091248989105225
the,0.33890387415885925,0.5823672413825989,0.30035296082496643,0.28776681423187256,0.6662389636039734,0.2176690250635147,0.2878154516220093,0.48381632566452026,0.22068053483963013
city,0.12024712562561035,0.3186660706996918,0.20591719448566437,0.20354829728603363,0.3911624252796173,0.3285287022590637,0.13717254996299744,0.21195319294929504,0.13423943519592285
sees,0.2799946069717407,0.27694639563560486,0.15495912730693817,0.21224811673164368,0.1678140014410019,0.11576356738805771,0.31574028730392456,0.2706577479839325,0.1436735838651657
very,0.4865594804286957,0.3671363294124603,0.2264433056116104,0.30526211857795715,0.3209688663482666,0.14858180284500122,0.3490558862686157,0.3734530210494995,0.20864155888557434
little,0.2789124846458435,0.23436859250068665,0.19688096642494202,0.19977201521396637,0.22515349090099335,0.16582481563091278,0.08160882443189621,0.27529188990592957,0.20336517691612244
cold,0.18247707188129425,0.2065940797328949,0.4093282222747803,0.40845173597335815,0.24527457356452942,0.14714522659778595,0.108754962682724,0.20148460566997528,0.12272877991199493
weather,0.25723013281822205,0.2038479745388031,0.3653745949268341,1.0000001192092896,0.19644400477409363,0.25744494795799255,0.13956646621227264,0.19066357612609863,0.15533578395843506
",",0.22659391164779663,0.4691906273365021,0.29047003388404846,0.2356119304895401,0.5201468467712402,0.2837527096271515,0.25326472520828247,0.48816442489624023,0.31091248989105225
and,0.33647966384887695,0.3859752118587494,0.2760835289955139,0.26406481862068176,0.4954058527946472,0.2603762745857239,0.2681671977043152,0.49487000703811646,0.20544172823429108
winters,0.11231651902198792,0.2521657645702362,0.7869926691055298,0.4260398745536804,0.27563002705574036,0.22050432860851288,0.14996884763240814,0.2043757140636444,0.17052674293518066
are,0.311818927526474,0.5330929756164551,0.1793580800294876,0.2277640551328659,0.3841303884983063,0.180222749710083,0.25001800060272217,0.3826591968536377,0.24591213464736938
typically,0.2931802272796631,0.3483496606349945,0.23033073544502258,0.24471911787986755,0.22473083436489105,0.17980188131332397,0.2703821361064911,0.31947922706604004,0.14485043287277222
mild,0.20864196121692657,0.2723495364189148,0.3462788760662079,0.3706199526786804,0.2406633049249649,0.1429978609085083,0.22047311067581177,0.20400865375995636,0.1594024896621704
and,0.33647966384887695,0.3859752118587494,0.2760835289955139,0.26406481862068176,0.4954058527946472,0.2603762745857239,0.2681671977043152,0.49487000703811646,0.20544172823429108
sunny,0.15315453708171844,0.21460233628749847,0.3670439124107361,0.38976484537124634,0.2390439361333847,0.14127002656459808,0.10511469095945358,0.15315285325050354,0.11983351409435272
.,0.3287222981452942,0.4569662809371948,0.3007909059524536,0.2610253691673279,0.5591574311256409,0.2843366861343384,0.21733810007572174,0.515582263469696,0.4130953550338745
