,what,was,the,only,drama,extended,for,a,second,season,for,the,2010-11,schedule,?
hits,0.22194896638393402,0.1653698831796646,0.2569194734096527,0.23649825155735016,0.13047102093696594,0.16872476041316986,0.14230342209339142,0.2812737226486206,0.24354499578475952,0.1455974280834198,0.14230342209339142,0.2569194734096527,0.0370684377849102,0.06729241460561752,0.18031644821166992
spilled,0.23764248192310333,0.1922239363193512,0.2612606883049011,0.2399882674217224,0.17273913323879242,0.15485160052776337,0.16610099375247955,0.29402920603752136,0.1253070831298828,0.11968681216239929,0.16610099375247955,0.2612606883049011,0.101713165640831,0.12627306580543518,0.24086230993270874
over,0.28007611632347107,0.24486446380615234,0.39856547117233276,0.38067740201950073,0.19056332111358643,0.260050892829895,0.3419422209262848,0.32199642062187195,0.23441430926322937,0.16469134390354156,0.3419422209262848,0.39856547117233276,0.1545557975769043,0.19693320989608765,0.25742942094802856
into,0.2180619090795517,0.2322220653295517,0.39493247866630554,0.24060678482055664,0.14423125982284546,0.22817490994930267,0.231735959649086,0.3461161255836487,0.19304557144641876,0.1597791612148285,0.231735959649086,0.39493247866630554,0.16916905343532562,0.15030300617218018,0.15662476420402527
its,0.30393704771995544,0.3518870174884796,0.559237003326416,0.3620542287826538,0.11505823582410812,0.29412898421287537,0.2992613911628723,0.4424409866333008,0.23407325148582458,0.21298545598983765,0.2992613911628723,0.559237003326416,0.20512613654136658,0.26175010204315186,0.15103481709957123
2010–11,0.21144519746303558,0.05066860839724541,0.04743126779794693,0.0611746571958065,0.05638541653752327,0.07123550027608871,0.05289168283343315,0.13618284463882446,0.012559682130813599,0.09122250974178314,0.05289168283343315,0.04743126779794693,0.22630560398101807,0.05575339496135712,0.2126016765832901
schedule,0.22513388097286224,0.21744026243686676,0.21986375749111176,0.29796338081359863,0.13851246237754822,0.2373047024011612,0.2543735206127167,0.20767942070960999,0.18408769369125366,0.29308274388313293,0.2543735206127167,0.21986375749111176,-0.0026585590094327927,1.0000001192092896,0.16743622720241547
:,-0.12022944539785385,0.002802103292196989,-0.03403344005346298,-0.06106482818722725,-0.055051665753126144,-0.09989358484745026,-0.02522280067205429,-0.0007584693375974894,0.05581528693437576,0.1174965351819992,-0.02522280067205429,-0.03403344005346298,-0.08541418612003326,0.05325934663414955,-0.07156077772378922
abc,0.1317344456911087,0.21565799415111542,0.2068762183189392,0.1885126382112503,0.34600868821144104,0.21876035630702972,0.22510288655757904,0.21331243216991425,0.18225866556167603,0.29887476563453674,0.22510288655757904,0.2068762183189392,-0.08597566187381744,0.24818992614746094,0.19065172970294952
's,0.02692362666130066,0.008974763564765453,-0.01540423184633255,0.08984304964542389,0.06856228411197662,-0.0012415836099535227,-0.07241261005401611,0.04866964742541313,-0.060212843120098114,0.06624794006347656,-0.07241261005401611,-0.01540423184633255,0.02180582843720913,0.019238965585827827,-0.023395681753754616
dramas,0.19657056033611298,0.23157577216625214,0.25984838604927063,0.1927928328514099,0.7543807625770569,0.1584463268518448,0.29469048976898193,0.20861439406871796,0.15672191977500916,0.22535786032676697,0.29469048976898193,0.25984838604927063,0.021946972236037254,0.13020816445350647,0.18286573886871338
during,0.24137552082538605,0.4470829963684082,0.4838213622570038,0.3186368942260742,0.2056724727153778,0.18661317229270935,0.3448435664176941,0.30341604351997375,0.3398754596710205,0.30325618386268616,0.3448435664176941,0.4838213622570038,0.08924002945423126,0.2982436716556549,0.1325719803571701
that,0.6297725439071655,0.33670201897621155,0.5473989248275757,0.6004067063331604,0.19785089790821075,0.31359121203422546,0.4137635827064514,0.47537946701049805,0.25411489605903625,0.21767571568489075,0.4137635827064514,0.5473989248275757,0.2560901939868927,0.3291577994823456,0.32716336846351624
season,0.12117787450551987,0.24797968566417694,0.2507155239582062,0.23518846929073334,0.17508535087108612,0.13427983224391937,0.24490800499916077,0.1855505406856537,0.2726087272167206,1.0,0.24490800499916077,0.2507155239582062,0.009169335477054119,0.29308274388313293,0.16793298721313477
continued,0.17878234386444092,0.40578481554985046,0.29953038692474365,0.25364241003990173,0.19632835686206818,0.2638767659664154,0.2205924689769745,0.22831276059150696,0.2181556522846222,0.18299312889575958,0.2205924689769745,0.29953038692474365,0.08786752074956894,0.17582431435585022,0.10404038429260254
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.5096819996833801,0.20368042588233948,0.28740090131759644,0.4451248347759247,0.45503583550453186,0.3098561465740204,0.22382742166519165,0.4451248347759247,0.535392165184021,0.1513209342956543,0.2847902476787567,0.29463258385658264
fail,0.37353983521461487,0.17364919185638428,0.27147823572158813,0.33155640959739685,0.18734033405780792,0.20480158925056458,0.2523551881313324,0.21012653410434723,0.1273145079612732,0.1614760309457779,0.2523551881313324,0.27147823572158813,0.12578003108501434,0.1918995976448059,0.3153959810733795
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.4220978021621704,0.240437850356102,0.23414303362369537,0.4464869201183319,0.427140474319458,0.29927265644073486,0.2232367992401123,0.4464869201183319,0.4933079481124878,0.16264760494232178,0.183579683303833,0.31091248989105225
with,0.2464839518070221,0.27411898970603943,0.4223487675189972,0.367427259683609,0.1572226583957672,0.19003750383853912,0.39140474796295166,0.3783375024795532,0.272382527589798,0.26700887084007263,0.39140474796295166,0.4223487675189972,0.09095391631126404,0.14576628804206848,0.2433311939239502
the,0.42745697498321533,0.48711544275283813,1.0,0.5497692227363586,0.2408958077430725,0.3160722553730011,0.4739971458911896,0.5829201340675354,0.4620301127433777,0.2507155239582062,0.4739971458911896,1.0,0.204135000705719,0.21986375749111176,0.22068053483963013
midseason,0.17481674253940582,0.31830504536628723,0.2996739447116852,0.27413487434387207,0.2652350962162018,0.26614248752593994,0.34646961092948914,0.28778553009033203,0.25562044978141785,0.8073998689651489,0.34646961092948914,0.2996739447116852,-0.10300172865390778,0.31558892130851746,0.2094298005104065
forensic,0.3273800015449524,0.21038718521595,0.24566501379013062,0.18147686123847961,0.16108748316764832,0.1159331277012825,0.3104075789451599,0.2540280222892761,0.06738430261611938,0.11517694592475891,0.3104075789451599,0.24566501379013062,-0.03188357129693031,0.2570704519748688,0.20204377174377441
investigation,0.2361239343881607,0.27696651220321655,0.2993324100971222,0.178068146109581,0.25108546018600464,0.16344238817691803,0.266801118850708,0.24633555114269257,0.11073891818523407,0.17886506021022797,0.266801118850708,0.2993324100971222,0.015672359615564346,0.2517580986022949,0.1558016687631607
drama,0.21173490583896637,0.23157335817813873,0.2408958077430725,0.1665279120206833,1.0,0.1456238031387329,0.22676996886730194,0.252153217792511,0.12234723567962646,0.17508535087108612,0.22676996886730194,0.2408958077430725,-0.010453515686094761,0.13851246237754822,0.21114452183246613
body,0.2143840193748474,0.19372783601284027,0.31682634353637695,0.2628791630268097,0.13462457060813904,0.14435288310050964,0.16740016639232635,0.26263290643692017,0.18089659512043,0.11902908235788345,0.16740016639232635,0.31682634353637695,-0.009713605977594852,0.17322096228599548,0.20136451721191406
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.49632513523101807,0.18793216347694397,0.2843494713306427,0.4185989499092102,0.5052502155303955,0.353416383266449,0.1598338931798935,0.4185989499092102,0.733189046382904,0.14687617123126984,0.14875110983848572,0.1826142966747284
proof,0.2957751154899597,0.19420994818210602,0.21237224340438843,0.30486994981765747,0.19079507887363434,0.1605314165353775,0.2649978697299957,0.26961827278137207,0.13705259561538696,0.0948055163025856,0.2649978697299957,0.21237224340438843,0.03401825577020645,0.1955939084291458,0.27836254239082336
being,0.3760843276977539,0.5201660394668579,0.419739305973053,0.4258115291595459,0.20550289750099182,0.15094809234142303,0.41687241196632385,0.3727131485939026,0.2582560181617737,0.21584919095039368,0.41687241196632385,0.419739305973053,0.14720413088798523,0.20121346414089203,0.26743772625923157
the,0.42745697498321533,0.48711544275283813,1.0,0.5497692227363586,0.2408958077430725,0.3160722553730011,0.4739971458911896,0.5829201340675354,0.4620301127433777,0.2507155239582062,0.4739971458911896,1.0,0.204135000705719,0.21986375749111176,0.22068053483963013
only,0.41415658593177795,0.36249664425849915,0.5497692227363586,1.0,0.1665279120206833,0.3207263648509979,0.49157920479774475,0.47549712657928467,0.37246230244636536,0.23518846929073334,0.49157920479774475,0.5497692227363586,0.18489426374435425,0.29796338081359863,0.2767370045185089
one,0.376489520072937,0.3752199709415436,0.5514441132545471,0.5699372291564941,0.1530417501926422,0.24283982813358307,0.384836345911026,0.4910551905632019,0.4495090842247009,0.24332979321479797,0.384836345911026,0.5514441132545471,0.1783311665058136,0.2062419354915619,0.2673267424106598
that,0.6297725439071655,0.33670201897621155,0.5473989248275757,0.6004067063331604,0.19785089790821075,0.31359121203422546,0.4137635827064514,0.47537946701049805,0.25411489605903625,0.21767571568489075,0.4137635827064514,0.5473989248275757,0.2560901939868927,0.3291577994823456,0.32716336846351624
was,0.22111038863658905,1.0000001192092896,0.48711544275283813,0.36249664425849915,0.23157335817813873,0.23736250400543213,0.3863949179649353,0.4508470594882965,0.3858029544353485,0.24797968566417694,0.3863949179649353,0.48711544275283813,0.14943578839302063,0.21744026243686676,0.18412111699581146
renewed,0.17414875328540802,0.26997995376586914,0.3146619200706482,0.2517549991607666,0.2858806848526001,0.2666446268558502,0.21970967948436737,0.1721430867910385,0.26595431566238403,0.3627949655056,0.21970967948436737,0.3146619200706482,0.06678412854671478,0.28755760192871094,0.1604815125465393
for,0.3017193675041199,0.3863949179649353,0.4739971458911896,0.49157920479774475,0.22676996886730194,0.2689915895462036,0.9999999403953552,0.44038116931915283,0.25438159704208374,0.24490800499916077,0.9999999403953552,0.4739971458911896,0.07804778963327408,0.2543735206127167,0.264628142118454
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.47549712657928467,0.252153217792511,0.24976085126399994,0.44038116931915283,1.0,0.3655064105987549,0.1855505406856537,0.44038116931915283,0.5829201340675354,0.10744737833738327,0.20767942070960999,0.23916715383529663
second,0.19948028028011322,0.3858029544353485,0.4620301127433777,0.37246230244636536,0.12234723567962646,0.20245261490345,0.25438159704208374,0.3655064105987549,1.0,0.2726087272167206,0.25438159704208374,0.4620301127433777,0.06371284276247025,0.18408769369125366,0.17239587008953094
season,0.12117787450551987,0.24797968566417694,0.2507155239582062,0.23518846929073334,0.17508535087108612,0.13427983224391937,0.24490800499916077,0.1855505406856537,0.2726087272167206,1.0,0.24490800499916077,0.2507155239582062,0.009169335477054119,0.29308274388313293,0.16793298721313477
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.49507418274879456,0.2663460075855255,0.23685072362422943,0.4726039469242096,0.50484299659729,0.346034437417984,0.24674734473228455,0.4726039469242096,0.5934505462646484,0.13488268852233887,0.1790202111005783,0.4130953550338745
