,what,term,did,he,use,for,what,he,believed,would,be,humanity,'s,future,rulers,?
equality,0.2506782114505768,0.22136858105659485,0.20039963722229004,0.23375406861305237,0.21742993593215942,0.26320788264274597,0.2506782114505768,0.23375406861305237,0.2715696394443512,0.2380695343017578,0.24246369302272797,0.432097464799881,0.023906923830509186,0.25744685530662537,0.25758516788482666,0.19821703433990479
",",0.3087472915649414,0.21599270403385162,0.3015086054801941,0.40251094102859497,0.3276674151420593,0.4464869201183319,0.3087472915649414,0.40251094102859497,0.2386300414800644,0.32586824893951416,0.39254459738731384,0.21200887858867645,-0.0016132977325469255,0.2609160840511322,0.18867044150829315,0.31091248989105225
and,0.31309178471565247,0.22272127866744995,0.34479495882987976,0.45427167415618896,0.34145063161849976,0.5064792633056641,0.31309178471565247,0.45427167415618896,0.280531644821167,0.34921059012413025,0.41766801476478577,0.29617491364479065,0.06895173341035843,0.28619977831840515,0.26378893852233887,0.20544172823429108
indicated,0.2320590764284134,0.2546989321708679,0.21650709211826324,0.14635415375232697,0.31609228253364563,0.2950417399406433,0.2320590764284134,0.14635415375232697,0.23573286831378937,0.27474236488342285,0.346482515335083,0.12599360942840576,-0.021810248494148254,0.13768143951892853,0.2067394256591797,0.20115208625793457
that,0.6297725439071655,0.2833994925022125,0.47518548369407654,0.36068853735923767,0.3939064145088196,0.4137635827064514,0.6297725439071655,0.36068853735923767,0.4644409120082855,0.5895259380340576,0.6036020517349243,0.3101082146167755,0.04397977516055107,0.31481194496154785,0.21733476221561432,0.32716336846351624
humanity,0.2886742055416107,0.17813928425312042,0.17672929167747498,0.27755698561668396,0.16179686784744263,0.2648940682411194,0.2886742055416107,0.27755698561668396,0.3034876883029938,0.2721709609031677,0.245967835187912,0.9999998807907104,-0.004075850360095501,0.2788849174976349,0.20896828174591064,0.2241877019405365
's,0.02692362666130066,-0.02037568762898445,0.05069678649306297,0.024063590914011,0.004619393963366747,-0.07241261005401611,0.02692362666130066,0.024063590914011,0.059631526470184326,0.036968596279621124,0.025217169895768166,-0.004075850360095501,0.9999999403953552,-0.04464564472436905,0.007448198273777962,-0.023395681753754616
future,0.29700374603271484,0.1623106747865677,0.23607341945171356,0.24397367238998413,0.23436155915260315,0.2983153760433197,0.29700374603271484,0.24397367238998413,0.1479821503162384,0.3937055170536041,0.32757890224456787,0.2788849174976349,-0.04464564472436905,0.9999999403953552,0.15020036697387695,0.3367180824279785
would,0.45766422152519226,0.23224718868732452,0.6268245577812195,0.27278512716293335,0.3798166513442993,0.39877474308013916,0.45766422152519226,0.27278512716293335,0.41325250267982483,1.0000001192092896,0.5202695727348328,0.2721709609031677,0.036968596279621124,0.3937055170536041,0.2570481300354004,0.37178951501846313
be,0.3929833769798279,0.2703228294849396,0.22657383978366852,0.3325980603694916,0.4528608024120331,0.3801851272583008,0.3929833769798279,0.3325980603694916,0.32833608984947205,0.5202695727348328,1.0,0.245967835187912,0.025217169895768166,0.32757890224456787,0.2008695751428604,0.3324260413646698
run,0.2294815480709076,0.2500496804714203,0.2303875833749771,0.2161828726530075,0.31237441301345825,0.27206581830978394,0.2294815480709076,0.2161828726530075,0.0794304832816124,0.2883352041244507,0.2707693874835968,0.16190721094608307,0.017889494076371193,0.24176478385925293,0.15997889637947083,0.17904110252857208
by,0.2455483376979828,0.1564474254846573,0.18574509024620056,0.2485479861497879,0.21048003435134888,0.3248702883720398,0.2455483376979828,0.2485479861497879,0.3129139244556427,0.28394925594329834,0.43158695101737976,0.18358354270458221,-0.010884488001465797,0.17252910137176514,0.2059178501367569,0.17966607213020325
``,0.008517155423760414,0.11803510040044785,-0.029888948425650597,0.05585138872265816,0.098173126578331,0.01270448137074709,0.008517155423760414,0.05585138872265816,-0.039557237178087234,0.08063928782939911,0.07670000940561295,-0.023198626935482025,-0.03416389226913452,-0.029933346435427666,0.13100045919418335,0.0685480609536171
queen,0.18133950233459473,0.10496030002832413,0.1784667819738388,0.21737445890903473,0.11895645409822464,0.15831752121448517,0.18133950233459473,0.21737445890903473,0.1421135514974594,0.14888322353363037,0.1224745437502861,0.19754967093467712,0.07379500567913055,0.19418206810951233,0.2974341809749603,0.17460165917873383
bees,0.19948889315128326,0.1581861972808838,0.1901582032442093,0.17074733972549438,0.23289872705936432,0.16682904958724976,0.19948889315128326,0.17074733972549438,0.13210204243659973,0.17656384408473969,0.22559180855751038,0.16751325130462646,0.0016417044680565596,0.15645554661750793,0.15406069159507751,0.22035793960094452
.,0.3567904531955719,0.18456575274467468,0.35288307070732117,0.38061028718948364,0.3711656630039215,0.4726039469242096,0.3567904531955719,0.38061028718948364,0.26106974482536316,0.35067233443260193,0.4383580684661865,0.2086063027381897,-0.003708066651597619,0.24031390249729156,0.22821736335754395,0.4130953550338745
'',0.08143015950918198,0.13619764149188995,0.01978493109345436,0.039060186594724655,0.09741680324077606,-0.04479556903243065,0.08143015950918198,0.039060186594724655,0.0020648620557039976,0.02574172429740429,0.08835477381944656,-0.043211255222558975,-0.04859459400177002,0.07525254040956497,0.12399864196777344,0.018684765323996544
