,what,is,luther,'s,thought,about,the,extent,of,his,church,?
building,0.23529528081417084,0.20087163150310516,0.13124880194664001,0.004743766970932484,0.14177417755126953,0.17672516405582428,0.3159640431404114,0.1558147370815277,0.26200541853904724,0.17787423729896545,0.37474581599235535,0.13549931347370148
tendency,0.27676689624786377,0.23297834396362305,0.07331851124763489,-0.029785558581352234,0.23531530797481537,0.1614801585674286,0.20812319219112396,0.31782692670822144,0.21120117604732513,0.2415747344493866,0.09646860510110855,0.15298421680927277
of,0.33290785551071167,0.4854315221309662,0.1719115972518921,-0.03817026689648628,0.34673458337783813,0.40939709544181824,0.733189046382904,0.31072598695755005,1.0,0.38364991545677185,0.3079429268836975,0.1826142966747284
reason,0.3762516975402832,0.25543609261512756,0.1425657421350479,0.0060955071821808815,0.3793134391307831,0.2876431345939636,0.29647648334503174,0.28723615407943726,0.23645815253257751,0.19067609310150146,0.19457122683525085,0.3403966724872589
is,0.28837618231773376,1.0,0.08282390236854553,0.02396530658006668,0.28001952171325684,0.3532065451145172,0.5823672413825989,0.21776145696640015,0.4854315221309662,0.24372583627700806,0.203276589512825,0.22961433231830597
held,0.0974166989326477,0.19884860515594482,0.14459224045276642,0.02657921425998211,0.18366305530071259,0.10874878615140915,0.32185450196266174,0.018876802176237106,0.28960686922073364,0.26191920042037964,0.17612801492214203,0.14103956520557404
in,0.30808621644973755,0.5394441485404968,0.20523880422115326,-0.037580832839012146,0.24524326622486115,0.39797019958496094,0.6662389636039734,0.1923665851354599,0.5696388483047485,0.3598145842552185,0.2493300437927246,0.20430970191955566
check,0.4061378240585327,0.18768377602100372,0.13247163593769073,-0.004551658406853676,0.2103796899318695,0.2290865033864975,0.26274681091308594,0.21400561928749084,0.19366183876991272,0.1765931248664856,0.11105537414550781,0.39389175176620483
",",0.3087472915649414,0.4691906273365021,0.23255878686904907,-0.0016132977325469255,0.2965437173843384,0.3877100944519043,0.4933079481124878,0.2477271556854248,0.4946078956127167,0.3378419280052185,0.2707274258136749,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.20796556770801544,0.06895173341035843,0.34702804684638977,0.3875081241130829,0.5171257257461548,0.26296117901802063,0.5116966962814331,0.4234102666378021,0.1976170688867569,0.20544172823429108
system,0.23557309806346893,0.2282046526670456,0.09755570441484451,0.04329425096511841,0.22163662314414978,0.2074505239725113,0.3233085572719574,0.24855518341064453,0.25597915053367615,0.15711051225662231,0.12409090250730515,0.15556083619594574
building,0.23529528081417084,0.20087163150310516,0.13124880194664001,0.004743766970932484,0.14177417755126953,0.17672516405582428,0.3159640431404114,0.1558147370815277,0.26200541853904724,0.17787423729896545,0.37474581599235535,0.13549931347370148
does,0.38564667105674744,0.4403602182865143,0.14081993699073792,-0.02895052544772625,0.2166185975074768,0.26877498626708984,0.35928019881248474,0.2945890426635742,0.3119818866252899,0.20403875410556793,0.16385334730148315,0.338003009557724
not,0.5449194312095642,0.3776007890701294,0.21636232733726501,0.002583299996331334,0.449548602104187,0.36646416783332825,0.4310511648654938,0.3818804621696472,0.3307090103626251,0.2710725963115692,0.1967715620994568,0.41942933201789856
degenerate,0.2881088852882385,0.2284289300441742,0.13574109971523285,-0.03447527065873146,0.2731219530105591,0.21655704081058502,0.28998565673828125,0.26632997393608093,0.2864554822444916,0.2162361592054367,0.15474310517311096,0.2181670367717743
into,0.2180619090795517,0.2619607150554657,0.12939998507499695,0.00961404386907816,0.17971323430538177,0.2791807949542999,0.39493247866630554,0.17756061255931854,0.32255905866622925,0.22944098711013794,0.11812582612037659,0.15662476420402527
system,0.23557309806346893,0.2282046526670456,0.09755570441484451,0.04329425096511841,0.22163662314414978,0.2074505239725113,0.3233085572719574,0.24855518341064453,0.25597915053367615,0.15711051225662231,0.12409090250730515,0.15556083619594574
.,0.3567904531955719,0.4569662809371948,0.24907569587230682,-0.003708066651597619,0.3521888852119446,0.42038556933403015,0.5934505462646484,0.20163141191005707,0.5352458953857422,0.3119256794452667,0.28898224234580994,0.4130953550338745
