,what,soap,opera,is,currently,featured,in,abc,'s,daytime,programming,?
12:00,-0.1881144791841507,-0.08732354640960693,-0.2711775302886963,-0.11570189148187637,-0.165008544921875,-0.23369431495666504,-0.2351318746805191,-0.18967682123184204,-0.044145334511995316,-0.06985485553741455,-0.1276446431875229,-0.13250517845153809
p.m.,-0.07434375584125519,0.07900518923997879,0.03765764832496643,0.07726896554231644,-0.012008647434413433,0.0012635578168556094,0.06906998157501221,0.08441203832626343,0.061758268624544144,0.15035980939865112,0.0033328281715512276,-0.07103965431451797
eastern/pacific,0.27603965997695923,0.19839197397232056,0.20173688232898712,0.2598544955253601,0.26505404710769653,0.2103436291217804,0.32378053665161133,0.28100019693374634,0.0748644545674324,0.3197404742240906,0.21853449940681458,0.2889898419380188
for,0.3017193675041199,0.26051539182662964,0.22579056024551392,0.43268078565597534,0.4316125214099884,0.30727413296699524,0.4322226941585541,0.22510288655757904,-0.07241261005401611,0.29366135597229004,0.24722188711166382,0.264628142118454
stations,0.1621520221233368,0.1886359602212906,0.15031003952026367,0.2002124935388565,0.284456729888916,0.17512960731983185,0.25864288210868835,0.23858611285686493,0.029389679431915283,0.2068946212530136,0.22747810184955597,0.13192185759544373
to,0.455847829580307,0.16551382839679718,0.18654409050941467,0.42745086550712585,0.2719990611076355,0.1969822198152542,0.45010748505592346,0.1762417107820511,0.03782717138528824,0.2498932182788849,0.1961597204208374,0.29463258385658264
air,0.10361403971910477,0.2522575557231903,0.15822172164916992,0.2280944287776947,0.1285172402858734,0.06718990951776505,0.22172939777374268,0.17400608956813812,0.03575344383716583,0.2877775728702545,0.19016757607460022,0.1491677612066269
newscasts,0.2583024799823761,0.3099534213542938,0.2591744661331177,0.24107977747917175,0.25975626707077026,0.39449450373649597,0.24052293598651886,0.42381155490875244,0.044474925845861435,0.41732165217399597,0.37999510765075684,0.20730577409267426
",",0.3087472915649414,0.18956468999385834,0.26272621750831604,0.4691906273365021,0.33041635155677795,0.27189624309539795,0.5201468467712402,0.2097204476594925,-0.0016132977325469255,0.24570508301258087,0.255766898393631,0.31091248989105225
other,0.341873437166214,0.19168077409267426,0.07610929012298584,0.25895947217941284,0.23470133543014526,0.24241067469120026,0.39989137649536133,0.10159935057163239,0.04445967823266983,0.22765737771987915,0.19671271741390228,0.24682199954986572
locally,0.25886961817741394,0.18438221514225006,0.12867693603038788,0.3363647758960724,0.32568514347076416,0.2008649706840515,0.24245087802410126,0.156266987323761,-0.002250980120152235,0.1915665715932846,0.23139908909797668,0.21358361840248108
produced,0.1393624097108841,0.19001801311969757,0.16439247131347656,0.25678005814552307,0.16504746675491333,0.3326459228992462,0.2542861998081207,0.2414293736219406,-0.03862787038087845,0.1851792186498642,0.3099062442779541,0.1623450517654419
programming,0.22725710272789001,0.20332707464694977,0.211136132478714,0.20774513483047485,0.21660484373569489,0.25693216919898987,0.17145347595214844,0.3165910840034485,0.011488005518913269,0.32188817858695984,0.9999999403953552,0.22249025106430054
such,0.23989605903625488,0.18298164010047913,0.09104415774345398,0.23545363545417786,0.17467299103736877,0.2746334969997406,0.2704046070575714,0.12735801935195923,0.05073437839746475,0.2103775590658188,0.23931877315044403,0.17851735651493073
as,0.31749409437179565,0.23007972538471222,0.18150544166564941,0.43216490745544434,0.32914450764656067,0.29986897110939026,0.3887844979763031,0.2286096066236496,-0.05775856226682663,0.2541985809803009,0.21458211541175842,0.27043893933296204
talk,0.4448079466819763,0.1734686642885208,0.18726800382137299,0.21383073925971985,0.19649530947208405,0.23102210462093353,0.18162277340888977,0.2639772891998291,0.011726080439984798,0.22933343052864075,0.25321418046951294,0.6033820509910583
shows,0.30282244086265564,0.23132741451263428,0.2169400453567505,0.31176671385765076,0.2469738870859146,0.35721638798713684,0.3289647698402405,0.3304527997970581,0.02703757770359516,0.27836883068084717,0.2502341568470001,0.2040930688381195
",",0.3087472915649414,0.18956468999385834,0.26272621750831604,0.4691906273365021,0.33041635155677795,0.27189624309539795,0.5201468467712402,0.2097204476594925,-0.0016132977325469255,0.24570508301258087,0.255766898393631,0.31091248989105225
or,0.33867141604423523,0.14367671310901642,0.10524824261665344,0.41870999336242676,0.16914193332195282,0.2098761647939682,0.3586423695087433,0.10767780989408493,0.06871571391820908,0.2139887660741806,0.18655167520046234,0.32389625906944275
syndicated,0.16155266761779785,0.2194448858499527,0.21267707645893097,0.17200924456119537,0.2570096552371979,0.35910141468048096,0.26383182406425476,0.45452210307121277,-0.002750858897343278,0.36358144879341125,0.4348119795322418,0.1389981359243393
programs,0.23178155720233917,0.31091082096099854,0.22905515134334564,0.18660567700862885,0.30932557582855225,0.2919895648956299,0.2276356965303421,0.3454950749874115,0.06997905671596527,0.3363555669784546,0.5994382500648499,0.16452431678771973
),0.26259949803352356,0.14658145606517792,0.23895587027072906,0.37732169032096863,0.24783915281295776,0.20441238582134247,0.3326910734176636,0.18381085991859436,0.021107977256178856,0.21826104819774628,0.18464556336402893,0.42300865054130554
featuring,0.18412666022777557,0.16704116761684418,0.13133957982063293,0.11950069665908813,0.09789572656154633,0.6700529456138611,0.1888517439365387,0.24525749683380127,0.006669926922768354,0.2481909841299057,0.24710191786289215,0.24838131666183472
the,0.42745697498321533,0.19385820627212524,0.21712259948253632,0.5823672413825989,0.2945235073566437,0.28660184144973755,0.6662389636039734,0.2068762183189392,-0.01540423184633255,0.2526528239250183,0.17869283258914948,0.22068053483963013
talk/lifestyle,0.3996284306049347,0.23509390652179718,0.21678884327411652,0.24728801846504211,0.21706603467464447,0.3736523687839508,0.2859755754470825,0.28720390796661377,0.01799877919256687,0.37458258867263794,0.33186742663383484,0.40534329414367676
shows,0.30282244086265564,0.23132741451263428,0.2169400453567505,0.31176671385765076,0.2469738870859146,0.35721638798713684,0.3289647698402405,0.3304527997970581,0.02703757770359516,0.27836883068084717,0.2502341568470001,0.2040930688381195
the,0.42745697498321533,0.19385820627212524,0.21712259948253632,0.5823672413825989,0.2945235073566437,0.28660184144973755,0.6662389636039734,0.2068762183189392,-0.01540423184633255,0.2526528239250183,0.17869283258914948,0.22068053483963013
view,0.2818201184272766,0.09347622841596603,0.1669149100780487,0.2251286506652832,0.16342534124851227,0.15560048818588257,0.17477142810821533,0.1534276157617569,0.08296377211809158,0.12179362773895264,0.13407185673713684,0.17672975361347198
and,0.31309178471565247,0.1829628199338913,0.1951809525489807,0.3859752118587494,0.2922934591770172,0.26700839400291443,0.4954058527946472,0.16453155875205994,0.06895173341035843,0.30179908871650696,0.23146864771842957,0.20544172823429108
the,0.42745697498321533,0.19385820627212524,0.21712259948253632,0.5823672413825989,0.2945235073566437,0.28660184144973755,0.6662389636039734,0.2068762183189392,-0.01540423184633255,0.2526528239250183,0.17869283258914948,0.22068053483963013
chew,0.22411519289016724,0.20865653455257416,0.05324919521808624,0.1925658881664276,0.08030932396650314,0.1679137647151947,0.11104787886142731,0.09105020761489868,0.06860892474651337,0.15393759310245514,0.13635492324829102,0.19586901366710663
and,0.31309178471565247,0.1829628199338913,0.1951809525489807,0.3859752118587494,0.2922934591770172,0.26700839400291443,0.4954058527946472,0.16453155875205994,0.06895173341035843,0.30179908871650696,0.23146864771842957,0.20544172823429108
the,0.42745697498321533,0.19385820627212524,0.21712259948253632,0.5823672413825989,0.2945235073566437,0.28660184144973755,0.6662389636039734,0.2068762183189392,-0.01540423184633255,0.2526528239250183,0.17869283258914948,0.22068053483963013
soap,0.17847999930381775,0.9999999403953552,0.5105682015419006,0.192221000790596,0.16889125108718872,0.22916756570339203,0.27619147300720215,0.30289196968078613,0.08452301472425461,0.36783695220947266,0.20332707464694977,0.1800997406244278
opera,0.19126243889331818,0.5105682015419006,1.0,0.1781812608242035,0.16510161757469177,0.18661737442016602,0.27592000365257263,0.28884679079055786,0.014315725304186344,0.2452889382839203,0.211136132478714,0.12079104036092758
general,0.24928055703639984,0.1758154332637787,0.1312616616487503,0.20144300162792206,0.20262886583805084,0.04962126165628433,0.259066641330719,0.1430114507675171,-0.0757286474108696,0.03872622549533844,0.14148584008216858,0.1972234547138214
hospital,0.14525319635868073,0.19461235404014587,0.19632786512374878,0.18439237773418427,0.15039177238941193,0.11827271431684494,0.3125908672809601,0.1614045947790146,-0.08554291725158691,0.19835811853408813,0.06019799783825874,0.12508831918239594
.,0.3567904531955719,0.22153060138225555,0.2488829344511032,0.4569662809371948,0.29744869470596313,0.27540460228919983,0.5591574311256409,0.2567209303379059,-0.003708066651597619,0.2933103144168854,0.1874377578496933,0.4130953550338745
