,what,percentage,of,warsaw,'s,population,was,protestant,in,1901,?
35.7,0.1622350662946701,-0.014860833995044231,0.04454684630036354,-0.04508567601442337,0.012480308301746845,0.013391627930104733,0.07882265001535416,-0.014424402266740799,0.05997404828667641,-0.055018194019794464,0.029543422162532806
%,0.20738190412521362,0.5639340281486511,0.19953428208827972,0.09878579527139664,0.031266406178474426,0.4585210084915161,0.11743833869695663,0.23472605645656586,0.19465309381484985,-0.04127652198076248,0.21441808342933655
jews,0.22131574153900146,0.1891186386346817,0.2207300066947937,0.2863190770149231,0.017030835151672363,0.2635205090045929,0.1935933530330658,0.4756074845790863,0.2334136962890625,0.022231541574001312,0.16730794310569763
",",0.3087472915649414,0.21945469081401825,0.4946078956127167,0.25300899147987366,-0.0016132977325469255,0.2967977225780487,0.45456063747406006,0.2710806429386139,0.5201468467712402,0.02599540539085865,0.31091248989105225
5,0.09269922226667404,0.0077420491725206375,0.1043979674577713,0.17652776837348938,-0.00032236112747341394,0.0233040489256382,-0.020029501989483833,0.02204662747681141,0.0862177163362503,-0.006471559405326843,0.06222071498632431
%,0.20738190412521362,0.5639340281486511,0.19953428208827972,0.09878579527139664,0.031266406178474426,0.4585210084915161,0.11743833869695663,0.23472605645656586,0.19465309381484985,-0.04127652198076248,0.21441808342933655
greek,0.14808377623558044,0.13981561362743378,0.2256247103214264,0.1337614208459854,0.11929181218147278,0.15170294046401978,0.191945880651474,0.16047215461730957,0.17752651870250702,-0.06416331976652145,0.11180876195430756
orthodox,0.21725283563137054,0.1634610891342163,0.24173015356063843,0.2293950468301773,0.030631132423877716,0.23195640742778778,0.2057921141386032,0.5567089319229126,0.21750958263874054,-0.02198065258562565,0.20826838910579681
christians,0.302469938993454,0.21379224956035614,0.25621283054351807,0.15371908247470856,0.09842957556247711,0.2168964445590973,0.20866592228412628,0.5923093557357788,0.19406449794769287,0.024319730699062347,0.20289786159992218
and,0.31309178471565247,0.24926191568374634,0.5116966962814331,0.2083624005317688,0.06895173341035843,0.23080337047576904,0.3740963041782379,0.25109967589378357,0.4954058527946472,-0.006958194077014923,0.20544172823429108
2.8,-0.023411065340042114,0.04806511476635933,-0.025893447920680046,-0.017367037013173103,-0.05145099014043808,-0.024777401238679886,-0.06405331194400787,-0.00047036531032063067,-0.04754680022597313,0.12551896274089813,-0.05662643536925316
%,0.20738190412521362,0.5639340281486511,0.19953428208827972,0.09878579527139664,0.031266406178474426,0.4585210084915161,0.11743833869695663,0.23472605645656586,0.19465309381484985,-0.04127652198076248,0.21441808342933655
protestants,0.24296174943447113,0.25363606214523315,0.3160131573677063,0.17625564336776733,0.04794778674840927,0.24082618951797485,0.2280297428369522,0.9133146405220032,0.26583972573280334,0.05935038626194,0.15855816006660461
.,0.3567904531955719,0.28866735100746155,0.5352458953857422,0.26825499534606934,-0.003708066651597619,0.26950228214263916,0.40146201848983765,0.279432475566864,0.5591574311256409,0.004086941480636597,0.4130953550338745
