,what,was,the,program,in,the,first,children,'s,program,block,to,be,broadcast,in,hd,?
is,0.28837618231773376,0.5810302495956421,0.5823672413825989,0.17881494760513306,0.5394441485404968,0.5823672413825989,0.30889374017715454,0.15495672821998596,0.02396530658006668,0.17881494760513306,0.2306692898273468,0.42745086550712585,0.4819129705429077,0.1702820062637329,0.5394441485404968,0.16031022369861603,0.22961433231830597
also,0.42747777700424194,0.4032125174999237,0.6021018624305725,0.28475844860076904,0.5073733329772949,0.6021018624305725,0.43768298625946045,0.26143842935562134,-0.0014726108638569713,0.28475844860076904,0.2096777856349945,0.5348826050758362,0.48342031240463257,0.23285190761089325,0.5073733329772949,0.1939609795808792,0.21848613023757935
broadcast,0.17857211828231812,0.24068336188793182,0.2713715434074402,0.42520272731781006,0.26723843812942505,0.2713715434074402,0.2604263722896576,0.2041226029396057,0.0797032043337822,0.42520272731781006,0.20833289623260498,0.2326623648405075,0.20571625232696533,1.0,0.26723843812942505,0.4156099855899811,0.15760008990764618
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.1994907110929489,1.0,0.6662389636039734,0.4127444326877594,0.2065156251192093,-0.037580832839012146,0.1994907110929489,0.1659933477640152,0.45010748505592346,0.3481820821762085,0.26723843812942505,1.0,0.16095560789108276,0.20430970191955566
hd,0.15220552682876587,0.1134820282459259,0.19996047019958496,0.2547788918018341,0.16095560789108276,0.19996047019958496,0.16679243743419647,0.1288144588470459,0.12504087388515472,0.2547788918018341,0.1505214124917984,0.15188103914260864,0.15952621400356293,0.4156099855899811,0.16095560789108276,0.9999998807907104,0.1705414354801178
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.17760658264160156,0.5201468467712402,0.4933079481124878,0.34503069519996643,0.28531143069267273,-0.0016132977325469255,0.17760658264160156,0.24290941655635834,0.44245919585227966,0.39254459738731384,0.24917922914028168,0.5201468467712402,0.15258826315402985,0.31091248989105225
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.24895258247852325,0.4954058527946472,0.5171257257461548,0.3167642652988434,0.2624970078468323,0.06895173341035843,0.24895258247852325,0.19999995827674866,0.48971283435821533,0.41766801476478577,0.22526025772094727,0.4954058527946472,0.17087101936340332,0.20544172823429108
was,0.22111038863658905,1.0000001192092896,0.48711544275283813,0.1849333792924881,0.45514053106307983,0.48711544275283813,0.5022147297859192,0.16522078216075897,0.008974763564765453,0.1849333792924881,0.1182115375995636,0.3636345863342285,0.42228707671165466,0.24068336188793182,0.45514053106307983,0.1134820282459259,0.18412111699581146
the,0.42745697498321533,0.48711544275283813,1.0,0.22986935079097748,0.6662389636039734,1.0,0.49448907375335693,0.15654058754444122,-0.01540423184633255,0.22986935079097748,0.20056472718715668,0.535392165184021,0.4248143136501312,0.2713715434074402,0.6662389636039734,0.19996047019958496,0.22068053483963013
first,0.28086137771606445,0.5022147297859192,0.49448907375335693,0.2659492492675781,0.4127444326877594,0.49448907375335693,1.0,0.17286105453968048,-0.014458609744906425,0.2659492492675781,0.1333039402961731,0.3792489171028137,0.29818081855773926,0.2604263722896576,0.4127444326877594,0.16679243743419647,0.18701928853988647
children,0.22469459474086761,0.16522078216075897,0.15654058754444122,0.21047763526439667,0.2065156251192093,0.15654058754444122,0.17286105453968048,1.0,0.0160713829100132,0.21047763526439667,0.19410966336727142,0.23135778307914734,0.17498420178890228,0.2041226029396057,0.2065156251192093,0.1288144588470459,0.21788206696510315
's,0.02692362666130066,0.008974763564765453,-0.01540423184633255,0.0445902980864048,-0.037580832839012146,-0.01540423184633255,-0.014458609744906425,0.0160713829100132,0.9999999403953552,0.0445902980864048,0.02706337347626686,0.03782717138528824,0.025217169895768166,0.0797032043337822,-0.037580832839012146,0.12504087388515472,-0.023395681753754616
program,0.25047802925109863,0.1849333792924881,0.22986935079097748,1.0,0.1994907110929489,0.22986935079097748,0.2659492492675781,0.21047763526439667,0.0445902980864048,1.0,0.2596672773361206,0.23681028187274933,0.23601801693439484,0.42520272731781006,0.1994907110929489,0.2547788918018341,0.1440187245607376
block,0.33229514956474304,0.1182115375995636,0.20056472718715668,0.2596672773361206,0.1659933477640152,0.20056472718715668,0.1333039402961731,0.19410966336727142,0.02706337347626686,0.2596672773361206,1.0,0.30297139286994934,0.29812389612197876,0.20833289623260498,0.1659933477640152,0.1505214124917984,0.27211859822273254
on,0.34226128458976746,0.3909217119216919,0.5107308030128479,0.23327119648456573,0.46853652596473694,0.5107308030128479,0.3120559751987457,0.20549149811267853,0.0026888418942689896,0.23327119648456573,0.27317050099372864,0.41031414270401,0.37900757789611816,0.2845228910446167,0.46853652596473694,0.24424810707569122,0.2714994251728058
any,0.43670421838760376,0.22746296226978302,0.4525727927684784,0.24933293461799622,0.3135753571987152,0.4525727927684784,0.32448044419288635,0.11158809065818787,0.09017360955476761,0.24933293461799622,0.3448233902454376,0.46410247683525085,0.5107080936431885,0.18805921077728271,0.3135753571987152,0.10679417103528976,0.4113408327102661
u.s.,0.11178889125585556,0.06837434321641922,0.06592652946710587,-0.03911284729838371,-0.003064807504415512,0.06592652946710587,0.07239635288715363,0.0563395693898201,-0.015024582855403423,-0.03911284729838371,0.038674239069223404,0.09732837975025177,-0.030090177431702614,-0.020555395632982254,-0.003064807504415512,-0.02886222116649151,0.07886100560426712
broadcast,0.17857211828231812,0.24068336188793182,0.2713715434074402,0.42520272731781006,0.26723843812942505,0.2713715434074402,0.2604263722896576,0.2041226029396057,0.0797032043337822,0.42520272731781006,0.20833289623260498,0.2326623648405075,0.20571625232696533,1.0,0.26723843812942505,0.4156099855899811,0.15760008990764618
network,0.16917307674884796,0.1994880586862564,0.27187061309814453,0.4167900085449219,0.19496823847293854,0.27187061309814453,0.2069581300020218,0.15091510117053986,0.07819218933582306,0.4167900085449219,0.2720596492290497,0.25940340757369995,0.21879678964614868,0.5386998653411865,0.19496823847293854,0.2807316184043884,0.17853789031505585
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.23681028187274933,0.45010748505592346,0.535392165184021,0.3792489171028137,0.23135778307914734,0.03782717138528824,0.23681028187274933,0.30297139286994934,1.0,0.4972836375236511,0.2326623648405075,0.45010748505592346,0.15188103914260864,0.29463258385658264
feature,0.23320603370666504,0.2405846118927002,0.3053930699825287,0.1946992427110672,0.24296961724758148,0.3053930699825287,0.22024497389793396,0.129536971449852,-0.016047948971390724,0.1946992427110672,0.22267593443393707,0.25759002566337585,0.2583335041999817,0.2019226849079132,0.24296961724758148,0.2896226644515991,0.2893312871456146
programs,0.23178155720233917,0.16294841468334198,0.21757709980010986,0.7779488563537598,0.2276356965303421,0.21757709980010986,0.20401053130626678,0.2874346673488617,0.06997905671596527,0.7779488563537598,0.20333954691886902,0.23389451205730438,0.24123507738113403,0.4228191077709198,0.2276356965303421,0.30695250630378723,0.16452431678771973
available,0.22032985091209412,0.1657772958278656,0.26723232865333557,0.22782033681869507,0.1939793825149536,0.26723232865333557,0.2574032247066498,0.14227552711963654,0.03610558435320854,0.22782033681869507,0.207272008061409,0.2394571453332901,0.3507455885410309,0.24488548934459686,0.1939793825149536,0.3417963981628418,0.2501629889011383
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.1994907110929489,1.0,0.6662389636039734,0.4127444326877594,0.2065156251192093,-0.037580832839012146,0.1994907110929489,0.1659933477640152,0.45010748505592346,0.3481820821762085,0.26723843812942505,1.0,0.16095560789108276,0.20430970191955566
the,0.42745697498321533,0.48711544275283813,1.0,0.22986935079097748,0.6662389636039734,1.0,0.49448907375335693,0.15654058754444122,-0.01540423184633255,0.22986935079097748,0.20056472718715668,0.535392165184021,0.4248143136501312,0.2713715434074402,0.6662389636039734,0.19996047019958496,0.22068053483963013
format,0.16273964941501617,0.1396103948354721,0.21678368747234344,0.2954821288585663,0.2023913413286209,0.21678368747234344,0.19403497874736786,0.11183669418096542,0.020792445167899132,0.2954821288585663,0.14935071766376495,0.20165184140205383,0.2879103720188141,0.31208452582359314,0.2023913413286209,0.3031497299671173,0.2222042977809906
upon,0.2878674864768982,0.21848641335964203,0.28184252977371216,0.10406599193811417,0.20347267389297485,0.28184252977371216,0.2280571311712265,0.11254190653562546,-0.10459267348051071,0.10406599193811417,0.14280076324939728,0.2616317570209503,0.2512637972831726,0.10698486864566803,0.20347267389297485,0.08700808137655258,0.13780277967453003
its,0.30393704771995544,0.3518870174884796,0.559237003326416,0.22245895862579346,0.3793783485889435,0.559237003326416,0.26377397775650024,0.05150403454899788,0.03202139586210251,0.22245895862579346,0.17509156465530396,0.3691340684890747,0.2731834948062897,0.22796769440174103,0.3793783485889435,0.18352273106575012,0.15103481709957123
september,0.2153792530298233,0.4425655007362366,0.2516939043998718,0.16305255889892578,0.25402772426605225,0.2516939043998718,0.2735162377357483,0.21744391322135925,-0.04463527724146843,0.16305255889892578,0.16138450801372528,0.22485187649726868,0.16678357124328613,0.25445348024368286,0.25402772426605225,0.18733108043670654,0.2665146589279175
2011,0.04286744073033333,-0.022202642634510994,0.07811610400676727,0.052061088383197784,0.08290185779333115,0.07811610400676727,0.008425894193351269,0.009592555463314056,-0.07039705663919449,0.052061088383197784,0.11330629140138626,0.03410811722278595,0.07500747591257095,0.03723642975091934,0.08290185779333115,0.067322738468647,0.005212190095335245
debut,0.12330318242311478,0.2954440414905548,0.2226441204547882,0.17829705774784088,0.23145294189453125,0.2226441204547882,0.4099076986312866,0.09305260330438614,0.02319660410284996,0.17829705774784088,0.08516868203878403,0.19055314362049103,0.1324634999036789,0.2850082814693451,0.23145294189453125,0.21794100105762482,0.10726679861545563
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.18964338302612305,0.5591574311256409,0.5934505462646484,0.4345304071903229,0.26089367270469666,-0.003708066651597619,0.18964338302612305,0.24829226732254028,0.4645031690597534,0.4383580684661865,0.2280997633934021,0.5591574311256409,0.17191381752490997,0.4130953550338745
