,what,covered,scandinavia,",",the,baltics,",",scotland,",",and,the,alps,in,the,last,ice,age,?
",",0.3087472915649414,0.30773067474365234,0.27338874340057373,1.0000001192092896,0.4933079481124878,0.33544379472732544,1.0000001192092896,0.21124857664108276,1.0000001192092896,0.6633074283599854,0.4933079481124878,0.2293623983860016,0.5201468467712402,0.4933079481124878,0.29026782512664795,0.23877936601638794,0.2693369388580322,0.31091248989105225
but,0.5029441118240356,0.30590710043907166,0.1838485300540924,0.48126736283302307,0.4859698414802551,0.24330468475818634,0.48126736283302307,0.23070897161960602,0.48126736283302307,0.5762497186660767,0.4859698414802551,0.2039737105369568,0.48674455285072327,0.4859698414802551,0.340593159198761,0.16319149732589722,0.20306254923343658,0.27921953797340393
left,0.2442072629928589,0.1389244794845581,0.08153889328241348,0.2448868453502655,0.33113980293273926,0.16429443657398224,0.2448868453502655,0.1312333047389984,0.2448868453502655,0.2571277916431427,0.33113980293273926,0.1062527745962143,0.21139952540397644,0.33113980293273926,0.2243162989616394,0.13263998925685883,0.18592289090156555,0.13251960277557373
the,0.42745697498321533,0.3132939636707306,0.24652571976184845,0.4933079481124878,1.0,0.324589341878891,0.4933079481124878,0.23846951127052307,0.4933079481124878,0.5171257257461548,1.0,0.315137654542923,0.6662389636039734,1.0,0.3698786795139313,0.22322975099086761,0.24711290001869202,0.22068053483963013
space,0.20525942742824554,0.09730689972639084,0.13512395322322845,0.2285580337047577,0.24495907127857208,0.2322900891304016,0.2285580337047577,0.11609620600938797,0.2285580337047577,0.22901733219623566,0.24495907127857208,0.10744890570640564,0.17648501694202423,0.24495907127857208,0.18698951601982117,0.17835021018981934,0.09339068830013275,0.1885536164045334
between,0.2462156116962433,0.23690633475780487,0.18868568539619446,0.27714940905570984,0.39067012071609497,0.21760676801204681,0.27714940905570984,0.20970897376537323,0.27714940905570984,0.40645647048950195,0.39067012071609497,0.20759472250938416,0.41100412607192993,0.39067012071609497,0.27430257201194763,0.15222634375095367,0.1632194072008133,0.12887074053287506
as,0.31749409437179565,0.264883816242218,0.16560256481170654,0.48816442489624023,0.48381632566452026,0.21418753266334534,0.48816442489624023,0.19265124201774597,0.48816442489624023,0.49487000703811646,0.48381632566452026,0.1540430635213852,0.3887844979763031,0.48381632566452026,0.2661714553833008,0.19356633722782135,0.22976377606391907,0.27043893933296204
open,0.2022915631532669,0.20284003019332886,0.1150316596031189,0.28863707184791565,0.2764171361923218,0.16806353628635406,0.28863707184791565,0.15805378556251526,0.28863707184791565,0.27364909648895264,0.2764171361923218,0.16108587384223938,0.27347445487976074,0.2764171361923218,0.08680739998817444,0.1693786382675171,0.1083206981420517,0.20715104043483734
tundra,0.18485772609710693,0.35705503821372986,0.3958453834056854,0.24739380180835724,0.21247225999832153,0.3243027627468109,0.24739380180835724,0.18491126596927643,0.24739380180835724,0.26360899209976196,0.21247225999832153,0.31513720750808716,0.20398490130901337,0.21247225999832153,0.16457004845142365,0.31260883808135986,0.1458703577518463,0.0926612988114357
.,0.3567904531955719,0.2543253004550934,0.24940432608127594,0.6812511086463928,0.5934505462646484,0.2500258684158325,0.6812511086463928,0.23843355476856232,0.6812511086463928,0.588965117931366,0.5934505462646484,0.22416844964027405,0.5591574311256409,0.5934505462646484,0.3548945486545563,0.22156640887260437,0.2498820275068283,0.4130953550338745
