,what,are,committees,in,the,scottish,parliament,compared,to,other,systems,?
of,0.33290785551071167,0.39081433415412903,0.34709328413009644,0.5696388483047485,0.733189046382904,0.1698460429906845,0.2885259687900543,0.3360389769077301,0.41548454761505127,0.38583824038505554,0.277031809091568,0.1826142966747284
strengthening,0.25436660647392273,0.13358952105045319,0.2331252545118332,0.24551372230052948,0.27915462851524353,0.1385037750005722,0.23567600548267365,0.2284763753414154,0.31454575061798096,0.1722862869501114,0.2651118040084839,0.12396403402090073
the,0.42745697498321533,0.40399202704429626,0.2924276292324066,0.6662389636039734,1.0,0.21724988520145416,0.26521381735801697,0.28685078024864197,0.535392165184021,0.44152235984802246,0.28089964389801025,0.22068053483963013
role,0.22614215314388275,0.1439027637243271,0.11711247265338898,0.243671715259552,0.26607486605644226,0.10963016748428345,0.1392432600259781,0.14530086517333984,0.17841029167175293,0.1534264087677002,0.122825026512146,0.18676944077014923
of,0.33290785551071167,0.39081433415412903,0.34709328413009644,0.5696388483047485,0.733189046382904,0.1698460429906845,0.2885259687900543,0.3360389769077301,0.41548454761505127,0.38583824038505554,0.277031809091568,0.1826142966747284
backbenchers,0.2653801143169403,0.35551872849464417,0.3476297855377197,0.20736414194107056,0.34679195284843445,0.26863089203834534,0.31925609707832336,0.2798495590686798,0.31170979142189026,0.3422417938709259,0.349532812833786,0.19953693449497223
in,0.30808621644973755,0.3841303884983063,0.2531541585922241,1.0,0.6662389636039734,0.16512006521224976,0.2323146015405655,0.2479310929775238,0.45010748505592346,0.39989137649536133,0.21664761006832123,0.20430970191955566
their,0.35142919421195984,0.46887820959091187,0.23840464651584625,0.34976133704185486,0.516537070274353,0.222161203622818,0.15391884744167328,0.2767220735549927,0.44619059562683105,0.456295371055603,0.27162352204322815,0.1898253709077835
scrutiny,0.4017239212989807,0.2453952431678772,0.4083331525325775,0.19106696546077728,0.30078384280204773,0.2132856547832489,0.3513759970664978,0.31584951281547546,0.3689929246902466,0.28643783926963806,0.31258317828178406,0.3489108085632324
of,0.33290785551071167,0.39081433415412903,0.34709328413009644,0.5696388483047485,0.733189046382904,0.1698460429906845,0.2885259687900543,0.3360389769077301,0.41548454761505127,0.38583824038505554,0.277031809091568,0.1826142966747284
the,0.42745697498321533,0.40399202704429626,0.2924276292324066,0.6662389636039734,1.0,0.21724988520145416,0.26521381735801697,0.28685078024864197,0.535392165184021,0.44152235984802246,0.28089964389801025,0.22068053483963013
government,0.28074538707733154,0.20126859843730927,0.3965452015399933,0.3066793978214264,0.31798112392425537,0.17260609567165375,0.5386218428611755,0.1205720379948616,0.28343796730041504,0.25909486413002014,0.20551489293575287,0.18851417303085327
and,0.31309178471565247,0.48576638102531433,0.289193332195282,0.4954058527946472,0.5171257257461548,0.2972351908683777,0.26227831840515137,0.38507750630378723,0.48971283435821533,0.5504306554794312,0.27479326725006104,0.20544172823429108
partly,0.2688411772251129,0.2525939643383026,0.15564599633216858,0.261019229888916,0.30254924297332764,0.09784279018640518,0.1683153212070465,0.2754322290420532,0.18536102771759033,0.18229983747005463,0.2565014064311981,0.12213768810033798
to,0.455847829580307,0.3504326641559601,0.2806923985481262,0.45010748505592346,0.535392165184021,0.1268421709537506,0.20290622115135193,0.2345995306968689,1.0,0.4193183183670044,0.2514978349208832,0.29463258385658264
compensate,0.3213008940219879,0.2949357330799103,0.30428969860076904,0.14788931608200073,0.2269025444984436,0.09479366987943649,0.19253531098365784,0.2934723496437073,0.3709917664527893,0.2550196349620819,0.24917879700660706,0.20590907335281372
for,0.3017193675041199,0.3895993232727051,0.31989508867263794,0.4322226941585541,0.4739971458911896,0.15676887333393097,0.23382046818733215,0.2969150245189667,0.4451248347759247,0.3273986279964447,0.25885844230651855,0.264628142118454
the,0.42745697498321533,0.40399202704429626,0.2924276292324066,0.6662389636039734,1.0,0.21724988520145416,0.26521381735801697,0.28685078024864197,0.535392165184021,0.44152235984802246,0.28089964389801025,0.22068053483963013
fact,0.4454877972602844,0.3166824281215668,0.15558728575706482,0.25253036618232727,0.32878658175468445,0.15472418069839478,0.15503627061843872,0.264248788356781,0.35271596908569336,0.32338210940361023,0.22672095894813538,0.2798655927181244
that,0.6297725439071655,0.45265161991119385,0.25304216146469116,0.435920387506485,0.5473989248275757,0.1999964714050293,0.17629513144493103,0.30344316363334656,0.5436353087425232,0.5570666193962097,0.27510011196136475,0.32716336846351624
there,0.35085538029670715,0.5433560013771057,0.2706003785133362,0.5361666083335876,0.47025805711746216,0.10701852291822433,0.17849694192409515,0.26308494806289673,0.40669289231300354,0.5342466235160828,0.22257624566555023,0.29405656456947327
is,0.28837618231773376,0.5330929756164551,0.15802469849586487,0.5394441485404968,0.5823672413825989,0.16398480534553528,0.19676777720451355,0.2816821038722992,0.42745086550712585,0.25895947217941284,0.23126937448978424,0.22961433231830597
no,0.339326947927475,0.2432553917169571,0.18191111087799072,0.24372287094593048,0.3461136817932129,0.059492550790309906,0.148154616355896,0.16918180882930756,0.30015695095062256,0.2820347249507904,0.18875037133693695,0.32165053486824036
revising,0.2980305552482605,0.1605929136276245,0.30408352613449097,0.15700696408748627,0.261716365814209,0.18333442509174347,0.16056805849075317,0.2703004479408264,0.25517910718917847,0.2004379779100418,0.18775330483913422,0.27638688683509827
chamber,0.1224752739071846,0.13027484714984894,0.29094362258911133,0.18419700860977173,0.2594704031944275,0.07167870551347733,0.3028145730495453,0.1273314654827118,0.1609310358762741,0.15642188489437103,0.13945089280605316,0.04307165369391441
.,0.3567904531955719,0.3452940285205841,0.22547543048858643,0.5591574311256409,0.5934505462646484,0.20125295221805573,0.23747818171977997,0.27071613073349,0.4645031690597534,0.41511186957359314,0.2403000146150589,0.4130953550338745
