,what,did,luther,explain,about,acquiring,god,'s,grace,?
one,0.376489520072937,0.27659472823143005,0.1255420446395874,0.249164879322052,0.35568177700042725,0.19221895933151245,0.23624882102012634,0.06913424283266068,0.1581878364086151,0.2673267424106598
of,0.33290785551071167,0.2513895630836487,0.1719115972518921,0.20952273905277252,0.40939709544181824,0.2614293098449707,0.2159487009048462,-0.03817026689648628,0.2101200968027115,0.1826142966747284
his,0.26976513862609863,0.3546801507472992,0.27093374729156494,0.21168261766433716,0.24169853329658508,0.2652384042739868,0.23519068956375122,0.047556519508361816,0.259867399930954,0.18075084686279297
most,0.3219912350177765,0.2822507321834564,0.07516884058713913,0.20256339013576508,0.2816680371761322,0.2084759920835495,0.17179656028747559,0.024445664137601852,0.1280871331691742,0.2107497900724411
emphatic,0.27913346886634827,0.2402971088886261,0.186838299036026,0.32510992884635925,0.18294717371463776,0.19422054290771484,0.27369460463523865,0.011345616541802883,0.24308814108371735,0.2426198124885559
statements,0.36506614089012146,0.2888825237751007,0.24558140337467194,0.34953853487968445,0.2562873661518097,0.13127385079860687,0.28351643681526184,-0.018237370997667313,0.26536524295806885,0.28064221143722534
on,0.34226128458976746,0.2670976221561432,0.19090485572814941,0.21967485547065735,0.322975218296051,0.2067314088344574,0.13295738399028778,0.0026888418942689896,0.221370667219162,0.2714994251728058
faith,0.3120079040527344,0.24413958191871643,0.2839079797267914,0.23401157557964325,0.2067527323961258,0.1370108723640442,0.40165990591049194,0.07204221934080124,0.40525105595588684,0.2833177447319031
",",0.3087472915649414,0.3015086054801941,0.23255878686904907,0.22081054747104645,0.3877100944519043,0.19694752991199493,0.24755379557609558,-0.0016132977325469255,0.2696996033191681,0.31091248989105225
he,0.3114890456199646,0.3292143940925598,0.2454872578382492,0.225673645734787,0.2518255114555359,0.13695263862609863,0.24452278017997742,0.024063590914011,0.20327627658843994,0.2089974731206894
argued,0.31776854395866394,0.40107595920562744,0.24759162962436676,0.3791826367378235,0.2598097622394562,0.29860612750053406,0.23464149236679077,-0.03666406124830246,0.15359430015087128,0.18905270099639893
that,0.6297725439071655,0.47518548369407654,0.21746599674224854,0.458700954914093,0.4500710964202881,0.2795323133468628,0.30817699432373047,0.04397977516055107,0.23538954555988312,0.32716336846351624
every,0.30284011363983154,0.21975891292095184,0.13942168653011322,0.22244805097579956,0.31516337394714355,0.1857241541147232,0.21988755464553833,0.04262643679976463,0.10288337618112564,0.24066033959388733
good,0.3916934132575989,0.35611584782600403,0.1385812908411026,0.26229727268218994,0.2623174786567688,0.19418908655643463,0.2966465950012207,0.09279277920722961,0.19988995790481567,0.3187684714794159
work,0.3762225806713104,0.336654931306839,0.15580131113529205,0.3083589971065521,0.23703445494174957,0.3141178488731384,0.15446507930755615,-0.03332063928246498,0.15554003417491913,0.2621155381202698
designed,0.15902110934257507,0.24120000004768372,0.047733455896377563,0.17707915604114532,0.13949662446975708,0.21613706648349762,0.1337815225124359,0.026795532554388046,0.2021356076002121,0.11213942617177963
to,0.455847829580307,0.4452643394470215,0.18029534816741943,0.3735564351081848,0.391953706741333,0.2455136924982071,0.2408517301082611,0.03782717138528824,0.20109255611896515,0.29463258385658264
attract,0.2005894035100937,0.142805278301239,0.0821194052696228,0.2780362069606781,0.26699602603912354,0.2385193258523941,0.11441565304994583,-0.01948503777384758,0.05016708746552467,0.12982657551765442
god,0.3127830922603607,0.2420882135629654,0.2238161414861679,0.24030469357967377,0.21474918723106384,0.07415544986724854,1.0,0.1100120022892952,0.3407481610774994,0.23396754264831543
's,0.02692362666130066,0.05069678649306297,-0.009990512393414974,-0.05602964386343956,-0.020936643704771996,-0.051723942160606384,0.1100120022892952,0.9999999403953552,0.048655685037374496,-0.023395681753754616
favor,0.28772833943367004,0.2881953716278076,0.1911849081516266,0.177470862865448,0.20035144686698914,0.19412636756896973,0.24603594839572906,0.006719120312482119,0.1537337601184845,0.17767609655857086
is,0.28837618231773376,0.19247472286224365,0.08282390236854553,0.23638448119163513,0.3532065451145172,0.11858054995536804,0.2211674600839615,0.02396530658006668,0.17061445116996765,0.22961433231830597
a,0.3320399522781372,0.2552328109741211,0.17967689037322998,0.24843132495880127,0.34171196818351746,0.21329553425312042,0.18792781233787537,0.04866964742541313,0.2073177546262741,0.23916715383529663
sin,0.2028670310974121,0.12168633192777634,0.09982562065124512,0.13447780907154083,0.1324210911989212,0.12359397113323212,0.4046735167503357,-0.012886864133179188,0.21896445751190186,0.17164617776870728
.,0.3567904531955719,0.35288307070732117,0.24907569587230682,0.2499912530183792,0.42038556933403015,0.17012614011764526,0.2337683141231537,-0.003708066651597619,0.22931961715221405,0.4130953550338745
