,who,did,the,bbc,work,with,to,reconstruct,some,of,the,invasion,episodes,?
episodes,0.20461446046829224,0.1200496256351471,0.1889590173959732,0.37426334619522095,0.212575301527977,0.24692673981189728,0.21516069769859314,0.0966586172580719,0.17201532423496246,0.19166667759418488,0.1889590173959732,0.19973838329315186,0.9999999403953552,0.21740183234214783
1,-0.35742413997650146,-0.2815930247306824,-0.1554475575685501,-0.1751095950603485,-0.26189616322517395,-0.2545506954193115,-0.2769182622432709,-0.17751513421535492,-0.24203214049339294,-0.09473495930433273,-0.1554475575685501,-0.0664478987455368,-0.30957263708114624,-0.249979168176651
and,0.41279885172843933,0.34479495882987976,0.5171257257461548,0.17831335961818695,0.37551814317703247,0.5477725267410278,0.48971283435821533,0.22687970101833344,0.5337774157524109,0.5116966962814331,0.5171257257461548,0.2170204222202301,0.246442511677742,0.20544172823429108
4,0.09137360751628876,0.0646207332611084,0.15499350428581238,0.010370646603405476,0.011119900271296501,0.06829915195703506,0.059323787689208984,0.02653336524963379,-0.09016409516334534,0.17227263748645782,0.15499350428581238,0.23778267204761505,-0.047549404203891754,0.010515431873500347
of,0.2827862501144409,0.2513895630836487,0.733189046382904,0.1797877550125122,0.23473061621189117,0.41827285289764404,0.41548454761505127,0.2778870761394501,0.4300730526447296,1.0,0.733189046382904,0.256956547498703,0.19166667759418488,0.1826142966747284
the,0.3733934462070465,0.34736719727516174,1.0,0.2735401690006256,0.2704800069332123,0.4223487675189972,0.535392165184021,0.297644704580307,0.4566698372364044,0.733189046382904,1.0,0.32296645641326904,0.1889590173959732,0.22068053483963013
invasion,0.20124277472496033,0.1800924837589264,0.32296645641326904,0.20838119089603424,0.09641136229038239,0.17501716315746307,0.2535645365715027,0.2022927701473236,0.1448882520198822,0.256956547498703,0.32296645641326904,0.9999999403953552,0.19973838329315186,0.18923960626125336
(,0.2443375140428543,0.18979617953300476,0.33289089798927307,0.1058402881026268,0.22960703074932098,0.29503780603408813,0.30882009863853455,0.1825750321149826,0.2279975414276123,0.35032153129577637,0.33289089798927307,0.19621768593788147,0.17736345529556274,0.40561532974243164
1968,-0.017259184271097183,-0.016806963831186295,0.07431387901306152,0.05090508610010147,-0.036927539855241776,0.020693374797701836,0.06488213688135147,0.03155195713043213,0.04307538643479347,0.09872698038816452,0.07431387901306152,-0.02320750057697296,-0.016504548490047455,-0.08543776720762253
),0.2457384318113327,0.18584993481636047,0.3456730246543884,0.10228727757930756,0.251366525888443,0.3069596290588379,0.31236231327056885,0.1881801038980484,0.2398642599582672,0.3680361211299896,0.3456730246543884,0.19962306320667267,0.1691657453775406,0.42300865054130554
",",0.3365725874900818,0.3015086054801941,0.4933079481124878,0.14724469184875488,0.3283594250679016,0.4120737314224243,0.44245919585227966,0.21558529138565063,0.42400437593460083,0.4946078956127167,0.4933079481124878,0.19455376267433167,0.2131132036447525,0.31091248989105225
using,0.24094825983047485,0.25429773330688477,0.28364112973213196,0.17597399652004242,0.35237550735473633,0.3917884826660156,0.3678804934024811,0.26318466663360596,0.41753342747688293,0.24298200011253357,0.28364112973213196,0.15350238978862762,0.18492203950881958,0.2804589569568634
remastered,0.2505987882614136,0.29346948862075806,0.2724844515323639,0.2715047001838684,0.24368834495544434,0.24156224727630615,0.1985146850347519,0.13964016735553741,0.19285233318805695,0.16359397768974304,0.2724844515323639,0.17055295407772064,0.25227847695350647,0.21585533022880554
audio,0.14178435504436493,0.1500312238931656,0.19614098966121674,0.34934863448143005,0.2054881751537323,0.17515313625335693,0.17755460739135742,0.22263440489768982,0.1970982700586319,0.17128776013851166,0.19614098966121674,0.06150125712156296,0.22715671360492706,0.14977853000164032
tracks,0.15167440474033356,0.17630688846111298,0.20449745655059814,0.2039458453655243,0.1783791184425354,0.12416514754295349,0.17311786115169525,0.12790316343307495,0.1793525069952011,0.11891336739063263,0.20449745655059814,0.10070628672838211,0.23816171288490295,0.11127933114767075
and,0.41279885172843933,0.34479495882987976,0.5171257257461548,0.17831335961818695,0.37551814317703247,0.5477725267410278,0.48971283435821533,0.22687970101833344,0.5337774157524109,0.5116966962814331,0.5171257257461548,0.2170204222202301,0.246442511677742,0.20544172823429108
the,0.3733934462070465,0.34736719727516174,1.0,0.2735401690006256,0.2704800069332123,0.4223487675189972,0.535392165184021,0.297644704580307,0.4566698372364044,0.733189046382904,1.0,0.32296645641326904,0.1889590173959732,0.22068053483963013
comprehensive,0.09216544777154922,0.1842396855354309,0.24314838647842407,0.20329153537750244,0.26127731800079346,0.22753095626831055,0.18528741598129272,0.24101603031158447,0.24453924596309662,0.2892167866230011,0.24314838647842407,0.07489260286092758,0.18970990180969238,0.28184229135513306
stage,0.1983679085969925,0.1994115114212036,0.22652170062065125,0.13701650500297546,0.2369212806224823,0.1076672300696373,0.1484832912683487,0.1329934448003769,0.19040809571743011,0.1389172226190567,0.22652170062065125,0.16863790154457092,0.14839892089366913,0.14916576445102692
notes,0.12661360204219818,0.18922962248325348,0.20623527467250824,0.20822426676750183,0.23713308572769165,0.20992548763751984,0.22688092291355133,0.13798996806144714,0.19056575000286102,0.13280174136161804,0.20623527467250824,0.1045747771859169,0.2416418194770813,0.23920853435993195
for,0.37110671401023865,0.318512886762619,0.4739971458911896,0.21995361149311066,0.4087657630443573,0.39140474796295166,0.4451248347759247,0.21001364290714264,0.4257155656814575,0.4185989499092102,0.4739971458911896,0.16607917845249176,0.16166263818740845,0.264628142118454
the,0.3733934462070465,0.34736719727516174,1.0,0.2735401690006256,0.2704800069332123,0.4223487675189972,0.535392165184021,0.297644704580307,0.4566698372364044,0.733189046382904,1.0,0.32296645641326904,0.1889590173959732,0.22068053483963013
original,0.1785319596529007,0.2664784789085388,0.4037000238895416,0.16681616008281708,0.2066682130098343,0.24073785543441772,0.30182456970214844,0.3249358832836151,0.2941727340221405,0.30228546261787415,0.4037000238895416,0.21284668147563934,0.22723747789859772,0.17256900668144226
filming,0.16468797624111176,0.23610340058803558,0.26945316791534424,0.2597988247871399,0.2109001874923706,0.18835027515888214,0.25174427032470703,0.19144171476364136,0.22810588777065277,0.17354005575180054,0.26945316791534424,0.23168490827083588,0.4067949950695038,0.13230128586292267
",",0.3365725874900818,0.3015086054801941,0.4933079481124878,0.14724469184875488,0.3283594250679016,0.4120737314224243,0.44245919585227966,0.21558529138565063,0.42400437593460083,0.4946078956127167,0.4933079481124878,0.19455376267433167,0.2131132036447525,0.31091248989105225
for,0.37110671401023865,0.318512886762619,0.4739971458911896,0.21995361149311066,0.4087657630443573,0.39140474796295166,0.4451248347759247,0.21001364290714264,0.4257155656814575,0.4185989499092102,0.4739971458911896,0.16607917845249176,0.16166263818740845,0.264628142118454
the,0.3733934462070465,0.34736719727516174,1.0,0.2735401690006256,0.2704800069332123,0.4223487675189972,0.535392165184021,0.297644704580307,0.4566698372364044,0.733189046382904,1.0,0.32296645641326904,0.1889590173959732,0.22068053483963013
serial,0.1957370638847351,0.1392841637134552,0.1900636851787567,0.15167398750782013,0.13531897962093353,0.17408515512943268,0.1880655735731125,0.05628782510757446,0.17082609236240387,0.17792607843875885,0.1900636851787567,0.12344727665185928,0.3238758444786072,0.15233060717582703
's,0.05599616840481758,0.05069678649306297,-0.01540423184633255,0.07641375809907913,-0.03332063928246498,-0.04624466598033905,0.03782717138528824,0.050495751202106476,0.056411296129226685,-0.03817026689648628,-0.01540423184633255,-0.029328476637601852,-0.013447972945868969,-0.023395681753754616
dvd,0.13500387966632843,0.13927389681339264,0.20035067200660706,0.2992251515388489,0.20719029009342194,0.18543657660484314,0.18933239579200745,0.11413561552762985,0.12616169452667236,0.16838838160037994,0.20035067200660706,0.16139331459999084,0.4367643892765045,0.21825559437274933
release,0.10399705171585083,0.16092081367969513,0.2814774513244629,0.19861151278018951,0.27714788913726807,0.22156283259391785,0.2868979573249817,0.14514613151550293,0.23357164859771729,0.1866096556186676,0.2814774513244629,0.19984234869480133,0.22665925323963165,0.14489315450191498
in,0.2792111933231354,0.2593238651752472,0.6662389636039734,0.22430340945720673,0.2753349542617798,0.4080928862094879,0.45010748505592346,0.25501155853271484,0.4010399878025055,0.5696388483047485,0.6662389636039734,0.2543354034423828,0.17357411980628967,0.20430970191955566
november,0.2615586519241333,0.27178457379341125,0.25734350085258484,0.21225117146968842,0.20048312842845917,0.20930971205234528,0.2179545760154724,0.08969353884458542,0.11498694121837616,0.19941139221191406,0.25734350085258484,0.22509817779064178,0.215395987033844,0.3159552216529846
2006,-0.026890208944678307,-0.07636451721191406,0.11294147372245789,-0.032675690948963165,-0.03847761079668999,0.034656625241041183,0.012056082487106323,0.04361770674586296,0.09470879286527634,0.10009169578552246,0.11294147372245789,-0.017698105424642563,0.014355641789734364,-0.1194092258810997
.,0.3541337847709656,0.35288307070732117,0.5934505462646484,0.20265105366706848,0.33121398091316223,0.4446153938770294,0.4645031690597534,0.2577764689922333,0.40663889050483704,0.5352458953857422,0.5934505462646484,0.25034767389297485,0.22130145132541656,0.4130953550338745
