,when,was,the,augsburg,confession,signed,?
confession,0.17099034786224365,0.2466522753238678,0.19474709033966064,0.36975979804992676,1.0,0.20193946361541748,0.19668595492839813
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.26016417145729065,0.24621757864952087,0.2289608120918274,0.31091248989105225
and,0.4716290831565857,0.3740963041782379,0.5171257257461548,0.23422925174236298,0.21430335938930511,0.19545502960681915,0.20544172823429108
for,0.43402108550071716,0.3863949179649353,0.4739971458911896,0.1612590253353119,0.17102979123592377,0.20483724772930145,0.264628142118454
the,0.5091903209686279,0.48711544275283813,1.0,0.25331857800483704,0.19474709033966064,0.20675969123840332,0.22068053483963013
formation,0.2390158325433731,0.19543607532978058,0.33687281608581543,0.14165154099464417,0.21998852491378784,0.12025078386068344,0.09831923991441727
of,0.3757161796092987,0.4069072902202606,0.733189046382904,0.2404417097568512,0.22894072532653809,0.19593118131160736,0.1826142966747284
the,0.5091903209686279,0.48711544275283813,1.0,0.25331857800483704,0.19474709033966064,0.20675969123840332,0.22068053483963013
schmalkaldic,0.25321125984191895,0.2067837119102478,0.34497350454330444,0.39511558413505554,0.23867706954479218,0.13591068983078003,0.18515823781490326
league,0.2000882774591446,0.21425791084766388,0.2724147439002991,0.22543591260910034,0.1501646488904953,0.24180124700069427,0.15941482782363892
the,0.5091903209686279,0.48711544275283813,1.0,0.25331857800483704,0.19474709033966064,0.20675969123840332,0.22068053483963013
following,0.3263498842716217,0.16493390500545502,0.39779382944107056,0.15951627492904663,0.13684353232383728,0.19250896573066711,0.1555173695087433
year,0.3014719784259796,0.3209837079048157,0.3609684407711029,0.28320735692977905,0.1863357424736023,0.29146623611450195,0.18315006792545319
by,0.4376842677593231,0.4752357602119446,0.4408751428127289,0.15550613403320312,0.2585470378398895,0.2200455516576767,0.17966607213020325
leading,0.23494918644428253,0.27386704087257385,0.3809107840061188,0.15590009093284607,0.05557890236377716,0.1814402937889099,0.1360926628112793
protestant,0.17039497196674347,0.25246119499206543,0.2679212689399719,0.3681061267852783,0.4800204634666443,0.1878320276737213,0.14798137545585632
nobles,0.21279597282409668,0.22921884059906006,0.2815840542316437,0.16242940723896027,0.2676977813243866,0.1184251606464386,0.13999377191066742
such,0.27679547667503357,0.12487147748470306,0.3575236201286316,0.13421177864074707,0.10268131643533707,0.09661111235618591,0.17851735651493073
as,0.4437963366508484,0.3677520453929901,0.48381632566452026,0.20676368474960327,0.16873060166835785,0.2223709672689438,0.27043893933296204
john,0.20069552958011627,0.2875721752643585,0.2230520099401474,0.14335186779499054,0.20355546474456787,0.19476760923862457,0.13162356615066528
of,0.3757161796092987,0.4069072902202606,0.733189046382904,0.2404417097568512,0.22894072532653809,0.19593118131160736,0.1826142966747284
saxony,0.20117338001728058,0.23233024775981903,0.27077290415763855,0.5300912857055664,0.19353629648685455,0.1455868035554886,0.17603406310081482
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.26016417145729065,0.24621757864952087,0.2289608120918274,0.31091248989105225
philip,0.20238405466079712,0.2779109477996826,0.21499985456466675,0.21926744282245636,0.25315433740615845,0.17563875019550323,0.11887923628091812
of,0.3757161796092987,0.4069072902202606,0.733189046382904,0.2404417097568512,0.22894072532653809,0.19593118131160736,0.1826142966747284
hesse,0.1646704524755478,0.20059940218925476,0.24440348148345947,0.45667997002601624,0.2549267113208771,0.15585151314735413,0.11271942406892776
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.26016417145729065,0.24621757864952087,0.2289608120918274,0.31091248989105225
and,0.4716290831565857,0.3740963041782379,0.5171257257461548,0.23422925174236298,0.21430335938930511,0.19545502960681915,0.20544172823429108
george,0.174343079328537,0.2601471245288849,0.2510760426521301,0.15766343474388123,0.1522200107574463,0.16609831154346466,0.1479024887084961
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.26016417145729065,0.24621757864952087,0.2289608120918274,0.31091248989105225
margrave,0.19076651334762573,0.2624375820159912,0.22720706462860107,0.39470455050468445,0.2706424593925476,0.12997058033943176,0.21491341292858124
of,0.3757161796092987,0.4069072902202606,0.733189046382904,0.2404417097568512,0.22894072532653809,0.19593118131160736,0.1826142966747284
brandenburg-ansbach,0.18877854943275452,0.271488755941391,0.2823593020439148,0.5396811366081238,0.2799796462059021,0.1706138551235199,0.16881704330444336
.,0.475719153881073,0.40146201848983765,0.5934505462646484,0.2838364243507385,0.2229078710079193,0.2168726921081543,0.4130953550338745
