,who,had,the,best,record,in,the,nfc,?
the,0.3733934462070465,0.3875846862792969,1.0,0.3134109377861023,0.23569516837596893,0.6662389636039734,1.0,0.2545439600944519,0.22068053483963013
carolina,0.1409980058670044,0.20392835140228271,0.24749229848384857,0.1503656804561615,0.18296502530574799,0.2380082756280899,0.24749229848384857,0.3309314548969269,0.11847445368766785
panthers,0.2132880985736847,0.1570805162191391,0.2602776288986206,0.1958107054233551,0.218548983335495,0.2115829735994339,0.2602776288986206,0.472109317779541,0.16608978807926178
had,0.36173108220100403,0.9999999403953552,0.3875846862792969,0.19722113013267517,0.24777771532535553,0.385026752948761,0.3875846862792969,0.16702289879322052,0.20728366076946259
their,0.3767721951007843,0.4145275354385376,0.516537070274353,0.20838582515716553,0.20434267818927765,0.34976133704185486,0.516537070274353,0.19696703553199768,0.1898253709077835
best,0.266329824924469,0.19722113013267517,0.3134109377861023,0.9999999403953552,0.22408068180084229,0.2813531160354614,0.3134109377861023,0.2247784286737442,0.2799045741558075
regular,0.2929244339466095,0.2647917866706848,0.3214086890220642,0.22961202263832092,0.2587777376174927,0.23172755539417267,0.3214086890220642,0.3618990182876587,0.18334713578224182
season,0.13809308409690857,0.1978970468044281,0.2507155239582062,0.20042479038238525,0.2865971624851227,0.2184021919965744,0.2507155239582062,0.4255197048187256,0.16793298721313477
in,0.2792111933231354,0.385026752948761,0.6662389636039734,0.2813531160354614,0.23162534832954407,1.0,0.6662389636039734,0.20630285143852234,0.20430970191955566
franchise,0.26402056217193604,0.1973634511232376,0.30872398614883423,0.2041207104921341,0.2680095136165619,0.29437172412872314,0.30872398614883423,0.4253854751586914,0.13445523381233215
history,0.22458811104297638,0.23351769149303436,0.33215048909187317,0.23154303431510925,0.26070636510849,0.29215577244758606,0.33215048909187317,0.15688921511173248,0.2501974403858185
",",0.3365725874900818,0.35487717390060425,0.4933079481124878,0.3461092710494995,0.28093910217285156,0.5201468467712402,0.4933079481124878,0.28086528182029724,0.31091248989105225
becoming,0.3131919205188751,0.2761388421058655,0.333665668964386,0.22965189814567566,0.21156585216522217,0.2425609976053238,0.333665668964386,0.1841440200805664,0.17354105412960052
the,0.3733934462070465,0.3875846862792969,1.0,0.3134109377861023,0.23569516837596893,0.6662389636039734,1.0,0.2545439600944519,0.22068053483963013
seventh,0.1691025197505951,0.1926492601633072,0.36732497811317444,0.21747376024723053,0.20135852694511414,0.27526944875717163,0.36732497811317444,0.1857576072216034,0.10981480032205582
team,0.22248858213424683,0.11808160692453384,0.22564226388931274,0.16893985867500305,0.19106104969978333,0.18841172754764557,0.22564226388931274,0.4356997609138489,0.11243411153554916
to,0.42656609416007996,0.37984350323677063,0.535392165184021,0.21715646982192993,0.22007153928279877,0.45010748505592346,0.535392165184021,0.23611298203468323,0.29463258385658264
win,0.25592827796936035,0.20253686606884003,0.28308698534965515,0.3168060779571533,0.3108607828617096,0.2503834664821625,0.28308698534965515,0.3241835832595825,0.1873117983341217
at,0.22096660733222961,0.3288320302963257,0.457212895154953,0.17172780632972717,0.21598400175571442,0.4374977946281433,0.457212895154953,0.22253476083278656,0.21978627145290375
least,0.2801615297794342,0.26335370540618896,0.3428877890110016,0.24385276436805725,0.19241346418857574,0.3232700824737549,0.3428877890110016,0.2265225648880005,0.28866854310035706
15,0.04823268577456474,0.012124304659664631,-0.011810222640633583,0.10830166935920715,0.01703854463994503,0.02424248494207859,-0.011810222640633583,0.051931433379650116,-0.010706285014748573
regular,0.2929244339466095,0.2647917866706848,0.3214086890220642,0.22961202263832092,0.2587777376174927,0.23172755539417267,0.3214086890220642,0.3618990182876587,0.18334713578224182
season,0.13809308409690857,0.1978970468044281,0.2507155239582062,0.20042479038238525,0.2865971624851227,0.2184021919965744,0.2507155239582062,0.4255197048187256,0.16793298721313477
games,0.21274375915527344,0.18404078483581543,0.2676136791706085,0.20401866734027863,0.2993743121623993,0.24802106618881226,0.2676136791706085,0.43384233117103577,0.1360001415014267
since,0.27765995264053345,0.4845401346683502,0.4054957628250122,0.16410422325134277,0.24674935638904572,0.4325680434703827,0.4054957628250122,0.23966443538665771,0.2876587212085724
the,0.3733934462070465,0.3875846862792969,1.0,0.3134109377861023,0.23569516837596893,0.6662389636039734,1.0,0.2545439600944519,0.22068053483963013
league,0.2161521464586258,0.12540528178215027,0.2724147439002991,0.15160122513771057,0.232745960354805,0.22963495552539825,0.2724147439002991,0.4755854308605194,0.15941482782363892
expanded,0.11684740334749222,0.2825333774089813,0.3258892893791199,0.1883724182844162,0.0583946518599987,0.27289336919784546,0.3258892893791199,0.14386889338493347,0.2124357968568802
to,0.42656609416007996,0.37984350323677063,0.535392165184021,0.21715646982192993,0.22007153928279877,0.45010748505592346,0.535392165184021,0.23611298203468323,0.29463258385658264
a,0.36608949303627014,0.34897568821907043,0.5829201340675354,0.2547774314880371,0.2588478624820709,0.539380669593811,0.5829201340675354,0.20643295347690582,0.23916715383529663
16-game,0.23688313364982605,0.1714758574962616,0.3390442430973053,0.2644409239292145,0.23126249015331268,0.2743573784828186,0.3390442430973053,0.3950464427471161,0.26639387011528015
schedule,0.16836145520210266,0.16638249158859253,0.21986375749111176,0.17468273639678955,0.18712720274925232,0.20525701344013214,0.21986375749111176,0.21671153604984283,0.16743622720241547
in,0.2792111933231354,0.385026752948761,0.6662389636039734,0.2813531160354614,0.23162534832954407,1.0,0.6662389636039734,0.20630285143852234,0.20430970191955566
1978,-0.09070061147212982,0.043035224080085754,0.1314823180437088,0.010134652256965637,-0.05924076586961746,0.20181521773338318,0.1314823180437088,0.004933715797960758,0.06364871561527252
.,0.3541337847709656,0.37348684668540955,0.5934505462646484,0.31068575382232666,0.2186054140329361,0.5591574311256409,0.5934505462646484,0.23085859417915344,0.4130953550338745
,who,had,the,best,record,in,the,nfc,?
with,0.3282766342163086,0.4739086329936981,0.4223487675189972,0.19415417313575745,0.19528687000274658,0.4080928862094879,0.4223487675189972,0.2602476179599762,0.2433311939239502
their,0.3767721951007843,0.4145275354385376,0.516537070274353,0.20838582515716553,0.20434267818927765,0.34976133704185486,0.516537070274353,0.19696703553199768,0.1898253709077835
nfc-best,0.2805662155151367,0.25659501552581787,0.4022958278656006,0.7097389101982117,0.3557514250278473,0.36902546882629395,0.4022958278656006,0.6494421362876892,0.35666289925575256
15–1,-0.1907285451889038,-0.26437968015670776,-0.2592649459838867,-0.12271802872419357,-0.11008412390947342,-0.21467117965221405,-0.2592649459838867,-0.005522741004824638,0.04290514066815376
regular,0.2929244339466095,0.2647917866706848,0.3214086890220642,0.22961202263832092,0.2587777376174927,0.23172755539417267,0.3214086890220642,0.3618990182876587,0.18334713578224182
season,0.13809308409690857,0.1978970468044281,0.2507155239582062,0.20042479038238525,0.2865971624851227,0.2184021919965744,0.2507155239582062,0.4255197048187256,0.16793298721313477
record,0.24139603972434998,0.24777771532535553,0.23569516837596893,0.22408068180084229,1.0,0.23162534832954407,0.23569516837596893,0.3044562339782715,0.14407116174697876
",",0.3365725874900818,0.35487717390060425,0.4933079481124878,0.3461092710494995,0.28093910217285156,0.5201468467712402,0.4933079481124878,0.28086528182029724,0.31091248989105225
the,0.3733934462070465,0.3875846862792969,1.0,0.3134109377861023,0.23569516837596893,0.6662389636039734,1.0,0.2545439600944519,0.22068053483963013
panthers,0.2132880985736847,0.1570805162191391,0.2602776288986206,0.1958107054233551,0.218548983335495,0.2115829735994339,0.2602776288986206,0.472109317779541,0.16608978807926178
clinched,0.08351181447505951,0.23033930361270905,0.3111155331134796,0.24816139042377472,0.3215058743953705,0.2350454032421112,0.3111155331134796,0.48388031125068665,0.21425671875476837
home-field,0.2860691249370575,0.2636689841747284,0.28019478917121887,0.23087111115455627,0.21685181558132172,0.3410986363887787,0.28019478917121887,0.291860431432724,0.16097521781921387
advantage,0.2209291309118271,0.27220678329467773,0.2844003438949585,0.11785740405321121,0.207107275724411,0.1498534232378006,0.2844003438949585,0.2475302368402481,0.10412604361772537
throughout,0.22343657910823822,0.3246377110481262,0.4158564507961273,0.21776562929153442,0.21736940741539001,0.46596065163612366,0.4158564507961273,0.19782176613807678,0.12665234506130219
the,0.3733934462070465,0.3875846862792969,1.0,0.3134109377861023,0.23569516837596893,0.6662389636039734,1.0,0.2545439600944519,0.22068053483963013
nfc,0.17579996585845947,0.16702289879322052,0.2545439600944519,0.2247784286737442,0.3044562339782715,0.20630285143852234,0.2545439600944519,1.0,0.15073348581790924
playoffs,0.1687159389257431,0.13402219116687775,0.21945282816886902,0.19405940175056458,0.3117094039916992,0.187225341796875,0.21945282816886902,0.5715717077255249,0.17343482375144958
for,0.37110671401023865,0.3270139992237091,0.4739971458911896,0.45128104090690613,0.24185582995414734,0.4322226941585541,0.4739971458911896,0.3079942464828491,0.264628142118454
the,0.3733934462070465,0.3875846862792969,1.0,0.3134109377861023,0.23569516837596893,0.6662389636039734,1.0,0.2545439600944519,0.22068053483963013
first,0.39065709710121155,0.3379828929901123,0.49448907375335693,0.33389225602149963,0.32575827836990356,0.4127444326877594,0.49448907375335693,0.22199049592018127,0.18701928853988647
time,0.36634087562561035,0.34488338232040405,0.43061500787734985,0.31556034088134766,0.3095698952674866,0.3431483507156372,0.43061500787734985,0.29251185059547424,0.27391523122787476
in,0.2792111933231354,0.385026752948761,0.6662389636039734,0.2813531160354614,0.23162534832954407,1.0,0.6662389636039734,0.20630285143852234,0.20430970191955566
franchise,0.26402056217193604,0.1973634511232376,0.30872398614883423,0.2041207104921341,0.2680095136165619,0.29437172412872314,0.30872398614883423,0.4253854751586914,0.13445523381233215
history,0.22458811104297638,0.23351769149303436,0.33215048909187317,0.23154303431510925,0.26070636510849,0.29215577244758606,0.33215048909187317,0.15688921511173248,0.2501974403858185
.,0.3541337847709656,0.37348684668540955,0.5934505462646484,0.31068575382232666,0.2186054140329361,0.5591574311256409,0.5934505462646484,0.23085859417915344,0.4130953550338745
