,what,pushes,businesses,to,increase,pressures,on,workers,?
(,0.2411840260028839,0.1716853529214859,0.10372210294008255,0.30882009863853455,0.15438681840896606,0.128465473651886,0.28656116127967834,0.11125283688306808,0.40561532974243164
workers,0.21390831470489502,0.21512103080749512,0.42202138900756836,0.2307046800851822,0.22989360988140106,0.24139365553855896,0.14091183245182037,1.0000001192092896,0.1706571877002716
),0.26259949803352356,0.17492364346981049,0.10609962046146393,0.31236231327056885,0.15013758838176727,0.13468356430530548,0.29937487840652466,0.1238962784409523,0.42300865054130554
under,0.20154598355293274,0.2550141513347626,0.12552502751350403,0.27177539467811584,0.18061552941799164,0.255545049905777,0.3075410723686218,0.14144518971443176,0.18233340978622437
competitive,0.16954506933689117,0.19645731151103973,0.27126458287239075,0.21389712393283844,0.23992027342319489,0.23597098886966705,0.15305939316749573,0.1748814582824707,0.09302955120801926
pressure,0.2625555694103241,0.4726896584033966,0.18667778372764587,0.30812981724739075,0.3721994161605835,0.8897960186004639,0.21295574307441711,0.18452425301074982,0.142023503780365
to,0.455847829580307,0.29780271649360657,0.31314024329185486,1.0,0.3378143310546875,0.3563862144947052,0.41031414270401,0.2307046800851822,0.29463258385658264
reduce,0.18258237838745117,0.21787545084953308,0.2698404788970947,0.35182690620422363,0.6145534515380859,0.33064407110214233,0.20908962190151215,0.2400936633348465,0.1462220549583435
costs,0.21587958931922913,0.18117907643318176,0.3972870707511902,0.30544713139533997,0.31347721815109253,0.3305312991142273,0.15592291951179504,0.34489917755126953,0.19150719046592712
and,0.31309178471565247,0.26513609290122986,0.3526529371738434,0.48971283435821533,0.2751924991607666,0.31842607259750366,0.4077630043029785,0.22632038593292236,0.20544172823429108
maximize,0.2473500519990921,0.276119202375412,0.296921044588089,0.3557298481464386,0.5010228753089905,0.3411996066570282,0.20258429646492004,0.19612084329128265,0.15763318538665771
profits,0.22846324741840363,0.1722675859928131,0.510325014591217,0.3137185275554657,0.3762095868587494,0.2949332892894745,0.19659236073493958,0.3781868517398834,0.1589900553226471
.,0.3567904531955719,0.18766599893569946,0.2546134889125824,0.4645031690597534,0.24619564414024353,0.22604712843894958,0.49257001280784607,0.17509925365447998,0.4130953550338745
,what,pushes,businesses,to,increase,pressures,on,workers,?
the,0.42745697498321533,0.3066183924674988,0.25707828998565674,0.535392165184021,0.32049667835235596,0.316790908575058,0.5107308030128479,0.23066683113574982,0.22068053483963013
substitution,0.19002631306648254,0.1508679836988449,0.2509590685367584,0.25130751729011536,0.2527439594268799,0.2070278525352478,0.15858682990074158,0.13614995777606964,0.24351200461387634
of,0.33290785551071167,0.20554544031620026,0.22186020016670227,0.41548454761505127,0.3156060576438904,0.2715633809566498,0.3966929316520691,0.20827822387218475,0.1826142966747284
capital,0.17967931926250458,0.05539369210600853,0.18902401626110077,0.1844596415758133,0.12417600303888321,0.06973521411418915,0.15679915249347687,0.169990673661232,0.0907452180981636
equipment,0.21531300246715546,0.20553284883499146,0.3788110315799713,0.21870006620883942,0.22736817598342896,0.327973335981369,0.20764270424842834,0.3307946026325226,0.0920877456665039
for,0.3017193675041199,0.17066878080368042,0.2795834541320801,0.4451248347759247,0.26647913455963135,0.21563996374607086,0.36199691891670227,0.2527289092540741,0.264628142118454
labor,0.1943984031677246,0.16481806337833405,0.31986966729164124,0.21037620306015015,0.20669658482074738,0.17866694927215576,0.17969153821468353,0.5137044787406921,0.19386747479438782
(,0.2411840260028839,0.1716853529214859,0.10372210294008255,0.30882009863853455,0.15438681840896606,0.128465473651886,0.28656116127967834,0.11125283688306808,0.40561532974243164
mechanization,0.25148388743400574,0.244199737906456,0.3505547344684601,0.2761196792125702,0.36983543634414673,0.3095727264881134,0.21373552083969116,0.3393888473510742,0.21008428931236267
and,0.31309178471565247,0.26513609290122986,0.3526529371738434,0.48971283435821533,0.2751924991607666,0.31842607259750366,0.4077630043029785,0.22632038593292236,0.20544172823429108
automation,0.29592621326446533,0.19467848539352417,0.32726916670799255,0.26351916790008545,0.28160199522972107,0.24663923680782318,0.2400067299604416,0.17528240382671356,0.26651784777641296
),0.26259949803352356,0.17492364346981049,0.10609962046146393,0.31236231327056885,0.15013758838176727,0.13468356430530548,0.29937487840652466,0.1238962784409523,0.42300865054130554
raises,0.22388479113578796,0.4544394612312317,0.22780703008174896,0.27145111560821533,0.2842857837677002,0.25381654500961304,0.21100302040576935,0.147055983543396,0.20082814991474152
the,0.42745697498321533,0.3066183924674988,0.25707828998565674,0.535392165184021,0.32049667835235596,0.316790908575058,0.5107308030128479,0.23066683113574982,0.22068053483963013
productivity,0.2654266059398651,0.19143247604370117,0.360512912273407,0.24733573198318481,0.3972824215888977,0.30927467346191406,0.19299808144569397,0.2605060636997223,0.23359106481075287
of,0.33290785551071167,0.20554544031620026,0.22186020016670227,0.41548454761505127,0.3156060576438904,0.2715633809566498,0.3966929316520691,0.20827822387218475,0.1826142966747284
each,0.3353266417980194,0.23797672986984253,0.2560684084892273,0.3941934108734131,0.28281059861183167,0.2569381892681122,0.30782750248908997,0.19554735720157623,0.21173812448978424
worker,0.17877663671970367,0.240851491689682,0.28415200114250183,0.16837060451507568,0.20385533571243286,0.14957471191883087,0.14378856122493744,0.7420186996459961,0.1447860300540924
",",0.3087472915649414,0.20004792511463165,0.2790186107158661,0.44245919585227966,0.20005576312541962,0.21380040049552917,0.49057599902153015,0.17716385424137115,0.31091248989105225
resulting,0.17960047721862793,0.2786014676094055,0.22943682968616486,0.26808956265449524,0.4070611894130707,0.3288281261920929,0.2551211416721344,0.17990702390670776,0.10813049972057343
in,0.30808621644973755,0.12976062297821045,0.24867577850818634,0.45010748505592346,0.25893163681030273,0.17277829349040985,0.46853652596473694,0.2254374474287033,0.20430970191955566
a,0.3320399522781372,0.3099170923233032,0.2595558762550354,0.45503583550453186,0.24428929388523102,0.24834388494491577,0.3848365545272827,0.25033822655677795,0.23916715383529663
situation,0.4481324255466461,0.25958824157714844,0.2353033870458603,0.3826505243778229,0.27980130910873413,0.3289777338504791,0.26678118109703064,0.22579796612262726,0.2714049518108368
of,0.33290785551071167,0.20554544031620026,0.22186020016670227,0.41548454761505127,0.3156060576438904,0.2715633809566498,0.3966929316520691,0.20827822387218475,0.1826142966747284
relatively,0.24081343412399292,0.2606649696826935,0.23026612401008606,0.3473149538040161,0.3753572106361389,0.3087588846683502,0.23900939524173737,0.15604238212108612,0.1281091868877411
stagnant,0.2158070057630539,0.28461742401123047,0.2212001234292984,0.2812415659427643,0.3154960572719574,0.2844603359699249,0.3021165728569031,0.1572982221841812,0.20977488160133362
wages,0.20351257920265198,0.15284590423107147,0.47699570655822754,0.24337364733219147,0.3619939386844635,0.2858375012874603,0.2082594633102417,0.5291796326637268,0.19884631037712097
for,0.3017193675041199,0.17066878080368042,0.2795834541320801,0.4451248347759247,0.26647913455963135,0.21563996374607086,0.36199691891670227,0.2527289092540741,0.264628142118454
the,0.42745697498321533,0.3066183924674988,0.25707828998565674,0.535392165184021,0.32049667835235596,0.316790908575058,0.5107308030128479,0.23066683113574982,0.22068053483963013
working,0.2846863269805908,0.2387199103832245,0.2784019112586975,0.28215980529785156,0.2149391770362854,0.22623015940189362,0.2811677157878876,0.3975767493247986,0.17154020071029663
class,0.16880196332931519,0.09942243248224258,0.15649771690368652,0.18696844577789307,0.14554058015346527,0.1634637415409088,0.1869632750749588,0.12829099595546722,0.12778934836387634
amidst,0.18651680648326874,0.15369541943073273,0.25878143310546875,0.20189954340457916,0.2778976857662201,0.24863210320472717,0.2377501130104065,0.23909901082515717,0.1263405978679657
rising,0.18883290886878967,0.2398950308561325,0.22124113142490387,0.21663394570350647,0.35399875044822693,0.2590590715408325,0.18414045870304108,0.17918771505355835,0.07955946773290634
levels,0.21641245484352112,0.1746496558189392,0.20425446331501007,0.29053324460983276,0.4056810140609741,0.3724325895309448,0.1644611656665802,0.1642984002828598,0.1541307419538498
of,0.33290785551071167,0.20554544031620026,0.22186020016670227,0.41548454761505127,0.3156060576438904,0.2715633809566498,0.3966929316520691,0.20827822387218475,0.1826142966747284
property,0.24978817999362946,0.14853209257125854,0.3742150366306305,0.26292115449905396,0.24654103815555573,0.21098051965236664,0.1105850338935852,0.23628714680671692,0.16865147650241852
income,0.21837803721427917,0.12780268490314484,0.42627251148223877,0.27188464999198914,0.3552919328212738,0.24934279918670654,0.12938405573368073,0.2732676565647125,0.14935168623924255
for,0.3017193675041199,0.17066878080368042,0.2795834541320801,0.4451248347759247,0.26647913455963135,0.21563996374607086,0.36199691891670227,0.2527289092540741,0.264628142118454
the,0.42745697498321533,0.3066183924674988,0.25707828998565674,0.535392165184021,0.32049667835235596,0.316790908575058,0.5107308030128479,0.23066683113574982,0.22068053483963013
capitalist,0.21623632311820984,0.1320687085390091,0.37291833758354187,0.19257381558418274,0.15817764401435852,0.11706139892339706,0.12136265635490417,0.3610039949417114,0.13302330672740936
class,0.16880196332931519,0.09942243248224258,0.15649771690368652,0.18696844577789307,0.14554058015346527,0.1634637415409088,0.1869632750749588,0.12829099595546722,0.12778934836387634
.,0.3567904531955719,0.18766599893569946,0.2546134889125824,0.4645031690597534,0.24619564414024353,0.22604712843894958,0.49257001280784607,0.17509925365447998,0.4130953550338745
