,around,roughly,how,many,students,enroll,yearly,in,creative,and,performing,arts,classes,?
students,0.2288268655538559,0.22320543229579926,0.25370386242866516,0.2713872492313385,1.0,0.6178560853004456,0.23813512921333313,0.2676171064376831,0.22684349119663239,0.28111961483955383,0.282662957906723,0.3262944519519806,0.4321373403072357,0.18017297983169556
to,0.3591267168521881,0.2705877423286438,0.44169697165489197,0.40243685245513916,0.2905822694301605,0.23693548142910004,0.23069515824317932,0.45010748505592346,0.27673864364624023,0.48971283435821533,0.2703278064727783,0.2388276606798172,0.2503586411476135,0.29463258385658264
study,0.18624502420425415,0.16833218932151794,0.2640102803707123,0.30255988240242004,0.4047432243824005,0.4012419283390045,0.18784596025943756,0.2875489294528961,0.18562424182891846,0.300253301858902,0.23307646811008453,0.285146027803421,0.2812157869338989,0.15902167558670044
the,0.40085816383361816,0.3095499873161316,0.33890387415885925,0.4335206151008606,0.25268980860710144,0.16546301543712616,0.3435767889022827,0.6662389636039734,0.1688297688961029,0.5171257257461548,0.299594521522522,0.23374557495117188,0.21469499170780182,0.22068053483963013
history,0.1763186901807785,0.12714922428131104,0.28613850474357605,0.2746841311454773,0.21847867965698242,0.2168077975511551,0.1961449384689331,0.29215577244758606,0.1725246161222458,0.23541007936000824,0.182272806763649,0.21148034930229187,0.16093279421329498,0.2501974403858185
of,0.3296394646167755,0.35703447461128235,0.2480744868516922,0.37253960967063904,0.25513339042663574,0.23127222061157227,0.29303279519081116,0.5696388483047485,0.25801882147789,0.5116966962814331,0.26357749104499817,0.29211288690567017,0.19099700450897217,0.1826142966747284
the,0.40085816383361816,0.3095499873161316,0.33890387415885925,0.4335206151008606,0.25268980860710144,0.16546301543712616,0.3435767889022827,0.6662389636039734,0.1688297688961029,0.5171257257461548,0.299594521522522,0.23374557495117188,0.21469499170780182,0.22068053483963013
arts,0.177724689245224,0.12768834829330444,0.1528770476579666,0.26020848751068115,0.3262944519519806,0.37300360202789307,0.2588925361633301,0.2445804625749588,0.3754975199699402,0.3013502061367035,0.4328736662864685,1.0000001192092896,0.2746123671531677,0.09471383690834045
",",0.3298884332180023,0.2276160717010498,0.22659391164779663,0.40610817074775696,0.26501646637916565,0.2468680739402771,0.23555438220500946,0.5201468467712402,0.21602694690227509,0.6633074283599854,0.26162925362586975,0.2528577744960785,0.26848307251930237,0.31091248989105225
stage,0.15231989324092865,0.09285163134336472,0.1827659159898758,0.19739125669002533,0.1022106483578682,0.14227548241615295,0.19937989115715027,0.2011467069387436,0.13229650259017944,0.17654182016849518,0.30403298139572144,0.07767853885889053,0.15591099858283997,0.14916576445102692
desire,0.07667706161737442,0.09661711752414703,0.29720908403396606,0.18143248558044434,0.1413251906633377,0.1798078715801239,0.13273048400878906,0.1546286642551422,0.23288559913635254,0.20454153418540955,0.09400996565818787,0.15043438971042633,0.16962791979312897,0.2773160934448242
",",0.3298884332180023,0.2276160717010498,0.22659391164779663,0.40610817074775696,0.26501646637916565,0.2468680739402771,0.23555438220500946,0.5201468467712402,0.21602694690227509,0.6633074283599854,0.26162925362586975,0.2528577744960785,0.26848307251930237,0.31091248989105225
or,0.2888059616088867,0.2518625557422638,0.3378981947898865,0.36905089020729065,0.21765491366386414,0.143495574593544,0.22927145659923553,0.3586423695087433,0.17171558737754822,0.4713204801082611,0.20283295214176178,0.13578090071678162,0.29647108912467957,0.32389625906944275
begin,0.3215760290622711,0.18413765728473663,0.2607715427875519,0.21831950545310974,0.2576056718826294,0.22461630403995514,0.19558997452259064,0.2903634011745453,0.15948741137981415,0.2599445581436157,0.1764548122882843,0.12240379303693771,0.19823430478572845,0.16177093982696533
working,0.22384028136730194,0.1350717842578888,0.27748700976371765,0.286085844039917,0.26996156573295593,0.2406405508518219,0.16558422148227692,0.3062970042228699,0.285389244556427,0.30510061979293823,0.33790889382362366,0.1980077475309372,0.2590133845806122,0.17154020071029663
with,0.3207509517669678,0.22231245040893555,0.3525622487068176,0.35744401812553406,0.17162418365478516,0.15377165377140045,0.2097683995962143,0.4080928862094879,0.21392011642456055,0.5477725267410278,0.3118389844894409,0.19973041117191315,0.19796571135520935,0.2433311939239502
sculpture,0.22363142669200897,0.16157197952270508,0.13589592278003693,0.26014846563339233,0.1747264862060547,0.1982460618019104,0.2025153934955597,0.23036405444145203,0.28507769107818604,0.2538686692714691,0.2500052750110626,0.3816501498222351,0.0928424820303917,0.1571214497089386
.,0.3712388277053833,0.2728807330131531,0.3287222981452942,0.3974229395389557,0.2607303857803345,0.22353823482990265,0.2410760521888733,0.5591574311256409,0.21247921884059906,0.588965117931366,0.2591418921947479,0.2217400074005127,0.24851149320602417,0.4130953550338745
