,according,to,the,umc,",",persons,who,are,addicted,to,pornography,have,altered,perceptions,of,whom,?
",",0.3107093870639801,0.44245919585227966,0.4933079481124878,0.1953766793012619,1.0000001192092896,0.28469589352607727,0.3365725874900818,0.4062570035457611,0.22184211015701294,0.44245919585227966,0.25669875741004944,0.3541618287563324,0.26491186022758484,0.24212439358234406,0.4946078956127167,0.25587570667266846,0.31091248989105225
relationships,0.22241254150867462,0.24882912635803223,0.21583695709705353,0.14410299062728882,0.23186442255973816,0.2840454876422882,0.25385087728500366,0.2517375648021698,0.29457077383995056,0.24882912635803223,0.3470955491065979,0.33141717314720154,0.17012083530426025,0.3842742145061493,0.25304844975471497,0.29254934191703796,0.14081478118896484
with,0.25230053067207336,0.4239959120750427,0.4223487675189972,0.11891178786754608,0.4120737314224243,0.29225972294807434,0.3282766342163086,0.38996943831443787,0.25745755434036255,0.4239959120750427,0.10665491968393326,0.48046383261680603,0.2394496202468872,0.24358412623405457,0.41827285289764404,0.3374587297439575,0.2433311939239502
parishioners,0.24529018998146057,0.3358151614665985,0.330160915851593,0.19998273253440857,0.32684144377708435,0.3730986416339874,0.30258238315582275,0.382877916097641,0.24428097903728485,0.3358151614665985,0.2802170217037201,0.3415653109550476,0.18838824331760406,0.33040159940719604,0.33721116185188293,0.2933723032474518,0.171234130859375
and,0.30645591020584106,0.48971283435821533,0.5171257257461548,0.21982228755950928,0.6633074283599854,0.29368460178375244,0.41279885172843933,0.48576638102531433,0.25085580348968506,0.48971283435821533,0.1986406296491623,0.4711785912513733,0.23703137040138245,0.2797553837299347,0.5116966962814331,0.3148667514324188,0.20544172823429108
family,0.13573987782001495,0.21285007894039154,0.2394849956035614,0.12714217603206635,0.22142739593982697,0.19626682996749878,0.23428858816623688,0.19916178286075592,0.18864375352859497,0.21285007894039154,0.09857412427663803,0.15777942538261414,0.07877503335475922,0.0907793715596199,0.1893671154975891,0.2808436155319214,0.15222905576229095
",",0.3107093870639801,0.44245919585227966,0.4933079481124878,0.1953766793012619,1.0000001192092896,0.28469589352607727,0.3365725874900818,0.4062570035457611,0.22184211015701294,0.44245919585227966,0.25669875741004944,0.3541618287563324,0.26491186022758484,0.24212439358234406,0.4946078956127167,0.25587570667266846,0.31091248989105225
and,0.30645591020584106,0.48971283435821533,0.5171257257461548,0.21982228755950928,0.6633074283599854,0.29368460178375244,0.41279885172843933,0.48576638102531433,0.25085580348968506,0.48971283435821533,0.1986406296491623,0.4711785912513733,0.23703137040138245,0.2797553837299347,0.5116966962814331,0.3148667514324188,0.20544172823429108
their,0.22182291746139526,0.44619059562683105,0.516537070274353,0.14077533781528473,0.3045167922973633,0.2909320294857025,0.3767721951007843,0.46887820959091187,0.2536942660808563,0.44619059562683105,0.17108337581157684,0.523270845413208,0.27140137553215027,0.2883067727088928,0.4329940676689148,0.28026002645492554,0.1898253709077835
perceptions,0.1969853639602661,0.21668949723243713,0.2202175408601761,0.07244878262281418,0.24212439358234406,0.3044814169406891,0.16853053867816925,0.30092594027519226,0.24717110395431519,0.21668949723243713,0.23304888606071472,0.3401394784450531,0.27204373478889465,1.0000001192092896,0.24313172698020935,0.16229386627674103,0.147738978266716
of,0.3307822346687317,0.41548454761505127,0.733189046382904,0.18128293752670288,0.4946078956127167,0.3095638155937195,0.2827862501144409,0.39081433415412903,0.16449566185474396,0.41548454761505127,0.11324459314346313,0.3802283704280853,0.29888656735420227,0.24313172698020935,1.0,0.2070929855108261,0.1826142966747284
girls,0.07159945368766785,0.2066660225391388,0.20540733635425568,0.3044843375682831,0.21734729409217834,0.2633197009563446,0.26822036504745483,0.21457646787166595,0.23061665892601013,0.2066660225391388,0.29718971252441406,0.22020484507083893,0.15606392920017242,0.1714664101600647,0.17522835731506348,0.15811870992183685,0.1302518993616104
and,0.30645591020584106,0.48971283435821533,0.5171257257461548,0.21982228755950928,0.6633074283599854,0.29368460178375244,0.41279885172843933,0.48576638102531433,0.25085580348968506,0.48971283435821533,0.1986406296491623,0.4711785912513733,0.23703137040138245,0.2797553837299347,0.5116966962814331,0.3148667514324188,0.20544172823429108
women,0.19514115154743195,0.24881750345230103,0.279754102230072,0.34567075967788696,0.18865817785263062,0.3848973512649536,0.3193221390247345,0.20756962895393372,0.19152604043483734,0.24881750345230103,0.27275896072387695,0.23165501654148102,0.10445891320705414,0.12098599225282669,0.22431409358978271,0.1998145580291748,0.1616753786802292
.,0.29052162170410156,0.4645031690597534,0.5934505462646484,0.23154163360595703,0.6812511086463928,0.23354844748973846,0.3541337847709656,0.3452940285205841,0.2402164489030838,0.4645031690597534,0.17727874219417572,0.41614407300949097,0.28807199001312256,0.20417892932891846,0.5352458953857422,0.26115289330482483,0.4130953550338745
'',0.06436512619256973,-0.009905828163027763,0.041273195296525955,0.10930682718753815,-0.037358131259679794,0.04131089150905609,0.024401003494858742,0.0263817198574543,0.05147414654493332,-0.009905828163027763,0.007608215324580669,0.0312618687748909,0.10441162437200546,0.031032420694828033,0.13035868108272552,-0.006111889611929655,0.018684765323996544
