,where,can,the,entire,sedimentary,sequence,of,the,grand,canyon,be,seen,in,less,than,the,length,of,a,meter,?
there,0.5016061663627625,0.36423051357269287,0.47025805711746216,0.21446560323238373,0.23627375066280365,0.16250385344028473,0.44397735595703125,0.47025805711746216,0.15419508516788483,0.12541289627552032,0.41019052267074585,0.33816251158714294,0.5361666083335876,0.36695441603660583,0.4433900713920593,0.47025805711746216,0.2258908450603485,0.44397735595703125,0.4214206337928772,0.21067701280117035,0.29405656456947327
is,0.3586711287498474,0.44256699085235596,0.5823672413825989,0.31832677125930786,0.2035568505525589,0.19034716486930847,0.4854315221309662,0.5823672413825989,0.212590292096138,0.13874439895153046,0.4819129705429077,0.2670730948448181,0.5394441485404968,0.3123510479927063,0.2839990258216858,0.5823672413825989,0.2527557909488678,0.4854315221309662,0.658733606338501,0.19386528432369232,0.22961433231830597
a,0.40997210144996643,0.3915780484676361,0.5829201340675354,0.3950728178024292,0.22127015888690948,0.25027644634246826,0.5052502155303955,0.5829201340675354,0.22816790640354156,0.1646009087562561,0.39883795380592346,0.26090866327285767,0.539380669593811,0.3475147485733032,0.3126874566078186,0.5829201340675354,0.2569684684276581,0.5052502155303955,1.0,0.2590327858924866,0.23916715383529663
location,0.3471813499927521,0.186631977558136,0.351087361574173,0.22424274682998657,0.15076135098934174,0.13090360164642334,0.28702232241630554,0.351087361574173,0.19576908648014069,0.14197109639644623,0.2322239875793457,0.1908138543367386,0.3397608697414398,0.1141025573015213,0.1578434258699417,0.351087361574173,0.16751351952552795,0.28702232241630554,0.22079749405384064,0.14010600745677948,0.15759775042533875
within,0.3611587882041931,0.27913734316825867,0.39827480912208557,0.4372791051864624,0.20324741303920746,0.24854406714439392,0.39594778418540955,0.39827480912208557,0.161846324801445,0.10851648449897766,0.29054832458496094,0.1940719038248062,0.40576374530792236,0.3275868892669678,0.27742239832878113,0.39827480912208557,0.19784674048423767,0.39594778418540955,0.3858051896095276,0.13578681647777557,0.1870293766260147
the,0.5003893971443176,0.312528520822525,1.0,0.4870373010635376,0.2576860189437866,0.2635619342327118,0.733189046382904,1.0,0.305169016122818,0.2146432101726532,0.4248143136501312,0.3442007005214691,0.6662389636039734,0.29185041785240173,0.3227543234825134,1.0,0.26581600308418274,0.733189046382904,0.5829201340675354,0.23778070509433746,0.22068053483963013
maria,0.12520430982112885,0.09342348575592041,0.15531538426876068,0.07251979410648346,0.2180398851633072,0.11364401876926422,0.2167290449142456,0.15531538426876068,0.2566317617893219,0.13372212648391724,0.14040841162204742,0.13252899050712585,0.20570816099643707,0.09196456521749496,0.10476171970367432,0.15531538426876068,0.08102233707904816,0.2167290449142456,0.13210056722164154,0.14308102428913116,0.16458186507225037
fold,0.1565243899822235,0.28799739480018616,0.23058684170246124,0.25943559408187866,0.36008381843566895,0.2587660253047943,0.18976564705371857,0.23058684170246124,0.10272040963172913,0.19161877036094666,0.1989251673221588,0.19844937324523926,0.10731913149356842,0.18628235161304474,0.14700931310653687,0.23058684170246124,0.20300132036209106,0.18976564705371857,0.22258520126342773,0.05261768400669098,0.15325814485549927
and,0.43859338760375977,0.3675691485404968,0.5171257257461548,0.3080313205718994,0.30291467905044556,0.1929190307855606,0.5116966962814331,0.5171257257461548,0.24639178812503815,0.1925555169582367,0.41766801476478577,0.2522655725479126,0.4954058527946472,0.35327455401420593,0.39361441135406494,0.5171257257461548,0.19754090905189514,0.5116966962814331,0.3739250600337982,0.15593895316123962,0.20544172823429108
thrust,0.19904249906539917,0.29884886741638184,0.28476181626319885,0.2075633555650711,0.2933709919452667,0.20429296791553497,0.17752546072006226,0.28476181626319885,0.14108502864837646,0.3207826018333435,0.21650327742099762,0.16729769110679626,0.17720508575439453,0.27589693665504456,0.28562426567077637,0.28476181626319885,0.31996870040893555,0.17752546072006226,0.2908261716365814,0.266349196434021,0.1531757265329361
belt,0.21962298452854156,0.11740080267190933,0.23734842240810394,0.2193118929862976,0.20226961374282837,0.21685416996479034,0.1771564930677414,0.23734842240810394,0.12450460344552994,0.18778780102729797,0.13419729471206665,0.14646238088607788,0.18282254040241241,0.163406103849411,0.18289396166801453,0.23734842240810394,0.16543665528297424,0.1771564930677414,0.24826274812221527,0.18237116932868958,0.16518241167068481
in,0.5344807505607605,0.26527702808380127,0.6662389636039734,0.3347092568874359,0.23285479843616486,0.1686658412218094,0.5696388483047485,0.6662389636039734,0.24767720699310303,0.17905303835868835,0.3481820821762085,0.28402701020240784,1.0,0.2661931812763214,0.3270052373409271,0.6662389636039734,0.1989525854587555,0.5696388483047485,0.539380669593811,0.19753998517990112,0.20430970191955566
which,0.5477990508079529,0.41132649779319763,0.6521818041801453,0.4753628671169281,0.3548518121242523,0.34560152888298035,0.5011631846427917,0.6521818041801453,0.20318171381950378,0.21336202323436737,0.476310670375824,0.29451611638069153,0.4840516746044159,0.41259074211120605,0.3974681496620178,0.6521818041801453,0.26713311672210693,0.5011631846427917,0.56894451379776,0.2654546797275543,0.25814583897590637
the,0.5003893971443176,0.312528520822525,1.0,0.4870373010635376,0.2576860189437866,0.2635619342327118,0.733189046382904,1.0,0.305169016122818,0.2146432101726532,0.4248143136501312,0.3442007005214691,0.6662389636039734,0.29185041785240173,0.3227543234825134,1.0,0.26581600308418274,0.733189046382904,0.5829201340675354,0.23778070509433746,0.22068053483963013
entire,0.29618456959724426,0.22104480862617493,0.4870373010635376,1.0,0.2413945496082306,0.23439741134643555,0.3766143023967743,0.4870373010635376,0.1314285844564438,0.1793638914823532,0.28462302684783936,0.24540278315544128,0.3347092568874359,0.29056525230407715,0.3076160252094269,0.4870373010635376,0.2673020362854004,0.3766143023967743,0.3950728178024292,0.19944430887699127,0.17068447172641754
sedimentary,0.20062154531478882,0.18778736889362335,0.2576860189437866,0.2413945496082306,1.0,0.30563151836395264,0.30878832936286926,0.2576860189437866,0.12208463996648788,0.30381864309310913,0.27282798290252686,0.22196097671985626,0.23285479843616486,0.21836131811141968,0.199297234416008,0.2576860189437866,0.2488330751657486,0.30878832936286926,0.22127015888690948,0.23844598233699799,0.1575118452310562
sequence,0.18379876017570496,0.20705975592136383,0.2635619342327118,0.23439741134643555,0.30563151836395264,1.0,0.20772917568683624,0.2635619342327118,0.11945954710245132,0.11468684673309326,0.26251888275146484,0.25254103541374207,0.1686658412218094,0.16820597648620605,0.18590880930423737,0.2635619342327118,0.2215457260608673,0.20772917568683624,0.25027644634246826,0.18097248673439026,0.1508881151676178
of,0.38066378235816956,0.2603091299533844,0.733189046382904,0.3766143023967743,0.30878832936286926,0.20772917568683624,1.0,0.733189046382904,0.27195852994918823,0.18813416361808777,0.33904364705085754,0.28639769554138184,0.5696388483047485,0.30836719274520874,0.33036211133003235,0.733189046382904,0.22847424447536469,1.0,0.5052502155303955,0.15751634538173676,0.1826142966747284
the,0.5003893971443176,0.312528520822525,1.0,0.4870373010635376,0.2576860189437866,0.2635619342327118,0.733189046382904,1.0,0.305169016122818,0.2146432101726532,0.4248143136501312,0.3442007005214691,0.6662389636039734,0.29185041785240173,0.3227543234825134,1.0,0.26581600308418274,0.733189046382904,0.5829201340675354,0.23778070509433746,0.22068053483963013
grand,0.14345501363277435,0.13287049531936646,0.305169016122818,0.1314285844564438,0.12208463996648788,0.11945954710245132,0.27195852994918823,0.305169016122818,0.9999999403953552,0.3384842276573181,0.1619567722082138,0.12740126252174377,0.24767720699310303,0.09299223124980927,0.09294825792312622,0.305169016122818,0.09763436764478683,0.27195852994918823,0.22816790640354156,0.13372687995433807,0.1168735921382904
canyon,0.15693378448486328,0.14240433275699615,0.2146432101726532,0.1793638914823532,0.30381864309310913,0.11468684673309326,0.18813416361808777,0.2146432101726532,0.3384842276573181,1.0000001192092896,0.15473122894763947,0.18538790941238403,0.17905303835868835,0.13547395169734955,0.1870831698179245,0.2146432101726532,0.17058232426643372,0.18813416361808777,0.1646009087562561,0.12510809302330017,0.12859754264354706
can,0.3773181736469269,1.0,0.312528520822525,0.22104480862617493,0.18778736889362335,0.20705975592136383,0.2603091299533844,0.312528520822525,0.13287049531936646,0.14240433275699615,0.5791122913360596,0.3486579656600952,0.26527702808380127,0.36721277236938477,0.3532506823539734,0.312528520822525,0.22775670886039734,0.2603091299533844,0.3915780484676361,0.2242247611284256,0.3226337134838104
be,0.3651217818260193,0.5791122913360596,0.4248143136501312,0.28462302684783936,0.27282798290252686,0.26251888275146484,0.33904364705085754,0.4248143136501312,0.1619567722082138,0.15473122894763947,1.0,0.37386253476142883,0.3481820821762085,0.4184514582157135,0.46516597270965576,0.4248143136501312,0.26603373885154724,0.33904364705085754,0.39883795380592346,0.21345043182373047,0.3324260413646698
seen,0.25857648253440857,0.3486579656600952,0.3442007005214691,0.24540278315544128,0.22196097671985626,0.25254103541374207,0.28639769554138184,0.3442007005214691,0.12740126252174377,0.18538790941238403,0.37386253476142883,1.0,0.28402701020240784,0.296426922082901,0.3176713287830353,0.3442007005214691,0.16457781195640564,0.28639769554138184,0.26090866327285767,0.22844134271144867,0.2567344307899475
over,0.33514800667762756,0.3160167336463928,0.39856547117233276,0.4200308918952942,0.21690501272678375,0.19276350736618042,0.36136594414711,0.39856547117233276,0.16931657493114471,0.26998937129974365,0.27136483788490295,0.2886390686035156,0.3605569899082184,0.38606342673301697,0.4074564576148987,0.39856547117233276,0.23306074738502502,0.36136594414711,0.32199642062187195,0.17636442184448242,0.25742942094802856
a,0.40997210144996643,0.3915780484676361,0.5829201340675354,0.3950728178024292,0.22127015888690948,0.25027644634246826,0.5052502155303955,0.5829201340675354,0.22816790640354156,0.1646009087562561,0.39883795380592346,0.26090866327285767,0.539380669593811,0.3475147485733032,0.3126874566078186,0.5829201340675354,0.2569684684276581,0.5052502155303955,1.0,0.2590327858924866,0.23916715383529663
length,0.17323808372020721,0.22775670886039734,0.26581600308418274,0.2673020362854004,0.2488330751657486,0.2215457260608673,0.22847424447536469,0.26581600308418274,0.09763436764478683,0.17058232426643372,0.26603373885154724,0.16457781195640564,0.1989525854587555,0.26300302147865295,0.25221407413482666,0.26581600308418274,1.0,0.22847424447536469,0.2569684684276581,0.30272871255874634,0.16668567061424255
of,0.38066378235816956,0.2603091299533844,0.733189046382904,0.3766143023967743,0.30878832936286926,0.20772917568683624,1.0,0.733189046382904,0.27195852994918823,0.18813416361808777,0.33904364705085754,0.28639769554138184,0.5696388483047485,0.30836719274520874,0.33036211133003235,0.733189046382904,0.22847424447536469,1.0,0.5052502155303955,0.15751634538173676,0.1826142966747284
less,0.25396642088890076,0.36721277236938477,0.29185041785240173,0.29056525230407715,0.21836131811141968,0.16820597648620605,0.30836719274520874,0.29185041785240173,0.09299223124980927,0.13547395169734955,0.4184514582157135,0.296426922082901,0.2661931812763214,1.0,0.7410463690757751,0.29185041785240173,0.26300302147865295,0.30836719274520874,0.3475147485733032,0.15104490518569946,0.22418740391731262
than,0.2726525366306305,0.3532506823539734,0.3227543234825134,0.3076160252094269,0.199297234416008,0.18590880930423737,0.33036211133003235,0.3227543234825134,0.09294825792312622,0.1870831698179245,0.46516597270965576,0.3176713287830353,0.3270052373409271,0.7410463690757751,1.0,0.3227543234825134,0.25221407413482666,0.33036211133003235,0.3126874566078186,0.22870975732803345,0.24917294085025787
a,0.40997210144996643,0.3915780484676361,0.5829201340675354,0.3950728178024292,0.22127015888690948,0.25027644634246826,0.5052502155303955,0.5829201340675354,0.22816790640354156,0.1646009087562561,0.39883795380592346,0.26090866327285767,0.539380669593811,0.3475147485733032,0.3126874566078186,0.5829201340675354,0.2569684684276581,0.5052502155303955,1.0,0.2590327858924866,0.23916715383529663
meter,0.2399880588054657,0.2242247611284256,0.23778070509433746,0.19944430887699127,0.23844598233699799,0.18097248673439026,0.15751634538173676,0.23778070509433746,0.13372687995433807,0.12510809302330017,0.21345043182373047,0.22844134271144867,0.19753998517990112,0.15104490518569946,0.22870975732803345,0.23778070509433746,0.30272871255874634,0.15751634538173676,0.2590327858924866,1.0,0.13187071681022644
.,0.41390106081962585,0.35783761739730835,0.5934505462646484,0.31781989336013794,0.22532618045806885,0.1729068011045456,0.5352458953857422,0.5934505462646484,0.22995266318321228,0.1606392115354538,0.4383580684661865,0.30320122838020325,0.5591574311256409,0.32668155431747437,0.3594527542591095,0.5934505462646484,0.2983158230781555,0.5352458953857422,0.50484299659729,0.16144520044326782,0.4130953550338745
