,what,two,governors,agreed,to,a,truce,to,protect,their,young,colonies,?
to,0.455847829580307,0.3343428373336792,0.197679340839386,0.35596710443496704,1.0,0.45503583550453186,0.2638852298259735,1.0,0.3276433050632477,0.44619059562683105,0.22202858328819275,0.2835637629032135,0.29463258385658264
keep,0.3147064745426178,0.21745729446411133,0.15885399281978607,0.26422885060310364,0.31550586223602295,0.24626319110393524,0.2356223464012146,0.31550586223602295,0.3887268304824829,0.27155911922454834,0.11424358189105988,0.1863202601671219,0.2537146508693695
the,0.42745697498321533,0.43858039379119873,0.26603612303733826,0.24722334742546082,0.535392165184021,0.5829201340675354,0.2618107199668884,0.535392165184021,0.2559677064418793,0.516537070274353,0.2729646563529968,0.30451729893684387,0.22068053483963013
young,0.18808799982070923,0.21173395216464996,0.14599834382534027,0.16335533559322357,0.22202858328819275,0.2628135085105896,0.19078847765922546,0.22202858328819275,0.1932801455259323,0.30538198351860046,1.0,0.15097516775131226,0.14931946992874146
colonies,0.20822033286094666,0.2085077464580536,0.3760392367839813,0.23202131688594818,0.2835637629032135,0.20623989403247833,0.22442883253097534,0.2835637629032135,0.21370580792427063,0.3025033473968506,0.15097516775131226,1.0,0.07886616140604019
out,0.3633197546005249,0.2987716495990753,0.15056297183036804,0.22873644530773163,0.42386990785598755,0.34264278411865234,0.24843624234199524,0.42386990785598755,0.24173308908939362,0.34232497215270996,0.22139596939086914,0.21905915439128876,0.22020699083805084
of,0.33290785551071167,0.37726253271102905,0.29726311564445496,0.24395716190338135,0.41548454761505127,0.5052502155303955,0.25842639803886414,0.41548454761505127,0.19880573451519012,0.4329940676689148,0.28555598855018616,0.2890703082084656,0.1826142966747284
direct,0.26271191239356995,0.20330843329429626,0.14704076945781708,0.21986088156700134,0.3420579433441162,0.27544090151786804,0.10689611732959747,0.3420579433441162,0.18347495794296265,0.20902881026268005,0.16326725482940674,0.15013279020786285,0.18476411700248718
hostilities,0.21486833691596985,0.25336024165153503,0.2633388936519623,0.27730175852775574,0.27119016647338867,0.1754525750875473,0.4365750551223755,0.27119016647338867,0.25028687715530396,0.2700313329696655,0.13403178751468658,0.39370161294937134,0.14715032279491425
.,0.3567904531955719,0.3524959683418274,0.23722290992736816,0.2463553100824356,0.4645031690597534,0.50484299659729,0.23780767619609833,0.4645031690597534,0.2567919194698334,0.34427863359451294,0.28293347358703613,0.27309566736221313,0.4130953550338745
