,what,does,someone,who,completes,the,initial,teacher,education,(,ite,),program,get,?
by,0.2455483376979828,0.143477201461792,0.21211211383342743,0.39727845788002014,0.24770966172218323,0.4408751428127289,0.23085512220859528,0.16136689484119415,0.18719787895679474,0.20696312189102173,0.1441688984632492,0.2151763141155243,0.19954828917980194,0.2411126047372818,0.17966607213020325
the,0.42745697498321533,0.35928019881248474,0.2575405538082123,0.3733934462070465,0.3362879753112793,1.0,0.29837024211883545,0.17760860919952393,0.23982903361320496,0.33289089798927307,0.2624794542789459,0.3456730246543884,0.22986935079097748,0.29667025804519653,0.22068053483963013
gtcs,0.2213207185268402,0.2394043505191803,0.18150471150875092,0.0741519033908844,0.1672736555337906,0.22402426600456238,0.220922589302063,0.06686590611934662,0.18067209422588348,0.2519541084766388,0.21636779606342316,0.23530973494052887,0.26690301299095154,0.2136739194393158,0.2860548794269562
which,0.5261979103088379,0.39111801981925964,0.3639863431453705,0.3688730001449585,0.31061792373657227,0.6521818041801453,0.350980281829834,0.1306145042181015,0.1723235547542572,0.2589828372001648,0.28262296319007874,0.2758678197860718,0.3116832673549652,0.3393840193748474,0.25814583897590637
is,0.28837618231773376,0.4403602182865143,0.2935047447681427,0.24293622374534607,0.25528210401535034,0.5823672413825989,0.16745871305465698,0.2001669555902481,0.18778188526630402,0.35393038392066956,0.2552404999732971,0.37732169032096863,0.17881494760513306,0.29207053780555725,0.22961433231830597
raised,0.12998360395431519,0.1603728085756302,0.13753046095371246,0.17848792672157288,0.0033826676663011312,0.2089216411113739,0.15082447230815887,0.2799726128578186,0.28627172112464905,0.20067022740840912,0.03871237486600876,0.18451084196567535,0.0241987407207489,0.15242183208465576,0.1332261711359024
to,0.455847829580307,0.4391997456550598,0.38986673951148987,0.42656609416007996,0.2702055275440216,0.535392165184021,0.2564111649990082,0.1991342306137085,0.2626708149909973,0.30882009863853455,0.3090605139732361,0.31236231327056885,0.23681028187274933,0.4388369917869568,0.29463258385658264
``,0.008517155423760414,0.06539655476808548,0.08897601813077927,0.02397952415049076,-0.011267011053860188,0.029072100296616554,0.09197677671909332,0.07266681641340256,-0.011880283243954182,0.15585018694400787,0.10957083851099014,0.1698397845029831,-0.09706025570631027,0.035047225654125214,0.0685480609536171
full,0.20298334956169128,0.2477594017982483,0.19647499918937683,0.18801523745059967,0.3380588889122009,0.2988807260990143,0.2915278673171997,0.19307741522789001,0.1139669269323349,0.1530357152223587,0.1173856183886528,0.16275009512901306,0.14345906674861908,0.21685974299907684,0.168479785323143
registration,0.23976002633571625,0.2050658017396927,0.2631065249443054,0.23658575117588043,0.13461992144584656,0.2935751974582672,0.26535502076148987,0.19516807794570923,0.3109924793243408,0.18102999031543732,0.2731391191482544,0.17250527441501617,0.29783955216407776,0.17980849742889404,0.22754761576652527
'',0.08143015950918198,-0.004023602232336998,-0.007682050112634897,0.024401003494858742,-0.05651811882853508,0.041273195296525955,-0.019325068220496178,-0.0015530947130173445,0.04156254976987839,-0.022970275953412056,-0.0029587990138679743,-0.028269650414586067,0.004721565172076225,-0.03981677442789078,0.018684765323996544
status,0.1975356787443161,0.19516831636428833,0.1937326192855835,0.16934463381767273,0.1041186973452568,0.23601171374320984,0.20279450714588165,0.10698190331459045,0.24898098409175873,0.2030869871377945,0.16270731389522552,0.2058771550655365,0.17526693642139435,0.23492681980133057,0.16403266787528992
after,0.21973377466201782,0.18596531450748444,0.21799209713935852,0.32549580931663513,0.300581693649292,0.4565047025680542,0.34611430764198303,0.21123147010803223,0.14603817462921143,0.2132600098848343,0.2652970254421234,0.24162524938583374,0.20372994244098663,0.2533630430698395,0.16608688235282898
a,0.3320399522781372,0.38201746344566345,0.4145890474319458,0.36608949303627014,0.27751031517982483,0.5829201340675354,0.2933337092399597,0.31202319264411926,0.21779850125312805,0.3206180930137634,0.2580206096172333,0.3640355169773102,0.2779408395290375,0.27948489785194397,0.23916715383529663
year,0.15184831619262695,0.16000528633594513,0.15148833394050598,0.2851492762565613,0.1557714343070984,0.3609684407711029,0.14469434320926666,0.17134574055671692,0.18821442127227783,0.2556702494621277,0.19101843237876892,0.24282371997833252,0.17092710733413696,0.20975780487060547,0.18315006792545319
if,0.5277165174484253,0.4740144908428192,0.5409966707229614,0.3758285641670227,0.18510186672210693,0.33724796772003174,0.34561190009117126,0.1576491892337799,0.16570141911506653,0.26899856328964233,0.2547399401664734,0.2878422141075134,0.24393770098686218,0.5463786721229553,0.4441644251346588
there,0.35085538029670715,0.2930194139480591,0.28172364830970764,0.2844357192516327,0.16800324618816376,0.47025805711746216,0.21807201206684113,0.16854271292686462,0.12745074927806854,0.22351126372814178,0.18898464739322662,0.24042794108390808,0.1529524326324463,0.2848747670650482,0.29405656456947327
is,0.28837618231773376,0.4403602182865143,0.2935047447681427,0.24293622374534607,0.25528210401535034,0.5823672413825989,0.16745871305465698,0.2001669555902481,0.18778188526630402,0.35393038392066956,0.2552404999732971,0.37732169032096863,0.17881494760513306,0.29207053780555725,0.22961433231830597
sufficient,0.34977179765701294,0.39970093965530396,0.3535410165786743,0.21024085581302643,0.204750657081604,0.27501294016838074,0.403249591588974,0.09533452987670898,0.19308030605316162,0.22023127973079681,0.2193920612335205,0.21213223040103912,0.22178798913955688,0.29463306069374084,0.2950035035610199
evidence,0.33425694704055786,0.2606262266635895,0.2857973873615265,0.22911369800567627,0.16426892578601837,0.25031140446662903,0.2927769124507904,0.0921872928738594,0.1703147292137146,0.16581296920776367,0.19913983345031738,0.17992821335792542,0.09881012886762619,0.1501830667257309,0.24151235818862915
to,0.455847829580307,0.4391997456550598,0.38986673951148987,0.42656609416007996,0.2702055275440216,0.535392165184021,0.2564111649990082,0.1991342306137085,0.2626708149909973,0.30882009863853455,0.3090605139732361,0.31236231327056885,0.23681028187274933,0.4388369917869568,0.29463258385658264
show,0.29653704166412354,0.19734367728233337,0.22828321158885956,0.2095358669757843,0.12861159443855286,0.319829523563385,0.21316243708133698,0.17479540407657623,0.1256083846092224,0.21963447332382202,0.10855628550052643,0.22110877931118011,0.3490089774131775,0.27976110577583313,0.2520138621330261
that,0.6297725439071655,0.4764937460422516,0.47597742080688477,0.45444270968437195,0.23672355711460114,0.5473989248275757,0.3260990381240845,0.1985531747341156,0.1599552482366562,0.2264307141304016,0.28596580028533936,0.23478686809539795,0.33504533767700195,0.3748580515384674,0.32716336846351624
the,0.42745697498321533,0.35928019881248474,0.2575405538082123,0.3733934462070465,0.3362879753112793,1.0,0.29837024211883545,0.17760860919952393,0.23982903361320496,0.33289089798927307,0.2624794542789459,0.3456730246543884,0.22986935079097748,0.29667025804519653,0.22068053483963013
``,0.008517155423760414,0.06539655476808548,0.08897601813077927,0.02397952415049076,-0.011267011053860188,0.029072100296616554,0.09197677671909332,0.07266681641340256,-0.011880283243954182,0.15585018694400787,0.10957083851099014,0.1698397845029831,-0.09706025570631027,0.035047225654125214,0.0685480609536171
standard,0.22809998691082,0.24575825035572052,0.2148118019104004,0.14485232532024384,0.11581830680370331,0.29008856415748596,0.26536422967910767,0.1608148068189621,0.19984884560108185,0.2616095244884491,0.15212227404117584,0.24327416718006134,0.17721359431743622,0.20082110166549683,0.17029257118701935
for,0.3017193675041199,0.35159170627593994,0.31841790676116943,0.37110671401023865,0.21443577110767365,0.4739971458911896,0.2634814977645874,0.23373261094093323,0.27265021204948425,0.3357032239437103,0.14413855969905853,0.3639558255672455,0.29441335797309875,0.342695415019989,0.264628142118454
full,0.20298334956169128,0.2477594017982483,0.19647499918937683,0.18801523745059967,0.3380588889122009,0.2988807260990143,0.2915278673171997,0.19307741522789001,0.1139669269323349,0.1530357152223587,0.1173856183886528,0.16275009512901306,0.14345906674861908,0.21685974299907684,0.168479785323143
registration,0.23976002633571625,0.2050658017396927,0.2631065249443054,0.23658575117588043,0.13461992144584656,0.2935751974582672,0.26535502076148987,0.19516807794570923,0.3109924793243408,0.18102999031543732,0.2731391191482544,0.17250527441501617,0.29783955216407776,0.17980849742889404,0.22754761576652527
'',0.08143015950918198,-0.004023602232336998,-0.007682050112634897,0.024401003494858742,-0.05651811882853508,0.041273195296525955,-0.019325068220496178,-0.0015530947130173445,0.04156254976987839,-0.022970275953412056,-0.0029587990138679743,-0.028269650414586067,0.004721565172076225,-0.03981677442789078,0.018684765323996544
has,0.20338068902492523,0.42885294556617737,0.2291460633277893,0.2558172643184662,0.24112474918365479,0.4177538752555847,0.2079056352376938,0.16918911039829254,0.19203995168209076,0.2498389035463333,0.15081799030303955,0.26944878697395325,0.17371469736099243,0.2707526683807373,0.15994466841220856
been,0.2567804455757141,0.22925697267055511,0.29527536034584045,0.3295723795890808,0.2169334888458252,0.3563927710056305,0.22980603575706482,0.149984672665596,0.1519710272550583,0.1755061000585556,0.1779002994298935,0.1854540854692459,0.1920948028564453,0.3154880702495575,0.24354910850524902
met,0.2157946228981018,0.14605674147605896,0.12490537017583847,0.32960283756256104,0.1601599007844925,0.2303115278482437,0.09862124919891357,0.3661209046840668,0.1975698173046112,0.17906036972999573,0.11038166284561157,0.16746267676353455,0.15957102179527283,0.24706071615219116,0.13848096132278442
.,0.3567904531955719,0.3022993505001068,0.24185851216316223,0.3541337847709656,0.23392269015312195,0.5934505462646484,0.24195235967636108,0.225234717130661,0.27047446370124817,0.5072786808013916,0.2066136598587036,0.5363735556602478,0.18964338302612305,0.39392393827438354,0.4130953550338745
