,what,did,the,v,&,a,present,in,july,1973,as,part,of,its,youth,outreach,programme,?
became,0.1434093862771988,0.3632316589355469,0.36325156688690186,0.11148901283740997,0.1489066630601883,0.28774285316467285,0.09832096844911575,0.31047213077545166,0.2311512678861618,-0.1129518449306488,0.3482101261615753,0.26536715030670166,0.3638904094696045,0.24712269008159637,0.23131722211837769,0.18839985132217407,0.17091995477676392,0.11374033987522125
the,0.42745697498321533,0.34736719727516174,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.2829846143722534,0.6662389636039734,0.2371699959039688,-0.22297891974449158,0.48381632566452026,0.527681291103363,0.733189046382904,0.559237003326416,0.26209625601768494,0.2691081166267395,0.23601844906806946,0.22068053483963013
first,0.28086137771606445,0.33691170811653137,0.49448907375335693,0.22899948060512543,0.10695473104715347,0.4287874400615692,0.2340514212846756,0.4127444326877594,0.3069908618927002,-0.17872902750968933,0.33842000365257263,0.2607765197753906,0.3536086082458496,0.26377397775650024,0.24937598407268524,0.17777255177497864,0.3004976212978363,0.18701928853988647
museum,0.1771627515554428,0.14870306849479675,0.24861779808998108,0.07561434060335159,0.18110838532447815,0.14725451171398163,0.1676148623228073,0.2407650351524353,0.14916439354419708,-0.12247729301452637,0.15384963154792786,0.2040945291519165,0.23314370214939117,0.18129056692123413,0.10592591017484665,0.22461305558681488,0.15601053833961487,0.14128351211547852
in,0.30808621644973755,0.2593238651752472,0.6662389636039734,0.15216681361198425,0.1358654648065567,0.539380669593811,0.23905439674854279,1.0,0.26500701904296875,-0.18588787317276,0.3887844979763031,0.4499994218349457,0.5696388483047485,0.3793783485889435,0.271285742521286,0.19642440974712372,0.249719500541687,0.20430970191955566
britain,0.24206450581550598,0.23567047715187073,0.29784059524536133,0.17508196830749512,0.14032991230487823,0.18575294315814972,0.10897196829319,0.26246872544288635,0.18293224275112152,-0.2845476567745209,0.27051201462745667,0.24129699170589447,0.28899943828582764,0.2206818163394928,0.20455458760261536,0.271910697221756,0.33179882168769836,0.1268460750579834
to,0.455847829580307,0.4452643394470215,0.535392165184021,0.2109750658273697,0.1254875510931015,0.45503583550453186,0.2453051209449768,0.45010748505592346,0.228788822889328,-0.2857922613620758,0.42092081904411316,0.2875264883041382,0.41548454761505127,0.3691340684890747,0.1984357386827469,0.33166491985321045,0.22052034735679626,0.29463258385658264
present,0.30940163135528564,0.1261267513036728,0.2829846143722534,0.15913373231887817,0.0991305410861969,0.14277903735637665,1.0000001192092896,0.23905439674854279,0.1747124195098877,-0.09206773340702057,0.20965726673603058,0.21200285851955414,0.3116828501224518,0.20400136709213257,0.17242327332496643,0.14075393974781036,0.1774464100599289,0.21759982407093048
a,0.3320399522781372,0.2552328109741211,0.5829201340675354,0.21861357986927032,0.07266713678836823,1.0,0.14277903735637665,0.539380669593811,0.23807190358638763,-0.13350971043109894,0.39550232887268066,0.3994528353214264,0.5052502155303955,0.4424409866333008,0.20697152614593506,0.18928001821041107,0.22703689336776733,0.23916715383529663
rock,0.1923677921295166,0.12287086248397827,0.23786304891109467,0.023577310144901276,0.17936274409294128,0.25165656208992004,0.15342773497104645,0.19663549959659576,0.12121036648750305,-0.09276773780584335,0.18617595732212067,0.18319080770015717,0.2653365731239319,0.19231897592544556,0.22124092280864716,0.19100332260131836,0.17234042286872864,0.13172835111618042
concert,0.1645229160785675,0.21977341175079346,0.2353888601064682,0.09257861971855164,0.11774295568466187,0.2493891566991806,0.1699150949716568,0.3091392517089844,0.2549631595611572,-0.0024809418246150017,0.24194756150245667,0.18667447566986084,0.19607828557491302,0.14955297112464905,0.28688845038414,0.19740542769432068,0.3529925048351288,0.16734014451503754
.,0.3567904531955719,0.35288307070732117,0.5934505462646484,0.2973858416080475,0.16452857851982117,0.50484299659729,0.23765113949775696,0.5591574311256409,0.3500252068042755,-0.19761697947978973,0.515582263469696,0.32817673683166504,0.5352458953857422,0.3566088080406189,0.20751601457595825,0.3116515278816223,0.15567724406719208,0.4130953550338745
