,what,was,a,major,success,",",especially,in,rebuilding,warsaw,?
mentioning,0.4125295877456665,0.23811449110507965,0.2521773874759674,0.2747068405151367,0.1599927842617035,0.32498130202293396,0.291460782289505,0.284396231174469,0.21347951889038086,0.13420569896697998,0.34986332058906555
that,0.6297725439071655,0.33670201897621155,0.47537946701049805,0.2570328712463379,0.2163781225681305,0.4137537479400635,0.40526580810546875,0.435920387506485,0.24401091039180756,0.20720037817955017,0.32716336846351624
the,0.42745697498321533,0.48711544275283813,0.5829201340675354,0.31775903701782227,0.2764457166194916,0.4933079481124878,0.39420849084854126,0.6662389636039734,0.354049950838089,0.23137180507183075,0.22068053483963013
initial,0.2771121859550476,0.21523623168468475,0.2933337092399597,0.2961142957210541,0.2848546802997589,0.1954146921634674,0.18063083291053772,0.22201098501682281,0.23635229468345642,0.15269027650356293,0.16868601739406586
three-year,0.23070290684700012,0.24274034798145294,0.273149311542511,0.25032734870910645,0.21716710925102234,0.39316922426223755,0.16145673394203186,0.34823837876319885,0.2512457072734833,0.22016023099422455,0.3141496479511261
plan,0.2947953939437866,0.2407723069190979,0.27156999707221985,0.13547688722610474,0.21978312730789185,0.21265573799610138,0.1640755981206894,0.23924663662910461,0.39066797494888306,0.23353691399097443,0.1961054503917694
to,0.455847829580307,0.3636345863342285,0.45503583550453186,0.19240309298038483,0.20929217338562012,0.44245919585227966,0.37744608521461487,0.45010748505592346,0.2903181314468384,0.1953994333744049,0.29463258385658264
rebuild,0.24502845108509064,0.28293436765670776,0.18039897084236145,0.14303995668888092,0.2715400755405426,0.1831716001033783,0.16201519966125488,0.24307963252067566,0.8158066868782043,0.2386600524187088,0.11057925969362259
poland,0.16095873713493347,0.19694356620311737,0.19834734499454498,0.0740247592329979,0.14924673736095428,0.2751549184322357,0.1969703584909439,0.2887791395187378,0.19310495257377625,0.6352760195732117,0.14259830117225647
(,0.2411840260028839,0.2980341613292694,0.3206180930137634,0.19543711841106415,0.10059408843517303,0.6363511681556702,0.16960439085960388,0.3087427020072937,0.14511747658252716,0.1835584193468094,0.40561532974243164
especially,0.3590192496776581,0.23685427010059357,0.3264579772949219,0.27757102251052856,0.2680421769618988,0.3689771592617035,1.0,0.3526567816734314,0.18000516295433044,0.1502177119255066,0.19751401245594025
warsaw,0.10373849421739578,0.2614976763725281,0.19591784477233887,0.1725679636001587,0.16446572542190552,0.25300899147987366,0.1502177119255066,0.22642600536346436,0.24343949556350708,1.0,0.09769917279481888
),0.26259949803352356,0.3267642855644226,0.3640355169773102,0.17611342668533325,0.12044725567102432,0.63033527135849,0.19109401106834412,0.3326910734176636,0.1327204555273056,0.19817118346691132,0.42300865054130554
was,0.22111038863658905,1.0000001192092896,0.4508470594882965,0.20676274597644806,0.315643846988678,0.45456063747406006,0.23685427010059357,0.45514053106307983,0.31556233763694763,0.2614976763725281,0.18412111699581146
a,0.3320399522781372,0.4508470594882965,1.0,0.22990699112415314,0.2934626638889313,0.427140474319458,0.3264579772949219,0.539380669593811,0.2281731516122818,0.19591784477233887,0.23916715383529663
major,0.21026742458343506,0.20676274597644806,0.22990699112415314,0.9999998807907104,0.20049592852592468,0.29355156421661377,0.27757102251052856,0.3249945342540741,0.17793767154216766,0.1725679636001587,0.19788557291030884
success,0.22873179614543915,0.315643846988678,0.2934626638889313,0.20049592852592468,1.0000001192092896,0.2008737027645111,0.2680421769618988,0.3020555078983307,0.2245701551437378,0.16446572542190552,0.1216118186712265
",",0.3087472915649414,0.45456063747406006,0.427140474319458,0.29355156421661377,0.2008737027645111,1.0000001192092896,0.3689771592617035,0.5201468467712402,0.23980160057544708,0.25300899147987366,0.31091248989105225
but,0.5029441118240356,0.36023372411727905,0.44750767946243286,0.24785272777080536,0.28091076016426086,0.48126736283302307,0.4654640257358551,0.48674455285072327,0.25353798270225525,0.19758136570453644,0.27921953797340393
what,0.9999998807907104,0.22111038863658905,0.3320399522781372,0.21026742458343506,0.22873179614543915,0.3087472915649414,0.3590192496776581,0.30808621644973755,0.23293651640415192,0.10373849421739578,0.5051238536834717
followed,0.20169416069984436,0.2845839560031891,0.2840714454650879,0.2136831432580948,0.31535565853118896,0.3097211718559265,0.2550453543663025,0.3307904005050659,0.14854693412780762,0.09330720454454422,0.20567169785499573
was,0.22111038863658905,1.0000001192092896,0.4508470594882965,0.20676274597644806,0.315643846988678,0.45456063747406006,0.23685427010059357,0.45514053106307983,0.31556233763694763,0.2614976763725281,0.18412111699581146
very,0.37053924798965454,0.3183368146419525,0.45312565565109253,0.17612099647521973,0.32420963048934937,0.34709087014198303,0.5672400593757629,0.3209688663482666,0.2053229659795761,0.11996043473482132,0.20864155888557434
much,0.45316147804260254,0.2580166161060333,0.2958075702190399,0.18500027060508728,0.23534269630908966,0.36182254552841187,0.47381144762039185,0.2725222110748291,0.22624412178993225,0.10237699747085571,0.23442231118679047
the,0.42745697498321533,0.48711544275283813,0.5829201340675354,0.31775903701782227,0.2764457166194916,0.4933079481124878,0.39420849084854126,0.6662389636039734,0.354049950838089,0.23137180507183075,0.22068053483963013
opposite,0.2760887145996094,0.1607244908809662,0.22833546996116638,0.14723297953605652,0.12985378503799438,0.2169174700975418,0.21993707120418549,0.2634362578392029,0.1865103393793106,0.1461237072944641,0.0778411254286766
.,0.3567904531955719,0.40146201848983765,0.50484299659729,0.3054012954235077,0.25725793838500977,0.6812511086463928,0.329635351896286,0.5591574311256409,0.28330764174461365,0.26825499534606934,0.4130953550338745
