,what,was,the,patent,number,for,tesla,'s,final,patent,?
for,0.3017193675041199,0.3863949179649353,0.4739971458911896,0.23913012444972992,0.2861633002758026,0.9999999403953552,0.13983871042728424,-0.07241261005401611,0.25346213579177856,0.23913012444972992,0.264628142118454
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.23810072243213654,0.2992287278175354,0.44038116931915283,0.2211925983428955,0.04866964742541313,0.24625235795974731,0.23810072243213654,0.23916715383529663
biplane,0.13174766302108765,0.26119139790534973,0.22968971729278564,0.13374920189380646,0.17797642946243286,0.16485415399074554,0.2656724452972412,0.05453411489725113,0.15635782480239868,0.13374920189380646,0.1394006460905075
capable,0.24030843377113342,0.1653473675251007,0.18860051035881042,0.16334185004234314,0.196203351020813,0.31242474913597107,0.22940926253795624,0.003292308421805501,0.12568077445030212,0.16334185004234314,0.18388573825359344
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.1616990715265274,0.2778518795967102,0.4185989499092102,0.18837453424930573,-0.03817026689648628,0.24563951790332794,0.1616990715265274,0.1826142966747284
taking,0.24635453522205353,0.20663641393184662,0.32714390754699707,0.0858449712395668,0.17682881653308868,0.3636261522769928,0.1153627410531044,-0.02628932148218155,0.13662967085838318,0.0858449712395668,0.19960761070251465
off,0.2350364625453949,0.15734454989433289,0.2773582935333252,0.1279377043247223,0.16008886694908142,0.20644043385982513,0.06122659519314766,-0.017884694039821625,0.2169317603111267,0.1279377043247223,0.12937544286251068
vertically,0.16305013000965118,0.1497962474822998,0.28604838252067566,0.1438044011592865,0.22089965641498566,0.18393895030021667,0.05458240583539009,-0.08110523968935013,0.1372089833021164,0.1438044011592865,0.1462194323539734
(,0.2411840260028839,0.2980341613292694,0.33289089798927307,0.11135368049144745,0.16158060729503632,0.3357032239437103,0.2156914919614792,0.0012731997994706035,0.2353750467300415,0.11135368049144745,0.40561532974243164
vtol,0.13934142887592316,0.26547765731811523,0.2221970409154892,0.2417416125535965,0.21400924026966095,0.23302584886550903,0.29896512627601624,-0.002450430067256093,0.16855181753635406,0.2417416125535965,0.1525103747844696
aircraft,0.16903388500213623,0.21092349290847778,0.24209992587566376,0.1776755452156067,0.2194705456495285,0.16829945147037506,0.25338760018348694,0.036392875015735626,0.1263904571533203,0.1776755452156067,0.14893899857997894
),0.26259949803352356,0.3267642855644226,0.3456730246543884,0.10607253760099411,0.19318018853664398,0.3639558255672455,0.22692398726940155,0.021107977256178856,0.23999759554862976,0.10607253760099411,0.42300865054130554
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.13321366906166077,0.28545793890953064,0.5064792633056641,0.19560420513153076,0.06895173341035843,0.2635152339935303,0.13321366906166077,0.20544172823429108
then,0.4072686731815338,0.27044644951820374,0.4297412931919098,0.1842448115348816,0.2981860637664795,0.3392637073993683,0.17996008694171906,0.010921895503997803,0.2475893348455429,0.1842448115348816,0.2884598970413208
be,0.3929833769798279,0.42228707671165466,0.4248143136501312,0.18292392790317535,0.28840136528015137,0.3801851272583008,0.15180771052837372,0.025217169895768166,0.16302402317523956,0.18292392790317535,0.3324260413646698
``,0.008517155423760414,-0.012679691426455975,0.029072100296616554,-0.002420688048005104,0.2640403211116791,0.01270448137074709,0.04274534806609154,-0.03416389226913452,-0.004907349590212107,-0.002420688048005104,0.0685480609536171
gradually,0.29329201579093933,0.213626891374588,0.3209700584411621,0.12273380905389786,0.1622307300567627,0.25319090485572815,0.17431944608688354,0.07417269051074982,0.12970077991485596,0.12273380905389786,0.09310194849967957
tilted,0.2639939785003662,0.2352330982685089,0.3191424608230591,0.12389901280403137,0.17267952859401703,0.23558884859085083,0.1598893702030182,-0.012244454585015774,0.14788325130939484,0.12389901280403137,0.15761816501617432
through,0.23167094588279724,0.21752823889255524,0.44071322679519653,0.18072736263275146,0.1946493238210678,0.3172857463359833,0.1141991838812828,-0.020649312064051628,0.23073270916938782,0.18072736263275146,0.16913433372974396
manipulation,0.25289833545684814,0.10881570726633072,0.2698134481906891,0.19356554746627808,0.23428596556186676,0.18073821067810059,0.17785044014453888,-0.01736762560904026,0.15051305294036865,0.19356554746627808,0.19919274747371674
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.1616990715265274,0.2778518795967102,0.4185989499092102,0.18837453424930573,-0.03817026689648628,0.24563951790332794,0.1616990715265274,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,1.0,0.1728275567293167,0.35145696997642517,0.4739971458911896,0.1324402391910553,-0.01540423184633255,0.3543182611465454,0.1728275567293167,0.22068053483963013
elevator,0.1968296766281128,0.1813380867242813,0.24426572024822235,0.26082706451416016,0.2255232334136963,0.2256404608488083,0.2899438440799713,-0.0281671155244112,0.08101551979780197,0.26082706451416016,0.13389457762241364
devices,0.2216251939535141,0.17249077558517456,0.2281099557876587,0.31048783659935,0.2003156542778015,0.2581363916397095,0.4021223783493042,0.04254931956529617,0.06473950296640396,0.31048783659935,0.10574188083410263
'',0.08143015950918198,0.04456103965640068,0.041273195296525955,0.04531673341989517,-0.07258276641368866,-0.04479556903243065,0.048713020980358124,-0.04859459400177002,-0.026200097054243088,0.04531673341989517,0.018684765323996544
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.18244080245494843,0.3024539053440094,0.4322226941585541,0.17097744345664978,-0.037580832839012146,0.25512343645095825,0.18244080245494843,0.20430970191955566
flight,0.17794598639011383,0.19139665365219116,0.2498224973678589,0.09223020076751709,0.15973955392837524,0.13066017627716064,0.16556397080421448,-0.034391406923532486,0.19022442400455475,0.09223020076751709,0.20568472146987915
until,0.2693650424480438,0.43126991391181946,0.37191009521484375,0.16403399407863617,0.14893081784248352,0.2802979350090027,0.13834604620933533,0.02445155940949917,0.26371103525161743,0.16403399407863617,0.20304496586322784
it,0.45803478360176086,0.4577186405658722,0.6251175999641418,0.23875728249549866,0.26851508021354675,0.32171204686164856,0.17596082389354706,0.06608816236257553,0.20581819117069244,0.23875728249549866,0.25732165575027466
was,0.22111038863658905,1.0000001192092896,0.48711544275283813,0.13812966644763947,0.1855042725801468,0.3863949179649353,0.16455206274986267,0.008974763564765453,0.23547481000423431,0.13812966644763947,0.18412111699581146
flying,0.19546464085578918,0.19074460864067078,0.24980168044567108,0.11208708584308624,0.18901370465755463,0.17948824167251587,0.17014534771442413,0.010762862861156464,0.11451146751642227,0.11208708584308624,0.15733514726161957
like,0.4320242702960968,0.19745829701423645,0.32912567257881165,0.21014414727687836,0.2923375368118286,0.35140180587768555,0.1296512633562088,0.06462705135345459,0.1935141533613205,0.21014414727687836,0.3268813192844391
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.23810072243213654,0.2992287278175354,0.44038116931915283,0.2211925983428955,0.04866964742541313,0.24625235795974731,0.23810072243213654,0.23916715383529663
conventional,0.20918875932693481,0.1596715897321701,0.24935786426067352,0.2705361545085907,0.23288771510124207,0.33961233496665955,0.25405585765838623,-0.10795052349567413,0.1336292177438736,0.2705361545085907,0.1549818217754364
plane,0.2054184526205063,0.22536347806453705,0.21517011523246765,0.10838618874549866,0.20348405838012695,0.1570858657360077,0.2084037810564041,0.0020470870658755302,0.18730464577674866,0.10838618874549866,0.13043971359729767
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.19082264602184296,0.3256329298019409,0.4726039469242096,0.17949827015399933,-0.003708066651597619,0.24325628578662872,0.19082264602184296,0.4130953550338745
