,who,is,credited,with,the,modern,name,for,this,system
davies,0.24405889213085175,0.18681645393371582,0.23556238412857056,0.22390632331371307,0.22865624725818634,0.18113486468791962,0.09154926240444183,0.22298221290111542,0.15825706720352173,0.036007627844810486
at,0.22096660733222961,0.25906258821487427,0.13335053622722626,0.29126521944999695,0.457212895154953,0.20050804316997528,0.11450952291488647,0.34237727522850037,0.32544323801994324,0.1684759259223938
the,0.3733934462070465,0.5823672413825989,0.19653713703155518,0.4223487675189972,1.0,0.3283970355987549,0.3171212375164032,0.4739971458911896,0.6274310946464539,0.3233085572719574
national,0.18105065822601318,0.23413582146167755,0.10000129044055939,0.15206176042556763,0.32739606499671936,0.23106586933135986,0.12491574138402939,0.36267757415771484,0.21063072979450226,0.18558050692081451
physical,0.21561264991760254,0.16296368837356567,0.18960067629814148,0.23047693073749542,0.20230218768119812,0.21563297510147095,0.033469535410404205,0.2650330066680908,0.24299249053001404,0.23262883722782135
laboratory,0.10638436675071716,0.21502412855625153,0.16857527196407318,0.19312097132205963,0.19762322306632996,0.1684374362230301,0.13158656656742096,0.26230254769325256,0.21374189853668213,0.20613226294517517
(,0.2443375140428543,0.35393038392066956,0.16770470142364502,0.29503780603408813,0.33289089798927307,0.15444137156009674,0.2706909477710724,0.3357032239437103,0.3388223350048065,0.15626809000968933
united,0.21193812787532806,0.22408509254455566,0.16121873259544373,0.19869105517864227,0.34367692470550537,0.16201943159103394,0.1602238416671753,0.30487096309661865,0.23579099774360657,0.19312572479248047
kingdom,0.15265370905399323,0.1914215236902237,0.14714665710926056,0.16312327980995178,0.3143408000469208,0.1925794780254364,0.21492910385131836,0.19669248163700104,0.20118887722492218,0.1532762199640274
),0.2457384318113327,0.37732169032096863,0.14935004711151123,0.3069596290588379,0.3456730246543884,0.17084072530269623,0.2638341188430786,0.3639558255672455,0.3621573746204376,0.15207810699939728
(,0.2443375140428543,0.35393038392066956,0.16770470142364502,0.29503780603408813,0.33289089798927307,0.15444137156009674,0.2706909477710724,0.3357032239437103,0.3388223350048065,0.15626809000968933
npl,0.19152182340621948,0.20050103962421417,0.16373398900032043,0.23202863335609436,0.270070344209671,0.1753622591495514,0.17059184610843658,0.2656107544898987,0.23945504426956177,0.23471654951572418
),0.2457384318113327,0.37732169032096863,0.14935004711151123,0.3069596290588379,0.3456730246543884,0.17084072530269623,0.2638341188430786,0.3639558255672455,0.3621573746204376,0.15207810699939728
in,0.2792111933231354,0.5394441485404968,0.0795225128531456,0.4080928862094879,0.6662389636039734,0.29808807373046875,0.2459065467119217,0.4322226941585541,0.45205554366111755,0.21978288888931274
the,0.3733934462070465,0.5823672413825989,0.19653713703155518,0.4223487675189972,1.0,0.3283970355987549,0.3171212375164032,0.4739971458911896,0.6274310946464539,0.3233085572719574
late,0.19296042621135712,0.20186106860637665,0.23190268874168396,0.2326577752828598,0.31481194496154785,0.21679216623306274,0.19757506251335144,0.2018979787826538,0.2556518614292145,0.2290036529302597
1960s,-0.1590687334537506,0.053287625312805176,-0.08942914754152298,-0.11721234023571014,-0.06868536025285721,0.02216094546020031,0.13473738729953766,-0.13260865211486816,-0.10663539171218872,0.027467802166938782
.,0.3541337847709656,0.4569662809371948,0.1519664227962494,0.4446153938770294,0.5934505462646484,0.22790057957172394,0.24737101793289185,0.4726039469242096,0.500583827495575,0.2277725487947464
