,when,did,western,forces,invade,iraq,?
",",0.36674630641937256,0.3015086054801941,0.27542921900749207,0.2544684410095215,0.2533637285232544,0.20734131336212158,0.31091248989105225
participated,0.16636551916599274,0.2765139937400818,0.09304797649383545,0.1776190847158432,0.17435190081596375,0.17218641936779022,0.11681767553091049
in,0.4431333839893341,0.2593238651752472,0.35160520672798157,0.2565164566040039,0.279552161693573,0.2443525791168213,0.20430970191955566
the,0.5091903209686279,0.34736719727516174,0.37920868396759033,0.3134811818599701,0.3208954632282257,0.2386751025915146,0.22068053483963013
iraqi,0.1515178382396698,0.15640580654144287,0.20377911627292633,0.27975162863731384,0.18189390003681183,0.7320762872695923,0.16671344637870789
insurgency,0.2203974425792694,0.19741657376289368,0.2268040031194687,0.4231359362602234,0.27757811546325684,0.3842601478099823,0.11632584035396576
that,0.5860282182693481,0.47518548369407654,0.21672776341438293,0.24199660122394562,0.2597300112247467,0.27022555470466614,0.32716336846351624
followed,0.2927686870098114,0.2675115466117859,0.19559027254581451,0.2077879011631012,0.23451657593250275,0.14743611216545105,0.20567169785499573
the,0.5091903209686279,0.34736719727516174,0.37920868396759033,0.3134811818599701,0.3208954632282257,0.2386751025915146,0.22068053483963013
march,0.22895319759845734,0.27992504835128784,0.147663414478302,0.20324787497520447,0.13706602156162262,0.18629243969917297,0.2802562415599823
2003,-0.2741066515445709,-0.1555103063583374,-0.17046786844730377,-0.18428342044353485,-0.14514273405075073,-0.14756284654140472,-0.17560148239135742
invasion,0.22931015491485596,0.1800924837589264,0.18568994104862213,0.455943763256073,0.7229228615760803,0.3814305365085602,0.18923960626125336
of,0.3757161796092987,0.2513895630836487,0.32974064350128174,0.3090144991874695,0.26843005418777466,0.24110949039459229,0.1826142966747284
iraq,0.18425685167312622,0.17306172847747803,0.25439727306365967,0.3119632303714752,0.27085426449775696,1.0000001192092896,0.13788843154907227
by,0.4376842677593231,0.18574509024620056,0.20149661600589752,0.294624388217926,0.22172829508781433,0.17013175785541534,0.17966607213020325
western,0.2197389006614685,0.15773870050907135,1.0000001192092896,0.21595393121242523,0.1917268931865692,0.25439727306365967,0.17439141869544983
forces,0.2460811883211136,0.13164828717708588,0.21595393121242523,1.0,0.4944007396697998,0.3119632303714752,0.16984491050243378
",",0.36674630641937256,0.3015086054801941,0.27542921900749207,0.2544684410095215,0.2533637285232544,0.20734131336212158,0.31091248989105225
joined,0.2696928381919861,0.2579648792743683,0.20389243960380554,0.25363031029701233,0.19141004979610443,0.15003003180027008,0.06566751003265381
the,0.5091903209686279,0.34736719727516174,0.37920868396759033,0.3134811818599701,0.3208954632282257,0.2386751025915146,0.22068053483963013
fight,0.3128635585308075,0.32103484869003296,0.1318771243095398,0.39920565485954285,0.4003658890724182,0.19741462171077728,0.16463038325309753
in,0.4431333839893341,0.2593238651752472,0.35160520672798157,0.2565164566040039,0.279552161693573,0.2443525791168213,0.20430970191955566
the,0.5091903209686279,0.34736719727516174,0.37920868396759033,0.3134811818599701,0.3208954632282257,0.2386751025915146,0.22068053483963013
syrian,0.19783326983451843,0.13533952832221985,0.24259348213672638,0.2148035615682602,0.1292671412229538,0.48105737566947937,0.11978482455015182
civil,0.14899945259094238,0.17288750410079956,0.1681133359670639,0.3279988169670105,0.24727950990200043,0.2977738678455353,0.1494513899087906
war,0.26339730620384216,0.27422013878822327,0.23575052618980408,0.4495985805988312,0.3521210253238678,0.3899574875831604,0.15510529279708862
beginning,0.41447868943214417,0.28616875410079956,0.22847332060337067,0.28087303042411804,0.28915420174598694,0.19911929965019226,0.19413669407367706
in,0.4431333839893341,0.2593238651752472,0.35160520672798157,0.2565164566040039,0.279552161693573,0.2443525791168213,0.20430970191955566
march,0.22895319759845734,0.27992504835128784,0.147663414478302,0.20324787497520447,0.13706602156162262,0.18629243969917297,0.2802562415599823
2011,0.07140792906284332,-0.03760814294219017,0.01737169176340103,0.11527107656002045,0.026535797864198685,0.07295113056898117,0.005212190095335245
",",0.36674630641937256,0.3015086054801941,0.27542921900749207,0.2544684410095215,0.2533637285232544,0.20734131336212158,0.31091248989105225
and,0.4716290831565857,0.34479495882987976,0.27210789918899536,0.26456665992736816,0.24300289154052734,0.2504468858242035,0.20544172823429108
was,0.37326499819755554,0.41399896144866943,0.2864105999469757,0.22620010375976562,0.20349261164665222,0.2294876128435135,0.18412111699581146
expelled,0.3589226305484772,0.22422687709331512,0.1347351223230362,0.31313109397888184,0.3319702744483948,0.25472283363342285,0.04119007661938667
from,0.405669629573822,0.20248863101005554,0.21337518095970154,0.15575696527957916,0.23940062522888184,0.14553195238113403,0.19969791173934937
al-qaeda,0.16748076677322388,0.18361106514930725,0.1397458016872406,0.32322177290916443,0.21225543320178986,0.4509291350841522,0.1877317875623703
in,0.4431333839893341,0.2593238651752472,0.35160520672798157,0.2565164566040039,0.279552161693573,0.2443525791168213,0.20430970191955566
early,0.32107013463974,0.32047218084335327,0.23749177157878876,0.1589776575565338,0.1781158745288849,0.19675040245056152,0.15272949635982513
2014,0.1509266346693039,-0.002547524170950055,0.04085598140954971,-0.04885559901595116,-0.021402720361948013,0.0007077272748574615,0.058127544820308685
",",0.36674630641937256,0.3015086054801941,0.27542921900749207,0.2544684410095215,0.2533637285232544,0.20734131336212158,0.31091248989105225
(,0.2459595799446106,0.18979617953300476,0.20023441314697266,0.19082732498645782,0.19281283020973206,0.1813010573387146,0.40561532974243164
which,0.572554349899292,0.2750149369239807,0.23897536098957062,0.2267666757106781,0.23791542649269104,0.1898120939731598,0.25814583897590637
complained,0.30355098843574524,0.4460773169994354,0.13469724357128143,0.14312811195850372,0.16328060626983643,0.174301877617836,0.2260366827249527
of,0.3757161796092987,0.2513895630836487,0.32974064350128174,0.3090144991874695,0.26843005418777466,0.24110949039459229,0.1826142966747284
its,0.34032323956489563,0.19922670722007751,0.27756091952323914,0.206110417842865,0.13988594710826874,0.2592979967594147,0.15103481709957123
failure,0.16057926416397095,0.20153479278087616,0.1016206294298172,0.1926485300064087,0.19069354236125946,0.06118257716298103,0.12142058461904526
to,0.5423505902290344,0.4452643394470215,0.18838192522525787,0.2581802308559418,0.3294607102870941,0.18802489340305328,0.29463258385658264
consult,0.184132918715477,0.2501526474952698,0.07970177382230759,0.10922057181596756,0.16172732412815094,0.16142182052135468,0.290117084980011
and,0.4716290831565857,0.34479495882987976,0.27210789918899536,0.26456665992736816,0.24300289154052734,0.2504468858242035,0.20544172823429108
``,0.07174111902713776,-0.029888948425650597,0.04298152029514313,0.10580282658338547,0.09226376563310623,0.13851596415042877,0.0685480609536171
notorious,0.17934803664684296,0.15179063379764557,0.12093432247638702,0.19559955596923828,0.18832625448703766,0.1996961534023285,0.21345876157283783
intransigence,0.25198230147361755,0.16403138637542725,0.23333553969860077,0.31059545278549194,0.2262137532234192,0.2924307882785797,0.25471341609954834
'',-0.07688097655773163,0.01978493109345436,0.07816781103610992,-0.10743251442909241,-0.07735299319028854,-0.024913165718317032,0.018684765323996544
),0.2538422644138336,0.18584993481636047,0.17901712656021118,0.20263166725635529,0.17133326828479767,0.19313398003578186,0.42300865054130554
.,0.475719153881073,0.35288307070732117,0.2816847264766693,0.21802116930484772,0.2768091857433319,0.24258935451507568,0.4130953550338745
