,why,does,oxfam,and,credit,suisse,believe,their,findings,are,being,doubted,?
assets,0.12434662133455276,0.22454270720481873,0.3009219467639923,0.24805721640586853,0.37189769744873047,0.27307119965553284,0.17146968841552734,0.2510206997394562,0.262363076210022,0.1952393501996994,0.2292664349079132,0.1618988811969757,0.1990663707256317
and,0.27806392312049866,0.3461615741252899,0.26136499643325806,1.0,0.22868889570236206,0.1876152753829956,0.29652947187423706,0.45114588737487793,0.27312272787094116,0.48576638102531433,0.4286794066429138,0.2802067697048187,0.20544172823429108
subtracting,0.2756946384906769,0.32256627082824707,0.1050233319401741,0.23204869031906128,0.23864154517650604,0.15816207230091095,0.2173110991716385,0.2516070306301117,0.25766682624816895,0.29153701663017273,0.2642255127429962,0.22437262535095215,0.21487760543823242
debts,0.17430120706558228,0.27471280097961426,0.28048422932624817,0.2626095414161682,0.4401366114616394,0.25376617908477783,0.20563752949237823,0.2541504502296448,0.2235928177833557,0.12824241816997528,0.20527420938014984,0.25401344895362854,0.1363573521375656
),0.25356316566467285,0.2575884759426117,0.12231359630823135,0.4961937665939331,0.13813096284866333,0.19749243557453156,0.16532002389431,0.1549641638994217,0.17155858874320984,0.2373749315738678,0.2020954042673111,0.11752934753894806,0.42300865054130554
",",0.2827242314815521,0.28617382049560547,0.2046637237071991,0.6633074283599854,0.2032226324081421,0.22943423688411713,0.2459280639886856,0.3045167922973633,0.25852248072624207,0.4062570035457611,0.34499165415763855,0.28275781869888306,0.31091248989105225
the,0.30742117762565613,0.35928019881248474,0.2714040279388428,0.5171257257461548,0.20452284812927246,0.2753676772117615,0.2972484529018402,0.516537070274353,0.2911088168621063,0.40399202704429626,0.419739305973053,0.29648834466934204,0.22068053483963013
oxfam,0.23587460815906525,0.2050418257713318,1.0,0.26136499643325806,0.29608261585235596,0.3415413498878479,0.23019784688949585,0.20226436853408813,0.202368825674057,0.11889723688364029,0.21632537245750427,0.23600028455257416,0.19253410398960114
report,0.1835673302412033,0.1839267909526825,0.27925601601600647,0.20391902327537537,0.21624940633773804,0.14992806315422058,0.25151678919792175,0.18369407951831818,0.3383049964904785,0.1750389188528061,0.26095375418663025,0.20248304307460785,0.3138936758041382
",",0.2827242314815521,0.28617382049560547,0.2046637237071991,0.6633074283599854,0.2032226324081421,0.22943423688411713,0.2459280639886856,0.3045167922973633,0.25852248072624207,0.4062570035457611,0.34499165415763855,0.28275781869888306,0.31091248989105225
for,0.3869043290615082,0.35159170627593994,0.346017986536026,0.5064792633056641,0.2668331563472748,0.18839143216609955,0.2833847403526306,0.3406745493412018,0.2538018822669983,0.3895993232727051,0.41687241196632385,0.31401392817497253,0.264628142118454
instance,0.3640808165073395,0.36771830916404724,0.14982660114765167,0.34175774455070496,0.1878020465373993,0.1437627077102661,0.3113359808921814,0.29749006032943726,0.3426699936389923,0.34717559814453125,0.36374738812446594,0.2679325044155121,0.30205854773521423
",",0.2827242314815521,0.28617382049560547,0.2046637237071991,0.6633074283599854,0.2032226324081421,0.22943423688411713,0.2459280639886856,0.3045167922973633,0.25852248072624207,0.4062570035457611,0.34499165415763855,0.28275781869888306,0.31091248989105225
finds,0.22228007018566132,0.3507002890110016,0.12377362698316574,0.3098713755607605,0.14026354253292084,0.11311908066272736,0.248297318816185,0.19274914264678955,0.4313793480396271,0.19671569764614105,0.2547457218170166,0.3259044885635376,0.13760407269001007
that,0.5601457357406616,0.4764937460422516,0.2705768644809723,0.4731321930885315,0.2476339191198349,0.17758667469024658,0.533393383026123,0.4266771972179413,0.36972561478614807,0.45265161991119385,0.46201252937316895,0.4305923879146576,0.32716336846351624
there,0.41627052426338196,0.2930194139480591,0.15352623164653778,0.4242868423461914,0.0656730905175209,0.15342897176742554,0.31829866766929626,0.3165968358516693,0.23589308559894562,0.5433560013771057,0.29726627469062805,0.3161991536617279,0.29405656456947327
are,0.3273901343345642,0.3126322329044342,0.11889723688364029,0.48576638102531433,0.0875011533498764,0.08739185333251953,0.3443870544433594,0.46887820959091187,0.2628907561302185,1.0,0.4656608998775482,0.23222926259040833,0.24591213464736938
more,0.3769288659095764,0.2897747755050659,0.22154366970062256,0.39880692958831787,0.23665039241313934,0.1382901519536972,0.3177433907985687,0.36147117614746094,0.274347722530365,0.4066504240036011,0.36479651927948,0.30086591839790344,0.27894994616508484
poor,0.21022289991378784,0.19849170744419098,0.23320035636425018,0.31649142503738403,0.23524650931358337,0.12893813848495483,0.20726528763771057,0.25417450070381165,0.24573256075382233,0.1839064210653305,0.3275139331817627,0.2542032301425934,0.12937016785144806
people,0.2737221121788025,0.2198464572429657,0.21007446944713593,0.3016039729118347,0.06647767126560211,0.1103435829281807,0.31042686104774475,0.2901504337787628,0.21972346305847168,0.385090708732605,0.28552132844924927,0.1380244940519333,0.23739641904830933
in,0.23227278888225555,0.214483380317688,0.2296697497367859,0.4954058527946472,0.07863761484622955,0.2443348914384842,0.20806841552257538,0.34976133704185486,0.2707597017288208,0.3841303884983063,0.33162933588027954,0.24384358525276184,0.20430970191955566
the,0.30742117762565613,0.35928019881248474,0.2714040279388428,0.5171257257461548,0.20452284812927246,0.2753676772117615,0.2972484529018402,0.516537070274353,0.2911088168621063,0.40399202704429626,0.419739305973053,0.29648834466934204,0.22068053483963013
united,0.14904677867889404,0.1650896966457367,0.29149508476257324,0.28213179111480713,0.16915953159332275,0.1579594761133194,0.10875417292118073,0.20338627696037292,0.15294970571994781,0.16919764876365662,0.18308168649673462,0.13841038942337036,0.17266890406608582
states,0.16029080748558044,0.18093830347061157,0.2725551426410675,0.2974761426448822,0.16711896657943726,0.15485021471977234,0.14059408009052277,0.20773419737815857,0.20471857488155365,0.1846873015165329,0.18780647218227386,0.13916179537773132,0.16272737085819244
and,0.27806392312049866,0.3461615741252899,0.26136499643325806,1.0,0.22868889570236206,0.1876152753829956,0.29652947187423706,0.45114588737487793,0.27312272787094116,0.48576638102531433,0.4286794066429138,0.2802067697048187,0.20544172823429108
western,0.10176598280668259,0.12355383485555649,0.14884161949157715,0.27210789918899536,0.14913086593151093,0.0896407961845398,0.14519406855106354,0.18679437041282654,0.11435151100158691,0.19592507183551788,0.20092833042144775,0.1332380473613739,0.17439141869544983
europe,0.15987814962863922,0.1306854486465454,0.2765807807445526,0.3463572859764099,0.09130456298589706,0.22799035906791687,0.16220802068710327,0.24921712279319763,0.18632251024246216,0.22028589248657227,0.22536982595920563,0.1911488026380539,0.18278923630714417
than,0.30495476722717285,0.32178643345832825,0.1771133989095688,0.39361441135406494,0.19522863626480103,0.15907475352287292,0.2749243676662445,0.30367133021354675,0.23030723631381989,0.39206281304359436,0.3368562161922455,0.26924505829811096,0.24917294085025787
in,0.23227278888225555,0.214483380317688,0.2296697497367859,0.4954058527946472,0.07863761484622955,0.2443348914384842,0.20806841552257538,0.34976133704185486,0.2707597017288208,0.3841303884983063,0.33162933588027954,0.24384358525276184,0.20430970191955566
china,0.19276092946529388,0.13398337364196777,0.254864364862442,0.27966102957725525,0.15000931918621063,0.14533096551895142,0.18097032606601715,0.1637296825647354,0.22292952239513397,0.21174804866313934,0.20091716945171356,0.20127776265144348,0.18007943034172058
(,0.23387731611728668,0.2728188931941986,0.09801025688648224,0.4862271547317505,0.1502162367105484,0.1850183606147766,0.1559852510690689,0.15721023082733154,0.1707228273153305,0.23263892531394958,0.1815166026353836,0.10127425193786621,0.40561532974243164
due,0.24495384097099304,0.20878952741622925,0.1590733826160431,0.3082410395145416,0.09179968386888504,0.12835869193077087,0.18700869381427765,0.24727599322795868,0.24347853660583496,0.17220361530780792,0.3141406178474426,0.21342778205871582,0.10954997688531876
to,0.4100138247013092,0.4391997456550598,0.27467039227485657,0.48971283435821533,0.20738251507282257,0.1799527108669281,0.34598591923713684,0.44619059562683105,0.30011293292045593,0.3504326641559601,0.4514104127883911,0.2994912266731262,0.29463258385658264
a,0.2667238116264343,0.38201746344566345,0.26425090432167053,0.3739250600337982,0.1721770018339157,0.19696229696273804,0.2732302248477936,0.29698723554611206,0.1875147819519043,0.265255331993103,0.3727131485939026,0.2398405373096466,0.23916715383529663
greater,0.1395755410194397,0.20582076907157898,0.12240530550479889,0.26711440086364746,0.11804621666669846,0.14814884960651398,0.21595439314842224,0.1964278668165207,0.06303119659423828,0.19981995224952698,0.2084084451198578,0.26287737488746643,0.09723397344350815
tendency,0.25684183835983276,0.318315714597702,0.18457718193531036,0.30110910534858704,0.18621985614299774,0.10008185356855392,0.25104406476020813,0.2866458296775818,0.231674924492836,0.25829827785491943,0.3286792039871216,0.21853092312812805,0.15298421680927277
to,0.4100138247013092,0.4391997456550598,0.27467039227485657,0.48971283435821533,0.20738251507282257,0.1799527108669281,0.34598591923713684,0.44619059562683105,0.30011293292045593,0.3504326641559601,0.4514104127883911,0.2994912266731262,0.29463258385658264
take,0.2926900386810303,0.2695361375808716,0.18715396523475647,0.296702116727829,0.24527350068092346,0.16333475708961487,0.2686598598957062,0.34514620900154114,0.164450004696846,0.2774496376514435,0.25119996070861816,0.19765296578407288,0.21897350251674652
on,0.2698206305503845,0.2568802833557129,0.25711044669151306,0.4077630043029785,0.16827398538589478,0.17656776309013367,0.2112082839012146,0.3598666191101074,0.2595383822917938,0.268924742937088,0.3119087219238281,0.18251155316829681,0.2714994251728058
debts,0.17430120706558228,0.27471280097961426,0.28048422932624817,0.2626095414161682,0.4401366114616394,0.25376617908477783,0.20563752949237823,0.2541504502296448,0.2235928177833557,0.12824241816997528,0.20527420938014984,0.25401344895362854,0.1363573521375656
),0.25356316566467285,0.2575884759426117,0.12231359630823135,0.4961937665939331,0.13813096284866333,0.19749243557453156,0.16532002389431,0.1549641638994217,0.17155858874320984,0.2373749315738678,0.2020954042673111,0.11752934753894806,0.42300865054130554
.,0.32909876108169556,0.3022993505001068,0.24857765436172485,0.588965117931366,0.2024930715560913,0.22028407454490662,0.26988279819488525,0.34427863359451294,0.28905197978019714,0.3452940285205841,0.35574623942375183,0.265867680311203,0.4130953550338745
