,which,conjecture,holds,that,every,even,integer,n,greater,than,2,can,be,expressed,as,a,sum,of,two,primes,?
that,0.6894589066505432,0.33185112476348877,0.24587330222129822,1.0,0.4773697257041931,0.5503504276275635,0.26981496810913086,0.1702573001384735,0.2520751655101776,0.4891277849674225,-0.04901214689016342,0.4522190988063812,0.6036020517349243,0.3005213737487793,0.4735107421875,0.47537946701049805,0.3294830620288849,0.41498205065727234,0.3858162462711334,0.30276167392730713,0.32716336846351624
every,0.4810190498828888,0.22560641169548035,0.2420806735754013,0.4773697257041931,1.0,0.3426424264907837,0.23681432008743286,0.13708972930908203,0.14652782678604126,0.31630176305770874,-0.03784062713384628,0.3617136478424072,0.3856845796108246,0.22071175277233124,0.2483101338148117,0.43930745124816895,0.2917729914188385,0.3414052724838257,0.344627320766449,0.21308013796806335,0.24066033959388733
even,0.4903149902820587,0.24590171873569489,0.1787102073431015,0.5503504276275635,0.3426424264907837,0.9999999403953552,0.3008680045604706,0.17372854053974152,0.28894227743148804,0.4934680163860321,-0.03395697474479675,0.4626958966255188,0.4886775612831116,0.26724696159362793,0.37670591473579407,0.3278432786464691,0.238929882645607,0.34735506772994995,0.3349483013153076,0.2890140116214752,0.30082517862319946
integer,0.24863886833190918,0.4808831214904785,0.2305445671081543,0.26981496810913086,0.23681432008743286,0.3008680045604706,1.0,0.3231755495071411,0.271879106760025,0.2785238027572632,-0.01789299212396145,0.29095104336738586,0.2557193338871002,0.23962680995464325,0.18676306307315826,0.22195649147033691,0.47473201155662537,0.158325657248497,0.2279278188943863,0.5403520464897156,0.2503974437713623
n,0.1736065149307251,0.2053423672914505,0.1637721210718155,0.1702573001384735,0.13708972930908203,0.17372854053974152,0.3231755495071411,1.0,0.13426652550697327,0.17394788563251495,0.02811329811811447,0.22125642001628876,0.1837998479604721,0.20256589353084564,0.1300116330385208,0.25362148880958557,0.3184361755847931,0.18925218284130096,0.18697558343410492,0.31138479709625244,0.19161871075630188
greater,0.3080105781555176,0.146732360124588,0.15102101862430573,0.2520751655101776,0.14652782678604126,0.28894227743148804,0.271879106760025,0.13426652550697327,1.0000001192092896,0.4072994291782379,-0.03809231519699097,0.17744551599025726,0.2287398725748062,0.29997456073760986,0.1750667840242386,0.20286329090595245,0.2857617139816284,0.34470728039741516,0.17450055480003357,0.19917280972003937,0.09723397344350815
than,0.3974681496620178,0.228083997964859,0.21714429557323456,0.4891277849674225,0.31630176305770874,0.4934680163860321,0.2785238027572632,0.17394788563251495,0.4072994291782379,1.0,-0.04757285863161087,0.3532506823539734,0.46516597270965576,0.22526338696479797,0.40532299876213074,0.3126874566078186,0.2449851632118225,0.33036211133003235,0.37341010570526123,0.28400641679763794,0.24917294085025787
2,-0.044377245008945465,0.002628542250022292,-0.12107561528682709,-0.04901214689016342,-0.03784062713384628,-0.03395697474479675,-0.01789299212396145,0.02811329811811447,-0.03809231519699097,-0.04757285863161087,0.9999998807907104,0.01035431306809187,0.02104739472270012,-0.045494869351387024,-0.038299113512039185,-0.05323360115289688,-0.07089316844940186,-0.013777675107121468,0.061530034989118576,0.014338861219584942,0.001977203879505396
can,0.41132649779319763,0.23434816300868988,0.19972866773605347,0.4522190988063812,0.3617136478424072,0.4626958966255188,0.29095104336738586,0.22125642001628876,0.17744551599025726,0.3532506823539734,0.01035431306809187,1.0,0.5791122913360596,0.2116832584142685,0.3245031237602234,0.3915780484676361,0.24193312227725983,0.2603091299533844,0.282000333070755,0.2540391981601715,0.3226337134838104
be,0.476310670375824,0.2526881992816925,0.16698874533176422,0.6036020517349243,0.3856845796108246,0.4886775612831116,0.2557193338871002,0.1837998479604721,0.2287398725748062,0.46516597270965576,0.02104739472270012,0.5791122913360596,1.0,0.25860801339149475,0.5230465531349182,0.39883795380592346,0.2493368238210678,0.33904364705085754,0.28515341877937317,0.24869440495967865,0.3324260413646698
written,0.30502957105636597,0.23325425386428833,0.14974530041217804,0.31561627984046936,0.1744735836982727,0.2274884432554245,0.2068723738193512,0.13875125348567963,0.07236965745687485,0.18992134928703308,0.04423986002802849,0.16795562207698822,0.22968649864196777,0.3117639720439911,0.27031588554382324,0.22976966202259064,0.26332372426986694,0.20874574780464172,0.237321674823761,0.357473760843277,0.21451954543590546
as,0.41006597876548767,0.19035784900188446,0.1318790763616562,0.4735107421875,0.2483101338148117,0.37670591473579407,0.18676306307315826,0.1300116330385208,0.1750667840242386,0.40532299876213074,-0.038299113512039185,0.3245031237602234,0.5230465531349182,0.2749443054199219,1.0,0.39550232887268066,0.13355539739131927,0.3886612355709076,0.3029302954673767,0.23833559453487396,0.27043893933296204
a,0.56894451379776,0.26609256863594055,0.2758602797985077,0.47537946701049805,0.43930745124816895,0.3278432786464691,0.22195649147033691,0.25362148880958557,0.20286329090595245,0.3126874566078186,-0.05323360115289688,0.3915780484676361,0.39883795380592346,0.220966175198555,0.39550232887268066,1.0,0.21291501820087433,0.5052502155303955,0.3289857804775238,0.21026647090911865,0.23916715383529663
sum,0.29702430963516235,0.3534153699874878,0.22528719902038574,0.3294830620288849,0.2917729914188385,0.238929882645607,0.47473201155662537,0.3184361755847931,0.2857617139816284,0.2449851632118225,-0.07089316844940186,0.24193312227725983,0.2493368238210678,0.3113557696342468,0.13355539739131927,0.21291501820087433,1.0,0.22365950047969818,0.24580292403697968,0.3634170889854431,0.1473705917596817
of,0.5011631846427917,0.21028703451156616,0.2644946873188019,0.41498205065727234,0.3414052724838257,0.34735506772994995,0.158325657248497,0.18925218284130096,0.34470728039741516,0.33036211133003235,-0.013777675107121468,0.2603091299533844,0.33904364705085754,0.2687252461910248,0.3886612355709076,0.5052502155303955,0.22365950047969818,1.0,0.37726253271102905,0.22199293971061707,0.1826142966747284
two,0.4674137234687805,0.19797132909297943,0.25914594531059265,0.3858162462711334,0.344627320766449,0.3349483013153076,0.2279278188943863,0.18697558343410492,0.17450055480003357,0.37341010570526123,0.061530034989118576,0.282000333070755,0.28515341877937317,0.1991659700870514,0.3029302954673767,0.3289857804775238,0.24580292403697968,0.37726253271102905,1.0000001192092896,0.2600075304508209,0.19645625352859497
primes,0.2975362241268158,0.5185601711273193,0.12347538769245148,0.30276167392730713,0.21308013796806335,0.2890140116214752,0.5403520464897156,0.31138479709625244,0.19917280972003937,0.28400641679763794,0.014338861219584942,0.2540391981601715,0.24869440495967865,0.2393392026424408,0.23833559453487396,0.21026647090911865,0.3634170889854431,0.22199293971061707,0.2600075304508209,1.0,0.18851876258850098
.,0.45942068099975586,0.2158232480287552,0.21555174887180328,0.4460422694683075,0.3150964379310608,0.3729337155818939,0.19786179065704346,0.29137879610061646,0.20152446627616882,0.3594527542591095,-0.037111926823854446,0.35783761739730835,0.4383580684661865,0.24293068051338196,0.515582263469696,0.50484299659729,0.1653650403022766,0.5352458953857422,0.3524959683418274,0.2564551830291748,0.4130953550338745
