,what,is,a,ligand,on,the,cell,surface,that,is,upregulated,after,helper,t,cell,activation,?
ligand,0.16782934963703156,0.2920684814453125,0.3075389266014099,1.0000001192092896,0.17005594074726105,0.27617383003234863,0.39836210012435913,0.34781816601753235,0.259242445230484,0.2920684814453125,0.35672280192375183,0.16319699585437775,0.26888471841812134,0.18740057945251465,0.39836210012435913,0.4462593197822571,0.1346421241760254
(,0.2411840260028839,0.35393038392066956,0.3206180930137634,0.23012776672840118,0.28656116127967834,0.33289089798927307,0.20061977207660675,0.12799760699272156,0.2264307141304016,0.35393038392066956,0.17519481480121613,0.2132600098848343,0.2205827236175537,0.29704031348228455,0.20061977207660675,0.20858408510684967,0.40561532974243164
also,0.42747777700424194,0.5012649297714233,0.5149940252304077,0.26395919919013977,0.3762153089046478,0.6021018624305725,0.1868675798177719,0.24092766642570496,0.6005857586860657,0.5012649297714233,0.2679644823074341,0.33205533027648926,0.3056434392929077,0.273290753364563,0.1868675798177719,0.2715519368648529,0.21848613023757935
called,0.3235960602760315,0.430266410112381,0.4868806302547455,0.2884231209754944,0.25462663173675537,0.489897221326828,0.15713366866111755,0.196139395236969,0.41604554653167725,0.430266410112381,0.334769070148468,0.29930877685546875,0.2643176019191742,0.12367025017738342,0.15713366866111755,0.22013163566589355,0.18963319063186646
cd154,0.18978527188301086,0.1146223321557045,0.21378004550933838,0.16436761617660522,0.2212066501379013,0.19922375679016113,0.13419640064239502,0.12420423328876495,0.16022011637687683,0.1146223321557045,0.19587241113185883,0.11321595311164856,0.0880255252122879,0.22401878237724304,0.13419640064239502,0.16864554584026337,0.2758358418941498
),0.26259949803352356,0.37732169032096863,0.3640355169773102,0.215815469622612,0.29937487840652466,0.3456730246543884,0.2050846964120865,0.12480831891298294,0.23478686809539795,0.37732169032096863,0.13462598621845245,0.24162524938583374,0.23578055202960968,0.2804548442363739,0.2050846964120865,0.21259728074073792,0.42300865054130554
",",0.3087472915649414,0.4691906273365021,0.427140474319458,0.21077987551689148,0.49057599902153015,0.4933079481124878,0.17534321546554565,0.23000483214855194,0.4137537479400635,0.4691906273365021,0.22601644694805145,0.38860568404197693,0.22285740077495575,0.31002363562583923,0.17534321546554565,0.2263905256986618,0.31091248989105225
which,0.5261979103088379,0.4457404911518097,0.56894451379776,0.3649226725101471,0.4245251417160034,0.6521818041801453,0.26335951685905457,0.3333227038383484,0.6894589066505432,0.4457404911518097,0.3975396752357483,0.3217443823814392,0.26001641154289246,0.21813765168190002,0.26335951685905457,0.3675270974636078,0.25814583897590637
provide,0.27049049735069275,0.23050084710121155,0.26036545634269714,0.2342396229505539,0.250570684671402,0.26373472809791565,0.21891915798187256,0.19765476882457733,0.367409884929657,0.23050084710121155,0.30273306369781494,0.09885118901729584,0.2823280096054077,0.23489460349082947,0.21891915798187256,0.2922394275665283,0.22704634070396423
extra,0.1589265614748001,0.14706863462924957,0.2772902250289917,0.1922679990530014,0.26967132091522217,0.20500101149082184,0.16678892076015472,0.14200642704963684,0.31696105003356934,0.14706863462924957,0.13010893762111664,0.12429206073284149,0.24304550886154175,0.22156476974487305,0.16678892076015472,0.2583543062210083,0.11175043880939484
stimulatory,0.24100996553897858,0.25073298811912537,0.29198983311653137,0.4085119664669037,0.19510579109191895,0.252219021320343,0.34070923924446106,0.27551472187042236,0.29332926869392395,0.25073298811912537,0.43060383200645447,0.13948345184326172,0.23927181959152222,0.19662027060985565,0.34070923924446106,0.522451639175415,0.11082734167575836
signals,0.2608519196510315,0.18334968388080597,0.22286362946033478,0.3280736207962036,0.22392448782920837,0.28817644715309143,0.2653706967830658,0.2883271276950836,0.2883685231208801,0.18334968388080597,0.31822091341018677,0.13250501453876495,0.18438753485679626,0.16042622923851013,0.2653706967830658,0.3989449441432953,0.09948804974555969
typically,0.2460547685623169,0.3483496606349945,0.37909039855003357,0.3695690631866455,0.22215910255908966,0.33345210552215576,0.26205387711524963,0.31145334243774414,0.34845292568206787,0.3483496606349945,0.3522099256515503,0.16388562321662903,0.2576185166835785,0.16992370784282684,0.26205387711524963,0.3802466094493866,0.14485043287277222
required,0.2506856620311737,0.21426478028297424,0.2891559302806854,0.30880364775657654,0.193476602435112,0.27848219871520996,0.2671035826206207,0.18294239044189453,0.37379229068756104,0.21426478028297424,0.3752235770225525,0.18442073464393616,0.26694414019584656,0.31238657236099243,0.2671035826206207,0.35812243819236755,0.24962718784809113
to,0.455847829580307,0.42745086550712585,0.45503583550453186,0.29342833161354065,0.41031414270401,0.535392165184021,0.19730474054813385,0.23727688193321228,0.5436353087425232,0.42745086550712585,0.22180470824241638,0.37890323996543884,0.3275086283683777,0.30417174100875854,0.19730474054813385,0.28670090436935425,0.29463258385658264
activate,0.28199630975723267,0.15938088297843933,0.20517130196094513,0.3653111755847931,0.2562035322189331,0.28691259026527405,0.46258875727653503,0.28064727783203125,0.33007141947746277,0.15938088297843933,0.28203409910202026,0.1948007196187973,0.37022292613983154,0.313746839761734,0.46258875727653503,0.7857717871665955,0.28971943259239197
antibody-producing,0.2329520732164383,0.25717440247535706,0.33342260122299194,0.4471168518066406,0.17379359900951385,0.291674941778183,0.45177868008613586,0.3201735019683838,0.32153019309043884,0.25717440247535706,0.3552476763725281,0.1941317319869995,0.26641416549682617,0.26938578486442566,0.45177868008613586,0.5515903234481812,0.2232358306646347
b,0.13329443335533142,0.14543820917606354,0.24025672674179077,0.18293118476867676,0.09845591336488724,0.16891296207904816,0.15468697249889374,0.0879436656832695,0.09823787212371826,0.14543820917606354,0.10856055468320847,0.12805980443954468,0.191792830824852,0.17949947714805603,0.15468697249889374,0.20361797511577606,0.1975182741880417
cells,0.1758001297712326,0.1644774079322815,0.2297232300043106,0.4311768114566803,0.14727668464183807,0.19095487892627716,0.7729857563972473,0.31813645362854004,0.2709589898586273,0.1644774079322815,0.3072327673435211,0.19251862168312073,0.2926276922225952,0.25527921319007874,0.7729857563972473,0.4792545437812805,0.1898086667060852
.,0.3567904531955719,0.4569662809371948,0.50484299659729,0.2661641240119934,0.49257001280784607,0.5934505462646484,0.2801848351955414,0.2543797492980957,0.4460422694683075,0.4569662809371948,0.2251008301973343,0.35870397090911865,0.19825002551078796,0.3410096764564514,0.2801848351955414,0.31713196635246277,0.4130953550338745
