,in,1949,",",abc,had,less,coverage,than,what,competing,networks,?
third,0.3309578001499176,0.09228024631738663,0.283071368932724,0.09984055906534195,0.22559253871440887,0.18984709680080414,0.22958175837993622,0.22376805543899536,0.2033906877040863,0.1873973309993744,0.07558779418468475,0.15394791960716248
rival,0.17891286313533783,0.05164809897542,0.16514593362808228,0.09486591815948486,0.27810341119766235,0.13617420196533203,0.20435574650764465,0.1352882981300354,0.13831420242786407,0.31723758578300476,0.19225482642650604,0.08066411316394806
at,0.4374977946281433,0.1085570678114891,0.38314947485923767,0.12953892350196838,0.3288320302963257,0.24949800968170166,0.25264042615890503,0.27679139375686646,0.2838611304759979,0.2045920342206955,0.2001681923866272,0.21978627145290375
the,0.6662389636039734,0.2687380611896515,0.4933079481124878,0.2068762183189392,0.3875846862792969,0.29185041785240173,0.2704935073852539,0.3227543234825134,0.42745697498321533,0.25845134258270264,0.24705806374549866,0.22068053483963013
time,0.3431483507156372,0.20228023827075958,0.3029961884021759,0.17553414404392242,0.34488338232040405,0.31885480880737305,0.2493697851896286,0.30184081196784973,0.36319252848625183,0.27425819635391235,0.2074841409921646,0.27391523122787476
",",0.5201468467712402,0.1767846941947937,1.0000001192092896,0.2097204476594925,0.35487717390060425,0.28111666440963745,0.2504524886608124,0.3371901512145996,0.3087472915649414,0.24155019223690033,0.20105446875095367,0.31091248989105225
the,0.6662389636039734,0.2687380611896515,0.4933079481124878,0.2068762183189392,0.3875846862792969,0.29185041785240173,0.2704935073852539,0.3227543234825134,0.42745697498321533,0.25845134258270264,0.24705806374549866,0.22068053483963013
dumont,0.224955752491951,0.02004411071538925,0.3221358060836792,0.29618480801582336,0.2045142650604248,-0.017785755917429924,0.2519717216491699,0.05002245306968689,0.12555237114429474,0.16371259093284607,0.2572171688079834,0.1635250747203827
television,0.2689782977104187,0.17102475464344025,0.27995240688323975,0.46871840953826904,0.203231081366539,0.09944088011980057,0.2856433689594269,0.1793273538351059,0.19838058948516846,0.24682272970676422,0.4588569104671478,0.16825827956199646
network,0.19496823847293854,0.14124047756195068,0.1932937651872635,0.4295894205570221,0.13757506012916565,0.12960653007030487,0.3995385468006134,0.1737969070672989,0.16917307674884796,0.2553956210613251,0.8756695985794067,0.17853789031505585
.,0.5591574311256409,0.2120380848646164,0.6812511086463928,0.2567209303379059,0.37348684668540955,0.32668155431747437,0.24490486085414886,0.3594527542591095,0.3567904531955719,0.18471822142601013,0.24027101695537567,0.4130953550338745
