,what,would,a,probationer,need,to,do,to,earn,more,money,",",after,6,years,?
but,0.5029441118240356,0.5366146564483643,0.44750767946243286,0.31338053941726685,0.4706662893295288,0.5542377829551697,0.4077886939048767,0.5542377829551697,0.26156577467918396,0.4887734353542328,0.30705881118774414,0.48126736283302307,0.38354751467704773,0.14219103753566742,0.29745155572891235,0.27921953797340393
could,0.4188697934150696,0.8068214654922485,0.3736826181411743,0.269058495759964,0.5499700307846069,0.5461788773536682,0.42262277007102966,0.5461788773536682,0.25822755694389343,0.4129549562931061,0.2954118251800537,0.27399855852127075,0.28948622941970825,0.037476591765880585,0.2500765919685364,0.3411986827850342
then,0.4072686731815338,0.44452744722366333,0.3970017731189728,0.3174927532672882,0.3469848036766052,0.5203860402107239,0.27838701009750366,0.5203860402107239,0.2273658961057663,0.2772486209869385,0.26096051931381226,0.36768391728401184,0.4163074791431427,0.13301613926887512,0.24459262192249298,0.2884598970413208
go,0.35329025983810425,0.34386715292930603,0.24019409716129303,0.2612912058830261,0.3434804677963257,0.384844571352005,0.39727410674095154,0.384844571352005,0.2770305871963501,0.2412637323141098,0.2563246488571167,0.3043581247329712,0.24441544711589813,0.09236442297697067,0.2218853235244751,0.25942572951316833
on,0.34226128458976746,0.35589995980262756,0.3848365545272827,0.20659075677394867,0.2725224494934082,0.41031414270401,0.3025321364402771,0.41031414270401,0.16312624514102936,0.37351730465888977,0.20461611449718475,0.49057599902153015,0.39330315589904785,0.005334584508091211,0.2152649462223053,0.2714994251728058
to,0.455847829580307,0.5965728163719177,0.45503583550453186,0.23633195459842682,0.42094892263412476,1.0,0.38876664638519287,1.0,0.2928581237792969,0.47084665298461914,0.3124290704727173,0.44245919585227966,0.37890323996543884,0.14752747118473053,0.23891852796077728,0.29463258385658264
earn,0.16168662905693054,0.27380162477493286,0.26034015417099,0.24972692131996155,0.3080578148365021,0.2928581237792969,0.2885552644729614,0.2928581237792969,1.0,0.27222058176994324,0.5366929173469543,0.2286224514245987,0.24524343013763428,0.03250286355614662,0.21067745983600616,0.20429526269435883
up,0.28591108322143555,0.35289904475212097,0.32523053884506226,0.22857235372066498,0.33754202723503113,0.40375280380249023,0.26271459460258484,0.40375280380249023,0.1584203541278839,0.2851726710796356,0.24055178463459015,0.34193792939186096,0.3247016668319702,0.15601859986782074,0.24200905859470367,0.1819818764925003
to,0.455847829580307,0.5965728163719177,0.45503583550453186,0.23633195459842682,0.42094892263412476,1.0,0.38876664638519287,1.0,0.2928581237792969,0.47084665298461914,0.3124290704727173,0.44245919585227966,0.37890323996543884,0.14752747118473053,0.23891852796077728,0.29463258385658264
"£39,942",0.12923191487789154,0.11287211626768112,0.015712283551692963,-0.014985750429332256,0.14408917725086212,0.11467783898115158,0.1247270479798317,0.11467783898115158,-0.08597235381603241,0.15925933420658112,-0.09352441877126694,0.0266221035271883,0.036971088498830795,-0.03205864876508713,0.07820253074169159,0.06721832603216171
as,0.31749409437179565,0.3824005722999573,0.39550232887268066,0.25301113724708557,0.29526448249816895,0.42092081904411316,0.38329678773880005,0.42092081904411316,0.1938096433877945,0.42839905619621277,0.17608045041561127,0.48816442489624023,0.3014480769634247,0.08968346565961838,0.234328031539917,0.27043893933296204
they,0.4431931674480438,0.5262938141822815,0.3528250455856323,0.24096593260765076,0.4473401606082916,0.5452046394348145,0.4667694866657257,0.5452046394348145,0.25346094369888306,0.4636705815792084,0.3403138220310211,0.390799880027771,0.33591970801353455,0.08580777049064636,0.27811309695243835,0.2753053903579712
complete,0.29213884472846985,0.26136624813079834,0.29913821816444397,0.13912740349769592,0.29420211911201477,0.26479288935661316,0.22834019362926483,0.26479288935661316,0.2177634984254837,0.2551126182079315,0.18619154393672943,0.23945219814777374,0.2268172949552536,-0.007840422913432121,0.2288486808538437,0.11962060630321503
the,0.42745697498321533,0.4133751392364502,0.5829201340675354,0.21078093349933624,0.2594960331916809,0.535392165184021,0.30239659547805786,0.535392165184021,0.21796688437461853,0.39758381247520447,0.2699695825576782,0.4933079481124878,0.4565047025680542,0.041227471083402634,0.2912273406982422,0.22068053483963013
modules,0.24831123650074005,0.2602972090244293,0.1614515483379364,0.2234087884426117,0.3756982088088989,0.21362724900245667,0.3070603013038635,0.21362724900245667,0.17150148749351501,0.2556206285953522,0.15751194953918457,0.1764734834432602,0.08298560976982117,0.05467933788895607,0.1259196549654007,0.2365492284297943
to,0.455847829580307,0.5965728163719177,0.45503583550453186,0.23633195459842682,0.42094892263412476,1.0,0.38876664638519287,1.0,0.2928581237792969,0.47084665298461914,0.3124290704727173,0.44245919585227966,0.37890323996543884,0.14752747118473053,0.23891852796077728,0.29463258385658264
earn,0.16168662905693054,0.27380162477493286,0.26034015417099,0.24972692131996155,0.3080578148365021,0.2928581237792969,0.2885552644729614,0.2928581237792969,1.0,0.27222058176994324,0.5366929173469543,0.2286224514245987,0.24524343013763428,0.03250286355614662,0.21067745983600616,0.20429526269435883
chartered,0.10646602511405945,0.12737146019935608,0.20159493386745453,0.23270072042942047,0.10355108976364136,0.18351353704929352,0.07466895133256912,0.18351353704929352,0.1757483184337616,0.10859939455986023,0.20082183182239532,0.2861229479312897,0.22619730234146118,0.020510880276560783,0.16169708967208862,0.09353633224964142
teacher,0.20492632687091827,0.18345347046852112,0.31202319264411926,0.304036021232605,0.18438822031021118,0.1991342306137085,0.1752667874097824,0.1991342306137085,0.2882140874862671,0.14009490609169006,0.21858271956443787,0.2884024977684021,0.21123147010803223,-0.033620961010456085,0.19210392236709595,0.1797819435596466
status,0.1975356787443161,0.2281123697757721,0.28739041090011597,0.1787625402212143,0.25173670053482056,0.268886923789978,0.20816563069820404,0.268886923789978,0.24133066833019257,0.22206495702266693,0.16505661606788635,0.2404196411371231,0.18920661509037018,0.048227470368146896,0.10308628529310226,0.16403266787528992
(,0.2411840260028839,0.21630488336086273,0.3206180930137634,0.220919668674469,0.23315081000328064,0.30882009863853455,0.24216170608997345,0.30882009863853455,0.11059409379959106,0.20831379294395447,0.14543579518795013,0.6363511681556702,0.2132600098848343,0.0050252811051905155,0.21505801379680634,0.40561532974243164
requiring,0.23015210032463074,0.4022030830383301,0.2638072371482849,0.28655216097831726,0.5289950966835022,0.3393286466598511,0.383081316947937,0.3393286466598511,0.2742493450641632,0.3341520130634308,0.1963847279548645,0.18315042555332184,0.15244761109352112,0.020454205572605133,0.11707901209592819,0.19080378115177155
at,0.2838611304759979,0.3073931038379669,0.3095070421695709,0.14920546114444733,0.20230725407600403,0.36524343490600586,0.1511090099811554,0.36524343490600586,0.261000394821167,0.2627858817577362,0.16084402799606323,0.38314947485923767,0.3622083067893982,0.04754280671477318,0.2851444482803345,0.21978627145290375
least,0.3337163031101227,0.3881673514842987,0.3442045748233795,0.2118399739265442,0.3925921618938446,0.35133054852485657,0.2657918632030487,0.35133054852485657,0.18829870223999023,0.4720705449581146,0.11651541292667389,0.28584957122802734,0.22925813496112823,0.007540206890553236,0.3112877905368805,0.28866854310035706
6,0.05088282376527786,0.02411937527358532,0.023897485807538033,0.029955308884382248,0.047452058643102646,0.14752747118473053,0.10582158714532852,0.14752747118473053,0.03250286355614662,0.11302834004163742,0.05417270585894585,0.05098571628332138,0.1066315695643425,1.0,0.03395090252161026,0.045001473277807236
years,0.1981470286846161,0.24754531681537628,0.23773819208145142,0.20910170674324036,0.1476026177406311,0.23891852796077728,0.180253803730011,0.23891852796077728,0.21067745983600616,0.29188093543052673,0.20765183866024017,0.2589467465877533,0.38036108016967773,0.03395090252161026,1.0,0.1914375126361847
at,0.2838611304759979,0.3073931038379669,0.3095070421695709,0.14920546114444733,0.20230725407600403,0.36524343490600586,0.1511090099811554,0.36524343490600586,0.261000394821167,0.2627858817577362,0.16084402799606323,0.38314947485923767,0.3622083067893982,0.04754280671477318,0.2851444482803345,0.21978627145290375
up,0.28591108322143555,0.35289904475212097,0.32523053884506226,0.22857235372066498,0.33754202723503113,0.40375280380249023,0.26271459460258484,0.40375280380249023,0.1584203541278839,0.2851726710796356,0.24055178463459015,0.34193792939186096,0.3247016668319702,0.15601859986782074,0.24200905859470367,0.1819818764925003
to,0.455847829580307,0.5965728163719177,0.45503583550453186,0.23633195459842682,0.42094892263412476,1.0,0.38876664638519287,1.0,0.2928581237792969,0.47084665298461914,0.3124290704727173,0.44245919585227966,0.37890323996543884,0.14752747118473053,0.23891852796077728,0.29463258385658264
two,0.23363454639911652,0.2872341275215149,0.3289857804775238,0.2041211873292923,0.2577587962150574,0.3343428373336792,0.22086432576179504,0.3343428373336792,0.18576735258102417,0.36959168314933777,0.1901366412639618,0.35859420895576477,0.3276641070842743,0.08705443143844604,0.301040381193161,0.19645625352859497
modules,0.24831123650074005,0.2602972090244293,0.1614515483379364,0.2234087884426117,0.3756982088088989,0.21362724900245667,0.3070603013038635,0.21362724900245667,0.17150148749351501,0.2556206285953522,0.15751194953918457,0.1764734834432602,0.08298560976982117,0.05467933788895607,0.1259196549654007,0.2365492284297943
per,0.21384303271770477,0.23669259250164032,0.21615441143512726,0.17720657587051392,0.30225664377212524,0.2519395351409912,0.26983779668807983,0.2519395351409912,0.18125848472118378,0.2704499363899231,0.16903209686279297,0.26711323857307434,0.1580824851989746,0.03634509816765785,0.14107413589954376,0.22323818504810333
year,0.15184831619262695,0.259968101978302,0.29350247979164124,0.19186973571777344,0.14187441766262054,0.23523004353046417,0.17168156802654266,0.23523004353046417,0.27883005142211914,0.2547462582588196,0.2704290449619293,0.28560417890548706,0.336445689201355,-0.08963438123464584,0.5195499062538147,0.18315006792545319
.,0.3567904531955719,0.35067233443260193,0.50484299659729,0.24271298944950104,0.26852357387542725,0.4645031690597534,0.3613996207714081,0.4645031690597534,0.22682331502437592,0.4070230722427368,0.2570818066596985,0.6812511086463928,0.35870397090911865,0.07554518431425095,0.31919315457344055,0.4130953550338745
),0.26259949803352356,0.2093871831893921,0.3640355169773102,0.22518357634544373,0.245107039809227,0.31236231327056885,0.24460165202617645,0.31236231327056885,0.12267697602510452,0.23179085552692413,0.16383083164691925,0.63033527135849,0.24162524938583374,-0.014855935238301754,0.20000751316547394,0.42300865054130554
