,what,stretched,across,middle,europe,in,the,last,ice,age,?
asia,0.14832128584384918,0.23712864518165588,0.3513064980506897,0.29221153259277344,0.6662018895149231,0.26562291383743286,0.2838890850543976,0.19966720044612885,0.19203686714172363,0.14791563153266907,0.1340748518705368
to,0.455847829580307,0.27465128898620605,0.36818596720695496,0.2015334814786911,0.24889446794986725,0.45010748505592346,0.535392165184021,0.30156898498535156,0.19850128889083862,0.23830388486385345,0.29463258385658264
the,0.42745697498321533,0.3302689790725708,0.3816230297088623,0.3405749201774597,0.34463706612586975,0.6662389636039734,1.0,0.3698786795139313,0.22322975099086761,0.24711290001869202,0.22068053483963013
atlantic,0.16333554685115814,0.23610538244247437,0.2957223355770111,0.25987735390663147,0.2792096436023712,0.23876288533210754,0.31052014231681824,0.2008981853723526,0.24771852791309357,0.09279104322195053,0.15355663001537323
ocean,0.21858152747154236,0.27602168917655945,0.3176868259906769,0.2425292730331421,0.20658183097839355,0.22995012998580933,0.3185477554798126,0.17328932881355286,0.23761411011219025,0.13791009783744812,0.15205028653144836
.,0.3567904531955719,0.25391146540641785,0.26410314440727234,0.2989427447319031,0.31984585523605347,0.5591574311256409,0.5934505462646484,0.3548945486545563,0.22156640887260437,0.2498820275068283,0.4130953550338745
,what,stretched,across,middle,europe,in,the,last,ice,age,?
most,0.3219912350177765,0.22970782220363617,0.3014902174472809,0.23024573922157288,0.33005326986312866,0.41416558623313904,0.47635307908058167,0.27070826292037964,0.14772264659404755,0.11108490079641342,0.2107497900724411
of,0.33290785551071167,0.29634585976600647,0.2936134934425354,0.2799445688724518,0.29299741983413696,0.5696388483047485,0.733189046382904,0.3052992522716522,0.18215686082839966,0.2372717410326004,0.1826142966747284
the,0.42745697498321533,0.3302689790725708,0.3816230297088623,0.3405749201774597,0.34463706612586975,0.6662389636039734,1.0,0.3698786795139313,0.22322975099086761,0.24711290001869202,0.22068053483963013
rhine,0.16475653648376465,0.1779363453388214,0.22327139973640442,0.23721498250961304,0.3181407153606415,0.24648422002792358,0.30735138058662415,0.13734391331672668,0.13962964713573456,0.14115528762340546,0.13754533231258392
's,0.02692362666130066,0.05445682257413864,0.010988947004079819,-0.017355401068925858,0.08762212097644806,-0.037580832839012146,-0.01540423184633255,0.03682802617549896,0.042887844145298004,0.004176773596554995,-0.023395681753754616
current,0.18294453620910645,0.13372769951820374,0.12273567169904709,0.11747380346059799,0.08359086513519287,0.1955713927745819,0.3314409554004669,0.192361980676651,0.1795332431793213,0.11127956956624985,0.12074550241231918
course,0.3412042260169983,0.2515105605125427,0.26651981472969055,0.22479790449142456,0.15840421617031097,0.27132725715637207,0.32268625497817993,0.21298937499523163,0.13180822134017944,0.21970979869365692,0.28826573491096497
was,0.22111038863658905,0.23076270520687103,0.20413610339164734,0.21038298308849335,0.2931758761405945,0.45514053106307983,0.48711544275283813,0.32424551248550415,0.15280188620090485,0.27072176337242126,0.18412111699581146
not,0.5449194312095642,0.23722191154956818,0.18024873733520508,0.18364036083221436,0.20899003744125366,0.3403114080429077,0.4310511648654938,0.24076122045516968,0.16560789942741394,0.2090955525636673,0.41942933201789856
under,0.20154598355293274,0.2148866355419159,0.2409892976284027,0.13393321633338928,0.16337652504444122,0.2535393238067627,0.3348022699356079,0.20827795565128326,0.231464684009552,0.17188125848770142,0.18233340978622437
the,0.42745697498321533,0.3302689790725708,0.3816230297088623,0.3405749201774597,0.34463706612586975,0.6662389636039734,1.0,0.3698786795139313,0.22322975099086761,0.24711290001869202,0.22068053483963013
ice,0.17764540016651154,0.14462435245513916,0.18313132226467133,0.1795981079339981,0.2194051593542099,0.18398158252239227,0.22322975099086761,0.1815238893032074,1.0000001192092896,0.26043158769607544,0.1261633038520813
during,0.24137552082538605,0.21914684772491455,0.2625342309474945,0.2737145721912384,0.3006441295146942,0.4627237319946289,0.4838213622570038,0.3807850182056427,0.2150520533323288,0.27434083819389343,0.1325719803571701
the,0.42745697498321533,0.3302689790725708,0.3816230297088623,0.3405749201774597,0.34463706612586975,0.6662389636039734,1.0,0.3698786795139313,0.22322975099086761,0.24711290001869202,0.22068053483963013
last,0.23175878822803497,0.21323825418949127,0.1370202749967575,0.22498966753482819,0.2198542058467865,0.30714505910873413,0.3698786795139313,1.0,0.1815238893032074,0.24636659026145935,0.22371746599674225
ice,0.17764540016651154,0.14462435245513916,0.18313132226467133,0.1795981079339981,0.2194051593542099,0.18398158252239227,0.22322975099086761,0.1815238893032074,1.0000001192092896,0.26043158769607544,0.1261633038520813
age,0.1895245760679245,0.19084326922893524,0.09900203347206116,0.25346726179122925,0.21485373377799988,0.30576348304748535,0.24711290001869202,0.24636659026145935,0.26043158769607544,0.9999998807907104,0.16859300434589386
;,0.10986888408660889,0.08239323645830154,0.07255273312330246,0.08150403946638107,0.1878715306520462,0.092739537358284,0.09152708947658539,0.06822862476110458,0.0024501329753547907,0.017948059365153313,0.10349778085947037
although,0.24844598770141602,0.23121991753578186,0.20834310352802277,0.12026046961545944,0.22419078648090363,0.28763338923454285,0.3265823423862457,0.18739870190620422,0.15561984479427338,0.16131897270679474,0.15541206300258636
",",0.3087472915649414,0.2627030313014984,0.22515052556991577,0.24847112596035004,0.2542513906955719,0.5201468467712402,0.4933079481124878,0.29026782512664795,0.23877936601638794,0.2693369388580322,0.31091248989105225
its,0.30393704771995544,0.2469794601202011,0.2542828917503357,0.20818454027175903,0.23578834533691406,0.3793783485889435,0.559237003326416,0.12596635520458221,0.10998256504535675,0.11611614376306534,0.15103481709957123
source,0.2553733289241791,0.14114804565906525,0.18918296694755554,0.12524358928203583,0.13589978218078613,0.24019475281238556,0.30258262157440186,0.15421198308467865,0.07096697390079498,0.09823834896087646,0.2462312877178192
must,0.30362528562545776,0.148708775639534,0.14780622720718384,0.15366467833518982,0.11779192090034485,0.18276341259479523,0.2713140547275543,0.23198525607585907,0.12861381471157074,0.17656798660755157,0.23707495629787445
still,0.4548931419849396,0.28638800978660583,0.2662394940853119,0.19095690548419952,0.2763552963733673,0.3424699008464813,0.40142056345939636,0.3604687452316284,0.17191626131534576,0.19663920998573303,0.3039587736129761
have,0.39808809757232666,0.25493142008781433,0.26921841502189636,0.2068544626235962,0.2433963268995285,0.36843645572662354,0.40389683842658997,0.27193668484687805,0.18945515155792236,0.1837892234325409,0.32991164922714233
been,0.2567804455757141,0.2521792948246002,0.24311202764511108,0.14998283982276917,0.24241842329502106,0.3515113592147827,0.3563927710056305,0.27087530493736267,0.14618909358978271,0.17820365726947784,0.24354910850524902
a,0.3320399522781372,0.26128140091896057,0.2660536468029022,0.23820361495018005,0.18710176646709442,0.539380669593811,0.5829201340675354,0.2864423990249634,0.198673278093338,0.19297243654727936,0.23916715383529663
glacier,0.16163218021392822,0.329399049282074,0.2664256989955902,0.16786883771419525,0.229088693857193,0.16514810919761658,0.22671125829219818,0.22203604876995087,0.42915263772010803,0.20865945518016815,0.0979667603969574
.,0.3567904531955719,0.25391146540641785,0.26410314440727234,0.2989427447319031,0.31984585523605347,0.5591574311256409,0.5934505462646484,0.3548945486545563,0.22156640887260437,0.2498820275068283,0.4130953550338745
