,where,was,montcalm,focusing,the,defense,for,new,france,?
",",0.3149496018886566,0.45456063747406006,0.3917418122291565,0.2629091441631317,0.4933079481124878,0.21538467705249786,0.4464869201183319,0.36073189973831177,0.28250643610954285,0.31091248989105225
with,0.4142743945121765,0.27411898970603943,0.23628652095794678,0.28430986404418945,0.4223487675189972,0.19516409933567047,0.39140474796295166,0.24325589835643768,0.20020143687725067,0.2433311939239502
primary,0.24752047657966614,0.16384649276733398,0.13113859295845032,0.26793357729911804,0.25688621401786804,0.16385340690612793,0.2533470094203949,0.18274739384651184,0.10856405645608902,0.16286636888980865
defenses,0.2068503499031067,0.2609693109989166,0.23868915438652039,0.22855369746685028,0.3284451365470886,0.8166810870170593,0.30291834473609924,0.1535647064447403,0.16783307492733002,0.19043757021427155
at,0.4402937591075897,0.36707764863967896,0.31557270884513855,0.1948004961013794,0.457212895154953,0.16941078007221222,0.34237727522850037,0.1898733228445053,0.2402782440185547,0.21978627145290375
carillon,0.2571715712547302,0.3016013205051422,0.34562256932258606,0.15557926893234253,0.3277492821216583,0.17760467529296875,0.24805080890655518,0.1651371568441391,0.4025490880012512,0.16890698671340942
",",0.3149496018886566,0.45456063747406006,0.3917418122291565,0.2629091441631317,0.4933079481124878,0.21538467705249786,0.4464869201183319,0.36073189973831177,0.28250643610954285,0.31091248989105225
quebec,0.17690818011760712,0.21936345100402832,0.46570849418640137,0.07782570272684097,0.23410074412822723,0.1108856052160263,0.1604333370923996,0.26484864950180054,0.32529017329216003,0.11506577581167221
",",0.3149496018886566,0.45456063747406006,0.3917418122291565,0.2629091441631317,0.4933079481124878,0.21538467705249786,0.4464869201183319,0.36073189973831177,0.28250643610954285,0.31091248989105225
and,0.43859338760375977,0.3740963041782379,0.32277265191078186,0.3101026117801666,0.5171257257461548,0.20962949097156525,0.5064792633056641,0.31402453780174255,0.2925812005996704,0.20544172823429108
louisbourg,0.2565958797931671,0.29799985885620117,0.5741510391235352,0.11122225970029831,0.2785874009132385,0.17537285387516022,0.15205809473991394,0.21075564622879028,0.5457897186279297,0.09875453263521194
",",0.3149496018886566,0.45456063747406006,0.3917418122291565,0.2629091441631317,0.4933079481124878,0.21538467705249786,0.4464869201183319,0.36073189973831177,0.28250643610954285,0.31091248989105225
while,0.41293615102767944,0.3253832161426544,0.23272967338562012,0.3268486261367798,0.39804592728614807,0.17814886569976807,0.4232339859008789,0.21558766067028046,0.2284872829914093,0.21076419949531555
vaudreuil,0.19425268471240997,0.28860780596733093,0.6197536587715149,0.050588589161634445,0.24370621144771576,0.13867737352848053,0.1418437361717224,0.21512967348098755,0.49735867977142334,0.19054962694644928
argued,0.15872541069984436,0.21668414771556854,0.14738842844963074,0.22838912904262543,0.1919303685426712,0.2395755648612976,0.17865048348903656,0.12186199426651001,0.08629918098449707,0.18905270099639893
unsuccessfully,0.1986294686794281,0.274709016084671,0.21780113875865936,0.07604547590017319,0.25118717551231384,0.25905025005340576,0.2733110785484314,0.18165196478366852,0.19713394343852997,0.11042703688144684
for,0.38599511981010437,0.3863949179649353,0.155609130859375,0.2879897952079773,0.4739971458911896,0.2780293822288513,0.9999999403953552,0.2700757384300232,0.21557466685771942,0.264628142118454
a,0.40997210144996643,0.4508470594882965,0.2294824868440628,0.21800127625465393,0.5829201340675354,0.21441413462162018,0.44038116931915283,0.3214259147644043,0.24802380800247192,0.23916715383529663
continuation,0.19415497779846191,0.3183766305446625,0.2687171995639801,0.31522834300994873,0.41826045513153076,0.2974511384963989,0.2838452160358429,0.1928362250328064,0.29954424500465393,0.14227430522441864
of,0.38066378235816956,0.4069072902202606,0.30493322014808655,0.2925836443901062,0.733189046382904,0.27720823884010315,0.4185989499092102,0.343457967042923,0.3265724182128906,0.1826142966747284
the,0.5003893971443176,0.48711544275283813,0.30913522839546204,0.25200846791267395,1.0,0.2604767382144928,0.4739971458911896,0.3845241069793701,0.35517507791519165,0.22068053483963013
raiding,0.23484858870506287,0.24921914935112,0.2959423363208771,0.23699277639389038,0.3298906683921814,0.29937276244163513,0.2274530827999115,0.17270295321941376,0.27974173426628113,0.10535027831792831
tactics,0.17529460787773132,0.22095632553100586,0.21663378179073334,0.3153930902481079,0.2657136619091034,0.39154693484306335,0.24239662289619446,0.10577677190303802,0.19683201611042023,0.20052185654640198
that,0.4876193106174469,0.33670201897621155,0.1852116733789444,0.33870410919189453,0.5473989248275757,0.2529016137123108,0.4137635827064514,0.29177987575531006,0.21517932415008545,0.32716336846351624
had,0.2596948444843292,0.5927209258079529,0.2026827484369278,0.2158515900373459,0.3875846862792969,0.20270635187625885,0.3270139992237091,0.28327175974845886,0.2409151792526245,0.20728366076946259
worked,0.23623773455619812,0.38922780752182007,0.16448169946670532,0.27953508496284485,0.22615844011306763,0.1522432416677475,0.3048533797264099,0.22784896194934845,0.1492512971162796,0.0901828184723854
quite,0.3576425611972809,0.2305021435022354,0.15472179651260376,0.26674795150756836,0.3001116216182709,0.10821960866451263,0.34519028663635254,0.1879279613494873,0.11462999880313873,0.2597154676914215
effectively,0.24378177523612976,0.24608884751796722,0.20164939761161804,0.24354904890060425,0.3534683883190155,0.22767023742198944,0.29776841402053833,0.22218365967273712,0.1993507444858551,0.21523159742355347
in,0.5344807505607605,0.45514053106307983,0.30460497736930847,0.24134784936904907,0.6662389636039734,0.20235490798950195,0.4322226941585541,0.3758552670478821,0.3812309503555298,0.20430970191955566
previous,0.21702761948108673,0.2747909128665924,0.12367473542690277,0.16734854876995087,0.34706559777259827,0.11862873286008835,0.27794817090034485,0.3248065412044525,0.11720900982618332,0.16724538803100586
years,0.26697102189064026,0.35855233669281006,0.19381286203861237,0.1537676751613617,0.2912273406982422,0.19078432023525238,0.2878222167491913,0.20363415777683258,0.22875502705574036,0.1914375126361847
.,0.41390106081962585,0.40146201848983765,0.34963828325271606,0.22086599469184875,0.5934505462646484,0.26610422134399414,0.4726039469242096,0.35031336545944214,0.33719199895858765,0.4130953550338745
