,where,do,all,trains,going,to,scotland,stop,at,?
doncaster,0.2281329333782196,0.1180870458483696,0.17527280747890472,0.43502670526504517,0.23077239096164703,0.18942151963710785,0.419880211353302,0.09600682556629181,0.2543729543685913,0.12163535505533218
",",0.3149496018886566,0.3283645510673523,0.425624817609787,0.20530615746974945,0.2957560122013092,0.44245919585227966,0.21124857664108276,0.24759207665920258,0.38314947485923767,0.31091248989105225
newark,0.14055857062339783,0.05623025819659233,0.21942684054374695,0.31076836585998535,0.18284565210342407,0.18962998688220978,0.20060120522975922,0.14986909925937653,0.20154719054698944,0.11998245120048523
north,0.23586879670619965,0.1764671355485916,0.19873790442943573,0.2637667655944824,0.23617005348205566,0.2743184268474579,0.2316993921995163,0.1796894669532776,0.2535056173801422,0.11829731613397598
gate,0.20652030408382416,0.09154092520475388,0.10706578195095062,0.21081660687923431,0.18981590867042542,0.2092132568359375,0.14407800137996674,0.11825302243232727,0.19346238672733307,0.071437306702137
and,0.43859338760375977,0.276123583316803,0.4542157053947449,0.2541063725948334,0.34511667490005493,0.48971283435821533,0.2930583655834198,0.2426174432039261,0.3571503460407257,0.20544172823429108
peterborough,0.23095057904720306,0.15745802223682404,0.2411373406648636,0.3429548442363739,0.2543524503707886,0.22394904494285583,0.3742089867591858,0.14373283088207245,0.27731767296791077,0.19017279148101807
and,0.43859338760375977,0.276123583316803,0.4542157053947449,0.2541063725948334,0.34511667490005493,0.48971283435821533,0.2930583655834198,0.2426174432039261,0.3571503460407257,0.20544172823429108
north,0.23586879670619965,0.1764671355485916,0.19873790442943573,0.2637667655944824,0.23617005348205566,0.2743184268474579,0.2316993921995163,0.1796894669532776,0.2535056173801422,0.11829731613397598
to,0.47735077142715454,0.38876664638519287,0.42520734667778015,0.27289023995399475,0.5117058157920837,1.0,0.19875919818878174,0.31219643354415894,0.36524343490600586,0.29463258385658264
scotland,0.2062309980392456,0.11975225061178207,0.15738077461719513,0.20505046844482422,0.1793707013130188,0.19875919818878174,1.0,0.06180603429675102,0.20754259824752808,0.09160218387842178
with,0.4142743945121765,0.23744353652000427,0.3876307010650635,0.13365305960178375,0.2376817911863327,0.4239959120750427,0.21539276838302612,0.2378961592912674,0.29126521944999695,0.2433311939239502
all,0.36365973949432373,0.38664430379867554,1.0000001192092896,0.1880621761083603,0.35503214597702026,0.42520734667778015,0.15738077461719513,0.3123442828655243,0.3001944422721863,0.29575422406196594
trains,0.18253616988658905,0.1811627298593521,0.1880621761083603,0.9999999403953552,0.2822205126285553,0.27289023995399475,0.20505046844482422,0.28305840492248535,0.2219238579273224,0.12280461937189102
calling,0.16518713533878326,0.21688628196716309,0.2640269994735718,0.10194572061300278,0.3411903977394104,0.2725794315338135,0.1325293481349945,0.22690139710903168,0.1585955023765564,0.23612231016159058
at,0.4402937591075897,0.1511090099811554,0.3001944422721863,0.2219238579273224,0.34710684418678284,0.36524343490600586,0.20754259824752808,0.19438834488391876,1.0,0.21978627145290375
edinburgh,0.21033897995948792,0.0991506278514862,0.15947099030017853,0.22326049208641052,0.21135234832763672,0.14218463003635406,0.626442551612854,0.14382749795913696,0.2828688621520996,0.09266204386949539
and,0.43859338760375977,0.276123583316803,0.4542157053947449,0.2541063725948334,0.34511667490005493,0.48971283435821533,0.2930583655834198,0.2426174432039261,0.3571503460407257,0.20544172823429108
a,0.40997210144996643,0.26237669587135315,0.2696802616119385,0.2166883498430252,0.3356470763683319,0.45503583550453186,0.2106660157442093,0.21033835411071777,0.3095070421695709,0.23916715383529663
small,0.33669906854629517,0.266916424036026,0.2913246750831604,0.18504595756530762,0.2323656529188156,0.3054737150669098,0.15295399725437164,0.17847207188606262,0.23262587189674377,0.13914890587329865
number,0.3329964578151703,0.21539703011512756,0.3830430209636688,0.13327457010746002,0.23260676860809326,0.2706126868724823,0.12002667039632797,0.15986478328704834,0.20500339567661285,0.19256845116615295
of,0.38066378235816956,0.26150479912757874,0.42798417806625366,0.16788527369499207,0.2849585711956024,0.41548454761505127,0.2208399921655655,0.2052845060825348,0.42558613419532776,0.1826142966747284
trains,0.18253616988658905,0.1811627298593521,0.1880621761083603,0.9999999403953552,0.2822205126285553,0.27289023995399475,0.20505046844482422,0.28305840492248535,0.2219238579273224,0.12280461937189102
extended,0.22478683292865753,0.21064823865890503,0.26584339141845703,0.19995756447315216,0.3011499047279358,0.28740090131759644,0.14616864919662476,0.18547002971172333,0.1804278939962387,0.17568568885326385
to,0.47735077142715454,0.38876664638519287,0.42520734667778015,0.27289023995399475,0.5117058157920837,1.0,0.19875919818878174,0.31219643354415894,0.36524343490600586,0.29463258385658264
glasgow,0.20079323649406433,0.10805953294038773,0.11804581433534622,0.35564571619033813,0.2140752077102661,0.1892232596874237,0.6305701732635498,0.11185421794652939,0.26971346139907837,0.035187333822250366
",",0.3149496018886566,0.3283645510673523,0.425624817609787,0.20530615746974945,0.2957560122013092,0.44245919585227966,0.21124857664108276,0.24759207665920258,0.38314947485923767,0.31091248989105225
aberdeen,0.16423964500427246,0.11076932400465012,0.16575203835964203,0.1789441853761673,0.16802461445331573,0.1943472921848297,0.5364583730697632,0.0931917279958725,0.2435474991798401,0.0929538831114769
and,0.43859338760375977,0.276123583316803,0.4542157053947449,0.2541063725948334,0.34511667490005493,0.48971283435821533,0.2930583655834198,0.2426174432039261,0.3571503460407257,0.20544172823429108
inverness,0.21887533366680145,0.17692741751670837,0.18652504682540894,0.25316089391708374,0.1879364401102066,0.15780872106552124,0.5149350166320801,0.09419717639684677,0.23012395203113556,0.05250139907002449
.,0.41390106081962585,0.3613996207714081,0.43406882882118225,0.19430097937583923,0.3473944664001465,0.4645031690597534,0.23843355476856232,0.27782511711120605,0.4549728035926819,0.4130953550338745
