,who,may,have,been,called,upon,to,fund,the,festival,associated,with,the,super,bowl,in,santa,clara,?
fund,0.23413541913032532,0.14701531827449799,0.22273753583431244,0.19959770143032074,0.2146976888179779,0.13624073565006256,0.23214511573314667,1.0000001192092896,0.25521403551101685,0.22093848884105682,0.23379741609096527,0.1840275228023529,0.25521403551101685,0.1256226897239685,0.12813548743724823,0.2148904800415039,0.16357611119747162,0.10313521325588226,0.1883198469877243
the,0.3733934462070465,0.2694292366504669,0.40389683842658997,0.3563927710056305,0.489897221326828,0.28184252977371216,0.535392165184021,0.25521403551101685,1.0,0.20982226729393005,0.2742886245250702,0.4223487675189972,1.0,0.21959073841571808,0.21576224267482758,0.6662389636039734,0.23511074483394623,0.2410326898097992,0.22068053483963013
event,0.17899073660373688,0.21385762095451355,0.23173485696315765,0.214043527841568,0.1937161237001419,0.08941014856100082,0.2585321366786957,0.2575545012950897,0.2960145175457001,0.3299560546875,0.16797025501728058,0.17549638450145721,0.2960145175457001,0.20683135092258453,0.22903870046138763,0.27304479479789734,0.13257922232151031,0.07994075864553452,0.16076280176639557
.,0.3541337847709656,0.35826805233955383,0.41614407300949097,0.33645182847976685,0.300344854593277,0.18839296698570251,0.4645031690597534,0.27906227111816406,0.5934505462646484,0.16963402926921844,0.2184346318244934,0.4446153938770294,0.5934505462646484,0.2757420241832733,0.21516893804073334,0.5591574311256409,0.22195746004581451,0.21668554842472076,0.4130953550338745
,who,may,have,been,called,upon,to,fund,the,festival,associated,with,the,super,bowl,in,santa,clara,?
additional,0.19588695466518402,0.2765429615974426,0.3269815742969513,0.2657521665096283,0.12361671775579453,0.16348285973072052,0.29850050806999207,0.16808514297008514,0.2539002597332001,0.09280399233102798,0.132400244474411,0.29758456349372864,0.2539002597332001,0.19341140985488892,0.1507398635149002,0.21390613913536072,0.15784861147403717,0.13237111270427704,0.24309562146663666
funding,0.26179713010787964,0.16677793860435486,0.2834905683994293,0.2767399251461029,0.13017767667770386,0.2617548108100891,0.3602164685726166,0.6819530725479126,0.3006567358970642,0.13346678018569946,0.20831821858882904,0.23049691319465637,0.3006567358970642,0.10977981239557266,0.12990449368953705,0.2074873298406601,0.16212011873722076,0.14535200595855713,0.1842934638261795
will,0.24651563167572021,0.4277452528476715,0.4443284869194031,0.2919718027114868,0.22254163026809692,0.2747095227241516,0.5091033577919006,0.2244611382484436,0.3635469079017639,0.15640363097190857,0.2084619551897049,0.33888739347457886,0.3635469079017639,0.1544499397277832,0.1507955938577652,0.2580665349960327,0.12759612500667572,0.05717363953590393,0.35046905279159546
be,0.3371641933917999,0.45514434576034546,0.5760743618011475,0.5304332375526428,0.2761072516441345,0.2512637972831726,0.4972836375236511,0.1837746649980545,0.4248143136501312,0.13384279608726501,0.23537606000900269,0.36101722717285156,0.4248143136501312,0.1880253106355667,0.18567830324172974,0.3481820821762085,0.1267155110836029,0.16532523930072784,0.3324260413646698
provided,0.18789203464984894,0.2264898270368576,0.32175615429878235,0.2599658966064453,0.19415190815925598,0.22734764218330383,0.28066325187683105,0.20076295733451843,0.304488867521286,0.027625540271401405,0.23680643737316132,0.26677820086479187,0.304488867521286,0.09278950095176697,0.11037559062242508,0.19033823907375336,0.1202574148774147,0.08008360117673874,0.16893617808818817
by,0.39727845788002014,0.1970296949148178,0.3359639644622803,0.39107078313827515,0.3092815577983856,0.3096585273742676,0.33534231781959534,0.20697960257530212,0.4408751428127289,0.14534176886081696,0.20962266623973846,0.39731505513191223,0.4408751428127289,0.15233319997787476,0.12992306053638458,0.370934396982193,0.11287207901477814,0.12294875830411911,0.17966607213020325
the,0.3733934462070465,0.2694292366504669,0.40389683842658997,0.3563927710056305,0.489897221326828,0.28184252977371216,0.535392165184021,0.25521403551101685,1.0,0.20982226729393005,0.2742886245250702,0.4223487675189972,1.0,0.21959073841571808,0.21576224267482758,0.6662389636039734,0.23511074483394623,0.2410326898097992,0.22068053483963013
city,0.21073515713214874,0.12727726995944977,0.154191792011261,0.1773093044757843,0.22269156575202942,0.18343614041805267,0.20300441980361938,0.1729704737663269,0.35769423842430115,0.2922684848308563,0.12695519626140594,0.19554263353347778,0.35769423842430115,0.14329007267951965,0.18699099123477936,0.3911624252796173,0.3028823137283325,0.24610762298107147,0.13423943519592285
council,0.19620807468891144,0.08836175501346588,0.1461305320262909,0.14956118166446686,0.14182394742965698,0.16693291068077087,0.23829470574855804,0.33051586151123047,0.2829204201698303,0.22099706530570984,0.11752323806285858,0.10649243742227554,0.2829204201698303,0.07803991436958313,0.13730627298355103,0.2689173221588135,0.09112712740898132,0.1460278034210205,0.1160062924027443
",",0.3365725874900818,0.5007920861244202,0.3541618287563324,0.34873589873313904,0.26549121737480164,0.27234330773353577,0.44245919585227966,0.23835203051567078,0.4933079481124878,0.25094273686408997,0.27184680104255676,0.4120737314224243,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.5201468467712402,0.25609585642814636,0.25817182660102844,0.31091248989105225
which,0.3688730001449585,0.23536433279514313,0.49652695655822754,0.36993977427482605,0.5573342442512512,0.28099435567855835,0.5345056653022766,0.2805023193359375,0.6521818041801453,0.21862797439098358,0.3083685338497162,0.46403205394744873,0.6521818041801453,0.25759580731391907,0.23468568921089172,0.4840516746044159,0.21508361399173737,0.2150997519493103,0.25814583897590637
has,0.2558172643184662,0.2377731204032898,0.6353569626808167,0.6162750124931335,0.30485156178474426,0.1415819227695465,0.3619994819164276,0.2145349681377411,0.4177538752555847,0.19701087474822998,0.24781976640224457,0.44092974066734314,0.4177538752555847,0.15233033895492554,0.17163237929344177,0.4173259735107422,0.21256384253501892,0.14607074856758118,0.15994466841220856
announced,0.11685211956501007,0.24405249953269958,0.18306851387023926,0.2706869840621948,0.1763594150543213,0.16611289978027344,0.20247882604599,0.2842022180557251,0.2277132272720337,0.17988090217113495,0.1220712885260582,0.19698800146579742,0.2277132272720337,0.1638530194759369,0.11583950370550156,0.2528248429298401,0.13451822102069855,0.06825502216815948,0.17416009306907654
plans,0.22827716171741486,0.2245236188173294,0.211116760969162,0.28986412286758423,0.22146445512771606,0.22092050313949585,0.367337167263031,0.32487061619758606,0.30240729451179504,0.133468359708786,0.12149497121572495,0.23306719958782196,0.30240729451179504,0.1524512767791748,0.030240964144468307,0.24845264852046967,0.14196228981018066,0.17575986683368683,0.13513131439685822
to,0.42656609416007996,0.391582727432251,0.4544740617275238,0.34945759177207947,0.2987143397331238,0.2616317570209503,1.0,0.23214511573314667,0.535392165184021,0.19796393811702728,0.2648659348487854,0.4239959120750427,0.535392165184021,0.17783479392528534,0.16993016004562378,0.45010748505592346,0.17084521055221558,0.21193093061447144,0.29463258385658264
set,0.19352185726165771,0.18118330836296082,0.24742956459522247,0.16857275366783142,0.2661258578300476,0.15213626623153687,0.320547491312027,0.18261362612247467,0.2927955985069275,0.1522567719221115,0.1322539746761322,0.19515010714530945,0.2927955985069275,0.1139470711350441,0.16605548560619354,0.2663729190826416,0.11586429923772812,0.11795533448457718,0.1698019951581955
aside,0.3188515901565552,0.19297334551811218,0.3997911214828491,0.30918824672698975,0.18565276265144348,0.2346978336572647,0.34527090191841125,0.20491327345371246,0.3075125813484192,0.06162131577730179,0.19180084764957428,0.34848752617836,0.3075125813484192,0.12552687525749207,0.2140044867992401,0.2715734839439392,0.1896798014640808,0.10325160622596741,0.27202221751213074
seed,0.14967647194862366,0.12009415030479431,0.21232807636260986,0.15217088162899017,0.19327624142169952,0.07766851782798767,0.18912462890148163,0.18323634564876556,0.2115030139684677,0.1381107121706009,0.1468885987997055,0.1744295209646225,0.2115030139684677,0.09331385046243668,0.19812247157096863,0.16289909183979034,0.10887675732374191,0.10173803567886353,0.19825764000415802
funding,0.26179713010787964,0.16677793860435486,0.2834905683994293,0.2767399251461029,0.13017767667770386,0.2617548108100891,0.3602164685726166,0.6819530725479126,0.3006567358970642,0.13346678018569946,0.20831821858882904,0.23049691319465637,0.3006567358970642,0.10977981239557266,0.12990449368953705,0.2074873298406601,0.16212011873722076,0.14535200595855713,0.1842934638261795
for,0.37110671401023865,0.29255861043930054,0.41175219416618347,0.39068686962127686,0.29870352149009705,0.2275998592376709,0.4451248347759247,0.3049182593822479,0.4739971458911896,0.2104043960571289,0.22591517865657806,0.39140474796295166,0.4739971458911896,0.22938419878482819,0.24430087208747864,0.4322226941585541,0.16627219319343567,0.12105634063482285,0.264628142118454
the,0.3733934462070465,0.2694292366504669,0.40389683842658997,0.3563927710056305,0.489897221326828,0.28184252977371216,0.535392165184021,0.25521403551101685,1.0,0.20982226729393005,0.2742886245250702,0.4223487675189972,1.0,0.21959073841571808,0.21576224267482758,0.6662389636039734,0.23511074483394623,0.2410326898097992,0.22068053483963013
event,0.17899073660373688,0.21385762095451355,0.23173485696315765,0.214043527841568,0.1937161237001419,0.08941014856100082,0.2585321366786957,0.2575545012950897,0.2960145175457001,0.3299560546875,0.16797025501728058,0.17549638450145721,0.2960145175457001,0.20683135092258453,0.22903870046138763,0.27304479479789734,0.13257922232151031,0.07994075864553452,0.16076280176639557
.,0.3541337847709656,0.35826805233955383,0.41614407300949097,0.33645182847976685,0.300344854593277,0.18839296698570251,0.4645031690597534,0.27906227111816406,0.5934505462646484,0.16963402926921844,0.2184346318244934,0.4446153938770294,0.5934505462646484,0.2757420241832733,0.21516893804073334,0.5591574311256409,0.22195746004581451,0.21668554842472076,0.4130953550338745
