,what,channels,were,removed,from,the,network,in,march,of,2007,?
ntl,0.28533488512039185,0.25564512610435486,0.13560603559017181,0.19090713560581207,0.1909010112285614,0.25437963008880615,0.30775776505470276,0.1986319124698639,0.23441635072231293,0.16498321294784546,-0.06728456914424896,0.31824302673339844
and,0.31309178471565247,0.2887432873249054,0.42175528407096863,0.2386566698551178,0.3601827025413513,0.5171257257461548,0.27591994404792786,0.4954058527946472,0.25804370641708374,0.5116966962814331,-0.2391151487827301,0.20544172823429108
telewest,0.32456687092781067,0.39914146065711975,0.27689510583877563,0.18746519088745117,0.20773838460445404,0.4038252830505371,0.4128626883029938,0.3695605993270874,0.20333166420459747,0.2979607582092285,-0.18243028223514557,0.24607007205486298
resulted,0.14803820848464966,0.13553082942962646,0.3060646653175354,0.2204413264989853,0.25908446311950684,0.2975946068763733,0.14769794046878815,0.3197503983974457,0.13513582944869995,0.3479447662830353,-0.09903012961149216,0.1391388475894928
in,0.30808621644973755,0.19040870666503906,0.3815755248069763,0.20650114119052887,0.4274188280105591,0.6662389636039734,0.19496823847293854,1.0,0.29730337858200073,0.5696388483047485,-0.2201838344335556,0.20430970191955566
virgin,0.1343110352754593,0.18653205037117004,0.1581590473651886,0.1121852844953537,0.07930377870798111,0.21732187271118164,0.2011886090040207,0.1495865285396576,0.14673897624015808,0.1805724799633026,-0.17015020549297333,0.11987020075321198
media,0.18292108178138733,0.27351927757263184,0.13317883014678955,0.12183621525764465,0.14971545338630676,0.19221965968608856,0.36014577746391296,0.19773486256599426,0.22255054116249084,0.19700391590595245,-0.093873031437397,0.1571006178855896
removing,0.3328666388988495,0.19355013966560364,0.2226337492465973,0.6982101798057556,0.26034313440322876,0.2945282459259033,0.17805223166942596,0.1690257042646408,0.17535121738910675,0.2899768054485321,-0.019184663891792297,0.32110175490379333
the,0.42745697498321533,0.27277594804763794,0.3906462490558624,0.33493471145629883,0.40150508284568787,1.0,0.27187061309814453,0.6662389636039734,0.2680487632751465,0.733189046382904,-0.23657195270061493,0.22068053483963013
basic,0.3564627468585968,0.23347727954387665,0.1971532553434372,0.18284308910369873,0.15211160480976105,0.27259987592697144,0.19274379312992096,0.2729884386062622,0.09268011897802353,0.2817785441875458,0.01046922616660595,0.26534420251846313
channels,0.1923084557056427,1.0,0.1514015644788742,0.18810269236564636,0.14713366329669952,0.27277594804763794,0.5602837800979614,0.19040870666503906,0.11946149915456772,0.17560617625713348,-0.04585105925798416,0.19657258689403534
from,0.2737620174884796,0.14713366329669952,0.29991888999938965,0.3298441469669342,1.0,0.40150508284568787,0.13736474514007568,0.4274188280105591,0.23610013723373413,0.4249346852302551,-0.13366085290908813,0.19969791173934937
the,0.42745697498321533,0.27277594804763794,0.3906462490558624,0.33493471145629883,0.40150508284568787,1.0,0.27187061309814453,0.6662389636039734,0.2680487632751465,0.733189046382904,-0.23657195270061493,0.22068053483963013
network,0.16917307674884796,0.5602837800979614,0.14680062234401703,0.12592098116874695,0.13736474514007568,0.27187061309814453,1.0000001192092896,0.19496823847293854,0.1648399382829666,0.21800683438777924,-0.07173428684473038,0.17853789031505585
on,0.34226128458976746,0.3108726739883423,0.2774328887462616,0.2793225049972534,0.36926645040512085,0.5107308030128479,0.30190837383270264,0.46853652596473694,0.33868420124053955,0.3966929316520691,-0.16471703350543976,0.2714994251728058
1,-0.21266892552375793,-0.12000202387571335,-0.20452795922756195,-0.17787903547286987,-0.06897146999835968,-0.1554475575685501,-0.1875540018081665,-0.10660158097743988,-0.1804061233997345,-0.09473495930433273,0.008273635990917683,-0.249979168176651
march,0.20529508590698242,0.11946149915456772,0.215988889336586,0.2258949875831604,0.23610013723373413,0.2680487632751465,0.1648399382829666,0.29730337858200073,1.0000001192092896,0.20692677795886993,-0.2717095911502838,0.2802562415599823
2007,-0.15549811720848083,-0.04585105925798416,-0.28866133093833923,-0.10591742396354675,-0.13366085290908813,-0.23657195270061493,-0.07173428684473038,-0.2201838344335556,-0.2717095911502838,-0.21244128048419952,1.0,-0.1664225310087204
.,0.3567904531955719,0.24374878406524658,0.3378238379955292,0.28908732533454895,0.41536515951156616,0.5934505462646484,0.23909442126750946,0.5591574311256409,0.349947065114975,0.5352458953857422,-0.216732457280159,0.4130953550338745
