,los,angeles,is,in,the,lower,part,of,what,?
",",0.242568701505661,0.23721925914287567,0.4691906273365021,0.5201468467712402,0.4933079481124878,0.236776202917099,0.3376222252845764,0.4946078956127167,0.3087472915649414,0.31091248989105225
and,0.22504177689552307,0.2403915673494339,0.3859752118587494,0.4954058527946472,0.5171257257461548,0.2802542746067047,0.35301485657691956,0.5116966962814331,0.31309178471565247,0.20544172823429108
political,0.12793584167957306,0.13808421790599823,0.15203817188739777,0.22136160731315613,0.20477235317230225,0.06733348965644836,0.1722194403409958,0.27319738268852234,0.21846716105937958,0.17130474746227264
disputes,0.05005615949630737,0.06667611002922058,0.16955074667930603,0.20005518198013306,0.27399224042892456,0.17909815907478333,0.24219553172588348,0.27242809534072876,0.3852773606777191,0.2840479910373688
raged,0.11255244165658951,0.15168380737304688,0.09524694830179214,0.259880006313324,0.26834309101104736,0.08228970319032669,0.1476573497056961,0.2208702117204666,0.19191110134124756,0.15316446125507355
between,0.08607365936040878,0.08419867604970932,0.26809602975845337,0.41100412607192993,0.39067012071609497,0.21038971841335297,0.3291641175746918,0.3737983703613281,0.2462156116962433,0.12887074053287506
the,0.2502395510673523,0.24588194489479065,0.5823672413825989,0.6662389636039734,1.0,0.3463275134563446,0.527681291103363,0.733189046382904,0.42745697498321533,0.22068053483963013
californios,0.6552170515060425,0.6449776887893677,0.23791445791721344,0.2472102791070938,0.28861939907073975,0.1262582242488861,0.16457971930503845,0.25518128275871277,0.18550355732440948,0.15866388380527496
of,0.17343297600746155,0.16643567383289337,0.4854315221309662,0.5696388483047485,0.733189046382904,0.31757521629333496,0.452393114566803,1.0,0.33290785551071167,0.1826142966747284
monterey,0.4053317904472351,0.38352131843566895,0.20397621393203735,0.34400516748428345,0.2530984580516815,0.08572546392679214,0.2145574539899826,0.26785415410995483,0.20554819703102112,0.1302855759859085
in,0.2795681953430176,0.23927895724773407,0.5394441485404968,1.0,0.6662389636039734,0.27455443143844604,0.4499994218349457,0.5696388483047485,0.30808621644973755,0.20430970191955566
the,0.2502395510673523,0.24588194489479065,0.5823672413825989,0.6662389636039734,1.0,0.3463275134563446,0.527681291103363,0.733189046382904,0.42745697498321533,0.22068053483963013
upper,0.06625734269618988,0.0698273628950119,0.2177516371011734,0.27419501543045044,0.35289278626441956,0.7553458213806152,0.21153129637241364,0.25818127393722534,0.1592642068862915,0.051342256367206573
part,0.2054215520620346,0.18722288310527802,0.4582172930240631,0.4499994218349457,0.527681291103363,0.22235289216041565,1.0,0.452393114566803,0.3476244807243347,0.08557961881160736
and,0.22504177689552307,0.2403915673494339,0.3859752118587494,0.4954058527946472,0.5171257257461548,0.2802542746067047,0.35301485657691956,0.5116966962814331,0.31309178471565247,0.20544172823429108
los,1.0,0.9408739805221558,0.17008589208126068,0.2795681953430176,0.2502395510673523,0.06913452595472336,0.2054215520620346,0.17343297600746155,0.12322991341352463,0.15495611727237701
angeles,0.9408739805221558,0.9999999403953552,0.1558004766702652,0.23927895724773407,0.24588194489479065,0.0870610922574997,0.18722288310527802,0.16643567383289337,0.10702074319124222,0.16139166057109833
in,0.2795681953430176,0.23927895724773407,0.5394441485404968,1.0,0.6662389636039734,0.27455443143844604,0.4499994218349457,0.5696388483047485,0.30808621644973755,0.20430970191955566
the,0.2502395510673523,0.24588194489479065,0.5823672413825989,0.6662389636039734,1.0,0.3463275134563446,0.527681291103363,0.733189046382904,0.42745697498321533,0.22068053483963013
lower,0.06913452595472336,0.0870610922574997,0.20806168019771576,0.27455443143844604,0.3463275134563446,1.0,0.22235289216041565,0.31757521629333496,0.20079238712787628,0.08471795171499252
part,0.2054215520620346,0.18722288310527802,0.4582172930240631,0.4499994218349457,0.527681291103363,0.22235289216041565,1.0,0.452393114566803,0.3476244807243347,0.08557961881160736
of,0.17343297600746155,0.16643567383289337,0.4854315221309662,0.5696388483047485,0.733189046382904,0.31757521629333496,0.452393114566803,1.0,0.33290785551071167,0.1826142966747284
alta,0.290232390165329,0.23122455179691315,0.1757388710975647,0.2098454236984253,0.21644072234630585,0.2091270387172699,0.17839787900447845,0.1863243728876114,0.1236969605088234,0.15983480215072632
california,0.641045331954956,0.6717669367790222,0.20727038383483887,0.2772824168205261,0.2750805914402008,0.12154536694288254,0.14441202580928802,0.24929828941822052,0.1811584085226059,0.1409905105829239
.,0.2471826672554016,0.26720499992370605,0.4569662809371948,0.5591574311256409,0.5934505462646484,0.24347278475761414,0.32817673683166504,0.5352458953857422,0.3567904531955719,0.4130953550338745
