,jamboree,business,parks,belongs,to,which,business,center,?
;,0.0995672270655632,0.04670749977231026,0.07434605062007904,0.07741983979940414,0.0979827418923378,-0.01244901679456234,0.04670749977231026,0.09528230875730515,0.10349778085947037
as,0.2608122229576111,0.22870652377605438,0.22142955660820007,0.15465617179870605,0.42092081904411316,0.41006597876548767,0.22870652377605438,0.20052886009216309,0.27043893933296204
well,0.1885787397623062,0.21569934487342834,0.2177395522594452,0.166169211268425,0.3422003388404846,0.42522135376930237,0.21569934487342834,0.21918025612831116,0.24815571308135986
as,0.2608122229576111,0.22870652377605438,0.22142955660820007,0.15465617179870605,0.42092081904411316,0.41006597876548767,0.22870652377605438,0.20052886009216309,0.27043893933296204
the,0.27016714215278625,0.2389037162065506,0.22552673518657684,0.3027134835720062,0.535392165184021,0.6521818041801453,0.2389037162065506,0.29064592719078064,0.22068053483963013
irvine,0.3398858308792114,0.24999652802944183,0.2889672517776489,0.037497758865356445,0.18092086911201477,0.1850646585226059,0.24999652802944183,0.22162628173828125,0.12018196284770966
business,0.2037360519170761,1.0,0.2483227252960205,0.11540937423706055,0.28079214692115784,0.2152334302663803,1.0,0.1883840411901474,0.1545659303665161
centers,0.17634034156799316,0.28631576895713806,0.2912270128726959,0.1281614601612091,0.23697607219219208,0.3235352635383606,0.28631576895713806,0.6786694526672363,0.16634750366210938
of,0.25234323740005493,0.23985227942466736,0.27195167541503906,0.2636148929595947,0.41548454761505127,0.5011631846427917,0.23985227942466736,0.24526838958263397,0.1826142966747284
the,0.27016714215278625,0.2389037162065506,0.22552673518657684,0.3027134835720062,0.535392165184021,0.6521818041801453,0.2389037162065506,0.29064592719078064,0.22068053483963013
irvine,0.3398858308792114,0.24999652802944183,0.2889672517776489,0.037497758865356445,0.18092086911201477,0.1850646585226059,0.24999652802944183,0.22162628173828125,0.12018196284770966
spectrum,0.13718688488006592,0.13061334192752838,0.01409896183758974,0.14762456715106964,0.24447216093540192,0.30966007709503174,0.13061334192752838,0.16394616663455963,0.13036777079105377
",",0.3132583796977997,0.2952407896518707,0.2596151828765869,0.25071313977241516,0.44245919585227966,0.3658004403114319,0.2952407896518707,0.1905742734670639,0.31091248989105225
west,0.2954172194004059,0.1469498872756958,0.21724611520767212,0.16839338839054108,0.24611181020736694,0.22164945304393768,0.1469498872756958,0.22273516654968262,0.12088293582201004
irvine,0.3398858308792114,0.24999652802944183,0.2889672517776489,0.037497758865356445,0.18092086911201477,0.1850646585226059,0.24999652802944183,0.22162628173828125,0.12018196284770966
",",0.3132583796977997,0.2952407896518707,0.2596151828765869,0.25071313977241516,0.44245919585227966,0.3658004403114319,0.2952407896518707,0.1905742734670639,0.31091248989105225
and,0.3057612478733063,0.33353009819984436,0.3447440266609192,0.2178621143102646,0.48971283435821533,0.506277859210968,0.33353009819984436,0.28670641779899597,0.20544172823429108
international,0.2278754860162735,0.2881801724433899,0.18306416273117065,0.08104882389307022,0.21173149347305298,0.2492714822292328,0.2881801724433899,0.27054473757743835,0.15335838496685028
corporations,0.21091823279857635,0.5044231414794922,0.28535428643226624,0.13241557776927948,0.2507387399673462,0.30426913499832153,0.5044231414794922,0.17959286272525787,0.16678984463214874
headquartered,0.2089710533618927,0.3217640817165375,0.19995707273483276,0.2332349419593811,0.15580682456493378,0.23452304303646088,0.3217640817165375,0.3166922330856323,0.08021588623523712
at,0.23653388023376465,0.1551831066608429,0.15521635115146637,0.14102838933467865,0.36524343490600586,0.3286694884300232,0.1551831066608429,0.29677248001098633,0.21978627145290375
the,0.27016714215278625,0.2389037162065506,0.22552673518657684,0.3027134835720062,0.535392165184021,0.6521818041801453,0.2389037162065506,0.29064592719078064,0.22068053483963013
university,0.2129123955965042,0.3387548327445984,0.23025831580162048,0.1402156949043274,0.20192374289035797,0.17800195515155792,0.3387548327445984,0.2763576805591583,0.11887256056070328
of,0.25234323740005493,0.23985227942466736,0.27195167541503906,0.2636148929595947,0.41548454761505127,0.5011631846427917,0.23985227942466736,0.24526838958263397,0.1826142966747284
california,0.28285500407218933,0.2592327892780304,0.23190340399742126,0.1022334024310112,0.20697450637817383,0.17128102481365204,0.2592327892780304,0.21444468200206757,0.1409905105829239
",",0.3132583796977997,0.2952407896518707,0.2596151828765869,0.25071313977241516,0.44245919585227966,0.3658004403114319,0.2952407896518707,0.1905742734670639,0.31091248989105225
irvine,0.3398858308792114,0.24999652802944183,0.2889672517776489,0.037497758865356445,0.18092086911201477,0.1850646585226059,0.24999652802944183,0.22162628173828125,0.12018196284770966
.,0.23298011720180511,0.25987809896469116,0.3077928125858307,0.2508102357387543,0.4645031690597534,0.45942068099975586,0.25987809896469116,0.29649654030799866,0.4130953550338745
