,after,ww-ii,where,did,russia,apply,its,old,tsarist,regimes,?
modeled,0.24583488702774048,0.2375538945198059,0.2460089474916458,0.18853053450584412,0.12880903482437134,0.2813994586467743,0.2018400877714157,0.22806531190872192,0.1546456217765808,0.19130119681358337,0.11213120818138123
on,0.39330315589904785,0.21123529970645905,0.37630224227905273,0.2670976221561432,0.19655920565128326,0.2133176177740097,0.34331920742988586,0.21449986100196838,0.20206576585769653,0.119481660425663,0.2714994251728058
those,0.2409856766462326,0.31394681334495544,0.3665519058704376,0.38519078493118286,0.19484367966651917,0.38980573415756226,0.2666689157485962,0.24063226580619812,0.2839493751525879,0.29857757687568665,0.3328189253807068
it,0.36872005462646484,0.1902753859758377,0.36972272396087646,0.2993364930152893,0.22654825448989868,0.20871099829673767,0.5786119699478149,0.22670866549015045,0.21467925608158112,0.18040165305137634,0.25732165575027466
had,0.4133172631263733,0.21166232228279114,0.2596948444843292,0.540525496006012,0.19054880738258362,0.19582872092723846,0.32081788778305054,0.23504669964313507,0.28571000695228577,0.28453946113586426,0.20728366076946259
installed,0.1641712337732315,0.1762896627187729,0.22541701793670654,0.19468750059604645,0.06711535155773163,0.21902145445346832,0.17037679255008698,0.17238886654376984,0.1244523748755455,0.18024197220802307,0.2174687534570694
in,0.44050168991088867,0.16796840727329254,0.5344807505607605,0.2593238651752472,0.2859639823436737,0.22638879716396332,0.3793783485889435,0.2865324318408966,0.19402936100959778,0.2453894317150116,0.20430970191955566
1919–20,0.03317452222108841,0.2528265118598938,0.10005316883325577,-0.0006598729523830116,0.035437941551208496,0.001941368100233376,-0.018585432320833206,0.10399118065834045,-0.027958951890468597,-0.029325921088457108,0.12980476021766663
in,0.44050168991088867,0.16796840727329254,0.5344807505607605,0.2593238651752472,0.2859639823436737,0.22638879716396332,0.3793783485889435,0.2865324318408966,0.19402936100959778,0.2453894317150116,0.20430970191955566
the,0.4565047025680542,0.21944445371627808,0.5003893971443176,0.34736719727516174,0.2746676802635193,0.23137710988521576,0.559237003326416,0.31849798560142517,0.2664501667022705,0.26122304797172546,0.22068053483963013
old,0.2722609341144562,0.16638682782649994,0.24182595312595367,0.19123899936676025,0.1668800562620163,0.11550047993659973,0.15281085669994354,1.0000001192092896,0.19492992758750916,0.1322692334651947,0.20577076077461243
tsarist,0.32395052909851074,0.25842568278312683,0.1987544149160385,0.3131890892982483,0.5085945725440979,0.15214809775352478,0.1996351033449173,0.19492992758750916,0.9999998807907104,0.33551114797592163,0.20068711042404175
empire,0.23534879088401794,0.2306261956691742,0.13747228682041168,0.18850058317184448,0.3484872579574585,0.1080271527171135,0.22907911241054535,0.19241631031036377,0.32962295413017273,0.2707922160625458,0.14909450709819794
in,0.44050168991088867,0.16796840727329254,0.5344807505607605,0.2593238651752472,0.2859639823436737,0.22638879716396332,0.3793783485889435,0.2865324318408966,0.19402936100959778,0.2453894317150116,0.20430970191955566
areas,0.23326674103736877,0.09830470383167267,0.390926331281662,0.19908885657787323,0.20272867381572723,0.21684758365154266,0.2460983544588089,0.1442692130804062,0.16031424701213837,0.30568933486938477,0.1273590475320816
its,0.29879069328308105,0.20124351978302002,0.27530840039253235,0.19922670722007751,0.19161193072795868,0.15155287086963654,1.0,0.15281085669994354,0.1996351033449173,0.24123311042785645,0.15103481709957123
forces,0.2831678092479706,0.23600119352340698,0.20385611057281494,0.13164828717708588,0.21335430443286896,0.1405000388622284,0.206110417842865,0.07928456366062164,0.2730550467967987,0.4863070547580719,0.16984491050243378
occupied,0.24867142736911774,0.21240979433059692,0.23910054564476013,0.21438418328762054,0.1822020262479782,0.18653924763202667,0.20876725018024445,0.18481513857841492,0.24605406820774078,0.3000987768173218,0.11679025739431381
in,0.44050168991088867,0.16796840727329254,0.5344807505607605,0.2593238651752472,0.2859639823436737,0.22638879716396332,0.3793783485889435,0.2865324318408966,0.19402936100959778,0.2453894317150116,0.20430970191955566
eastern,0.21094630658626556,0.18338049948215485,0.26064732670783997,0.13009013235569,0.287441223859787,0.1456599235534668,0.29670053720474243,0.18986515700817108,0.2150244563817978,0.19123119115829468,0.20060817897319794
europe,0.184576153755188,0.19385787844657898,0.2320680469274521,0.22473940253257751,0.3975349962711334,0.12739060819149017,0.23578834533691406,0.1780162751674652,0.2748446762561798,0.23764142394065857,0.18278923630714417
.,0.35870397090911865,0.24687695503234863,0.41390106081962585,0.35288307070732117,0.2664543688297272,0.28494641184806824,0.3566088080406189,0.32390445470809937,0.24265718460083008,0.23382273316383362,0.4130953550338745
