,what,is,one,of,the,largest,city,center,shopping,complexes,in,the,uk,?
of,0.33290785551071167,0.4854315221309662,0.4999135136604309,1.0,0.733189046382904,0.36650770902633667,0.32503411173820496,0.24526838958263397,0.22668150067329407,0.25659966468811035,0.5696388483047485,0.733189046382904,0.21513383090496063,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,0.5514441132545471,0.733189046382904,1.0,0.3757036626338959,0.35769423842430115,0.29064592719078064,0.2492470145225525,0.2574344575405121,0.6662389636039734,1.0,0.2143084555864334,0.22068053483963013
largest,0.13463157415390015,0.3413417339324951,0.3001094460487366,0.36650770902633667,0.3757036626338959,0.9999999403953552,0.3647192716598511,0.2320937216281891,0.2583876848220825,0.2404261976480484,0.3017216920852661,0.3757036626338959,0.21688705682754517,0.12401245534420013
city,0.17493832111358643,0.3186660706996918,0.26093539595603943,0.32503411173820496,0.35769423842430115,0.3647192716598511,1.0,0.32096901535987854,0.3393941819667816,0.2114957869052887,0.3911624252796173,0.35769423842430115,0.16125965118408203,0.13423943519592285
centre,0.12324132025241852,0.29804176092147827,0.17725543677806854,0.2769378423690796,0.32783594727516174,0.3420230448246002,0.3318089246749878,0.5607178807258606,0.39968249201774597,0.29268908500671387,0.2765078544616699,0.32783594727516174,0.23889344930648804,0.019365152344107628
shopping,0.128513902425766,0.2358693778514862,0.23904137313365936,0.22668150067329407,0.2492470145225525,0.2583876848220825,0.3393941819667816,0.31257864832878113,1.0,0.3766006827354431,0.25587013363838196,0.2492470145225525,0.19569431245326996,0.1303974688053131
complexes,0.17202474176883698,0.25629928708076477,0.23504149913787842,0.25659966468811035,0.2574344575405121,0.2404261976480484,0.2114957869052887,0.23266762495040894,0.3766006827354431,1.0,0.30043932795524597,0.2574344575405121,0.12147331982851028,0.06042792648077011
in,0.30808621644973755,0.5394441485404968,0.4129433035850525,0.5696388483047485,0.6662389636039734,0.3017216920852661,0.3911624252796173,0.27253323793411255,0.25587013363838196,0.30043932795524597,1.0,0.6662389636039734,0.2261405885219574,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,0.5514441132545471,0.733189046382904,1.0,0.3757036626338959,0.35769423842430115,0.29064592719078064,0.2492470145225525,0.2574344575405121,0.6662389636039734,1.0,0.2143084555864334,0.22068053483963013
uk,0.17163191735744476,0.17650434374809265,0.23009344935417175,0.21513383090496063,0.2143084555864334,0.21688705682754517,0.16125965118408203,0.12529493868350983,0.19569431245326996,0.12147331982851028,0.2261405885219574,0.2143084555864334,1.0,0.20222434401512146
.,0.3567904531955719,0.4569662809371948,0.4123194217681885,0.5352458953857422,0.5934505462646484,0.18871670961380005,0.29856356978416443,0.29649654030799866,0.20080310106277466,0.1976395845413208,0.5591574311256409,0.5934505462646484,0.24075214564800262,0.4130953550338745
