,who,may,be,a,spiritual,teacher,in,the,lds,church,?
the,0.3733934462070465,0.2694292366504669,0.4248143136501312,0.5829201340675354,0.2149372547864914,0.17760860919952393,0.6662389636039734,1.0,0.21610027551651,0.23846197128295898,0.22068053483963013
lds,0.2545211613178253,0.15501968562602997,0.16910868883132935,0.08345048129558563,0.2216624915599823,0.1892998069524765,0.1740175187587738,0.21610027551651,1.0,0.43778929114341736,0.23273463547229767
church,0.19418756663799286,0.18112462759017944,0.14655785262584686,0.19588641822338104,0.3318040370941162,0.2423553615808487,0.2493300437927246,0.23846197128295898,0.43778929114341736,0.9999999403953552,0.18081501126289368
",",0.3365725874900818,0.5007920861244202,0.39254459738731384,0.427140474319458,0.2115405946969986,0.2884024977684021,0.5201468467712402,0.4933079481124878,0.24706560373306274,0.2707274258136749,0.31091248989105225
often,0.393799751996994,0.29931578040122986,0.463177889585495,0.3930865228176117,0.22369293868541718,0.14898185431957245,0.3380797803401947,0.38004449009895325,0.22444799542427063,0.21057121455669403,0.23748154938220978
a,0.36608949303627014,0.29255667328834534,0.39883795380592346,1.0,0.2160448133945465,0.31202319264411926,0.539380669593811,0.5829201340675354,0.08345048129558563,0.19588641822338104,0.23916715383529663
trusted,0.3944023847579956,0.2593733072280884,0.33770349621772766,0.1803845912218094,0.20551368594169617,0.21066278219223022,0.10539872944355011,0.2026824653148651,0.22432975471019745,0.12346222996711731,0.27878957986831665
friend,0.4425715506076813,0.12851405143737793,0.1433432549238205,0.2761116921901703,0.15952029824256897,0.410880446434021,0.12977886199951172,0.1746615767478943,0.11560076475143433,0.17946794629096985,0.12953594326972961
",",0.3365725874900818,0.5007920861244202,0.39254459738731384,0.427140474319458,0.2115405946969986,0.2884024977684021,0.5201468467712402,0.4933079481124878,0.24706560373306274,0.2707274258136749,0.31091248989105225
who,0.9999998807907104,0.23082798719406128,0.3371641933917999,0.36608949303627014,0.26703861355781555,0.35707929730415344,0.2792111933231354,0.3733934462070465,0.2545211613178253,0.19418756663799286,0.26220351457595825
may,0.23082798719406128,0.9999998807907104,0.45514434576034546,0.29255667328834534,0.19293951988220215,0.15417979657649994,0.3424151837825775,0.2694292366504669,0.15501968562602997,0.18112462759017944,0.2768254578113556
hold,0.22237171232700348,0.19962099194526672,0.352611243724823,0.2822398841381073,0.16722998023033142,0.08938632160425186,0.2667064666748047,0.3067915439605713,0.18886776268482208,0.1500740498304367,0.18586084246635437
any,0.29236510396003723,0.341971218585968,0.5107080936431885,0.45031747221946716,0.2136065661907196,0.14829076826572418,0.3135753571987152,0.4525727927684784,0.21011844277381897,0.17543654143810272,0.4113408327102661
office,0.2092086672782898,0.1263950616121292,0.15714344382286072,0.24789826571941376,0.1825772076845169,0.1744745373725891,0.28433957695961,0.27314993739128113,0.19154232740402222,0.2608829140663147,0.16497313976287842
",",0.3365725874900818,0.5007920861244202,0.39254459738731384,0.427140474319458,0.2115405946969986,0.2884024977684021,0.5201468467712402,0.4933079481124878,0.24706560373306274,0.2707274258136749,0.31091248989105225
from,0.27839982509613037,0.23997589945793152,0.3107333183288574,0.322764128446579,0.11806295812129974,0.17958809435367584,0.4274188280105591,0.40150508284568787,0.173775777220726,0.1894836276769638,0.19969791173934937
elder,0.34407562017440796,0.15125007927417755,0.1284499317407608,0.1407584249973297,0.20859701931476593,0.25291183590888977,0.16225090622901917,0.16423951089382172,0.26509031653404236,0.17583279311656952,0.12362314015626907
to,0.42656609416007996,0.391582727432251,0.4972836375236511,0.45503583550453186,0.24096204340457916,0.1991342306137085,0.45010748505592346,0.535392165184021,0.1840296983718872,0.24439501762390137,0.29463258385658264
bishop,0.19501325488090515,0.13582713901996613,0.09022274613380432,0.1672227680683136,0.22933870553970337,0.2480039745569229,0.23243731260299683,0.2112889289855957,0.274562269449234,0.4350535571575165,0.19730713963508606
",",0.3365725874900818,0.5007920861244202,0.39254459738731384,0.427140474319458,0.2115405946969986,0.2884024977684021,0.5201468467712402,0.4933079481124878,0.24706560373306274,0.2707274258136749,0.31091248989105225
or,0.31144875288009644,0.399771511554718,0.5260903835296631,0.48853766918182373,0.23889665305614471,0.16473013162612915,0.3586423695087433,0.4174870550632477,0.19184815883636475,0.1717420071363449,0.32389625906944275
no,0.19753101468086243,0.2650199234485626,0.4173688292503357,0.26280897855758667,0.1435890644788742,0.09051158279180527,0.24372287094593048,0.3461136817932129,0.0981583371758461,0.12803277373313904,0.32165053486824036
office,0.2092086672782898,0.1263950616121292,0.15714344382286072,0.24789826571941376,0.1825772076845169,0.1744745373725891,0.28433957695961,0.27314993739128113,0.19154232740402222,0.2608829140663147,0.16497313976287842
at,0.22096660733222961,0.2711789011955261,0.30379733443260193,0.3095070421695709,0.12632715702056885,0.1889720857143402,0.4374977946281433,0.457212895154953,0.23720791935920715,0.1633070856332779,0.21978627145290375
all,0.3698336184024811,0.22570304572582245,0.42151448130607605,0.2696802616119385,0.20192575454711914,0.15661290287971497,0.3335905969142914,0.4860881567001343,0.29898765683174133,0.175497367978096,0.29575422406196594
.,0.3541337847709656,0.35826805233955383,0.4383580684661865,0.50484299659729,0.20261000096797943,0.225234717130661,0.5591574311256409,0.5934505462646484,0.26731887459754944,0.28898224234580994,0.4130953550338745
