,what,did,the,war,first,start,out,as,being,between,?
to,0.455847829580307,0.4452643394470215,0.535392165184021,0.2610234022140503,0.3792489171028137,0.33345553278923035,0.42386990785598755,0.42092081904411316,0.4514104127883911,0.3639189600944519,0.29463258385658264
power,0.22216427326202393,0.2120266556739807,0.2647338807582855,0.18507394194602966,0.18843717873096466,0.18064293265342712,0.17510327696800232,0.20748355984687805,0.20903895795345306,0.19023571908473969,0.15304024517536163
arc,0.17053541541099548,0.14255008101463318,0.26253756880760193,0.1775786429643631,0.09990952163934708,0.17002809047698975,0.18487365543842316,0.18140514194965363,0.14062660932540894,0.18311600387096405,0.10246327519416809
lights,0.22411049902439117,0.18435169756412506,0.24856677651405334,0.15015627443790436,0.1855504810810089,0.24135953187942505,0.26643842458724976,0.24849030375480652,0.2259618043899536,0.11992741376161575,0.17213021218776703
as,0.31749409437179565,0.3596470057964325,0.48381632566452026,0.24018222093582153,0.33842000365257263,0.26252481341362,0.3124499022960663,1.0,0.46524563431739807,0.22009976208209991,0.27043893933296204
well,0.4154493808746338,0.4341743588447571,0.42630070447921753,0.20640617609024048,0.320014625787735,0.28539058566093445,0.30654069781303406,0.5532534718513489,0.44367727637290955,0.1890438348054886,0.24815571308135986
as,0.31749409437179565,0.3596470057964325,0.48381632566452026,0.24018222093582153,0.33842000365257263,0.26252481341362,0.3124499022960663,1.0,0.46524563431739807,0.22009976208209991,0.27043893933296204
incandescent,0.24808262288570404,0.20370808243751526,0.2785658538341522,0.20088939368724823,0.24264004826545715,0.1441442370414734,0.24093206226825714,0.2851865589618683,0.2713605761528015,0.1815088838338852,0.17212344706058502
lamps,0.18050068616867065,0.1224735677242279,0.1880446821451187,0.1725877970457077,0.13705125451087952,0.15935127437114716,0.24249979853630066,0.21660439670085907,0.20139901340007782,0.08333474397659302,0.1474502831697464
of,0.33290785551071167,0.2513895630836487,0.733189046382904,0.31680163741111755,0.3536086082458496,0.23166994750499725,0.34176841378211975,0.3886612355709076,0.34885138273239136,0.3737983703613281,0.1826142966747284
a,0.3320399522781372,0.2552328109741211,0.5829201340675354,0.2368277609348297,0.4287874400615692,0.29672953486442566,0.34264278411865234,0.39550232887268066,0.3727131485939026,0.29385313391685486,0.23916715383529663
slightly,0.30401676893234253,0.1909397393465042,0.31489381194114685,0.11503815650939941,0.1904125064611435,0.18920831382274628,0.2135888636112213,0.30455896258354187,0.29672637581825256,0.2678120732307434,0.15424269437789917
different,0.39262300729751587,0.2713320553302765,0.36412742733955383,0.15634742379188538,0.3025437593460083,0.24865564703941345,0.3205172121524811,0.2646806538105011,0.2530251145362854,0.3495357930660248,0.24476227164268494
design,0.23893405497074127,0.23409053683280945,0.27913451194763184,0.14710400998592377,0.17955821752548218,0.17589521408081055,0.20145563781261444,0.21253643929958344,0.19712525606155396,0.19465772807598114,0.16351860761642456
to,0.455847829580307,0.4452643394470215,0.535392165184021,0.2610234022140503,0.3792489171028137,0.33345553278923035,0.42386990785598755,0.42092081904411316,0.4514104127883911,0.3639189600944519,0.29463258385658264
get,0.3490515947341919,0.3220681846141815,0.29667025804519653,0.16984206438064575,0.21069572865962982,0.39896920323371887,0.4173879623413086,0.2830592393875122,0.3637855052947998,0.2062007188796997,0.3499825894832611
around,0.27475327253341675,0.1658935695886612,0.40085816383361816,0.2346925139427185,0.2861560881137848,0.29915574193000793,0.4167754352092743,0.28430190682411194,0.24944813549518585,0.39653053879737854,0.14729668200016022
the,0.42745697498321533,0.34736719727516174,1.0,0.366199791431427,0.49448907375335693,0.3656389117240906,0.39404502511024475,0.48381632566452026,0.419739305973053,0.39067012071609497,0.22068053483963013
edison,0.15105706453323364,0.1372239738702774,0.25419825315475464,0.1373220980167389,0.2626492977142334,0.13847872614860535,0.16907693445682526,0.18833674490451813,0.16161100566387177,0.1190464049577713,0.10244420915842056
patent,0.17095203697681427,0.17086273431777954,0.1728275567293167,0.18719600141048431,0.24726909399032593,0.1692640483379364,0.22320234775543213,0.12483897805213928,0.11872069537639618,0.0911935493350029,0.13298413157463074
.,0.3567904531955719,0.35288307070732117,0.5934505462646484,0.3000848889350891,0.4345304071903229,0.3501981496810913,0.34234723448753357,0.515582263469696,0.35574623942375183,0.30295518040657043,0.4130953550338745
,what,did,the,war,first,start,out,as,being,between,?
tesla,0.23221199214458466,0.09757418930530548,0.1324402391910553,0.15806899964809418,0.17383763194084167,0.08448467403650284,0.2017683982849121,0.10285310447216034,0.13586261868476868,0.13727053999900818,0.10250775516033173
's,0.02692362666130066,0.05069678649306297,-0.01540423184633255,0.06856801360845566,-0.014458609744906425,-0.029080811887979507,0.0021837172098457813,-0.05775856226682663,-0.055871423333883286,0.006096371449530125,-0.023395681753754616
demonstration,0.19416043162345886,0.1724037379026413,0.2881111800670624,0.2361913025379181,0.2890743017196655,0.16358037292957306,0.18887536227703094,0.18670177459716797,0.23043011128902435,0.2241966873407364,0.13217706978321075
of,0.33290785551071167,0.2513895630836487,0.733189046382904,0.31680163741111755,0.3536086082458496,0.23166994750499725,0.34176841378211975,0.3886612355709076,0.34885138273239136,0.3737983703613281,0.1826142966747284
his,0.26976513862609863,0.3546801507472992,0.4394008219242096,0.2932312488555908,0.3241460621356964,0.19225816428661346,0.3022425174713135,0.3146366477012634,0.34421810507774353,0.15603972971439362,0.18075084686279297
induction,0.21248550713062286,0.09851984679698944,0.26266005635261536,0.15425440669059753,0.1711001843214035,0.1200755387544632,0.20376060903072357,0.15738743543624878,0.217926487326622,0.14623384177684784,0.1510571390390396
motor,0.18952611088752747,0.13840025663375854,0.26024484634399414,0.1343272179365158,0.18350355327129364,0.19768449664115906,0.15688388049602509,0.1736621856689453,0.18184277415275574,0.16788926720619202,0.0637441948056221
and,0.31309178471565247,0.34479495882987976,0.5171257257461548,0.29695844650268555,0.3167642652988434,0.2890162169933319,0.3881998062133789,0.49487000703811646,0.4286794066429138,0.40645647048950195,0.20544172823429108
westinghouse,0.16126319766044617,0.1608617752790451,0.3101098835468292,0.2965333163738251,0.3124198615550995,0.16847029328346252,0.16800174117088318,0.2717971205711365,0.173484206199646,0.18826159834861755,0.17307911813259125
's,0.02692362666130066,0.05069678649306297,-0.01540423184633255,0.06856801360845566,-0.014458609744906425,-0.029080811887979507,0.0021837172098457813,-0.05775856226682663,-0.055871423333883286,0.006096371449530125,-0.023395681753754616
subsequent,0.20167095959186554,0.27863436937332153,0.2562725245952606,0.18222329020500183,0.21275046467781067,0.14125452935695648,0.1524530053138733,0.3593652546405792,0.16576093435287476,0.1401686817407608,0.13111010193824768
licensing,0.2864918112754822,0.2698881924152374,0.24331648647785187,0.11553305387496948,0.17576511204242706,0.15453971922397614,0.19889457523822784,0.2527450919151306,0.2823564112186432,0.18699465692043304,0.23048727214336395
of,0.33290785551071167,0.2513895630836487,0.733189046382904,0.31680163741111755,0.3536086082458496,0.23166994750499725,0.34176841378211975,0.3886612355709076,0.34885138273239136,0.3737983703613281,0.1826142966747284
the,0.42745697498321533,0.34736719727516174,1.0,0.366199791431427,0.49448907375335693,0.3656389117240906,0.39404502511024475,0.48381632566452026,0.419739305973053,0.39067012071609497,0.22068053483963013
patent,0.17095203697681427,0.17086273431777954,0.1728275567293167,0.18719600141048431,0.24726909399032593,0.1692640483379364,0.22320234775543213,0.12483897805213928,0.11872069537639618,0.0911935493350029,0.13298413157463074
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.2671184241771698,0.34503069519996643,0.2934366464614868,0.3161109685897827,0.48816442489624023,0.34499165415763855,0.27714940905570984,0.31091248989105225
both,0.3361809551715851,0.34255191683769226,0.4931981563568115,0.2750868797302246,0.349989116191864,0.2195035070180893,0.31652194261550903,0.42436254024505615,0.3946419954299927,0.40283381938934326,0.19455738365650177
in,0.30808621644973755,0.2593238651752472,0.6662389636039734,0.29904094338417053,0.4127444326877594,0.29979339241981506,0.3576207756996155,0.3887844979763031,0.33162933588027954,0.41100412607192993,0.20430970191955566
1888,0.15734994411468506,0.08121363818645477,0.2002750039100647,0.11695430427789688,0.14056240022182465,0.08848891407251358,0.1838357001543045,0.14058975875377655,0.16649606823921204,0.24324312806129456,0.07625395059585571
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.2671184241771698,0.34503069519996643,0.2934366464614868,0.3161109685897827,0.48816442489624023,0.34499165415763855,0.27714940905570984,0.31091248989105225
put,0.3330543637275696,0.32128840684890747,0.34150463342666626,0.20108385384082794,0.22583413124084473,0.2919650971889496,0.36450669169425964,0.21931825578212738,0.2825900912284851,0.13922375440597534,0.2993032932281494
tesla,0.23221199214458466,0.09757418930530548,0.1324402391910553,0.15806899964809418,0.17383763194084167,0.08448467403650284,0.2017683982849121,0.10285310447216034,0.13586261868476868,0.13727053999900818,0.10250775516033173
firmly,0.38080111145973206,0.25089719891548157,0.3476297855377197,0.21236370503902435,0.26059696078300476,0.20485611259937286,0.26314017176628113,0.3215447664260864,0.34725087881088257,0.15998171269893646,0.23320716619491577
on,0.34226128458976746,0.2670976221561432,0.5107308030128479,0.23017507791519165,0.3120559751987457,0.2699633240699768,0.39060163497924805,0.36047765612602234,0.3119087219238281,0.3335416913032532,0.2714994251728058
the,0.42745697498321533,0.34736719727516174,1.0,0.366199791431427,0.49448907375335693,0.3656389117240906,0.39404502511024475,0.48381632566452026,0.419739305973053,0.39067012071609497,0.22068053483963013
``,0.008517155423760414,-0.029888948425650597,0.029072100296616554,0.02770489826798439,0.006519378628581762,0.10742469877004623,0.024644849821925163,0.03910288214683533,0.0027407517191022635,0.08136986941099167,0.0685480609536171
ac,0.12080251425504684,0.08334841579198837,0.11894276738166809,0.02549605630338192,0.13452866673469543,0.10416830331087112,0.030176294967532158,0.13376484811306,0.07592203468084335,0.10406319051980972,0.19071458280086517
'',0.08143015950918198,0.01978493109345436,0.041273195296525955,-0.04993505775928497,-0.03874251991510391,0.05317810922861099,0.019159367308020592,0.006628023460507393,-0.015289289876818657,0.060806289315223694,0.018684765323996544
side,0.2532914876937866,0.19660846889019012,0.37146830558776855,0.25143054127693176,0.19244451820850372,0.21159711480140686,0.1450931429862976,0.22120459377765656,0.17636235058307648,0.2642476260662079,0.07831130921840668
of,0.33290785551071167,0.2513895630836487,0.733189046382904,0.31680163741111755,0.3536086082458496,0.23166994750499725,0.34176841378211975,0.3886612355709076,0.34885138273239136,0.3737983703613281,0.1826142966747284
the,0.42745697498321533,0.34736719727516174,1.0,0.366199791431427,0.49448907375335693,0.3656389117240906,0.39404502511024475,0.48381632566452026,0.419739305973053,0.39067012071609497,0.22068053483963013
so-called,0.361295610666275,0.31036850810050964,0.48567995429039,0.27956512570381165,0.36858630180358887,0.24965158104896545,0.3198546767234802,0.3544398844242096,0.3409811556339264,0.33498695492744446,0.28986620903015137
``,0.008517155423760414,-0.029888948425650597,0.029072100296616554,0.02770489826798439,0.006519378628581762,0.10742469877004623,0.024644849821925163,0.03910288214683533,0.0027407517191022635,0.08136986941099167,0.0685480609536171
war,0.22516006231307983,0.27422013878822327,0.366199791431427,1.0000001192092896,0.3144489526748657,0.22081641852855682,0.18922953307628632,0.24018222093582153,0.26798877120018005,0.2612598240375519,0.15510529279708862
of,0.33290785551071167,0.2513895630836487,0.733189046382904,0.31680163741111755,0.3536086082458496,0.23166994750499725,0.34176841378211975,0.3886612355709076,0.34885138273239136,0.3737983703613281,0.1826142966747284
currents,0.2076863795518875,0.14245115220546722,0.30279916524887085,0.20728318393230438,0.14976921677589417,0.17073306441307068,0.2706114947795868,0.2305767983198166,0.1811324506998062,0.28129222989082336,0.07452256232500076
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.2671184241771698,0.34503069519996643,0.2934366464614868,0.3161109685897827,0.48816442489624023,0.34499165415763855,0.27714940905570984,0.31091248989105225
'',0.08143015950918198,0.01978493109345436,0.041273195296525955,-0.04993505775928497,-0.03874251991510391,0.05317810922861099,0.019159367308020592,0.006628023460507393,-0.015289289876818657,0.060806289315223694,0.018684765323996544
an,0.2821882665157318,0.22598257660865784,0.4207492768764496,0.15861496329307556,0.29757723212242126,0.1929628849029541,0.2333006113767624,0.37218472361564636,0.2743402123451233,0.18003802001476288,0.19793890416622162
electrical,0.19961315393447876,0.12294142693281174,0.2523402273654938,0.17334403097629547,0.19408661127090454,0.16370244324207306,0.1793334037065506,0.1705186367034912,0.1781236231327057,0.2447495460510254,0.10923371464014053
distribution,0.17429208755493164,0.11337858438491821,0.27569329738616943,0.12695811688899994,0.12572358548641205,0.13603706657886505,0.17587463557720184,0.16124595701694489,0.1737903356552124,0.1488397717475891,0.0929616317152977
battle,0.17112864553928375,0.12105695903301239,0.2820790410041809,0.5131220817565918,0.19536755979061127,0.18192633986473083,0.12427499890327454,0.11783167719841003,0.19515913724899292,0.20428906381130219,0.1680624783039093
being,0.3760843276977539,0.27905046939849854,0.419739305973053,0.26798877120018005,0.3338102698326111,0.21213972568511963,0.32819026708602905,0.46524563431739807,1.0,0.21762578189373016,0.26743772625923157
waged,0.19037412106990814,0.3666118383407593,0.23674006760120392,0.3770478367805481,0.27099332213401794,0.2179110050201416,0.1308228075504303,0.2207702100276947,0.26784124970436096,0.2991425693035126,0.19169075787067413
between,0.2462156116962433,0.16542956233024597,0.39067012071609497,0.2612598240375519,0.2911831736564636,0.22533732652664185,0.2655375897884369,0.22009976208209991,0.21762578189373016,0.9999999403953552,0.12887074053287506
thomas,0.1806955188512802,0.20728807151317596,0.23505409061908722,0.18517480790615082,0.2396867871284485,0.13814948499202728,0.16489705443382263,0.19479404389858246,0.10295253247022629,0.13746844232082367,0.16133050620555878
edison,0.15105706453323364,0.1372239738702774,0.25419825315475464,0.1373220980167389,0.2626492977142334,0.13847872614860535,0.16907693445682526,0.18833674490451813,0.16161100566387177,0.1190464049577713,0.10244420915842056
and,0.31309178471565247,0.34479495882987976,0.5171257257461548,0.29695844650268555,0.3167642652988434,0.2890162169933319,0.3881998062133789,0.49487000703811646,0.4286794066429138,0.40645647048950195,0.20544172823429108
george,0.22000353038311005,0.238631471991539,0.2510760426521301,0.24409236013889313,0.2592184543609619,0.12581844627857208,0.14066176116466522,0.1998397409915924,0.1718847155570984,0.08159974962472916,0.1479024887084961
westinghouse,0.16126319766044617,0.1608617752790451,0.3101098835468292,0.2965333163738251,0.3124198615550995,0.16847029328346252,0.16800174117088318,0.2717971205711365,0.173484206199646,0.18826159834861755,0.17307911813259125
that,0.6297725439071655,0.47518548369407654,0.5473989248275757,0.22443464398384094,0.3482176661491394,0.34617605805397034,0.43996092677116394,0.4735107421875,0.46201252937316895,0.299440860748291,0.32716336846351624
had,0.23849567770957947,0.540525496006012,0.3875846862792969,0.29970744252204895,0.3379828929901123,0.23754534125328064,0.317210853099823,0.3393979072570801,0.42718788981437683,0.28245165944099426,0.20728366076946259
been,0.2567804455757141,0.2835664749145508,0.3563927710056305,0.18175610899925232,0.32745984196662903,0.2125440537929535,0.2526022791862488,0.3975982367992401,0.5641041994094849,0.16697090864181519,0.24354910850524902
simmering,0.1981668323278427,0.08256639540195465,0.31828629970550537,0.239201158285141,0.1409960687160492,0.167429581284523,0.25434863567352295,0.27141058444976807,0.3225310146808624,0.2034338265657425,0.09312979131937027
since,0.29783400893211365,0.27613121271133423,0.4054957628250122,0.22571629285812378,0.42581459879875183,0.248488649725914,0.22548241913318634,0.36245352029800415,0.3954790532588959,0.25121670961380005,0.2876587212085724
westinghouse,0.16126319766044617,0.1608617752790451,0.3101098835468292,0.2965333163738251,0.3124198615550995,0.16847029328346252,0.16800174117088318,0.2717971205711365,0.173484206199646,0.18826159834861755,0.17307911813259125
's,0.02692362666130066,0.05069678649306297,-0.01540423184633255,0.06856801360845566,-0.014458609744906425,-0.029080811887979507,0.0021837172098457813,-0.05775856226682663,-0.055871423333883286,0.006096371449530125,-0.023395681753754616
first,0.28086137771606445,0.33691170811653137,0.49448907375335693,0.3144489526748657,1.0,0.3345579504966736,0.26133912801742554,0.33842000365257263,0.3338102698326111,0.2911831736564636,0.18701928853988647
ac,0.12080251425504684,0.08334841579198837,0.11894276738166809,0.02549605630338192,0.13452866673469543,0.10416830331087112,0.030176294967532158,0.13376484811306,0.07592203468084335,0.10406319051980972,0.19071458280086517
system,0.23557309806346893,0.1967303454875946,0.3233085572719574,0.1310918927192688,0.19536277651786804,0.26913440227508545,0.26074373722076416,0.1973835676908493,0.22860406339168549,0.1696578860282898,0.15556083619594574
in,0.30808621644973755,0.2593238651752472,0.6662389636039734,0.29904094338417053,0.4127444326877594,0.29979339241981506,0.3576207756996155,0.3887844979763031,0.33162933588027954,0.41100412607192993,0.20430970191955566
1886,0.17057421803474426,0.1467389464378357,0.16194075345993042,0.19990329444408417,0.14407290518283844,0.1489047110080719,0.06884017586708069,0.12816834449768066,0.07175891101360321,0.10515320301055908,0.15507127344608307
and,0.31309178471565247,0.34479495882987976,0.5171257257461548,0.29695844650268555,0.3167642652988434,0.2890162169933319,0.3881998062133789,0.49487000703811646,0.4286794066429138,0.40645647048950195,0.20544172823429108
had,0.23849567770957947,0.540525496006012,0.3875846862792969,0.29970744252204895,0.3379828929901123,0.23754534125328064,0.317210853099823,0.3393979072570801,0.42718788981437683,0.28245165944099426,0.20728366076946259
reached,0.20202487707138062,0.24863581359386444,0.29860952496528625,0.17008735239505768,0.34402745962142944,0.2070472687482834,0.19468209147453308,0.18081408739089966,0.1664503514766693,0.2285044938325882,0.1518019139766693
the,0.42745697498321533,0.34736719727516174,1.0,0.366199791431427,0.49448907375335693,0.3656389117240906,0.39404502511024475,0.48381632566452026,0.419739305973053,0.39067012071609497,0.22068053483963013
point,0.3286605179309845,0.18732239305973053,0.3084787130355835,0.1489233374595642,0.188435897231102,0.2763413190841675,0.2313540279865265,0.1902783066034317,0.2252061814069748,0.20469585061073303,0.19189560413360596
of,0.33290785551071167,0.2513895630836487,0.733189046382904,0.31680163741111755,0.3536086082458496,0.23166994750499725,0.34176841378211975,0.3886612355709076,0.34885138273239136,0.3737983703613281,0.1826142966747284
all-out,0.3579068183898926,0.3282398283481598,0.3733347952365875,0.2983939051628113,0.31130024790763855,0.25903815031051636,0.40357843041419983,0.3032281696796417,0.3233816921710968,0.2132481187582016,0.3975675106048584
warfare,0.21073800325393677,0.18637101352214813,0.257932186126709,0.4759093225002289,0.2203027606010437,0.10000310093164444,0.1468660533428192,0.2400927096605301,0.1887383610010147,0.17434991896152496,0.1583555042743683
by,0.2455483376979828,0.18574509024620056,0.4408751428127289,0.18974854052066803,0.3877052962779999,0.19754154980182648,0.29497629404067993,0.3815547823905945,0.4690866470336914,0.28115302324295044,0.17966607213020325
1888,0.15734994411468506,0.08121363818645477,0.2002750039100647,0.11695430427789688,0.14056240022182465,0.08848891407251358,0.1838357001543045,0.14058975875377655,0.16649606823921204,0.24324312806129456,0.07625395059585571
.,0.3567904531955719,0.35288307070732117,0.5934505462646484,0.3000848889350891,0.4345304071903229,0.3501981496810913,0.34234723448753357,0.515582263469696,0.35574623942375183,0.30295518040657043,0.4130953550338745
