,2,differences,betwen,x.25,and,arpnet,cita,technologies
involved,0.0076906438916921616,0.29555636644363403,0.3130445182323456,0.11305871605873108,0.3208049237728119,0.1963689774274826,0.08626412600278854,0.19361834228038788
the,-0.019434669986367226,0.323578417301178,0.39078691601753235,0.16611021757125854,0.5171257257461548,0.27001574635505676,0.2239224761724472,0.2228800356388092
division,-0.01935030333697796,0.1969645470380783,0.219254732131958,0.21247155964374542,0.23460866510868073,0.11428427696228027,0.13398514688014984,0.15310265123844147
of,-0.013777675107121468,0.3115874230861664,0.3775824308395386,0.12254032492637634,0.5116966962814331,0.27141284942626953,0.20854906737804413,0.20219539105892181
functions,-0.1020963191986084,0.3909243643283844,0.2290908396244049,0.10744058340787888,0.2698383927345276,0.18737608194351196,0.10280493646860123,0.26326417922973633
and,-0.0926629975438118,0.33465567231178284,0.4481706917285919,0.09234233945608139,1.0,0.2813871204853058,0.18448758125305176,0.23279522359371185
tasks,-0.03894299268722534,0.2997981607913971,0.13373258709907532,0.08013488352298737,0.27594971656799316,0.1850755661725998,0.06768660992383957,0.2556486427783966
between,-0.014141567051410675,0.4576936364173889,0.74518883228302,0.1306781768798828,0.40645647048950195,0.17692485451698303,0.042148951441049576,0.20026135444641113
the,-0.019434669986367226,0.323578417301178,0.39078691601753235,0.16611021757125854,0.5171257257461548,0.27001574635505676,0.2239224761724472,0.2228800356388092
hosts,-0.036821406334638596,0.1883382499217987,0.1984817087650299,0.1257573813199997,0.3068423569202423,0.23942047357559204,0.09657637029886246,0.26253554224967957
at,0.043934281915426254,0.19342581927776337,0.34504199028015137,0.08606226742267609,0.3571503460407257,0.26060950756073,0.18818950653076172,0.20791874825954437
the,-0.019434669986367226,0.323578417301178,0.39078691601753235,0.16611021757125854,0.5171257257461548,0.27001574635505676,0.2239224761724472,0.2228800356388092
edge,-0.09210342168807983,0.22014714777469635,0.254017174243927,0.07627580314874649,0.2609935402870178,0.2650521695613861,0.13952679932117462,0.13591141998767853
of,-0.013777675107121468,0.3115874230861664,0.3775824308395386,0.12254032492637634,0.5116966962814331,0.27141284942626953,0.20854906737804413,0.20219539105892181
the,-0.019434669986367226,0.323578417301178,0.39078691601753235,0.16611021757125854,0.5171257257461548,0.27001574635505676,0.2239224761724472,0.2228800356388092
network,0.03337790071964264,0.2320883423089981,0.2820339798927307,0.0992768332362175,0.27591994404792786,0.41259628534317017,0.1312188059091568,0.34647801518440247
and,-0.0926629975438118,0.33465567231178284,0.4481706917285919,0.09234233945608139,1.0,0.2813871204853058,0.18448758125305176,0.23279522359371185
the,-0.019434669986367226,0.323578417301178,0.39078691601753235,0.16611021757125854,0.5171257257461548,0.27001574635505676,0.2239224761724472,0.2228800356388092
network,0.03337790071964264,0.2320883423089981,0.2820339798927307,0.0992768332362175,0.27591994404792786,0.41259628534317017,0.1312188059091568,0.34647801518440247
core,-0.006902184337377548,0.2129412591457367,0.18276691436767578,0.11245593428611755,0.24035881459712982,0.24274896085262299,0.16680634021759033,0.27426081895828247
.,-0.037111926823854446,0.2511407434940338,0.3566640317440033,0.08462481200695038,0.588965117931366,0.31292131543159485,0.2512829601764679,0.20465774834156036
