,what,is,a,way,you,can,show,police,officers,civil,disobedience,?
due,0.15204688906669617,0.24065633118152618,0.2190696746110916,0.22697989642620087,0.17354784905910492,0.19167451560497284,0.18741782009601593,0.13185888528823853,0.15599624812602997,0.15283706784248352,0.19159671664237976,0.10954997688531876
to,0.455847829580307,0.42745086550712585,0.45503583550453186,0.4772548973560333,0.4194425344467163,0.4979398250579834,0.29833272099494934,0.27044278383255005,0.3041703402996063,0.2019355595111847,0.30665844678878784,0.29463258385658264
a,0.3320399522781372,0.658733606338501,1.0,0.3330821096897125,0.334549218416214,0.3915780484676361,0.24886544048786163,0.23870114982128143,0.23043878376483917,0.21693918108940125,0.25352153182029724,0.23916715383529663
lack,0.28247135877609253,0.21955184638500214,0.20266364514827728,0.298990935087204,0.26854678988456726,0.30978846549987793,0.2501359283924103,0.08870340883731842,0.15439946949481964,0.0974430963397026,0.24225802719593048,0.16953514516353607
of,0.33290785551071167,0.4854315221309662,0.5052502155303955,0.266871839761734,0.1774725764989853,0.2603091299533844,0.21383242309093475,0.19770009815692902,0.24383078515529633,0.24698495864868164,0.31932318210601807,0.1826142966747284
understanding,0.4748767614364624,0.2874155342578888,0.3053482472896576,0.4517768323421478,0.4040902554988861,0.3322301506996155,0.26360753178596497,0.09913553297519684,0.16245359182357788,0.2162974625825882,0.3853440582752228,0.3107462525367737
of,0.33290785551071167,0.4854315221309662,0.5052502155303955,0.266871839761734,0.1774725764989853,0.2603091299533844,0.21383242309093475,0.19770009815692902,0.24383078515529633,0.24698495864868164,0.31932318210601807,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,0.5829201340675354,0.36217406392097473,0.30037742853164673,0.312528520822525,0.319829523563385,0.2206914722919464,0.2831277847290039,0.2477465271949768,0.30963727831840515,0.22068053483963013
legal,0.26388198137283325,0.20037926733493805,0.24255292117595673,0.22794371843338013,0.2671605944633484,0.2145235538482666,0.13493531942367554,0.3283347487449646,0.2988046407699585,0.34212639927864075,0.37078002095222473,0.2143220454454422
ramifications,0.3067286014556885,0.21969416737556458,0.26470062136650085,0.2809782028198242,0.3099012076854706,0.32537293434143066,0.2243097871541977,0.1997755467891693,0.30116358399391174,0.18880820274353027,0.3386564552783966,0.28916075825691223
",",0.3087472915649414,0.4691906273365021,0.427140474319458,0.2861018478870392,0.3199685513973236,0.3139454126358032,0.31928569078445435,0.26190435886383057,0.2213074117898941,0.24795588850975037,0.2878543734550476,0.31091248989105225
or,0.33867141604423523,0.41870999336242676,0.48853766918182373,0.3864600956439972,0.38538575172424316,0.5614996552467346,0.2248045802116394,0.20602430403232574,0.23583029210567474,0.12588919699192047,0.2553665041923523,0.32389625906944275
due,0.15204688906669617,0.24065633118152618,0.2190696746110916,0.22697989642620087,0.17354784905910492,0.19167451560497284,0.18741782009601593,0.13185888528823853,0.15599624812602997,0.15283706784248352,0.19159671664237976,0.10954997688531876
to,0.455847829580307,0.42745086550712585,0.45503583550453186,0.4772548973560333,0.4194425344467163,0.4979398250579834,0.29833272099494934,0.27044278383255005,0.3041703402996063,0.2019355595111847,0.30665844678878784,0.29463258385658264
a,0.3320399522781372,0.658733606338501,1.0,0.3330821096897125,0.334549218416214,0.3915780484676361,0.24886544048786163,0.23870114982128143,0.23043878376483917,0.21693918108940125,0.25352153182029724,0.23916715383529663
fear,0.282958060503006,0.18346050381660461,0.20806382596492767,0.28073620796203613,0.2535577714443207,0.24089543521404266,0.2967679500579834,0.2187345176935196,0.15013960003852844,0.14721593260765076,0.3844562768936157,0.2266579419374466
of,0.33290785551071167,0.4854315221309662,0.5052502155303955,0.266871839761734,0.1774725764989853,0.2603091299533844,0.21383242309093475,0.19770009815692902,0.24383078515529633,0.24698495864868164,0.31932318210601807,0.1826142966747284
seeming,0.3721686601638794,0.22251413762569427,0.258205771446228,0.392927885055542,0.31463250517845154,0.3160345256328583,0.27118024230003357,0.17906075716018677,0.16586601734161377,0.15528680384159088,0.3136082589626312,0.25265175104141235
rude,0.3396259546279907,0.2015405297279358,0.25028765201568604,0.3736863136291504,0.3760673403739929,0.26499828696250916,0.2260010838508606,0.2171027809381485,0.19657066464424133,0.17306457459926605,0.2987798750400543,0.2870999872684479
.,0.3567904531955719,0.4569662809371948,0.50484299659729,0.33520638942718506,0.31283900141716003,0.35783761739730835,0.3016606271266937,0.24501752853393555,0.1864379346370697,0.2541380822658539,0.2603943943977356,0.4130953550338745
