,what,lionsgate,trailer,was,shown,during,the,super,bowl,?
:,-0.12022944539785385,-0.14374591410160065,-0.10141312330961227,0.002802103292196989,-0.09815337508916855,0.03165488690137863,-0.03403344005346298,0.14034654200077057,0.14579139649868011,-0.07156077772378922
resurgence,0.270428329706192,0.21385937929153442,0.1455051600933075,0.2438647449016571,0.1474786102771759,0.34106916189193726,0.3228895366191864,0.20239286124706268,0.14952078461647034,0.16093435883522034
and,0.31309178471565247,0.31437671184539795,0.1914048194885254,0.3740963041782379,0.28805026412010193,0.36462149024009705,0.5171257257461548,0.18368244171142578,0.1698254644870758,0.20544172823429108
eddie,0.055257223546504974,0.22816559672355652,0.14800359308719635,0.19730021059513092,0.08776158094406128,0.1925758719444275,0.16324487328529358,0.10620340704917908,0.1207633763551712,0.13601547479629517
the,0.42745697498321533,0.3558478355407715,0.25035014748573303,0.48711544275283813,0.3387985825538635,0.4838213622570038,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
eagle,0.17198938131332397,0.2906647026538849,0.1344148963689804,0.17317700386047363,0.21440815925598145,0.136617049574852,0.23641538619995117,0.20242474973201752,0.19858093559741974,0.21301716566085815
",",0.3087472915649414,0.30752867460250854,0.20151035487651825,0.45456063747406006,0.25911012291908264,0.3225448727607727,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.31091248989105225
lionsgate,0.22215215861797333,1.0,0.3649771511554718,0.29664263129234314,0.3574395775794983,0.20490235090255737,0.3558478355407715,0.2803584039211273,0.284046471118927,0.20515874028205872
paid,0.254770964384079,0.24763692915439606,0.17094449698925018,0.29885348677635193,0.19923388957977295,0.26965436339378357,0.22871042788028717,0.06850399821996689,0.16991259157657623,0.20964482426643372
for,0.3017193675041199,0.2642984986305237,0.1980103701353073,0.3863949179649353,0.28684258460998535,0.3448435664176941,0.4739971458911896,0.22938419878482819,0.24430087208747864,0.264628142118454
gods,0.2244771271944046,0.20245978236198425,0.163854718208313,0.1851804107427597,0.21574926376342773,0.17104889452457428,0.2596609592437744,0.11685571074485779,0.16775482892990112,0.16458383202552795
of,0.33290785551071167,0.23525218665599823,0.1294957548379898,0.4069072902202606,0.24332952499389648,0.3869180977344513,0.733189046382904,0.14718765020370483,0.2243070751428604,0.1826142966747284
egypt,0.1976596713066101,0.23339995741844177,0.07892070710659027,0.20915520191192627,0.2021496593952179,0.20927612483501434,0.2536296546459198,0.06365250051021576,0.10318712890148163,0.17769601941108704
",",0.3087472915649414,0.30752867460250854,0.20151035487651825,0.45456063747406006,0.25911012291908264,0.3225448727607727,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.31091248989105225
paramount,0.1447969675064087,0.5258640646934509,0.31387844681739807,0.23606519401073456,0.2314467877149582,0.14327478408813477,0.21407467126846313,0.17205844819545746,0.17346921563148499,0.1511610448360443
paid,0.254770964384079,0.24763692915439606,0.17094449698925018,0.29885348677635193,0.19923388957977295,0.26965436339378357,0.22871042788028717,0.06850399821996689,0.16991259157657623,0.20964482426643372
for,0.3017193675041199,0.2642984986305237,0.1980103701353073,0.3863949179649353,0.28684258460998535,0.3448435664176941,0.4739971458911896,0.22938419878482819,0.24430087208747864,0.264628142118454
teenage,0.24582551419734955,0.3018011748790741,0.2176484614610672,0.23444542288780212,0.24385115504264832,0.2767832279205322,0.2080013006925583,0.2508498728275299,0.11136696487665176,0.18613165616989136
mutant,0.25245264172554016,0.2599217891693115,0.2315954864025116,0.1920708268880844,0.19642196595668793,0.168541818857193,0.23348142206668854,0.27849283814430237,0.11917673051357269,0.17710834741592407
ninja,0.21086284518241882,0.17950107157230377,0.19800588488578796,0.2098628729581833,0.1958216428756714,0.2455226331949234,0.21667362749576569,0.33115872740745544,0.19230863451957703,0.1371469497680664
turtles,0.18010659515857697,0.3110356628894806,0.14466483891010284,0.1341063529253006,0.23680394887924194,0.1996438056230545,0.2550264298915863,0.270868182182312,0.1677391082048416,0.09554774314165115
:,-0.12022944539785385,-0.14374591410160065,-0.10141312330961227,0.002802103292196989,-0.09815337508916855,0.03165488690137863,-0.03403344005346298,0.14034654200077057,0.14579139649868011,-0.07156077772378922
out,0.3633197546005249,0.2602520287036896,0.2418963462114334,0.28168347477912903,0.12899726629257202,0.2754679322242737,0.39404502511024475,0.18827584385871887,0.21548143029212952,0.22020699083805084
of,0.33290785551071167,0.23525218665599823,0.1294957548379898,0.4069072902202606,0.24332952499389648,0.3869180977344513,0.733189046382904,0.14718765020370483,0.2243070751428604,0.1826142966747284
the,0.42745697498321533,0.3558478355407715,0.25035014748573303,0.48711544275283813,0.3387985825538635,0.4838213622570038,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
shadows,0.13055908679962158,0.3500651717185974,0.2213125228881836,0.1334892213344574,0.18514679372310638,0.1582372486591339,0.2440287470817566,0.1905735433101654,0.145412877202034,0.10613467544317245
and,0.31309178471565247,0.31437671184539795,0.1914048194885254,0.3740963041782379,0.28805026412010193,0.36462149024009705,0.5171257257461548,0.18368244171142578,0.1698254644870758,0.20544172823429108
10,0.11840458959341049,0.07154451310634613,-0.0003390664351172745,0.16597506403923035,0.04067554324865341,0.1398424357175827,0.2880653440952301,0.053164973855018616,0.06414627283811569,0.022911956533789635
cloverfield,0.15067711472511292,0.47770819067955017,0.22667396068572998,0.28870314359664917,0.2848978340625763,0.10797914862632751,0.26082196831703186,0.24540522694587708,0.2618936002254486,0.18510612845420837
lane,0.1767110675573349,0.3171309232711792,0.28777849674224854,0.23533447086811066,0.0953717976808548,0.08047500997781754,0.17604383826255798,0.14465077221393585,0.21094240248203278,0.12951500713825226
",",0.3087472915649414,0.30752867460250854,0.20151035487651825,0.45456063747406006,0.25911012291908264,0.3225448727607727,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.31091248989105225
universal,0.20640362799167633,0.3724149763584137,0.19180795550346375,0.210410475730896,0.19377753138542175,0.1565779447555542,0.2359178364276886,0.16074901819229126,0.11771684139966965,0.2074412703514099
paid,0.254770964384079,0.24763692915439606,0.17094449698925018,0.29885348677635193,0.19923388957977295,0.26965436339378357,0.22871042788028717,0.06850399821996689,0.16991259157657623,0.20964482426643372
for,0.3017193675041199,0.2642984986305237,0.1980103701353073,0.3863949179649353,0.28684258460998535,0.3448435664176941,0.4739971458911896,0.22938419878482819,0.24430087208747864,0.264628142118454
the,0.42745697498321533,0.3558478355407715,0.25035014748573303,0.48711544275283813,0.3387985825538635,0.4838213622570038,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
secret,0.2518046498298645,0.22252625226974487,0.2036322057247162,0.1647149920463562,0.1657598465681076,0.22462093830108643,0.23541073501110077,0.20352357625961304,0.08383673429489136,0.16440534591674805
life,0.24693015217781067,0.1929136961698532,0.15427353978157043,0.22970539331436157,0.1695547103881836,0.2978016436100006,0.23528170585632324,0.11999484151601791,0.12527509033679962,0.21677987277507782
of,0.33290785551071167,0.23525218665599823,0.1294957548379898,0.4069072902202606,0.24332952499389648,0.3869180977344513,0.733189046382904,0.14718765020370483,0.2243070751428604,0.1826142966747284
pets,0.13089267909526825,0.2827185094356537,0.18353646993637085,0.11102885752916336,0.16210633516311646,0.1426982432603836,0.18120507895946503,0.15140703320503235,0.12168092280626297,0.16451407968997955
and,0.31309178471565247,0.31437671184539795,0.1914048194885254,0.3740963041782379,0.28805026412010193,0.36462149024009705,0.5171257257461548,0.18368244171142578,0.1698254644870758,0.20544172823429108
the,0.42745697498321533,0.3558478355407715,0.25035014748573303,0.48711544275283813,0.3387985825538635,0.4838213622570038,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
debut,0.12330318242311478,0.2796616554260254,0.2099684327840805,0.2954440414905548,0.18162988126277924,0.21755248308181763,0.2226441204547882,0.17349262535572052,0.13468661904335022,0.10726679861545563
trailer,0.19146892428398132,0.3649771511554718,1.0000001192092896,0.24933451414108276,0.2200927883386612,0.17172709107398987,0.25035014748573303,0.21072626113891602,0.10071451216936111,0.19411374628543854
for,0.3017193675041199,0.2642984986305237,0.1980103701353073,0.3863949179649353,0.28684258460998535,0.3448435664176941,0.4739971458911896,0.22938419878482819,0.24430087208747864,0.264628142118454
jason,0.21427975594997406,0.23664769530296326,0.2180580347776413,0.20725306868553162,0.20188236236572266,0.16941200196743011,0.1862032264471054,0.14509907364845276,0.2034790962934494,0.13378524780273438
bourne,0.06116512417793274,0.34758007526397705,0.1459893137216568,0.23497536778450012,0.14157119393348694,0.1761315017938614,0.1838947832584381,0.04500928521156311,0.13936516642570496,0.059104710817337036
and,0.31309178471565247,0.31437671184539795,0.1914048194885254,0.3740963041782379,0.28805026412010193,0.36462149024009705,0.5171257257461548,0.18368244171142578,0.1698254644870758,0.20544172823429108
disney,0.19632026553153992,0.5292616486549377,0.30948948860168457,0.22590678930282593,0.23376743495464325,0.16498379409313202,0.24980762600898743,0.17334483563899994,0.13802848756313324,0.22150784730911255
paid,0.254770964384079,0.24763692915439606,0.17094449698925018,0.29885348677635193,0.19923388957977295,0.26965436339378357,0.22871042788028717,0.06850399821996689,0.16991259157657623,0.20964482426643372
for,0.3017193675041199,0.2642984986305237,0.1980103701353073,0.3863949179649353,0.28684258460998535,0.3448435664176941,0.4739971458911896,0.22938419878482819,0.24430087208747864,0.264628142118454
captain,0.18077895045280457,0.18794170022010803,0.12709511816501617,0.24411873519420624,0.04716505855321884,0.21516995131969452,0.2267821580171585,0.22672757506370544,0.1352744996547699,0.12160754203796387
america,0.2517423629760742,0.2855825424194336,0.21623951196670532,0.2850865423679352,0.1804695874452591,0.245676651597023,0.37090015411376953,0.17941345274448395,0.1506969928741455,0.19333907961845398
:,-0.12022944539785385,-0.14374591410160065,-0.10141312330961227,0.002802103292196989,-0.09815337508916855,0.03165488690137863,-0.03403344005346298,0.14034654200077057,0.14579139649868011,-0.07156077772378922
civil,0.15091551840305328,0.17701974511146545,0.11938820779323578,0.24303317070007324,0.07835855334997177,0.2953299880027771,0.2477465271949768,0.11822199821472168,0.1388452649116516,0.1494513899087906
war,0.22516006231307983,0.22882777452468872,0.20499840378761292,0.3560331463813782,0.17798209190368652,0.4802435040473938,0.366199791431427,0.18514211475849152,0.24981583654880524,0.15510529279708862
",",0.3087472915649414,0.30752867460250854,0.20151035487651825,0.45456063747406006,0.25911012291908264,0.3225448727607727,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.31091248989105225
the,0.42745697498321533,0.3558478355407715,0.25035014748573303,0.48711544275283813,0.3387985825538635,0.4838213622570038,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
jungle,0.1957641839981079,0.36284342408180237,0.3153095245361328,0.16541388630867004,0.16978557407855988,0.20846304297447205,0.2256680727005005,0.19263805449008942,0.15658722817897797,0.14855629205703735
book,0.2872225046157837,0.24329732358455658,0.22744227945804596,0.24848085641860962,0.18371452391147614,0.17538011074066162,0.2652374505996704,0.13728712499141693,0.16094686090946198,0.20572158694267273
and,0.31309178471565247,0.31437671184539795,0.1914048194885254,0.3740963041782379,0.28805026412010193,0.36462149024009705,0.5171257257461548,0.18368244171142578,0.1698254644870758,0.20544172823429108
alice,0.19639728963375092,0.25319284200668335,0.28642067313194275,0.20693270862102509,0.1449175775051117,0.0894574224948883,0.21022173762321472,0.0932968258857727,0.04757571220397949,0.1645866334438324
through,0.23167094588279724,0.29964590072631836,0.21355906128883362,0.21752823889255524,0.13736280798912048,0.3816036581993103,0.44071322679519653,0.1291290819644928,0.156644806265831,0.16913433372974396
the,0.42745697498321533,0.3558478355407715,0.25035014748573303,0.48711544275283813,0.3387985825538635,0.4838213622570038,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
looking,0.39359530806541443,0.19261319935321808,0.17106106877326965,0.13791732490062714,0.2714386582374573,0.10656271874904633,0.30421850085258484,0.16110338270664215,0.12477017939090729,0.2733345925807953
glass,0.13572539389133453,0.21164673566818237,0.16904562711715698,0.18738797307014465,0.11989011615514755,0.1921582669019699,0.20646950602531433,0.10992680490016937,0.28697285056114197,0.1252557635307312
.,0.3567904531955719,0.347291499376297,0.1708780825138092,0.40146201848983765,0.3143177330493927,0.3485563397407532,0.5934505462646484,0.2757420241832733,0.21516893804073334,0.4130953550338745
