,who,specifically,does,ht,target,to,change,the,opinion,of,?
take,0.2940447926521301,0.21336066722869873,0.2695361375808716,0.11344964057207108,0.2278863936662674,0.4075521230697632,0.37576115131378174,0.31620436906814575,0.23661300539970398,0.29282352328300476,0.21897350251674652
power,0.25855374336242676,0.16147489845752716,0.18690091371536255,0.07793659716844559,0.08791493624448776,0.27001675963401794,0.20856714248657227,0.2647338807582855,0.17674849927425385,0.25273123383522034,0.15304024517536163
through,0.17793183028697968,0.20038145780563354,0.21495459973812103,0.18459828197956085,0.1798200160264969,0.4062686562538147,0.23882026970386505,0.44071322679519653,0.2026895135641098,0.3647414743900299,0.16913433372974396
``,0.02397952415049076,0.012732402421534061,0.06539655476808548,0.12227640300989151,0.08777360618114471,0.06720756739377975,0.04202215000987053,0.029072100296616554,0.07155584543943405,0.06780257821083069,0.0685480609536171
ideological,0.2471458613872528,0.24986150860786438,0.17470401525497437,0.1261826902627945,0.18056976795196533,0.2172296941280365,0.19630853831768036,0.23999729752540588,0.3165706694126129,0.29073479771614075,0.1390949934720993
struggle,0.2996172606945038,0.18711505830287933,0.16541966795921326,0.10193804651498795,0.14612449705600739,0.2529485523700714,0.214803084731102,0.22927843034267426,0.2556809186935425,0.25674882531166077,0.1330908089876175
'',0.024401003494858742,-0.017777634784579277,-0.004023602232336998,-0.047203999012708664,-0.12053272128105164,-0.009905828163027763,0.0034500521142035723,0.041273195296525955,-0.04883082956075668,0.13035868108272552,0.018684765323996544
to,0.42656609416007996,0.4197046458721161,0.4391997456550598,0.1455899029970169,0.275001585483551,1.0,0.3581787943840027,0.535392165184021,0.3052038252353668,0.41548454761505127,0.29463258385658264
change,0.2305750846862793,0.3185173571109772,0.3352322578430176,0.1595131903886795,0.20805981755256653,0.3581787943840027,0.9999998807907104,0.3641999065876007,0.30498963594436646,0.2569013833999634,0.24115969240665436
muslim,0.35183024406433105,0.17074242234230042,0.1884622871875763,0.15516969561576843,0.13036328554153442,0.2551989257335663,0.19881583750247955,0.28099653124809265,0.2317183017730713,0.267849862575531,0.17456822097301483
public,0.18950407207012177,0.20051011443138123,0.18710975348949432,0.10361780226230621,0.10972894728183746,0.2672370672225952,0.18047316372394562,0.22857438027858734,0.29349660873413086,0.2391265481710434,0.19872993230819702
opinion,0.2775997519493103,0.23691058158874512,0.2539577782154083,0.08591710031032562,0.19828897714614868,0.3052038252353668,0.30498963594436646,0.22474613785743713,1.0000001192092896,0.20495454967021942,0.38472914695739746
",",0.3365725874900818,0.23526887595653534,0.28617382049560547,0.17012560367584229,0.19288919866085052,0.44245919585227966,0.2752361297607422,0.4933079481124878,0.30441099405288696,0.4946078956127167,0.31091248989105225
and,0.41279885172843933,0.25041860342025757,0.3461615741252899,0.11999765783548355,0.2067750096321106,0.48971283435821533,0.2438346892595291,0.5171257257461548,0.21670234203338623,0.5116966962814331,0.20544172823429108
in,0.2792111933231354,0.2524903118610382,0.214483380317688,0.11868356168270111,0.1404450386762619,0.45010748505592346,0.2510564923286438,0.6662389636039734,0.21849191188812256,0.5696388483047485,0.20430970191955566
particular,0.304595410823822,0.5757014155387878,0.3592778146266937,0.18812520802021027,0.2942293882369995,0.40318208932876587,0.36199405789375305,0.4066357910633087,0.31852126121520996,0.3490585684776306,0.2741454839706421
through,0.17793183028697968,0.20038145780563354,0.21495459973812103,0.18459828197956085,0.1798200160264969,0.4062686562538147,0.23882026970386505,0.44071322679519653,0.2026895135641098,0.3647414743900299,0.16913433372974396
elites,0.32204121351242065,0.11933837085962296,0.15494434535503387,0.13248048722743988,0.12641674280166626,0.2526736259460449,0.16703163087368011,0.20845484733581543,0.22927111387252808,0.14040906727313995,0.1280139982700348
who,0.9999998807907104,0.27637189626693726,0.25013914704322815,0.05712490156292915,0.21944314241409302,0.42656609416007996,0.2305750846862793,0.3733934462070465,0.2775997519493103,0.2827862501144409,0.26220351457595825
will,0.24651563167572021,0.2712400257587433,0.583926260471344,0.21702344715595245,0.2762269377708435,0.5091033577919006,0.33172062039375305,0.3635469079017639,0.2700245976448059,0.2473582625389099,0.35046905279159546
``,0.02397952415049076,0.012732402421534061,0.06539655476808548,0.12227640300989151,0.08777360618114471,0.06720756739377975,0.04202215000987053,0.029072100296616554,0.07155584543943405,0.06780257821083069,0.0685480609536171
facilitate,0.1358671337366104,0.3133189380168915,0.23338176310062408,0.22825264930725098,0.29216399788856506,0.3323230743408203,0.26109787821769714,0.18542252480983734,0.187310129404068,0.21052004396915436,0.255449503660202
'',0.024401003494858742,-0.017777634784579277,-0.004023602232336998,-0.047203999012708664,-0.12053272128105164,-0.009905828163027763,0.0034500521142035723,0.041273195296525955,-0.04883082956075668,0.13035868108272552,0.018684765323996544
a,0.36608949303627014,0.30994293093681335,0.38201746344566345,0.16875308752059937,0.1994335651397705,0.45503583550453186,0.3047741651535034,0.5829201340675354,0.270957887172699,0.5052502155303955,0.23916715383529663
``,0.02397952415049076,0.012732402421534061,0.06539655476808548,0.12227640300989151,0.08777360618114471,0.06720756739377975,0.04202215000987053,0.029072100296616554,0.07155584543943405,0.06780257821083069,0.0685480609536171
change,0.2305750846862793,0.3185173571109772,0.3352322578430176,0.1595131903886795,0.20805981755256653,0.3581787943840027,0.9999998807907104,0.3641999065876007,0.30498963594436646,0.2569013833999634,0.24115969240665436
of,0.2827862501144409,0.24232523143291473,0.3119818866252899,0.13599449396133423,0.15346646308898926,0.41548454761505127,0.2569013833999634,0.733189046382904,0.20495454967021942,1.0,0.1826142966747284
the,0.3733934462070465,0.3760298490524292,0.35928019881248474,0.17889079451560974,0.25054478645324707,0.535392165184021,0.3641999065876007,1.0,0.22474613785743713,0.733189046382904,0.22068053483963013
government,0.27194860577583313,0.17457172274589539,0.19420266151428223,0.1521897315979004,0.12609581649303436,0.28343796730041504,0.21514688432216644,0.31798112392425537,0.24564632773399353,0.3475167155265808,0.18851417303085327
",",0.3365725874900818,0.23526887595653534,0.28617382049560547,0.17012560367584229,0.19288919866085052,0.44245919585227966,0.2752361297607422,0.4933079481124878,0.30441099405288696,0.4946078956127167,0.31091248989105225
'',0.024401003494858742,-0.017777634784579277,-0.004023602232336998,-0.047203999012708664,-0.12053272128105164,-0.009905828163027763,0.0034500521142035723,0.041273195296525955,-0.04883082956075668,0.13035868108272552,0.018684765323996544
i.e.,0.03164690360426903,-0.06493470817804337,-0.08671960979700089,0.08357621729373932,-0.009324096143245697,-0.003404579358175397,0.0629958063364029,0.0029698489233851433,0.0732986256480217,0.04800353944301605,-0.022609230130910873
",",0.3365725874900818,0.23526887595653534,0.28617382049560547,0.17012560367584229,0.19288919866085052,0.44245919585227966,0.2752361297607422,0.4933079481124878,0.30441099405288696,0.4946078956127167,0.31091248989105225
launch,0.09666242450475693,0.17897698283195496,0.119179368019104,0.08459910750389099,0.2259199321269989,0.25276505947113037,0.16443929076194763,0.2628649175167084,0.12586963176727295,0.20697395503520966,0.22009649872779846
a,0.36608949303627014,0.30994293093681335,0.38201746344566345,0.16875308752059937,0.1994335651397705,0.45503583550453186,0.3047741651535034,0.5829201340675354,0.270957887172699,0.5052502155303955,0.23916715383529663
``,0.02397952415049076,0.012732402421534061,0.06539655476808548,0.12227640300989151,0.08777360618114471,0.06720756739377975,0.04202215000987053,0.029072100296616554,0.07155584543943405,0.06780257821083069,0.0685480609536171
bloodless,0.27904489636421204,0.14622293412685394,0.15041635930538177,0.14811193943023682,0.07976168394088745,0.20709043741226196,0.19664964079856873,0.2554144263267517,0.23583050072193146,0.26552820205688477,0.1582861840724945
'',0.024401003494858742,-0.017777634784579277,-0.004023602232336998,-0.047203999012708664,-0.12053272128105164,-0.009905828163027763,0.0034500521142035723,0.041273195296525955,-0.04883082956075668,0.13035868108272552,0.018684765323996544
coup,0.2442348152399063,0.07131433486938477,0.054713595658540726,0.16295643150806427,0.18236251175403595,0.1825425773859024,0.16029362380504608,0.2058817744255066,0.1505441814661026,0.17860767245292664,0.1414787918329239
.,0.3541337847709656,0.22534097731113434,0.3022993505001068,0.21034403145313263,0.24514639377593994,0.4645031690597534,0.3244723975658417,0.5934505462646484,0.2801741659641266,0.5352458953857422,0.4130953550338745
