,on,what,type,of,exponentiation,does,the,diffie–hellman,key,exchange,depend,on,?
the,0.5107308030128479,0.42745697498321533,0.21819381415843964,0.733189046382904,0.29167625308036804,0.35928019881248474,1.0,0.2675749659538269,0.2260027974843979,0.2543705105781555,0.26284557580947876,0.5107308030128479,0.22068053483963013
reverse,0.18913383781909943,0.21305608749389648,0.2243192493915558,0.24858421087265015,0.29972895979881287,0.26666349172592163,0.29930976033210754,0.3182958662509918,0.2138383388519287,0.12930230796337128,0.2618201971054077,0.18913383781909943,0.17596906423568726
operation,0.2553090453147888,0.22083862125873566,0.20219972729682922,0.259731262922287,0.40658971667289734,0.1836979240179062,0.2985492944717407,0.3517056703567505,0.18199127912521362,0.20634715259075165,0.2088683694601059,0.2553090453147888,0.12387953698635101
the,0.5107308030128479,0.42745697498321533,0.21819381415843964,0.733189046382904,0.29167625308036804,0.35928019881248474,1.0,0.2675749659538269,0.2260027974843979,0.2543705105781555,0.26284557580947876,0.5107308030128479,0.22068053483963013
discrete,0.1373821496963501,0.19722126424312592,0.12867344915866852,0.19053931534290314,0.4319555163383484,0.1195920929312706,0.12987491488456726,0.31978872418403625,0.2068546861410141,0.16090622544288635,0.3200553357601166,0.1373821496963501,0.08500554412603378
logarithm,0.16787876188755035,0.2537047266960144,0.15305377542972565,0.21964658796787262,0.5951710343360901,0.17890609800815582,0.16378773748874664,0.34206515550613403,0.2937253415584564,0.16345231235027313,0.26001036167144775,0.16787876188755035,0.2840292751789093
is,0.3635730445384979,0.28837618231773376,0.3053323030471802,0.4854315221309662,0.28401288390159607,0.4403602182865143,0.5823672413825989,0.22937829792499542,0.23925143480300903,0.19539384543895721,0.2675020098686218,0.3635730445384979,0.22961433231830597
thought,0.225023552775383,0.4469435214996338,0.22924752533435822,0.34673458337783813,0.23596933484077454,0.2166185975074768,0.3509289622306824,0.2357841432094574,0.20635434985160828,0.09933464229106903,0.20685458183288574,0.225023552775383,0.2600135803222656
to,0.41031414270401,0.455847829580307,0.19930607080459595,0.41548454761505127,0.3016694188117981,0.4391997456550598,0.535392165184021,0.2648678719997406,0.25827717781066895,0.20507046580314636,0.2928173840045929,0.41031414270401,0.29463258385658264
be,0.37900757789611816,0.3929833769798279,0.25716274976730347,0.33904364705085754,0.33243563771247864,0.28696945309638977,0.4248143136501312,0.2331758737564087,0.22934480011463165,0.12586179375648499,0.4110974967479706,0.37900757789611816,0.3324260413646698
a,0.3848365545272827,0.3320399522781372,0.3813284635543823,0.5052502155303955,0.256528377532959,0.38201746344566345,0.5829201340675354,0.25410059094429016,0.23475825786590576,0.14749813079833984,0.27964046597480774,0.3848365545272827,0.23916715383529663
hard,0.28973761200904846,0.3417404592037201,0.19171936810016632,0.21288733184337616,0.1509162038564682,0.28054189682006836,0.25233224034309387,0.1770438253879547,0.18240630626678467,0.03305342420935631,0.2519772946834564,0.28973761200904846,0.1823338270187378
problem,0.19349780678749084,0.42183366417884827,0.24055761098861694,0.20464475452899933,0.4126039743423462,0.27746546268463135,0.24928659200668335,0.32834503054618835,0.19722595810890198,0.21639829874038696,0.235944464802742,0.19349780678749084,0.3762950301170349
.,0.49257001280784607,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.28229138255119324,0.3022993505001068,0.5934505462646484,0.25848302245140076,0.2404657006263733,0.14290252327919006,0.2650664448738098,0.49257001280784607,0.4130953550338745
