,who,sets,the,legislative,agenda,in,victoria,?
political,0.24357503652572632,0.11450084298849106,0.20477235317230225,0.39102065563201904,0.38019776344299316,0.22136160731315613,0.15933498740196228,0.17130474746227264
agenda,0.2428666353225708,0.12426713109016418,0.24096648395061493,0.3469920754432678,1.0,0.1731167435646057,0.13577990233898163,0.2831370234489441
.,0.3541337847709656,0.19465717673301697,0.5934505462646484,0.25327762961387634,0.24725869297981262,0.5591574311256409,0.23069117963314056,0.4130953550338745
,who,sets,the,legislative,agenda,in,victoria,?
the,0.3733934462070465,0.2320500761270523,1.0,0.27501925826072693,0.24096648395061493,0.6662389636039734,0.2204313427209854,0.22068053483963013
premier,0.23959188163280487,0.13358637690544128,0.22658593952655792,0.2963140904903412,0.22439533472061157,0.1662118285894394,0.243954598903656,0.1292608082294464
of,0.2827862501144409,0.14160113036632538,0.733189046382904,0.34083476662635803,0.21928389370441437,0.5696388483047485,0.2505437433719635,0.1826142966747284
victoria,0.1687670201063156,0.10150467604398727,0.2204313427209854,0.2750515341758728,0.13577990233898163,0.20823122560977936,1.0,0.12246892601251602
is,0.24293622374534607,0.13592837750911713,0.5823672413825989,0.19055356085300446,0.19825543463230133,0.5394441485404968,0.1633591204881668,0.22961433231830597
the,0.3733934462070465,0.2320500761270523,1.0,0.27501925826072693,0.24096648395061493,0.6662389636039734,0.2204313427209854,0.22068053483963013
leader,0.31168457865715027,0.19344279170036316,0.27799519896507263,0.3002748191356659,0.23403336107730865,0.22669851779937744,0.1442997008562088,0.09527933597564697
of,0.2827862501144409,0.14160113036632538,0.733189046382904,0.34083476662635803,0.21928389370441437,0.5696388483047485,0.2505437433719635,0.1826142966747284
the,0.3733934462070465,0.2320500761270523,1.0,0.27501925826072693,0.24096648395061493,0.6662389636039734,0.2204313427209854,0.22068053483963013
political,0.24357503652572632,0.11450084298849106,0.20477235317230225,0.39102065563201904,0.38019776344299316,0.22136160731315613,0.15933498740196228,0.17130474746227264
party,0.2427869290113449,0.12390147149562836,0.23779736459255219,0.39268338680267334,0.31752416491508484,0.20446790754795074,0.17201867699623108,0.19031576812267303
or,0.31144875288009644,0.18360242247581482,0.4174870550632477,0.1901261955499649,0.20865435898303986,0.3586423695087433,0.18136298656463623,0.32389625906944275
coalition,0.19923917949199677,0.10679054260253906,0.27709540724754333,0.4041561484336853,0.27566051483154297,0.21407485008239746,0.1933957040309906,0.13521195948123932
with,0.3282766342163086,0.19561094045639038,0.4223487675189972,0.15561223030090332,0.19115616381168365,0.4080928862094879,0.1835653930902481,0.2433311939239502
the,0.3733934462070465,0.2320500761270523,1.0,0.27501925826072693,0.24096648395061493,0.6662389636039734,0.2204313427209854,0.22068053483963013
most,0.35393568873405457,0.13182097673416138,0.47635307908058167,0.1945943534374237,0.1932283341884613,0.41416558623313904,0.13849598169326782,0.2107497900724411
seats,0.20975743234157562,0.20494085550308228,0.25880131125450134,0.4075150787830353,0.18819908797740936,0.26510122418403625,0.0854765996336937,0.10678832978010178
in,0.2792111933231354,0.16155706346035004,0.6662389636039734,0.24765221774578094,0.1731167435646057,1.0,0.20823122560977936,0.20430970191955566
the,0.3733934462070465,0.2320500761270523,1.0,0.27501925826072693,0.24096648395061493,0.6662389636039734,0.2204313427209854,0.22068053483963013
legislative,0.17747299373149872,0.08619934320449829,0.27501925826072693,1.0,0.3469920754432678,0.24765221774578094,0.2750515341758728,0.1654243916273117
assembly,0.14239798486232758,0.09265107661485672,0.2524827718734741,0.6298572421073914,0.2860471308231354,0.2425609529018402,0.19721461832523346,0.1488889455795288
.,0.3541337847709656,0.19465717673301697,0.5934505462646484,0.25327762961387634,0.24725869297981262,0.5591574311256409,0.23069117963314056,0.4130953550338745
