,which,musical,group,did,the,v,&,a,present,in,july,1973,as,part,of,its,youth,outreach,programme,?
progressive,0.3030937612056732,0.25032126903533936,0.21005931496620178,0.16946887969970703,0.2495650351047516,0.061188437044620514,0.12373153865337372,0.2718779742717743,0.21452820301055908,0.21065156161785126,0.10948704928159714,-0.07650349289178848,0.19707521796226501,0.1681055724620819,0.27990299463272095,0.1680915355682373,0.2664544880390167,0.2691730558872223,0.25959664583206177,0.12022990733385086
folk-rock,0.31748512387275696,0.37220340967178345,0.2957887649536133,0.21759897470474243,0.27547213435173035,0.11174266785383224,0.25028717517852783,0.3312191367149353,0.1741117238998413,0.26565372943878174,0.24244803190231323,-0.08368058502674103,0.2729252576828003,0.2389509528875351,0.31121528148651123,0.20455507934093475,0.29294469952583313,0.252907931804657,0.25220736861228943,0.27634209394454956
band,0.21879728138446808,0.37210413813591003,0.323089063167572,0.1734745353460312,0.25564542412757874,0.11398375034332275,0.13784493505954742,0.23926927149295807,0.11885162442922592,0.2001747488975525,0.2142803966999054,-0.11285798996686935,0.22726528346538544,0.1859520673751831,0.2142038196325302,0.20868389308452606,0.2483813315629959,0.17446103692054749,0.15431855618953705,0.1476995348930359
gryphon,0.2969105839729309,0.21919651329517365,0.12801437079906464,0.19256196916103363,0.2872163951396942,0.07197176665067673,0.10731176286935806,0.2832082211971283,0.10211732238531113,0.1784537434577942,0.1587396264076233,-0.09892573952674866,0.21627533435821533,0.11396309733390808,0.266397088766098,0.1831439733505249,0.1828273981809616,0.17248541116714478,0.1949523687362671,0.19314464926719666
",",0.3658004403114319,0.2668933868408203,0.2809832692146301,0.3015086054801941,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.267320841550827,0.5201468467712402,0.4269406795501709,-0.14860835671424866,0.48816442489624023,0.3376222252845764,0.4946078956127167,0.33157986402511597,0.1725531816482544,0.28153344988822937,0.1642761528491974,0.31091248989105225
who,0.3688730001449585,0.20065560936927795,0.33690139651298523,0.34038686752319336,0.3733934462070465,0.06742344051599503,0.09244576841592789,0.36608949303627014,0.12091390043497086,0.2792111933231354,0.2606464624404907,-0.23028363287448883,0.3923053741455078,0.19576206803321838,0.2827862501144409,0.1326070874929428,0.24138805270195007,0.2383388727903366,0.2317163497209549,0.26220351457595825
explored,0.20191670954227448,0.1877671182155609,0.16632945835590363,0.2389964908361435,0.28095129132270813,0.10272609442472458,0.06621523946523666,0.161062553524971,0.1494694948196411,0.2683154344558716,0.13602274656295776,-0.1822921484708786,0.19020524621009827,0.2478226125240326,0.21908967196941376,0.15902544558048248,0.1804388463497162,0.27030229568481445,0.17123709619045258,0.08649857342243195
the,0.6521818041801453,0.2295164167881012,0.30795547366142273,0.34736719727516174,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.2829846143722534,0.6662389636039734,0.2371699959039688,-0.22297891974449158,0.48381632566452026,0.527681291103363,0.733189046382904,0.559237003326416,0.26209625601768494,0.2691081166267395,0.23601844906806946,0.22068053483963013
lineage,0.27365240454673767,0.12010621279478073,0.38710761070251465,0.13412486016750336,0.2478068619966507,0.029164327308535576,0.09774500131607056,0.1881593018770218,0.2347840964794159,0.13516981899738312,0.1291041523218155,-0.1241486594080925,0.2609708905220032,0.1542455106973648,0.22792929410934448,0.172325998544693,0.11691901087760925,0.1362234503030777,0.07604540139436722,0.1394401341676712
of,0.5011631846427917,0.2380346953868866,0.25542253255844116,0.2513895630836487,0.733189046382904,0.1655031144618988,0.19900451600551605,0.5052502155303955,0.3116828501224518,0.5696388483047485,0.19723743200302124,-0.15240907669067383,0.3886612355709076,0.452393114566803,1.0,0.48690423369407654,0.2297523021697998,0.26800617575645447,0.18707643449306488,0.1826142966747284
mediaeval,0.30481991171836853,0.20632384717464447,0.14843524992465973,0.15256918966770172,0.3513486087322235,0.14743082225322723,0.13267739117145538,0.2778959274291992,0.20505625009536743,0.3168131113052368,0.03919771686196327,-0.08037620037794113,0.2690716087818146,0.27209123969078064,0.38314807415008545,0.30902042984962463,0.19357074797153473,0.2666897773742676,0.22341196238994598,0.09072708338499069
music,0.27402597665786743,0.6456038355827332,0.20819354057312012,0.21389511227607727,0.2714049816131592,0.12051979452371597,0.12416104227304459,0.2234005630016327,0.11325237900018692,0.22969312965869904,0.15334123373031616,0.010666747577488422,0.18681322038173676,0.23303714394569397,0.25892743468284607,0.13594356179237366,0.322480708360672,0.2356349676847458,0.2710859775543213,0.18264494836330414
and,0.506277859210968,0.28433868288993835,0.3510662019252777,0.34479495882987976,0.5171257257461548,0.19040757417678833,0.34093084931373596,0.3739250600337982,0.2790124714374542,0.4954058527946472,0.258785605430603,-0.23950208723545074,0.49487000703811646,0.35301485657691956,0.5116966962814331,0.3841775357723236,0.2684251070022583,0.3152272701263428,0.23106320202350616,0.20544172823429108
instrumentation,0.30826112627983093,0.487374871969223,0.23163974285125732,0.18018171191215515,0.20040465891361237,0.1283479630947113,0.1549687534570694,0.27209049463272095,0.17291082441806793,0.1269957423210144,0.17816779017448425,0.08673249930143356,0.21349355578422546,0.20113691687583923,0.18623079359531403,0.14236240088939667,0.22345472872257233,0.2629687488079071,0.3081730306148529,0.1747913807630539
and,0.506277859210968,0.28433868288993835,0.3510662019252777,0.34479495882987976,0.5171257257461548,0.19040757417678833,0.34093084931373596,0.3739250600337982,0.2790124714374542,0.4954058527946472,0.258785605430603,-0.23950208723545074,0.49487000703811646,0.35301485657691956,0.5116966962814331,0.3841775357723236,0.2684251070022583,0.3152272701263428,0.23106320202350616,0.20544172823429108
related,0.3823266327381134,0.25665760040283203,0.2590886056423187,0.20720073580741882,0.26962998509407043,0.11237668246030807,0.20010052621364594,0.21209308505058289,0.20435743033885956,0.2638801634311676,0.18288132548332214,-0.10905752331018448,0.21037456393241882,0.22400397062301636,0.2691357135772705,0.17576514184474945,0.12505477666854858,0.2529330551624298,0.12298113852739334,0.17689068615436554
how,0.4852597713470459,0.2172233760356903,0.15481124818325043,0.375736802816391,0.33890387415885925,0.15972670912742615,0.1377509981393814,0.29312583804130554,0.17780441045761108,0.2601168751716614,0.14530204236507416,-0.20377923548221588,0.33782753348350525,0.218691885471344,0.2480744868516922,0.22449488937854767,0.1299026757478714,0.2330140769481659,0.22168685495853424,0.4024120569229126
those,0.48319631814956665,0.1903577744960785,0.30401813983917236,0.38519078493118286,0.42861196398735046,0.1235371008515358,0.10838925838470459,0.24251152575016022,0.17849969863891602,0.3419301211833954,0.14533685147762299,-0.22084678709506989,0.30178776383399963,0.2554597556591034,0.37935635447502136,0.2666689157485962,0.1674124300479889,0.33467793464660645,0.16409991681575775,0.3328189253807068
contributed,0.24774141609668732,0.15256620943546295,0.1384379267692566,0.25130900740623474,0.2633678913116455,0.1090041846036911,0.09611384570598602,0.24738897383213043,0.16668996214866638,0.2594258189201355,0.1595155894756317,-0.15359869599342346,0.26930540800094604,0.20880217850208282,0.29837220907211304,0.18967026472091675,0.18230855464935303,0.3462153673171997,0.1880822330713272,0.21200142800807953
to,0.5345056653022766,0.21814438700675964,0.2672896385192871,0.4452643394470215,0.535392165184021,0.2109750658273697,0.1254875510931015,0.45503583550453186,0.2453051209449768,0.45010748505592346,0.228788822889328,-0.2857922613620758,0.42092081904411316,0.2875264883041382,0.41548454761505127,0.3691340684890747,0.1984357386827469,0.33166491985321045,0.22052034735679626,0.29463258385658264
contemporary,0.22929219901561737,0.27051424980163574,0.166154146194458,0.21341855823993683,0.25350451469421387,0.09005378931760788,0.1791093796491623,0.1928429901599884,0.20517055690288544,0.25818222761154175,0.16401195526123047,-0.08114363253116608,0.2450105845928192,0.15799179673194885,0.2923402488231659,0.21418142318725586,0.2585563361644745,0.3159025311470032,0.17925694584846497,0.09539991617202759
music,0.27402597665786743,0.6456038355827332,0.20819354057312012,0.21389511227607727,0.2714049816131592,0.12051979452371597,0.12416104227304459,0.2234005630016327,0.11325237900018692,0.22969312965869904,0.15334123373031616,0.010666747577488422,0.18681322038173676,0.23303714394569397,0.25892743468284607,0.13594356179237366,0.322480708360672,0.2356349676847458,0.2710859775543213,0.18264494836330414
500,-0.023339297622442245,-0.023837681859731674,-0.025581926107406616,-0.19424214959144592,-0.031206801533699036,0.16067025065422058,-0.030375994741916656,-0.024614928290247917,0.023809675127267838,-0.01686781458556652,0.036971140652894974,0.007372592110186815,-0.09811808913946152,0.0022799696307629347,-0.027781937271356583,-0.06276313215494156,-0.01269611343741417,-0.01602448709309101,-0.06851841509342194,0.05473969131708145
years,0.23232990503311157,0.13289402425289154,0.16637369990348816,0.2695724070072174,0.2912273406982422,0.15056827664375305,0.0772986188530922,0.23773819208145142,0.2789352238178253,0.33554986119270325,0.2534412741661072,-0.09640815109014511,0.234328031539917,0.17608642578125,0.2904134690761566,0.17322497069835663,0.25313666462898254,0.16578783094882965,0.22038599848747253,0.1914375126361847
later,0.39698365330696106,0.20352989435195923,0.21961964666843414,0.38386887311935425,0.4060266613960266,0.13437555730342865,0.1510971635580063,0.34254932403564453,0.16859951615333557,0.40857815742492676,0.292468786239624,-0.21113915741443634,0.38482072949409485,0.21416085958480835,0.3458743393421173,0.268444687128067,0.24387842416763306,0.19386446475982666,0.25378507375717163,0.1417175978422165
.,0.45942068099975586,0.19384656846523285,0.27268800139427185,0.35288307070732117,0.5934505462646484,0.2973858416080475,0.16452857851982117,0.50484299659729,0.23765113949775696,0.5591574311256409,0.3500252068042755,-0.19761697947978973,0.515582263469696,0.32817673683166504,0.5352458953857422,0.3566088080406189,0.20751601457595825,0.3116515278816223,0.15567724406719208,0.4130953550338745
