,how,many,households,had,bskyb,service,in,1994,?
least,0.2839330732822418,0.36189308762550354,0.26509401202201843,0.26335370540618896,0.0941045805811882,0.15103085339069366,0.3232700824737549,0.027334678918123245,0.28866854310035706
one,0.3213292360305786,0.4223630726337433,0.23005732893943787,0.3595404326915741,0.2114122062921524,0.13805261254310608,0.4129433035850525,-0.03193332627415657,0.2673267424106598
premium,0.1973227858543396,0.26469627022743225,0.2336547076702118,0.1575789749622345,0.1693601906299591,0.37779346108436584,0.18415379524230957,0.09297061711549759,0.21937195956707
channel,0.1534586250782013,0.19729399681091309,0.21335838735103607,0.15306571125984192,0.17153316736221313,0.3074278235435486,0.210372194647789,0.002752118743956089,0.20176179707050323
as,0.33782753348350525,0.4070141911506653,0.19027885794639587,0.3393979072570801,0.18719172477722168,0.21829554438591003,0.3887844979763031,0.010747266933321953,0.27043893933296204
well,0.410734087228775,0.5438802242279053,0.22100184857845306,0.33189016580581665,0.16653244197368622,0.13545310497283936,0.36612698435783386,0.03892802819609642,0.24815571308135986
",",0.22659391164779663,0.40610817074775696,0.2694286108016968,0.35487717390060425,0.2852807641029358,0.2389259785413742,0.5201468467712402,0.14125534892082214,0.31091248989105225
which,0.4852597713470459,0.5168171525001526,0.23460061848163605,0.3188965916633606,0.17957738041877747,0.25458550453186035,0.4840516746044159,-0.13012166321277618,0.25814583897590637
helped,0.31218069791793823,0.3159182071685791,0.13295744359493256,0.4485904276371002,0.1807110756635666,0.11383776366710663,0.304380863904953,0.14435626566410065,0.16572049260139465
bskyb,0.17300152778625488,0.17205999791622162,0.17223213613033295,0.14911578595638275,1.0000001192092896,0.1887708604335785,0.22606848180294037,-0.12065959721803665,0.2979319989681244
reach,0.19447876513004303,0.17786337435245514,0.18237626552581787,0.21661508083343506,0.09845954179763794,0.11433849483728409,0.20601192116737366,-0.002933693351224065,0.13152138888835907
3.5,0.0011970505584031343,-0.050710201263427734,-0.027563346549868584,-0.03963034972548485,-0.19933055341243744,-0.13184025883674622,-0.1003049686551094,0.002800945658236742,-0.09453554451465607
million,0.21114659309387207,0.3520967364311218,0.3383822739124298,0.2695454955101013,0.20821961760520935,0.2226027548313141,0.2596224844455719,0.012315906584262848,0.23092924058437347
households,0.21022699773311615,0.26178956031799316,1.0000001192092896,0.29948997497558594,0.17223213613033295,0.2098107933998108,0.24879489839076996,-0.03251367434859276,0.17362827062606812
by,0.34370526671409607,0.3409687578678131,0.18599557876586914,0.37294110655784607,0.1526695340871811,0.20538176596164703,0.370934396982193,-0.017818160355091095,0.17966607213020325
mid-1994,0.23745836317539215,0.20310530066490173,0.24672159552574158,0.18834391236305237,0.19528542459011078,0.16331234574317932,0.2692438066005707,0.000488516001496464,0.11321627348661423
.,0.3287222981452942,0.3974229395389557,0.26202744245529175,0.37348684668540955,0.2844841778278351,0.2115515172481537,0.5591574311256409,0.08958379179239273,0.4130953550338745
