,dutch,architect,janjaap,ruijssenaars,'s,performative,architecture,3d-printed,building,is,scheduled,to,be,built,when,?
is,0.12900666892528534,0.11014332622289658,0.18311215937137604,0.18987081944942474,0.02396530658006668,0.2976221740245819,0.19717231392860413,0.21432290971279144,0.20087163150310516,1.0,0.13961143791675568,0.42745086550712585,0.4819129705429077,0.17778918147087097,0.3471449911594391,0.22961433231830597
making,0.0820244699716568,0.10950165241956711,0.1465177685022354,0.18560679256916046,0.043641600757837296,0.22112968564033508,0.15282928943634033,0.18084269762039185,0.2973703444004059,0.3214159309864044,0.14245758950710297,0.3740498423576355,0.3568275570869446,0.20321272313594818,0.35811853408813477,0.2539324164390564
it,0.09631947427988052,0.1445871740579605,0.14801347255706787,0.2217435985803604,0.06608816236257553,0.2951672673225403,0.23087389767169952,0.21047984063625336,0.2947906255722046,0.6328473687171936,0.23883257806301117,0.513711154460907,0.5203388929367065,0.28878268599510193,0.4775012135505676,0.25732165575027466
possible,0.11554552614688873,0.12540727853775024,0.12007055431604385,0.2055881768465042,0.036827296018600464,0.31302106380462646,0.1920243352651596,0.1420266032218933,0.15899024903774261,0.2872174084186554,0.2285841703414917,0.4506641626358032,0.43379613757133484,0.2072458416223526,0.2793816924095154,0.3059970438480377
to,0.1383991241455078,0.16537004709243774,0.18093450367450714,0.2341807633638382,0.03782717138528824,0.3107978105545044,0.23015062510967255,0.19723960757255554,0.2658686637878418,0.42745086550712585,0.25710105895996094,1.0,0.4972836375236511,0.2183011770248413,0.5423505902290344,0.29463258385658264
flexibly,0.09202741086483002,0.16038450598716736,0.23503930866718292,0.11193428188562393,0.020497357472777367,0.3387080729007721,0.2588176727294922,0.2775247097015381,0.18776358664035797,0.22261030972003937,0.10007420182228088,0.27637675404548645,0.3539382517337799,0.18741171061992645,0.3149416148662567,0.2247963696718216
construct,0.14698012173175812,0.3585115969181061,0.21011877059936523,0.2068236619234085,0.05159948766231537,0.2733866274356842,0.37993237376213074,0.23834262788295746,0.4708453118801117,0.2508331537246704,0.1784975528717041,0.3568635582923889,0.349642276763916,0.46988388895988464,0.2057163417339325,0.16900332272052765
small,0.14795325696468353,0.046137843281030655,0.18423403799533844,0.2401415854692459,0.08369652181863785,0.1536514014005661,0.12380627542734146,0.2199600487947464,0.22012944519519806,0.32085540890693665,0.08745123445987701,0.3054737150669098,0.2888108789920807,0.2695361077785492,0.3321642279624939,0.13914890587329865
commercial,0.12565384805202484,0.13159392774105072,0.14961989223957062,0.16590769588947296,0.03145602345466614,0.27685898542404175,0.20523816347122192,0.14421527087688446,0.1868683248758316,0.2402932196855545,0.3391919732093811,0.2572329044342041,0.1831246316432953,0.18583984673023224,0.19567684829235077,0.04216946288943291
buildings,0.13525576889514923,0.4719042181968689,0.16780012845993042,0.3413935899734497,0.036561012268066406,0.24362671375274658,0.5019899010658264,0.18011413514614105,0.765990138053894,0.2076430320739746,0.14994215965270996,0.25290772318840027,0.21465985476970673,0.532329261302948,0.20478227734565735,0.11192528158426285
and,0.26873692870140076,0.20191539824008942,0.3291952311992645,0.34105122089385986,0.06895173341035843,0.3008224368095398,0.2369556725025177,0.2031262218952179,0.2593274712562561,0.3859752118587494,0.2042222023010254,0.48971283435821533,0.41766801476478577,0.2814858853816986,0.4716290831565857,0.20544172823429108
private,0.06549997627735138,0.11851593852043152,0.19060850143432617,0.191939115524292,0.08433578908443451,0.20620374381542206,0.1667872667312622,0.21850457787513733,0.20027288794517517,0.1420905888080597,0.16918633878231049,0.18892748653888702,0.1834806501865387,0.2347978949546814,0.19724692404270172,0.14389030635356903
habitations,0.0958268791437149,0.11864402145147324,0.23883455991744995,0.2957708537578583,0.009596778079867363,0.32927924394607544,0.2489650845527649,0.2344447672367096,0.24007727205753326,0.21464967727661133,0.22678956389427185,0.30523520708084106,0.3157133460044861,0.20930247008800507,0.22762860357761383,0.22738459706306458
in,0.17559829354286194,0.18696801364421844,0.26590171456336975,0.3263860046863556,-0.037580832839012146,0.3084650933742523,0.2624244689941406,0.26538094878196716,0.3256937265396118,0.5394441485404968,0.23272886872291565,0.45010748505592346,0.3481820821762085,0.25829681754112244,0.4431333839893341,0.20430970191955566
around,0.1313745528459549,0.1084679514169693,0.20208525657653809,0.24780119955539703,-0.039796680212020874,0.21794027090072632,0.14624397456645966,0.17337539792060852,0.2478300780057907,0.286477267742157,0.1948719024658203,0.3591267168521881,0.2566564679145813,0.29944562911987305,0.39192935824394226,0.14729668200016022
20,0.026442335918545723,0.0433293916285038,0.035304777324199677,0.08438346534967422,-0.016651324927806854,-0.02008839137852192,0.05437837168574333,-0.028133142739534378,-0.03550030291080475,-0.04254214093089104,-0.04041386395692825,-0.018198585137724876,0.06780018657445908,0.018237415701150894,-0.07240847498178482,0.11360422521829605
hours,0.15012530982494354,0.094147689640522,0.17477580904960632,0.1991313397884369,0.057343196123838425,0.15931107103824615,0.09833844751119614,0.12173563987016678,0.15612991154193878,0.14617642760276794,0.2665225863456726,0.23638038337230682,0.21274016797542572,0.14517338573932648,0.28038275241851807,0.21755769848823547
",",0.23674406111240387,0.21737651526927948,0.32936617732048035,0.32891178131103516,-0.0016132977325469255,0.3191586136817932,0.2120368629693985,0.26199936866760254,0.2374238669872284,0.4691906273365021,0.2531873285770416,0.44245919585227966,0.39254459738731384,0.22658206522464752,0.36674630641937256,0.31091248989105225
with,0.11541517823934555,0.09419280290603638,0.18710368871688843,0.21934470534324646,-0.04624466598033905,0.2397078275680542,0.1400839239358902,0.18928566575050354,0.1992759108543396,0.3250955045223236,0.12026636302471161,0.4239959120750427,0.36101722717285156,0.17062970995903015,0.5075214505195618,0.2433311939239502
built-in,0.11727651208639145,0.4528059661388397,0.2301335483789444,0.33354994654655457,0.05686085671186447,0.14571847021579742,0.3822719156742096,0.24838434159755707,0.575035810470581,0.2541937828063965,0.22494755685329437,0.23554913699626923,0.1974318027496338,0.8722269535064697,0.252814918756485,0.12131613492965698
plumbing,0.10833431035280228,0.20118935406208038,0.19591447710990906,0.21755175292491913,0.040708623826503754,0.2043956071138382,0.23079848289489746,0.1683070808649063,0.3637632727622986,0.2291233092546463,0.18288342654705048,0.2665955126285553,0.3059121072292328,0.32290366291999817,0.3177149295806885,0.18203091621398926
and,0.26873692870140076,0.20191539824008942,0.3291952311992645,0.34105122089385986,0.06895173341035843,0.3008224368095398,0.2369556725025177,0.2031262218952179,0.2593274712562561,0.3859752118587494,0.2042222023010254,0.48971283435821533,0.41766801476478577,0.2814858853816986,0.4716290831565857,0.20544172823429108
electrical,0.11222290992736816,0.18739180266857147,0.1607711762189865,0.19949081540107727,0.012006526812911034,0.23368899524211884,0.24671748280525208,0.26636338233947754,0.2393597513437271,0.20024892687797546,0.08832377940416336,0.2649001479148865,0.23986664414405823,0.29621803760528564,0.29064828157424927,0.10923371464014053
facilities,0.08571238815784454,0.22117048501968384,0.26138240098953247,0.2240004539489746,0.023276466876268387,0.2771119475364685,0.250480592250824,0.13802611827850342,0.35122692584991455,0.17244288325309753,0.33098065853118896,0.25067898631095886,0.23607023060321808,0.38056740164756775,0.13911154866218567,0.10624271631240845
",",0.23674406111240387,0.21737651526927948,0.32936617732048035,0.32891178131103516,-0.0016132977325469255,0.3191586136817932,0.2120368629693985,0.26199936866760254,0.2374238669872284,0.4691906273365021,0.2531873285770416,0.44245919585227966,0.39254459738731384,0.22658206522464752,0.36674630641937256,0.31091248989105225
in,0.17559829354286194,0.18696801364421844,0.26590171456336975,0.3263860046863556,-0.037580832839012146,0.3084650933742523,0.2624244689941406,0.26538094878196716,0.3256937265396118,0.5394441485404968,0.23272886872291565,0.45010748505592346,0.3481820821762085,0.25829681754112244,0.4431333839893341,0.20430970191955566
one,0.12088042497634888,0.15033361315727234,0.2210577130317688,0.22731445729732513,0.06913424283266068,0.2967953383922577,0.2277313619852066,0.2094445526599884,0.2307232916355133,0.4544198513031006,0.21979965269565582,0.4025384783744812,0.4154875874519348,0.2806268632411957,0.38307374715805054,0.2673267424106598
continuous,0.19760891795158386,0.1271558701992035,0.2555554509162903,0.2504338324069977,0.017404459416866302,0.3098755478858948,0.20149312913417816,0.2591090202331543,0.1852673590183258,0.22904802858829498,0.16209392249584198,0.24047334492206573,0.2505640387535095,0.19736270606517792,0.305044561624527,0.10320229828357697
build,0.11774428933858871,0.3740302324295044,0.11673276871442795,0.24336566030979156,0.08569536358118057,0.13241362571716309,0.36045992374420166,0.18280884623527527,0.5836763381958008,0.21933425962924957,0.12158077210187912,0.38783395290374756,0.2621593475341797,0.5833544731140137,0.26137539744377136,0.1704305112361908
",",0.23674406111240387,0.21737651526927948,0.32936617732048035,0.32891178131103516,-0.0016132977325469255,0.3191586136817932,0.2120368629693985,0.26199936866760254,0.2374238669872284,0.4691906273365021,0.2531873285770416,0.44245919585227966,0.39254459738731384,0.22658206522464752,0.36674630641937256,0.31091248989105225
using,0.18495887517929077,0.06878024339675903,0.2045123279094696,0.19993259012699127,-0.029558077454566956,0.27819573879241943,0.11096187680959702,0.2636333107948303,0.2224433422088623,0.26543745398521423,0.1393967717885971,0.3678804934024811,0.4113650619983673,0.20568858087062836,0.4100514352321625,0.2804589569568634
large,0.13253185153007507,0.08817742764949799,0.15966971218585968,0.24639958143234253,0.06319566071033478,0.18743854761123657,0.19693729281425476,0.22390218079090118,0.31278279423713684,0.2971126437187195,0.10659102350473404,0.3150999844074249,0.2907196581363678,0.36899662017822266,0.2779814898967743,0.1355665624141693
3d,0.052364666014909744,0.16496504843235016,0.11203894019126892,0.12291968613862991,0.038413818925619125,0.08744507282972336,0.1212531179189682,0.1741381138563156,0.1004672646522522,0.08797618746757507,0.02617868036031723,-0.04626362398266792,-0.006655058823525906,0.11049624532461166,0.019826030358672142,0.040244732052087784
printers,0.18291519582271576,0.23176948726177216,0.18132391571998596,0.22824154794216156,0.08823343366384506,0.2918311655521393,0.2956768274307251,0.5804269909858704,0.1448889970779419,0.26020848751068115,0.0846279039978981,0.2935020625591278,0.29778650403022766,0.19009557366371155,0.23300151526927948,0.1761903464794159
.,0.2196396291255951,0.17999820411205292,0.24772348999977112,0.31041795015335083,-0.003708066651597619,0.29521724581718445,0.21623484790325165,0.29023873805999756,0.275610089302063,0.4569662809371948,0.19395571947097778,0.4645031690597534,0.4383580684661865,0.2374027520418167,0.475719153881073,0.4130953550338745
,dutch,architect,janjaap,ruijssenaars,'s,performative,architecture,3d-printed,building,is,scheduled,to,be,built,when,?
dutch,0.9999999403953552,0.2190476357936859,0.383687824010849,0.5132746696472168,0.08659562468528748,0.07382910698652267,0.13181529939174652,0.157872274518013,0.13313783705234528,0.12900666892528534,0.1121642142534256,0.1383991241455078,0.10317032784223557,0.12654955685138702,0.13281308114528656,0.1081366017460823
architect,0.2190476357936859,1.0000001192092896,0.24871592223644257,0.32340186834335327,0.02331111766397953,0.11707480996847153,0.7196862697601318,0.16091503202915192,0.495442271232605,0.11014332622289658,0.12003853917121887,0.16537004709243774,0.09757619351148605,0.4416904151439667,0.09957965463399887,0.11996878683567047
janjaap,0.383687824010849,0.24871592223644257,1.0,0.43948251008987427,0.028628762811422348,0.24000635743141174,0.21811622381210327,0.22403192520141602,0.17399902641773224,0.18311215937137604,0.227696031332016,0.18093450367450714,0.17729820311069489,0.18363270163536072,0.17990504205226898,0.22612513601779938
ruijssenaars,0.5132746696472168,0.32340186834335327,0.43948251008987427,1.0000001192092896,0.05725925788283348,0.18260198831558228,0.25548118352890015,0.224338561296463,0.2597324252128601,0.18987081944942474,0.17187011241912842,0.2341807633638382,0.1805764138698578,0.3375520408153534,0.2126753032207489,0.1414942443370819
's,0.08659562468528748,0.02331111766397953,0.028628762811422348,0.05725925788283348,0.9999999403953552,-0.011859632097184658,-0.0005112122162245214,0.009892325848340988,0.004743766970932484,0.02396530658006668,-0.015724822878837585,0.03782717138528824,0.025217169895768166,0.09241583198308945,-0.03368149697780609,-0.023395681753754616
performative,0.07382910698652267,0.11707480996847153,0.24000635743141174,0.18260198831558228,-0.011859632097184658,1.0,0.23752062022686005,0.2595999240875244,0.22157345712184906,0.2976221740245819,0.22038397192955017,0.3107978105545044,0.29668816924095154,0.14759844541549683,0.23672476410865784,0.2691268026828766
architecture,0.13181529939174652,0.7196862697601318,0.21811622381210327,0.25548118352890015,-0.0005112122162245214,0.23752062022686005,1.0,0.18086442351341248,0.4623510539531708,0.19717231392860413,0.19629576802253723,0.23015062510967255,0.14680521190166473,0.4077255427837372,0.13571539521217346,0.14343059062957764
3d-printed,0.157872274518013,0.16091503202915192,0.22403192520141602,0.224338561296463,0.009892325848340988,0.2595999240875244,0.18086442351341248,0.9999999403953552,0.20239855349063873,0.21432290971279144,0.11000071465969086,0.19723960757255554,0.24164974689483643,0.24795439839363098,0.27809831500053406,0.16185657680034637
building,0.13313783705234528,0.495442271232605,0.17399902641773224,0.2597324252128601,0.004743766970932484,0.22157345712184906,0.4623510539531708,0.20239855349063873,0.9999998807907104,0.20087163150310516,0.15085940062999725,0.2658686637878418,0.21893082559108734,0.5628743767738342,0.2712017297744751,0.13549931347370148
is,0.12900666892528534,0.11014332622289658,0.18311215937137604,0.18987081944942474,0.02396530658006668,0.2976221740245819,0.19717231392860413,0.21432290971279144,0.20087163150310516,1.0,0.13961143791675568,0.42745086550712585,0.4819129705429077,0.17778918147087097,0.3471449911594391,0.22961433231830597
scheduled,0.1121642142534256,0.12003853917121887,0.227696031332016,0.17187011241912842,-0.015724822878837585,0.22038397192955017,0.19629576802253723,0.11000071465969086,0.15085940062999725,0.13961143791675568,1.0000001192092896,0.25710105895996094,0.21397235989570618,0.22686193883419037,0.18377315998077393,0.15473315119743347
to,0.1383991241455078,0.16537004709243774,0.18093450367450714,0.2341807633638382,0.03782717138528824,0.3107978105545044,0.23015062510967255,0.19723960757255554,0.2658686637878418,0.42745086550712585,0.25710105895996094,1.0,0.4972836375236511,0.2183011770248413,0.5423505902290344,0.29463258385658264
be,0.10317032784223557,0.09757619351148605,0.17729820311069489,0.1805764138698578,0.025217169895768166,0.29668816924095154,0.14680521190166473,0.24164974689483643,0.21893082559108734,0.4819129705429077,0.21397235989570618,0.4972836375236511,1.0,0.162033811211586,0.4451393485069275,0.3324260413646698
built,0.12654955685138702,0.4416904151439667,0.18363270163536072,0.3375520408153534,0.09241583198308945,0.14759844541549683,0.4077255427837372,0.24795439839363098,0.5628743767738342,0.17778918147087097,0.22686193883419037,0.2183011770248413,0.162033811211586,1.0000001192092896,0.19830277562141418,0.09449632465839386
in,0.17559829354286194,0.18696801364421844,0.26590171456336975,0.3263860046863556,-0.037580832839012146,0.3084650933742523,0.2624244689941406,0.26538094878196716,0.3256937265396118,0.5394441485404968,0.23272886872291565,0.45010748505592346,0.3481820821762085,0.25829681754112244,0.4431333839893341,0.20430970191955566
2014,0.07919278740882874,0.12846924364566803,0.13889728486537933,0.10664789378643036,-0.012121890671551228,-0.04531952366232872,-0.05013921856880188,0.05333004519343376,0.0066804708912968636,0.16745887696743011,-0.04011369124054909,0.016496146097779274,0.06913494318723679,-0.05024302378296852,0.1509266346693039,0.058127544820308685
.,0.2196396291255951,0.17999820411205292,0.24772348999977112,0.31041795015335083,-0.003708066651597619,0.29521724581718445,0.21623484790325165,0.29023873805999756,0.275610089302063,0.4569662809371948,0.19395571947097778,0.4645031690597534,0.4383580684661865,0.2374027520418167,0.475719153881073,0.4130953550338745
